date,geography,geography code,Household size: Total: All household spaces; measures: Value,Household size: 0 people in household; measures: Value,Household size: 1 person in household; measures: Value,Household size: 2 people in household; measures: Value,Household size: 3 people in household; measures: Value,Household size: 4 people in household; measures: Value,Household size: 5 people in household; measures: Value,Household size: 6 people in household; measures: Value,Household size: 7 people in household; measures: Value,Household size: 8 or more people in household; measures: Value
2021,Birmingham 014F,E01034913,433,0,125,99,85,65,39,12,5,3
2021,Birmingham 014G,E01034914,704,0,202,162,132,120,49,26,10,3
2021,Birmingham 015A,E01009457,600,0,125,247,96,93,26,11,2,0
2021,Birmingham 015B,E01009459,638,0,161,226,103,104,32,8,3,1
2021,Birmingham 015C,E01009461,516,0,108,204,84,88,24,6,0,2
2021,Birmingham 015D,E01009463,615,0,174,228,84,90,27,3,4,5
2021,Birmingham 016A,E01009235,630,0,148,212,112,81,42,27,6,2
2021,Birmingham 016B,E01009243,731,0,215,212,135,112,28,21,4,4
2021,Birmingham 016C,E01009245,568,0,148,165,116,82,35,15,4,3
2021,Birmingham 016D,E01009246,667,0,211,209,119,85,32,9,1,1
2021,Birmingham 016E,E01009247,583,0,126,179,119,109,29,14,6,1
2021,Birmingham 017A,E01009226,668,0,234,219,129,55,18,10,3,0
2021,Birmingham 017B,E01009229,661,0,193,190,152,75,37,5,5,4
2021,Birmingham 017C,E01009230,734,0,241,258,124,63,31,10,3,4
2021,Birmingham 017D,E01009231,777,0,236,236,120,103,54,22,5,1
2021,Birmingham 018A,E01009001,719,0,237,236,126,77,35,6,2,0
2021,Birmingham 018B,E01009003,687,0,262,220,82,73,30,5,4,11
2021,Birmingham 018C,E01009456,706,0,202,232,119,114,30,8,1,0
2021,Birmingham 018D,E01009458,734,0,379,186,86,61,16,5,1,0
2021,Birmingham 018E,E01009460,812,0,399,229,82,73,14,11,3,1
2021,Birmingham 018F,E01009462,772,0,308,259,107,72,19,3,3,1
2021,Birmingham 019A,E01009234,614,0,184,172,130,97,22,7,2,0
2021,Birmingham 019B,E01009236,599,0,146,180,119,104,32,13,4,1
2021,Birmingham 019C,E01009244,805,0,276,199,173,106,41,8,1,1
2021,Birmingham 019D,E01009248,707,0,183,230,141,96,38,15,3,1
2021,Birmingham 020A,E01009403,608,0,182,162,101,90,46,16,7,4
2021,Birmingham 020B,E01009404,628,0,181,165,138,85,41,7,9,2
2021,Birmingham 020C,E01009405,606,0,210,160,94,79,37,14,9,3
2021,Birmingham 020D,E01009406,760,0,301,203,103,73,48,25,4,3
2021,Birmingham 020E,E01009407,693,0,229,190,106,89,44,27,6,2
2021,Birmingham 021A,E01009439,601,0,173,216,79,89,30,11,1,2
2021,Birmingham 021B,E01009441,638,0,201,214,114,68,29,4,5,3
2021,Birmingham 021C,E01009442,590,0,131,227,106,95,22,6,2,1
2021,Birmingham 021D,E01009443,522,0,152,195,75,69,24,4,1,2
2021,Birmingham 022A,E01009123,610,0,191,143,111,82,45,22,8,8
2021,Birmingham 022B,E01009124,717,0,138,210,149,97,60,42,13,8
2021,Birmingham 022C,E01009125,683,0,160,177,125,114,53,24,26,4
2021,Birmingham 022D,E01009232,587,0,171,170,100,82,45,12,4,3
2021,Birmingham 023A,E01009002,788,0,219,224,160,91,57,18,11,8
2021,Birmingham 023C,E01009006,749,0,293,249,112,61,20,9,3,2
2021,Birmingham 023D,E01009007,904,0,424,251,108,69,30,15,2,5
2021,Birmingham 023G,E01034915,630,0,120,138,157,118,69,14,11,3
2021,Birmingham 023H,E01034916,651,0,251,190,88,72,31,14,5,0
2021,Birmingham 024A,E01009237,578,0,182,155,90,95,27,21,3,5
2021,Birmingham 024B,E01009238,633,0,174,172,99,88,51,29,12,8
2021,Birmingham 024C,E01009240,592,0,167,183,99,78,39,17,5,4
2021,Birmingham 024D,E01009241,590,0,129,140,99,102,84,24,5,7
2021,Birmingham 024E,E01009242,637,0,138,136,102,107,58,58,26,12
2021,Birmingham 025A,E01009005,728,0,257,217,110,85,32,13,10,4
2021,Birmingham 025B,E01009009,631,0,206,212,97,69,23,8,8,8
2021,Birmingham 025C,E01009098,935,0,364,241,150,113,49,14,3,1
2021,Birmingham 025D,E01009100,817,0,278,250,121,101,47,14,5,1
2021,Birmingham 025E,E01009105,743,0,194,248,158,100,30,9,4,0
2021,Birmingham 026A,E01009126,543,0,124,160,89,101,42,18,9,0
2021,Birmingham 026B,E01009408,658,0,209,155,97,98,49,31,13,6
2021,Birmingham 026C,E01009409,839,0,356,224,114,82,35,16,5,7
2021,Birmingham 026D,E01009410,813,0,333,199,118,82,42,22,8,9
2021,Birmingham 029A,E01009096,776,0,313,211,119,98,22,10,3,0
2021,Birmingham 029B,E01009097,767,0,205,221,161,102,50,17,6,5
2021,Birmingham 029C,E01009099,801,0,346,187,125,82,35,20,3,3
2021,Birmingham 029D,E01009101,607,0,198,186,93,71,35,15,7,2
2021,Birmingham 029E,E01009103,687,0,251,179,121,91,30,7,8,0
2021,Birmingham 029F,E01009106,574,0,168,187,109,70,33,5,2,0
2021,Birmingham 030A,E01008915,559,0,125,110,94,94,72,43,10,11
2021,Birmingham 030B,E01009411,872,0,354,254,128,87,28,8,4,9
2021,Birmingham 030C,E01009412,645,0,194,164,95,86,53,27,16,10
2021,Birmingham 030D,E01009413,671,0,201,181,118,69,59,19,15,9
2021,Birmingham 030E,E01009414,860,0,239,229,137,128,75,25,18,9
2021,Birmingham 031A,E01008998,652,0,181,143,115,77,65,40,21,10
2021,Birmingham 031B,E01008999,525,0,127,129,97,67,49,32,13,11
2021,Birmingham 031C,E01009000,844,0,443,217,82,49,28,13,4,8
2021,Birmingham 031D,E01009013,899,0,382,248,122,85,34,15,9,4
2021,Birmingham 031E,E01009400,574,0,160,143,85,82,51,31,13,9
2021,Birmingham 031F,E01009401,635,0,200,144,89,84,45,38,19,16
2021,Birmingham 031H,E01033630,596,0,268,179,83,40,16,6,0,4
2021,Birmingham 031I,E01033646,852,0,446,192,99,53,26,20,4,12
2021,Birmingham 032A,E01009049,577,0,222,97,74,61,61,29,19,14
2021,Birmingham 032B,E01009056,751,0,269,142,77,115,67,29,19,33
2021,Birmingham 032C,E01009263,628,0,245,142,88,80,35,19,9,10
2021,Birmingham 032D,E01009264,682,0,405,162,55,34,13,10,2,1
2021,Birmingham 032E,E01009265,591,0,195,104,94,90,54,28,11,15
2021,Birmingham 033A,E01009051,540,0,126,108,75,75,78,40,20,18
2021,Birmingham 033B,E01009053,443,0,75,89,61,71,67,34,19,27
2021,Birmingham 033C,E01009054,434,0,70,73,56,80,74,41,26,14
2021,Birmingham 033D,E01009058,496,0,88,61,66,90,71,64,27,29
2021,Birmingham 033E,E01009061,456,0,73,64,69,66,56,59,30,39
2021,Birmingham 033F,E01009239,558,0,198,150,79,61,33,25,10,2
2021,Birmingham 034A,E01009266,589,0,157,124,98,102,58,22,9,19
2021,Birmingham 034B,E01009269,507,0,123,116,91,92,48,22,9,6
2021,Birmingham 034C,E01009270,631,0,197,92,96,83,65,46,31,21
2021,Birmingham 034D,E01009271,515,0,119,88,79,121,64,28,9,7
2021,Birmingham 034E,E01009273,495,0,104,121,68,86,55,30,18,13
2021,Birmingham 035A,E01009050,750,0,194,170,113,111,87,40,26,9
2021,Birmingham 035D,E01009057,627,0,204,88,95,70,66,69,24,11
2021,Birmingham 035E,E01009059,571,0,200,88,56,86,42,49,17,33
2021,Birmingham 035F,E01009060,477,0,105,76,81,46,71,50,19,29
2021,Birmingham 035H,E01034917,504,0,135,92,75,58,63,35,20,26
2021,Birmingham 035I,E01034918,546,0,206,69,65,55,54,46,23,28
2021,Birmingham 036A,E01009268,434,0,64,81,90,98,56,23,16,6
2021,Birmingham 036B,E01009272,472,0,118,97,85,90,49,21,6,6
2021,Birmingham 036C,E01009274,706,0,206,163,99,102,62,39,15,20
2021,Birmingham 036D,E01009349,561,0,137,116,100,99,57,43,9,0
2021,Birmingham 036E,E01009351,552,0,113,136,83,99,76,23,9,13
2021,Birmingham 036F,E01009354,509,0,172,88,67,80,48,30,12,12
2021,Birmingham 037A,E01008899,458,0,185,92,50,50,37,13,10,21
2021,Birmingham 037C,E01008901,609,0,218,105,77,73,51,42,22,21
2021,Birmingham 037E,E01008916,485,0,107,69,73,73,82,37,28,16
2021,Birmingham 037G,E01034919,480,0,126,60,72,81,55,42,29,15
2021,Birmingham 037H,E01034920,413,0,49,46,57,46,60,70,42,43
2021,Birmingham 039A,E01009275,503,0,105,98,64,78,66,40,24,28
2021,Birmingham 039B,E01009350,475,0,107,87,61,76,64,44,18,18
2021,Birmingham 039C,E01009352,489,0,124,66,67,59,59,44,34,36
2021,Birmingham 039D,E01009353,469,0,90,86,66,78,66,27,26,30
2021,Birmingham 039E,E01009355,475,0,152,110,55,53,34,35,16,20
2021,Birmingham 039I,E01034921,435,0,76,86,83,108,32,31,11,8
2021,Birmingham 039J,E01034922,524,0,116,119,91,97,49,29,20,3
2021,Birmingham 040A,E01008905,486,0,65,76,74,85,73,52,30,31
2021,Birmingham 040B,E01008907,616,0,207,119,77,87,58,31,22,15
2021,Birmingham 040C,E01009047,554,0,192,77,65,66,54,48,21,31
2021,Birmingham 040D,E01009048,639,0,241,106,69,67,52,32,23,49
2021,Birmingham 040E,E01009062,509,0,112,86,73,63,88,31,23,33
2021,Birmingham 041D,E01008909,551,0,99,87,77,93,63,57,43,32
2021,Birmingham 041H,E01034923,532,0,179,67,71,47,69,46,35,18
2021,Birmingham 041I,E01034924,441,0,146,65,41,46,43,41,21,38
2021,Birmingham 041J,E01034925,535,0,156,90,80,70,65,40,18,16
2021,Birmingham 041K,E01034926,531,0,209,76,60,71,43,35,25,12
2021,Birmingham 042A,E01009084,528,0,87,96,67,92,81,51,25,29
2021,Birmingham 042B,E01009085,495,0,68,77,50,67,79,78,39,37
2021,Birmingham 042C,E01009087,581,0,135,146,88,75,65,42,19,11
2021,Birmingham 042D,E01009089,488,0,67,103,76,98,56,44,24,20
2021,Birmingham 042E,E01009090,535,0,106,79,54,76,83,61,41,35
2021,Birmingham 043A,E01009201,707,0,259,130,96,95,55,42,21,9
2021,Birmingham 043B,E01009202,635,0,214,137,98,59,48,47,19,13
2021,Birmingham 043D,E01034927,641,0,232,118,98,67,59,39,20,8
2021,Birmingham 043E,E01034928,501,0,151,76,75,91,64,23,19,2
2021,Birmingham 044A,E01009082,498,0,109,117,88,78,62,27,8,9
2021,Birmingham 044B,E01009086,624,0,132,130,88,91,89,47,25,22
2021,Birmingham 044C,E01009480,580,0,94,116,82,96,84,60,31,17
2021,Birmingham 044D,E01009481,715,0,115,132,92,97,109,89,45,36
2021,Birmingham 044E,E01009486,608,0,112,110,82,99,98,56,32,19
2021,Birmingham 044F,E01009487,573,0,89,88,89,89,98,60,34,26
2021,Birmingham 045A,E01009088,683,0,262,191,98,62,46,13,6,5
2021,Birmingham 045B,E01009091,659,0,214,168,111,102,42,10,8,4
2021,Birmingham 045C,E01009305,703,0,239,197,129,72,48,15,2,1
2021,Birmingham 045D,E01009307,726,0,292,203,117,75,30,6,3,0
2021,Birmingham 045E,E01009309,785,0,295,203,135,97,35,12,7,1
2021,Birmingham 046A,E01009304,804,0,279,239,140,91,36,14,4,1
2021,Birmingham 046B,E01009306,713,0,252,208,117,80,29,20,5,2
2021,Birmingham 046C,E01009308,762,0,228,217,149,94,45,19,9,1
2021,Birmingham 046D,E01009310,807,0,256,219,143,112,53,18,4,2
2021,Birmingham 047A,E01009348,819,0,318,190,100,91,71,24,16,9
2021,Birmingham 047B,E01009358,740,0,251,111,124,90,60,60,23,21
2021,Birmingham 047C,E01009359,690,0,171,145,121,126,77,22,14,14
2021,Birmingham 047D,E01009360,957,0,252,219,192,137,85,36,20,16
2021,Birmingham 047E,E01009361,773,0,220,175,129,124,78,30,11,6
2021,Birmingham 048A,E01009478,623,0,150,114,77,81,98,59,26,18
2021,Birmingham 048B,E01009479,594,0,142,69,72,91,86,69,36,29
2021,Birmingham 048C,E01009482,473,0,91,85,70,76,46,55,26,24
2021,Birmingham 048D,E01009484,489,0,115,89,51,59,72,46,25,32
2021,Birmingham 048E,E01009485,503,0,64,68,93,71,76,72,30,29
2021,Birmingham 049A,E01008906,510,0,88,67,56,103,76,66,35,19
2021,Birmingham 049B,E01008911,639,0,213,87,103,86,62,52,21,15
2021,Birmingham 049D,E01009347,563,0,176,120,97,73,49,28,12,8
2021,Birmingham 049E,E01033559,913,0,455,374,65,10,8,1,0,0
2021,Birmingham 049F,E01033638,667,0,238,110,61,99,78,56,13,12
2021,Birmingham 050A,E01008910,442,0,124,73,48,61,42,52,22,20
2021,Birmingham 050B,E01008913,931,0,396,187,135,105,50,29,15,14
2021,Birmingham 050E,E01033561,415,0,175,103,48,27,28,20,7,7
2021,Birmingham 050F,E01033617,852,0,495,268,56,27,5,0,1,0
2021,Birmingham 050G,E01034929,521,0,140,118,72,80,51,26,19,15
2021,Birmingham 050H,E01034930,504,0,234,135,54,32,15,13,11,10
2021,Birmingham 051B,E01009483,522,0,99,70,66,87,70,76,26,28
2021,Birmingham 051C,E01009488,718,0,157,117,103,112,103,60,34,32
2021,Birmingham 051D,E01009489,520,0,71,86,68,98,72,58,27,40
2021,Birmingham 051E,E01009491,528,0,84,75,58,64,88,72,47,40
2021,Birmingham 051F,E01034931,431,0,43,57,66,70,64,44,48,39
2021,Birmingham 051G,E01034932,437,0,139,83,30,48,56,26,25,30
2021,Birmingham 052B,E01009192,612,0,70,75,76,85,102,82,56,66
2021,Birmingham 052D,E01009199,541,0,169,130,80,93,34,23,8,4
2021,Birmingham 052E,E01009204,711,0,254,120,98,82,60,42,23,32
2021,Birmingham 052G,E01034933,408,0,83,69,47,70,58,38,19,24
2021,Birmingham 052H,E01034934,436,0,79,66,80,58,54,40,32,27
2021,Birmingham 053A,E01009151,626,0,139,123,88,90,70,63,24,29
2021,Birmingham 053B,E01009152,578,0,207,81,57,48,50,58,36,41
2021,Birmingham 053C,E01009153,822,0,343,163,101,94,56,31,21,13
2021,Birmingham 053D,E01009345,500,0,131,115,75,76,56,29,10,8
2021,Birmingham 053E,E01009346,526,0,106,109,93,86,51,54,16,11
2021,Birmingham 054A,E01009092,614,0,152,150,114,100,59,24,6,9
2021,Birmingham 054B,E01009093,647,0,187,166,123,64,56,38,11,2
2021,Birmingham 054C,E01009094,547,0,127,134,92,96,63,18,9,8
2021,Birmingham 054D,E01009298,579,0,147,130,124,97,45,19,13,4
2021,Birmingham 054E,E01009311,559,0,123,153,103,92,47,21,13,7
2021,Birmingham 054F,E01009511,483,0,116,85,74,68,58,36,11,35
2021,Birmingham 055A,E01009475,610,0,113,87,89,96,85,64,44,32
2021,Birmingham 055B,E01009476,580,0,165,80,69,64,69,64,36,33
2021,Birmingham 055C,E01009477,531,0,101,104,69,79,86,51,24,17
2021,Birmingham 055D,E01009490,637,0,146,128,84,91,86,51,22,29
2021,Birmingham 055E,E01009492,539,0,93,99,71,71,83,68,33,21
2021,Birmingham 056A,E01009095,666,0,199,149,118,93,52,36,13,6
2021,Birmingham 056B,E01009507,575,0,226,111,76,56,35,34,13,24
2021,Birmingham 056C,E01009508,608,0,181,155,113,71,38,24,17,9
2021,Birmingham 056D,E01009509,626,0,201,136,63,73,46,34,14,59
2021,Birmingham 056E,E01009510,685,0,263,172,83,73,41,29,17,7
2021,Birmingham 057A,E01009297,799,0,299,233,116,95,34,9,5,8
2021,Birmingham 057B,E01009299,624,0,190,174,110,81,43,13,7,6
2021,Birmingham 057C,E01009300,720,0,174,235,115,93,62,29,9,3
2021,Birmingham 057D,E01009301,768,0,321,207,112,79,32,8,5,4
2021,Birmingham 057E,E01009303,713,0,330,158,101,78,33,11,1,1
2021,Birmingham 058A,E01009195,672,0,104,91,86,106,119,73,46,47
2021,Birmingham 058C,E01009197,482,0,76,66,65,94,71,45,28,37
2021,Birmingham 058F,E01033649,493,0,78,53,53,78,82,71,46,32
2021,Birmingham 058G,E01034935,832,0,134,112,100,132,138,108,64,44
2021,Birmingham 060A,E01009138,676,0,128,146,112,141,65,47,20,17
2021,Birmingham 060B,E01009139,555,0,166,133,71,83,45,34,16,7
2021,Birmingham 060C,E01009140,842,0,273,231,114,102,68,31,15,8
2021,Birmingham 060D,E01009145,726,0,232,189,98,97,55,36,15,4
2021,Birmingham 060E,E01009147,670,0,303,129,75,61,42,30,9,21
2021,Birmingham 062A,E01009512,707,0,166,193,137,98,64,22,16,11
2021,Birmingham 062B,E01009514,621,0,204,153,95,66,59,23,10,11
2021,Birmingham 062C,E01009516,518,0,134,146,95,62,42,23,10,6
2021,Birmingham 062D,E01009517,701,0,173,183,122,105,75,20,8,15
2021,Birmingham 063A,E01009325,510,0,68,91,73,82,86,52,34,24
2021,Birmingham 063D,E01009342,404,0,73,62,44,46,75,45,23,36
2021,Birmingham 063E,E01009343,494,0,97,86,61,66,68,67,26,23
2021,Birmingham 063F,E01033642,832,0,116,114,117,142,144,113,43,43
2021,Birmingham 064A,E01008986,786,0,412,203,68,56,28,11,4,4
2021,Birmingham 064B,E01008987,627,0,245,130,94,65,43,31,11,8
2021,Birmingham 064C,E01008988,983,0,488,265,129,44,30,9,13,5
2021,Birmingham 064D,E01008989,926,0,502,277,77,44,14,3,4,5
2021,Birmingham 064E,E01008990,512,0,183,165,72,60,19,8,4,1
2021,Birmingham 064F,E01008991,574,0,140,164,116,93,33,10,8,10
2021,Birmingham 066A,E01008882,670,0,165,139,114,114,68,39,21,10
2021,Birmingham 066B,E01008896,566,0,116,113,87,100,76,38,18,18
2021,Birmingham 066C,E01008898,560,0,119,131,96,79,64,38,19,14
2021,Birmingham 066D,E01009326,558,0,109,75,82,82,91,62,35,22
2021,Birmingham 066E,E01009341,525,0,146,93,86,75,58,34,18,15
2021,Birmingham 066F,E01009513,591,0,133,105,88,82,84,58,22,19
2021,Birmingham 067A,E01008881,584,0,148,136,102,86,52,23,26,11
2021,Birmingham 067B,E01008897,618,0,133,159,72,100,81,40,15,18
2021,Birmingham 067C,E01009515,635,0,217,168,91,68,50,23,10,8
2021,Birmingham 067D,E01009518,707,0,256,184,109,68,49,28,4,9
2021,Birmingham 067E,E01009521,614,0,147,185,117,87,49,17,9,3
2021,Birmingham 069A,E01009302,611,0,203,214,90,74,21,8,1,0
2021,Birmingham 069B,E01009314,749,0,217,218,127,99,51,20,10,7
2021,Birmingham 069C,E01009321,819,0,268,235,155,82,44,20,11,4
2021,Birmingham 069D,E01009322,727,0,262,183,120,81,58,14,5,4
2021,Birmingham 069E,E01009323,635,0,152,163,109,114,55,26,9,7
2021,Birmingham 070A,E01009329,709,0,160,113,96,76,88,81,42,53
2021,Birmingham 070B,E01009334,432,0,75,67,39,63,64,44,30,50
2021,Birmingham 070C,E01009337,491,0,84,60,70,70,84,69,24,30
2021,Birmingham 070D,E01009338,429,0,57,64,59,72,65,43,28,41
2021,Birmingham 070E,E01009380,504,0,107,69,76,86,71,43,25,27
2021,Birmingham 071A,E01009362,494,0,207,66,71,57,39,24,16,14
2021,Birmingham 071B,E01009363,571,0,196,112,59,68,45,41,22,28
2021,Birmingham 071C,E01009364,556,0,165,123,84,68,53,33,14,16
2021,Birmingham 071D,E01009365,587,0,204,109,65,63,58,33,19,36
2021,Birmingham 071E,E01009379,680,0,290,89,80,86,51,42,24,18
2021,Birmingham 072A,E01009312,615,0,159,188,118,87,35,19,6,3
2021,Birmingham 072B,E01009324,713,0,202,254,114,84,34,16,5,4
2021,Birmingham 072C,E01009519,595,0,150,210,116,80,23,9,4,3
2021,Birmingham 072D,E01009520,711,0,240,192,104,97,41,16,15,6
2021,Birmingham 073A,E01009066,878,0,358,248,94,117,43,14,1,3
2021,Birmingham 073B,E01009070,677,0,223,205,108,98,30,10,3,0
2021,Birmingham 073C,E01009252,640,0,142,241,107,99,31,13,3,4
2021,Birmingham 073D,E01009260,625,0,204,178,96,80,28,17,12,10
2021,Birmingham 073E,E01009261,725,0,230,229,120,82,40,15,5,4
2021,Birmingham 074A,E01008984,782,0,410,164,75,61,30,25,11,6
2021,Birmingham 074B,E01008994,647,0,240,201,109,58,28,8,1,2
2021,Birmingham 074C,E01008996,681,0,245,129,88,114,45,36,15,9
2021,Birmingham 074D,E01008997,627,0,213,193,95,63,33,14,9,7
2021,Birmingham 075A,E01009065,635,0,171,208,105,112,33,4,1,1
2021,Birmingham 075B,E01009067,686,0,243,223,96,99,22,2,0,1
2021,Birmingham 075C,E01009068,727,0,275,219,117,82,22,9,2,1
2021,Birmingham 075D,E01009069,854,0,362,297,126,47,21,1,0,0
2021,Birmingham 075E,E01009072,847,0,314,315,102,81,17,16,2,0
2021,Birmingham 076A,E01008885,504,0,125,143,101,79,29,13,11,3
2021,Birmingham 076B,E01008886,693,0,260,181,121,77,34,14,4,2
2021,Birmingham 076C,E01008888,632,0,130,216,141,94,38,7,4,2
2021,Birmingham 076D,E01009313,632,0,173,168,115,110,43,14,6,3
2021,Birmingham 077A,E01009368,411,0,123,46,66,38,31,45,26,36
2021,Birmingham 077D,E01009371,524,0,101,84,65,86,73,59,28,28
2021,Birmingham 077E,E01009397,460,0,71,74,92,62,53,54,27,27
2021,Birmingham 077F,E01033650,721,0,148,96,96,84,115,82,46,54
2021,Birmingham 078A,E01008883,637,0,162,144,88,92,79,36,19,17
2021,Birmingham 078B,E01008884,712,0,179,152,110,116,87,31,13,24
2021,Birmingham 078C,E01008887,614,0,168,141,105,98,64,25,5,8
2021,Birmingham 078D,E01008889,666,0,240,161,68,103,43,30,17,4
2021,Birmingham 079A,E01008982,705,0,264,235,109,52,27,9,8,1
2021,Birmingham 079C,E01008992,477,0,143,172,72,55,26,8,0,1
2021,Birmingham 079E,E01009283,612,0,180,186,92,91,31,18,6,8
2021,Birmingham 079G,E01034936,407,0,145,126,58,53,19,4,1,1
2021,Birmingham 079H,E01034937,448,0,172,138,50,41,19,11,7,10
2021,Birmingham 080A,E01009249,648,0,191,203,101,103,30,13,3,4
2021,Birmingham 080B,E01009250,730,0,217,256,112,97,34,8,4,2
2021,Birmingham 080C,E01009251,628,0,180,217,108,84,25,9,5,0
2021,Birmingham 080D,E01009253,628,0,139,216,128,92,42,9,2,0
2021,Birmingham 080E,E01009255,624,0,197,174,119,81,27,15,7,4
2021,Birmingham 080F,E01009257,616,0,177,159,113,91,49,21,2,4
2021,Birmingham 081A,E01009315,838,0,378,245,92,74,30,13,2,4
2021,Birmingham 081B,E01009316,793,0,266,237,137,79,44,19,3,8
2021,Birmingham 081C,E01009317,844,0,237,267,173,98,47,20,1,1
2021,Birmingham 081D,E01009318,640,0,175,236,94,81,41,7,5,1
2021,Birmingham 081E,E01009319,621,0,165,198,124,89,33,11,0,1
2021,Birmingham 081F,E01009320,651,0,189,210,110,87,36,9,8,2
2021,Birmingham 082A,E01009372,418,0,54,57,55,75,62,61,32,22
2021,Birmingham 082B,E01009373,464,0,78,59,55,90,89,60,25,8
2021,Birmingham 082D,E01009396,508,0,94,71,68,64,60,63,29,59
2021,Birmingham 082F,E01033643,824,0,147,113,108,121,128,91,62,54
2021,Birmingham 083A,E01009367,552,0,179,93,67,70,46,46,18,33
2021,Birmingham 083B,E01009375,553,0,131,91,66,72,80,61,26,26
2021,Birmingham 083C,E01009377,434,0,108,82,57,70,53,27,19,18
2021,Birmingham 083D,E01009383,409,0,126,60,52,46,42,36,21,26
2021,Birmingham 083E,E01009399,420,0,71,70,61,67,56,37,35,23
2021,Birmingham 084A,E01009366,535,0,134,110,102,59,54,40,21,15
2021,Birmingham 084B,E01009374,437,0,175,80,40,51,40,31,8,12
2021,Birmingham 084C,E01009376,539,0,222,105,50,48,32,35,16,31
2021,Birmingham 084F,E01033648,827,0,287,138,70,95,81,56,42,58
2021,Birmingham 085A,E01009073,643,0,150,178,120,102,52,17,13,11
2021,Birmingham 085B,E01009074,709,0,276,154,101,85,49,24,14,6
2021,Birmingham 085C,E01009254,847,0,327,208,150,112,29,13,7,1
2021,Birmingham 085D,E01009256,678,0,227,173,112,103,31,24,7,1
2021,Birmingham 085E,E01009258,653,0,239,174,122,59,26,22,7,4
2021,Birmingham 087B,E01009071,739,0,292,224,90,85,33,8,5,2
2021,Birmingham 087C,E01009075,816,0,414,189,91,64,33,17,5,3
2021,Birmingham 087E,E01009078,610,0,206,182,110,73,25,14,0,0
2021,Birmingham 087F,E01033562,1013,0,332,301,137,143,58,27,9,6
2021,Birmingham 088C,E01009183,578,0,128,182,89,93,42,22,6,16
2021,Birmingham 088D,E01009186,777,0,293,237,105,91,36,11,4,0
2021,Birmingham 088F,E01034938,518,0,122,67,64,73,82,53,24,33
2021,Birmingham 088G,E01034939,439,0,115,72,45,57,49,50,22,29
2021,Birmingham 089A,E01008890,714,0,260,173,101,76,49,28,15,12
2021,Birmingham 089B,E01008891,710,0,265,219,99,90,22,12,2,1
2021,Birmingham 089C,E01008892,500,0,139,107,96,58,47,25,14,14
2021,Birmingham 089D,E01008893,726,0,256,211,112,91,33,12,7,4
2021,Birmingham 089E,E01008894,713,0,364,155,78,53,32,16,5,10
2021,Birmingham 089F,E01008895,767,0,232,230,131,102,45,19,7,1
2021,Birmingham 089G,E01009015,788,0,327,187,111,96,35,14,7,11
2021,Birmingham 090A,E01009014,813,0,156,183,164,121,101,41,28,19
2021,Birmingham 090B,E01009018,721,0,284,172,97,78,42,26,14,8
2021,Birmingham 090C,E01009026,708,0,199,164,120,111,59,37,11,7
2021,Birmingham 090D,E01009028,619,0,164,131,101,87,78,39,9,10
2021,Birmingham 090E,E01009029,516,0,120,118,103,63,69,25,12,6
2021,Birmingham 092A,E01009182,642,0,332,132,49,37,29,31,15,17
2021,Birmingham 092B,E01009184,721,0,330,198,95,53,33,8,3,1
2021,Birmingham 092C,E01009187,649,0,262,200,64,82,25,5,2,9
2021,Birmingham 092D,E01009188,663,0,272,190,72,82,21,11,9,6
2021,Birmingham 092E,E01009384,701,0,397,176,48,34,22,14,5,5
2021,Birmingham 092F,E01009385,601,0,325,161,39,39,14,7,7,9
2021,Birmingham 093A,E01009185,762,0,341,235,69,59,12,21,6,19
2021,Birmingham 093B,E01009389,477,0,100,73,56,71,59,46,32,40
2021,Birmingham 093C,E01009390,649,0,335,124,54,41,40,23,16,16
2021,Birmingham 093D,E01009394,729,0,364,145,70,46,29,29,21,25
2021,Birmingham 094A,E01008918,725,0,248,204,106,97,47,13,8,2
2021,Birmingham 094B,E01008920,548,0,143,182,121,76,19,6,1,0
2021,Birmingham 094C,E01008921,628,0,209,205,101,59,29,15,7,3
2021,Birmingham 094D,E01008931,617,0,243,162,87,66,35,18,3,3
2021,Birmingham 094E,E01009259,719,0,258,201,119,72,39,23,4,3
2021,Birmingham 095A,E01008919,700,0,241,222,103,71,37,7,16,3
2021,Birmingham 095B,E01009064,597,0,164,179,117,79,37,10,9,2
2021,Birmingham 095C,E01009077,690,0,214,217,125,93,35,3,3,0
2021,Birmingham 095D,E01009291,588,0,153,171,138,74,37,7,8,0
2021,Birmingham 095E,E01009500,610,0,200,159,110,80,40,13,5,3
2021,Birmingham 096A,E01009284,992,0,286,291,157,119,67,35,32,5
2021,Birmingham 096C,E01009286,512,0,45,43,62,82,87,93,65,35
2021,Birmingham 096E,E01009289,606,0,92,59,66,97,121,110,34,27
2021,Birmingham 096F,E01009290,525,0,44,44,53,75,107,132,47,23
2021,Birmingham 096H,E01034940,437,0,108,78,47,78,60,36,26,4
2021,Birmingham 096I,E01034941,430,0,44,37,55,44,67,68,42,73
2021,Birmingham 097A,E01009017,484,0,74,92,66,84,78,51,18,21
2021,Birmingham 097B,E01009043,596,0,140,137,74,91,79,30,27,18
2021,Birmingham 097C,E01009044,453,0,73,76,63,57,79,48,39,18
2021,Birmingham 097D,E01009045,701,0,216,138,105,98,72,45,14,13
2021,Birmingham 097E,E01009046,605,0,153,146,92,95,57,33,16,13
