date,geography,geography code,Household size: Total: All household spaces; measures: Value,Household size: 0 people in household; measures: Value,Household size: 1 person in household; measures: Value,Household size: 2 people in household; measures: Value,Household size: 3 people in household; measures: Value,Household size: 4 people in household; measures: Value,Household size: 5 people in household; measures: Value,Household size: 6 people in household; measures: Value,Household size: 7 people in household; measures: Value,Household size: 8 or more people in household; measures: Value
2021,Rochdale 014D,E01005561,649,0,206,258,98,65,15,6,1,0
2021,Rochdale 014E,E01005562,681,0,221,232,127,75,16,6,3,1
2021,Rochdale 015A,E01005470,511,0,56,97,69,113,77,50,28,21
2021,Rochdale 015B,E01005471,569,0,147,122,93,89,67,28,19,4
2021,Rochdale 015C,E01005475,597,0,171,111,100,80,73,40,12,10
2021,Rochdale 015D,E01005485,673,0,192,105,67,93,90,61,29,36
2021,Rochdale 015E,E01005564,735,0,163,168,116,94,85,56,28,25
2021,Rochdale 016A,E01005464,662,0,129,161,150,119,62,24,13,4
2021,Rochdale 016B,E01005465,794,0,285,253,113,93,32,8,7,3
2021,Rochdale 016C,E01005466,1021,0,355,265,176,120,75,20,7,3
2021,Rochdale 016D,E01005467,831,0,278,237,151,95,44,20,4,2
2021,Rochdale 016E,E01005468,831,0,166,288,180,128,54,8,1,6
2021,Rochdale 017A,E01005476,775,0,258,238,141,83,33,17,4,1
2021,Rochdale 017B,E01005477,851,0,359,228,161,66,27,4,3,3
2021,Rochdale 017C,E01005478,667,0,191,230,125,69,40,4,6,2
2021,Rochdale 017D,E01005479,784,0,191,283,143,110,37,14,4,2
2021,Rochdale 017E,E01005480,718,0,246,246,104,64,31,16,4,7
2021,Rochdale 017F,E01005481,582,0,145,188,84,91,45,17,6,6
2021,Rochdale 018A,E01005497,749,0,202,228,147,102,45,18,5,2
2021,Rochdale 018B,E01005501,994,0,540,250,109,66,23,5,1,0
2021,Rochdale 018C,E01005502,680,0,278,232,88,49,23,7,3,0
2021,Rochdale 018D,E01005504,710,0,215,233,151,69,27,14,1,0
2021,Rochdale 018E,E01005505,960,0,295,333,175,103,41,12,1,0
2021,Rochdale 018F,E01005509,723,0,351,180,93,53,36,7,3,0
2021,Rochdale 019A,E01005510,443,0,94,172,82,74,16,2,2,1
2021,Rochdale 019B,E01005511,491,0,124,190,81,65,24,6,1,0
2021,Rochdale 019C,E01005512,666,0,227,230,118,65,18,2,4,2
2021,Rochdale 019D,E01005513,636,0,198,185,109,87,38,12,5,2
2021,Rochdale 019E,E01005514,773,0,227,256,155,84,37,11,2,1
2021,Rochdale 019F,E01005515,683,0,172,186,154,98,46,23,4,0
2021,Rochdale 020A,E01005498,596,0,188,195,107,78,17,8,3,0
2021,Rochdale 020B,E01005500,650,0,177,222,130,74,33,10,0,4
2021,Rochdale 020C,E01005503,530,0,112,204,89,96,23,4,1,1
2021,Rochdale 020D,E01005506,651,0,221,193,121,77,25,10,4,0
2021,Rochdale 020E,E01005507,984,0,312,297,194,138,34,5,3,1
2021,Rochdale 020F,E01005508,783,0,172,274,148,135,35,12,4,3
2021,Rochdale 021A,E01005524,618,0,191,201,102,73,34,13,2,2
2021,Rochdale 021B,E01005525,855,0,345,232,125,96,31,22,3,1
2021,Rochdale 021C,E01005526,791,0,221,268,142,104,37,15,2,2
2021,Rochdale 021D,E01005528,669,0,209,212,135,67,37,8,1,0
2021,Rochdale 021E,E01005536,678,0,171,226,134,87,34,16,7,3
2021,Rochdale 021F,E01005543,515,0,142,190,92,57,27,3,3,1
2021,Rochdale 022A,E01005527,826,0,248,247,142,118,45,21,3,2
2021,Rochdale 022B,E01005529,748,0,289,224,100,78,36,17,2,2
2021,Rochdale 022C,E01005551,828,0,262,229,152,116,43,16,7,3
2021,Rochdale 022D,E01005552,889,0,258,212,187,123,67,29,8,5
2021,Rochdale 022E,E01005553,769,0,195,231,141,107,58,26,8,3
2021,Rochdale 022F,E01005554,876,0,233,279,185,129,34,5,8,3
2021,Rochdale 023A,E01005534,622,0,209,192,108,78,24,7,2,2
2021,Rochdale 023B,E01005535,648,0,226,199,126,66,25,4,2,0
2021,Rochdale 023C,E01005537,560,0,158,218,99,60,17,4,3,1
2021,Rochdale 023D,E01005538,564,0,135,160,127,89,39,11,3,0
2021,Rochdale 023E,E01005540,590,0,183,201,98,81,20,7,0,0
2021,Rochdale 023F,E01005541,695,0,226,245,108,88,23,5,0,0
2021,Rochdale 023G,E01005542,704,0,252,203,123,81,26,13,4,2
2021,Rochdale 024A,E01005533,800,0,330,263,119,58,25,4,0,1
2021,Rochdale 024B,E01005539,667,0,312,201,86,36,23,8,0,1
2021,Rochdale 024C,E01005546,626,0,272,193,85,50,18,5,2,1
2021,Rochdale 024D,E01005547,734,0,218,227,149,98,30,9,1,2
2021,Rochdale 024E,E01005548,620,0,294,163,78,60,15,7,3,0
2021,Rochdale 025A,E01005530,633,0,184,239,93,85,25,5,0,2
2021,Rochdale 025B,E01005531,522,0,180,159,92,65,20,5,0,1
2021,Rochdale 025C,E01005532,668,0,250,164,129,68,37,12,6,2
2021,Rochdale 025D,E01005544,588,0,141,197,102,113,26,8,1,0
2021,Rochdale 025E,E01005545,483,0,105,163,86,92,27,9,1,0
2021,Rochdale 025F,E01005549,592,0,110,211,128,100,33,3,5,2
2021,Rochdale 025G,E01005550,617,0,168,223,100,87,31,7,1,0
2021,Salford 001A,E01005659,631,0,181,195,128,88,24,12,3,0
2021,Salford 001B,E01005660,733,0,251,185,116,88,65,21,6,1
2021,Salford 001C,E01005663,673,0,241,195,116,75,28,12,5,1
2021,Salford 001D,E01005664,621,0,169,150,120,96,37,40,5,4
2021,Salford 001E,E01005665,813,0,253,185,156,134,50,25,5,5
2021,Salford 002A,E01005703,758,0,281,192,132,89,44,12,6,2
2021,Salford 002B,E01005704,588,0,188,208,84,71,25,10,1,1
2021,Salford 002C,E01005706,656,0,225,200,107,72,40,9,2,1
2021,Salford 002D,E01005708,723,0,328,215,96,54,24,3,1,2
2021,Salford 003A,E01005702,1145,0,374,377,186,122,55,25,4,2
2021,Salford 003C,E01005707,766,0,278,214,131,92,32,11,6,2
2021,Salford 003D,E01033976,809,0,181,310,162,111,34,6,5,0
2021,Salford 003E,E01033977,541,0,211,169,82,51,22,6,0,0
2021,Salford 004A,E01005661,756,0,218,227,141,97,49,12,8,4
2021,Salford 004B,E01005662,637,0,178,174,140,79,44,14,6,2
2021,Salford 004C,E01005709,630,0,196,159,116,87,46,17,7,2
2021,Salford 004D,E01005710,842,0,149,330,175,141,36,9,2,0
2021,Salford 005A,E01005670,819,0,325,244,123,69,48,5,5,0
2021,Salford 005B,E01005672,611,0,215,223,102,51,14,6,0,0
2021,Salford 005C,E01005676,553,0,154,234,84,64,11,3,2,1
2021,Salford 005D,E01005677,681,0,218,227,114,71,40,6,3,2
2021,Salford 006A,E01005686,630,0,211,187,127,67,27,10,0,1
2021,Salford 006B,E01005688,652,0,169,221,139,83,28,11,1,0
2021,Salford 006C,E01005691,672,0,226,261,114,48,16,3,4,0
2021,Salford 006D,E01005692,732,0,375,193,88,50,19,7,0,0
2021,Salford 007A,E01005711,629,0,196,239,92,71,24,4,1,2
2021,Salford 007B,E01005712,844,0,323,269,131,77,25,12,4,3
2021,Salford 007C,E01005713,702,0,161,312,110,98,16,4,1,0
2021,Salford 007D,E01005714,700,0,183,227,142,97,37,12,2,0
2021,Salford 007E,E01005715,756,0,213,272,131,110,25,4,1,0
2021,Salford 007F,E01005718,797,0,326,270,100,70,21,8,2,0
2021,Salford 008A,E01005673,659,0,209,220,122,80,21,5,1,1
2021,Salford 008C,E01005678,648,0,169,235,118,81,28,9,6,2
2021,Salford 008D,E01005679,663,0,210,201,125,85,31,8,3,0
2021,Salford 008E,E01033978,407,0,103,122,82,72,20,6,2,0
2021,Salford 008F,E01033979,468,0,124,150,87,80,22,5,0,0
2021,Salford 009A,E01005687,815,0,266,267,152,100,23,6,0,1
2021,Salford 009B,E01005689,525,0,149,134,105,87,31,16,2,1
2021,Salford 009C,E01005690,692,0,204,259,113,84,23,7,2,0
2021,Salford 009D,E01005693,629,0,192,222,108,75,23,7,2,0
2021,Salford 010A,E01005646,552,0,151,137,51,44,30,27,16,96
2021,Salford 010B,E01005649,644,0,219,202,63,58,37,27,16,22
2021,Salford 010C,E01005650,631,0,274,99,76,30,32,23,28,69
2021,Salford 010D,E01005651,554,0,97,124,76,49,53,46,32,77
2021,Salford 011A,E01005647,624,0,279,166,66,39,29,12,19,14
2021,Salford 011B,E01005648,1023,0,369,316,136,115,58,18,10,1
2021,Salford 011C,E01005652,568,0,138,154,112,92,43,21,3,5
2021,Salford 011D,E01005653,592,0,159,179,103,72,48,23,6,2
2021,Salford 012A,E01005671,755,0,315,221,122,72,20,5,0,0
2021,Salford 012B,E01005674,620,0,181,192,116,91,27,8,2,3
2021,Salford 012C,E01005694,690,0,155,235,151,123,20,5,1,0
2021,Salford 012D,E01005696,714,0,157,264,142,106,30,14,1,0
2021,Salford 012E,E01005698,781,0,304,217,119,81,35,18,4,3
2021,Salford 012F,E01005700,658,0,191,246,110,70,29,6,5,1
2021,Salford 013A,E01005716,672,0,133,277,131,109,17,3,2,0
2021,Salford 013B,E01005717,562,0,76,191,120,145,22,4,2,2
2021,Salford 013C,E01005734,626,0,213,202,105,89,13,1,3,0
2021,Salford 013D,E01005735,597,0,144,221,118,93,15,6,0,0
2021,Salford 013E,E01005736,626,0,190,238,109,71,16,2,0,0
2021,Salford 013F,E01005737,591,0,104,240,98,114,28,6,1,0
2021,Salford 013G,E01005739,782,0,172,259,159,144,38,6,2,2
2021,Salford 014A,E01005695,624,0,144,221,108,116,33,1,0,1
2021,Salford 014B,E01005697,647,0,180,230,109,93,31,3,1,0
2021,Salford 014C,E01005738,824,0,229,319,127,111,33,4,0,1
2021,Salford 014D,E01005740,700,0,219,250,99,89,39,2,0,2
2021,Salford 014E,E01005741,685,0,178,231,118,121,21,13,2,1
2021,Salford 014F,E01005742,664,0,192,223,124,88,30,6,1,0
2021,Salford 015A,E01005625,606,0,182,215,109,74,21,4,0,1
2021,Salford 015B,E01005627,474,0,120,160,84,78,21,8,2,1
2021,Salford 015C,E01005699,756,0,215,259,133,113,30,6,0,0
2021,Salford 015D,E01005701,715,0,164,251,133,119,39,6,0,3
2021,Salford 017A,E01005624,731,0,212,220,121,95,50,23,6,4
2021,Salford 017B,E01005680,792,0,380,188,102,60,27,13,19,3
2021,Salford 017C,E01005683,888,0,285,279,159,93,48,17,4,3
2021,Salford 017G,E01033980,427,0,119,131,92,57,21,5,1,1
2021,Salford 017H,E01033981,738,0,210,233,151,74,25,13,4,28
2021,Salford 018A,E01005622,670,0,205,219,115,81,29,17,4,0
2021,Salford 018B,E01005623,489,0,111,157,102,88,23,6,1,1
2021,Salford 018C,E01005626,517,0,125,185,102,72,26,7,0,0
2021,Salford 018D,E01005628,663,0,219,227,99,69,27,13,5,4
2021,Salford 019A,E01005725,556,0,178,140,81,77,44,30,5,1
2021,Salford 019B,E01005726,616,0,197,189,113,79,27,11,0,0
2021,Salford 019C,E01005727,646,0,247,232,76,59,22,9,1,0
2021,Salford 019D,E01005728,762,0,207,266,143,115,23,8,0,0
2021,Salford 019E,E01005733,497,0,115,147,81,68,40,16,9,21
2021,Salford 020A,E01005631,1044,0,723,203,65,35,11,5,2,0
2021,Salford 020B,E01005632,1112,0,443,344,136,112,35,22,10,10
2021,Salford 020C,E01005633,606,0,189,149,118,81,49,17,2,1
2021,Salford 020D,E01005634,667,0,169,245,113,110,26,2,1,1
2021,Salford 020E,E01005635,682,0,270,213,84,79,24,10,0,2
2021,Salford 020F,E01005636,701,0,243,225,118,74,32,7,1,1
2021,Salford 020G,E01005637,658,0,209,246,101,74,17,9,2,0
2021,Salford 021A,E01005629,672,0,235,215,107,89,23,1,0,2
2021,Salford 021B,E01005630,646,0,212,201,104,82,39,7,1,0
2021,Salford 021C,E01005719,1014,0,431,350,132,57,25,15,3,1
2021,Salford 021E,E01005722,795,0,226,241,146,101,51,19,7,4
2021,Salford 021F,E01005723,650,0,193,187,105,97,41,20,7,0
2021,Salford 021G,E01005724,635,0,229,212,88,79,24,2,1,0
2021,Salford 021H,E01033982,759,0,232,236,123,92,37,30,5,4
2021,Salford 021I,E01033983,640,0,262,234,83,31,11,16,2,1
2021,Salford 023A,E01005654,922,0,327,343,127,77,34,8,4,2
2021,Salford 023B,E01005656,717,0,231,219,132,68,46,13,6,2
2021,Salford 023C,E01005657,750,0,266,212,127,73,37,28,6,1
2021,Salford 023D,E01005721,786,0,360,239,87,69,17,10,1,3
2021,Salford 024C,E01005681,551,0,269,157,79,26,8,9,3,0
2021,Salford 024D,E01005682,996,0,596,182,127,67,15,5,3,1
2021,Salford 024E,E01033984,997,0,300,295,194,129,58,13,4,4
2021,Salford 025A,E01005729,778,0,386,193,111,51,16,10,6,5
2021,Salford 025B,E01005730,730,0,229,249,128,84,27,8,2,3
2021,Salford 025C,E01005731,579,0,157,141,109,103,43,20,3,3
2021,Salford 025D,E01005732,546,0,199,173,82,61,20,7,2,2
2021,Salford 026A,E01005599,871,0,336,281,117,78,34,17,6,2
2021,Salford 026B,E01005600,886,0,274,318,143,93,36,13,5,4
2021,Salford 026C,E01005601,680,0,208,200,118,103,37,11,1,2
2021,Salford 026D,E01005602,890,0,439,239,117,74,16,5,0,0
2021,Salford 027A,E01005603,750,0,209,238,161,91,36,11,3,1
2021,Salford 027B,E01005604,728,0,243,228,126,94,27,8,1,1
2021,Salford 027C,E01005605,737,0,248,222,153,82,27,4,1,0
2021,Salford 027D,E01005638,976,0,376,289,152,95,25,11,25,3
2021,Salford 029A,E01005639,568,0,153,144,122,77,49,13,4,6
2021,Salford 029B,E01005640,527,0,134,148,124,79,31,7,4,0
2021,Salford 029C,E01005641,622,0,230,191,106,63,26,4,1,1
2021,Salford 029D,E01005642,504,0,121,187,109,64,19,1,3,0
2021,Salford 029E,E01005643,667,0,256,244,87,60,9,7,2,2
2021,Salford 029F,E01005644,609,0,151,198,119,107,24,9,1,0
2021,Salford 029G,E01005645,591,0,163,218,112,70,20,8,0,0
2021,Salford 030A,E01005616,611,0,205,172,105,79,39,9,0,2
2021,Salford 030B,E01005617,605,0,152,217,103,92,31,8,2,0
2021,Salford 030C,E01005618,914,0,287,305,168,107,38,9,0,0
2021,Salford 030D,E01005619,514,0,148,172,89,65,29,10,1,0
2021,Salford 030E,E01005620,1048,0,293,338,187,162,46,17,2,3
2021,Salford 030F,E01005621,784,0,315,221,106,81,23,14,23,1
2021,Salford 031B,E01005612,1052,0,548,192,101,72,53,22,21,43
2021,Salford 031A,E01005613,1001,0,409,194,132,88,73,58,21,26
2021,Salford 031C,E01005614,617,0,98,94,45,71,71,48,42,148
2021,Salford 032C,E01005611,1050,0,384,276,152,128,69,26,10,5
2021,Salford 032D,E01005615,685,0,187,143,96,78,61,49,25,46
2021,Salford 032A,E01033985,673,0,225,195,130,54,39,22,4,4
2021,Salford 032B,E01033986,664,0,226,231,89,58,21,29,8,2
2021,Salford 033F,E01032909,1043,0,466,494,72,9,2,0,0,0
2021,Salford 033E,E01033330,824,0,491,189,77,41,14,10,2,0
2021,Salford 033A,E01033987,581,0,164,329,55,25,3,5,0,0
2021,Salford 033B,E01033988,843,0,415,394,28,6,0,0,0,0
2021,Salford 033C,E01033989,676,0,314,293,50,18,1,0,0,0
2021,Salford 033D,E01033990,664,0,229,362,61,9,3,0,0,0
2021,Salford 034C,E01005610,477,0,122,137,82,84,30,14,3,5
2021,Salford 034D,E01032684,632,0,244,226,90,45,20,5,2,0
2021,Salford 034E,E01032906,1139,0,553,441,97,29,13,3,2,1
2021,Salford 034A,E01033991,790,0,318,287,111,44,23,6,0,1
2021,Salford 034B,E01033992,755,0,270,381,64,30,5,4,1,0
2021,Salford 035C,E01005667,1033,0,386,306,168,112,38,17,6,0
2021,Salford 035B,E01032912,976,0,373,324,140,74,34,27,2,2
2021,Salford 035A,E01032914,1146,0,494,417,174,43,16,1,0,1
2021,Salford 036C,E01032915,945,0,318,302,184,91,26,12,7,5
2021,Salford 036A,E01033993,891,0,237,453,157,31,7,4,1,1
2021,Salford 036B,E01033994,633,0,204,336,88,5,0,0,0,0
2021,Salford 037A,E01033995,715,0,318,314,74,8,1,0,0,0
2021,Salford 037B,E01033996,705,0,312,300,69,22,1,1,0,0
2021,Salford 037C,E01033997,625,0,317,238,48,17,3,2,0,0
2021,Salford 037D,E01033998,748,0,285,368,73,20,2,0,0,0
2021,Salford 037E,E01033999,667,0,226,352,69,17,2,1,0,0
2021,Stockport 001A,E01005886,682,0,253,214,108,81,20,5,1,0
2021,Stockport 001B,E01005888,588,0,142,180,112,104,31,13,5,1
2021,Stockport 001C,E01005889,670,0,253,219,104,76,15,3,0,0
2021,Stockport 001D,E01005891,569,0,188,222,77,61,15,4,1,1
2021,Stockport 001E,E01005894,569,0,147,204,105,79,26,3,5,0
2021,Stockport 002A,E01005887,660,0,174,188,121,105,45,19,5,3
2021,Stockport 002B,E01005890,586,0,147,186,105,84,41,14,1,8
2021,Stockport 002C,E01005893,1094,0,428,401,147,84,28,4,1,1
2021,Stockport 002D,E01005896,788,0,274,275,148,64,21,6,0,0
2021,Stockport 002E,E01005919,703,0,283,193,103,79,30,10,2,3
2021,Stockport 003A,E01005862,594,0,141,193,130,103,17,7,2,1
2021,Stockport 003B,E01005892,551,0,156,204,108,54,18,5,4,2
2021,Stockport 003C,E01005895,485,0,145,150,100,62,18,8,2,0
2021,Stockport 003D,E01005920,631,0,132,226,130,103,31,7,2,0
2021,Stockport 003E,E01005921,719,0,281,239,108,62,21,5,3,0
2021,Stockport 003F,E01005922,619,0,203,242,96,62,10,3,2,1
2021,Stockport 004A,E01005753,690,0,195,202,134,102,35,14,6,2
2021,Stockport 004B,E01005754,1033,0,545,238,116,74,44,8,5,3
2021,Stockport 004C,E01005755,719,0,243,184,150,93,33,13,2,1
2021,Stockport 004D,E01005756,1039,0,383,303,172,113,41,18,9,0
2021,Stockport 005A,E01005745,602,0,167,224,116,72,14,6,2,1
2021,Stockport 005B,E01005746,782,0,427,206,65,54,18,9,0,3
2021,Stockport 005C,E01005747,588,0,152,215,101,88,29,1,2,0
2021,Stockport 005D,E01005748,661,0,182,259,99,94,23,4,0,0
2021,Stockport 006A,E01005863,767,0,279,236,103,124,23,2,0,0
2021,Stockport 006B,E01005864,643,0,197,212,97,103,30,4,0,0
2021,Stockport 006C,E01005866,794,0,344,226,90,87,38,3,5,1
2021,Stockport 006D,E01005869,652,0,187,210,101,110,27,15,1,1
2021,Stockport 007A,E01005914,673,0,248,220,118,66,15,5,1,0
2021,Stockport 007B,E01005915,718,0,258,237,119,75,20,5,1,3
2021,Stockport 007C,E01005916,724,0,240,269,107,67,32,5,1,3
2021,Stockport 007D,E01005917,900,0,369,312,116,60,29,8,1,5
2021,Stockport 008A,E01005859,627,0,231,199,75,82,34,5,0,1
2021,Stockport 008B,E01005865,771,0,180,261,126,157,36,7,2,2
2021,Stockport 008C,E01005867,647,0,220,206,93,99,20,4,3,2
2021,Stockport 008D,E01005868,611,0,184,181,80,113,37,9,4,3
2021,Stockport 009A,E01005743,567,0,168,210,96,73,17,2,1,0
2021,Stockport 009B,E01005744,654,0,224,203,120,75,21,4,6,1
2021,Stockport 009C,E01005749,729,0,210,260,144,88,21,5,1,0
2021,Stockport 009D,E01005750,698,0,178,249,139,98,31,1,2,0
2021,Stockport 009E,E01005751,617,0,189,209,119,66,26,5,2,1
2021,Stockport 010A,E01005897,599,0,155,202,106,103,21,9,3,0
2021,Stockport 010B,E01005898,736,0,218,251,135,95,29,6,1,1
2021,Stockport 010C,E01005900,792,0,308,279,104,75,19,4,2,1
2021,Stockport 010D,E01005903,632,0,144,287,95,86,15,5,0,0
2021,Stockport 010E,E01005904,667,0,222,206,100,106,27,5,1,0
2021,Stockport 011A,E01005853,669,0,211,198,106,98,40,9,5,2
2021,Stockport 011B,E01005856,658,0,177,209,134,91,35,11,1,0
2021,Stockport 011C,E01005860,588,0,115,214,106,114,36,1,0,2
2021,Stockport 011D,E01005861,711,0,274,203,107,97,27,2,1,0
2021,Stockport 012A,E01005752,630,0,228,177,130,64,18,11,2,0
2021,Stockport 012B,E01005899,751,0,298,250,95,86,17,4,1,0
2021,Stockport 012C,E01005901,626,0,182,252,113,64,9,6,0,0
2021,Stockport 012D,E01005902,739,0,256,252,120,74,22,13,1,1
2021,Stockport 012E,E01005905,600,0,197,168,100,68,43,16,5,3
2021,Stockport 013A,E01005852,684,0,237,247,100,63,25,8,3,1
2021,Stockport 013B,E01005854,723,0,211,221,125,134,30,2,0,0
2021,Stockport 013C,E01005855,582,0,163,174,89,116,20,10,6,4
2021,Stockport 013D,E01005857,621,0,189,172,85,95,45,16,11,8
2021,Stockport 013E,E01005858,793,0,318,279,98,81,12,5,0,0
2021,Stockport 014A,E01005757,725,0,235,280,95,75,28,8,3,1
2021,Stockport 014C,E01005766,799,0,324,210,144,63,27,21,5,5
2021,Stockport 014D,E01005918,835,0,472,179,90,54,25,7,6,2
2021,Stockport 014E,E01033947,857,0,434,259,108,33,14,6,0,3
2021,Stockport 014F,E01033948,862,0,542,206,83,24,6,1,0,0
2021,Stockport 015A,E01005870,606,0,185,205,119,70,21,5,1,0
2021,Stockport 015B,E01005871,623,0,198,215,116,67,23,2,1,1
2021,Stockport 015C,E01005873,584,0,145,188,108,109,30,1,3,0
2021,Stockport 015D,E01005875,648,0,161,235,123,102,19,7,1,0
2021,Stockport 016A,E01005764,776,0,272,301,132,58,9,2,2,0
2021,Stockport 016B,E01005816,706,0,220,262,129,62,22,7,4,0
2021,Stockport 016C,E01005817,663,0,238,225,124,55,14,6,0,1
2021,Stockport 016D,E01005822,1035,0,505,324,123,52,22,8,1,0
2021,Stockport 017A,E01005880,658,0,186,265,95,78,30,4,0,0
2021,Stockport 017B,E01005881,497,0,92,222,80,80,23,0,0,0
2021,Stockport 017C,E01005883,664,0,160,297,91,90,24,2,0,0
2021,Stockport 017D,E01005908,634,0,123,251,102,120,28,6,4,0
2021,Stockport 018A,E01005765,566,0,131,212,111,91,20,1,0,0
2021,Stockport 018B,E01005818,551,0,130,178,123,82,20,11,4,3
2021,Stockport 018C,E01005819,652,0,155,235,128,107,16,9,0,2
2021,Stockport 018D,E01005820,641,0,214,223,97,71,25,8,3,0
2021,Stockport 018E,E01005821,667,0,248,207,122,62,22,4,2,0
2021,Stockport 018F,E01005823,705,0,235,211,115,102,25,14,2,1
2021,Stockport 019A,E01005825,762,0,242,299,102,86,24,5,2,2
2021,Stockport 019B,E01005872,797,0,303,282,122,60,24,2,2,2
2021,Stockport 019C,E01005874,1038,0,536,285,131,62,20,1,2,1
2021,Stockport 019D,E01005876,606,0,127,235,124,87,26,4,2,1
2021,Stockport 019E,E01005877,769,0,233,281,120,102,30,2,1,0
2021,Stockport 020A,E01005878,736,0,224,218,145,104,36,8,0,1
2021,Stockport 020B,E01005879,587,0,184,204,96,82,16,5,0,0
2021,Stockport 020C,E01005882,496,0,101,199,75,98,19,4,0,0
2021,Stockport 020D,E01005884,594,0,129,244,98,96,20,7,0,0
2021,Stockport 020E,E01005885,689,0,263,234,108,57,21,5,0,1
2021,Stockport 021A,E01005832,641,0,207,217,110,81,18,7,1,0
2021,Stockport 021B,E01005833,463,0,162,152,67,58,21,2,0,1
2021,Stockport 021C,E01005835,578,0,151,218,96,78,24,8,2,1
2021,Stockport 021D,E01005837,665,0,192,232,108,101,25,7,0,0
2021,Stockport 021E,E01005843,598,0,137,228,118,72,35,6,2,0
2021,Stockport 022A,E01005769,785,0,316,316,87,42,19,5,0,0
2021,Stockport 022B,E01005778,606,0,166,222,116,77,20,4,1,0
2021,Stockport 022C,E01005779,588,0,148,170,139,99,24,3,5,0
2021,Stockport 022D,E01005780,564,0,113,184,121,112,25,7,1,1
2021,Stockport 022E,E01005781,905,0,493,206,108,74,16,6,1,1
2021,Stockport 023A,E01005759,728,0,203,265,145,77,30,4,3,1
2021,Stockport 023B,E01005760,882,0,325,285,126,88,38,12,5,3
2021,Stockport 023C,E01005797,680,0,240,245,118,62,11,3,0,1
2021,Stockport 023D,E01005800,689,0,191,240,117,112,25,3,1,0
2021,Stockport 023E,E01005804,465,0,151,151,69,74,15,2,2,1
2021,Stockport 024A,E01005824,612,0,169,192,115,93,31,9,3,0
2021,Stockport 024B,E01005826,636,0,200,168,115,97,30,22,3,1
2021,Stockport 024C,E01005827,738,0,199,266,118,113,32,9,1,0
2021,Stockport 024D,E01005828,567,0,195,129,122,68,37,13,3,0
2021,Stockport 024E,E01005829,494,0,138,159,104,66,18,6,2,1
2021,Stockport 025A,E01005768,762,0,160,250,146,128,47,21,5,5
2021,Stockport 025B,E01005770,636,0,204,198,97,95,28,12,2,0
2021,Stockport 025C,E01005771,569,0,147,182,97,107,26,5,3,2
2021,Stockport 025D,E01005775,643,0,171,197,108,121,31,7,3,5
2021,Stockport 026A,E01005761,546,0,159,149,98,77,38,19,5,1
2021,Stockport 026B,E01005762,801,0,236,246,152,90,44,18,12,3
2021,Stockport 026C,E01005763,637,0,169,186,108,103,46,17,4,4
2021,Stockport 026D,E01005799,704,0,190,181,130,116,54,20,8,5
2021,Stockport 027A,E01005798,809,0,393,223,90,70,24,5,3,1
2021,Stockport 027B,E01005801,895,0,251,257,193,147,34,10,3,0
2021,Stockport 027C,E01005802,601,0,152,187,130,106,22,2,2,0
2021,Stockport 027D,E01005803,593,0,152,227,108,75,25,5,0,1
2021,Stockport 027E,E01005830,703,0,230,246,129,70,21,4,3,0
2021,Stockport 027F,E01005831,680,0,186,227,129,96,29,11,1,1
2021,Stockport 028A,E01005767,604,0,122,234,79,90,44,18,12,5
2021,Stockport 028B,E01005772,571,0,146,168,97,78,54,12,10,6
2021,Stockport 028C,E01005773,652,0,194,205,114,99,28,10,1,1
2021,Stockport 028D,E01005774,729,0,327,180,93,98,23,6,2,0
2021,Stockport 028E,E01005776,617,0,138,184,114,99,47,17,12,6
2021,Stockport 029A,E01005909,660,0,163,269,101,104,20,3,0,0
2021,Stockport 029B,E01005910,761,0,304,233,109,75,26,13,0,1
2021,Stockport 029C,E01005911,545,0,153,202,78,87,22,3,0,0
2021,Stockport 029D,E01005912,664,0,194,265,89,88,18,8,1,1
2021,Stockport 030A,E01005782,580,0,174,242,75,64,20,3,1,1
2021,Stockport 030B,E01005783,731,0,273,240,108,76,27,4,3,0
2021,Stockport 030C,E01005784,548,0,105,189,88,109,41,10,3,3
2021,Stockport 030D,E01005785,661,0,169,207,107,129,33,15,0,1
2021,Stockport 030E,E01005786,805,0,294,219,121,135,22,11,2,1
2021,Stockport 031A,E01005834,632,0,185,194,110,92,40,9,1,1
2021,Stockport 031B,E01005836,848,0,307,310,113,83,28,2,3,2
2021,Stockport 031C,E01005838,889,0,382,276,124,80,21,2,4,0
2021,Stockport 031D,E01005840,766,0,286,264,111,78,24,3,0,0
2021,Stockport 032A,E01005927,491,0,82,181,90,109,22,6,0,1
2021,Stockport 032B,E01005928,671,0,192,185,160,98,27,6,3,0
2021,Stockport 032C,E01005929,599,0,155,250,65,93,30,4,2,0
2021,Stockport 032D,E01005930,598,0,86,247,106,113,36,7,1,2
2021,Stockport 033A,E01005806,499,0,113,195,102,62,23,3,1,0
2021,Stockport 033B,E01005813,597,0,172,226,91,87,15,4,2,0
2021,Stockport 033C,E01005814,542,0,145,192,90,89,23,2,0,1
2021,Stockport 033D,E01005815,583,0,133,217,107,95,25,5,1,0
2021,Stockport 034A,E01005777,707,0,267,213,102,90,28,6,1,0
2021,Stockport 034B,E01005787,480,0,73,165,87,112,35,5,3,0
2021,Stockport 034C,E01005788,621,0,144,208,110,123,33,3,0,0
2021,Stockport 034D,E01005790,509,0,166,143,86,79,24,8,1,2
