date,geography,geography code,Household size: Total: All household spaces; measures: Value,Household size: 0 people in household; measures: Value,Household size: 1 person in household; measures: Value,Household size: 2 people in household; measures: Value,Household size: 3 people in household; measures: Value,Household size: 4 people in household; measures: Value,Household size: 5 people in household; measures: Value,Household size: 6 people in household; measures: Value,Household size: 7 people in household; measures: Value,Household size: 8 or more people in household; measures: Value
2021,Birmingham 001,E02001827,2634,0,736,881,397,448,127,28,13,4
2021,Birmingham 002,E02001828,3133,0,1048,1027,427,479,120,20,7,5
2021,Birmingham 003,E02001829,3569,0,825,1194,568,742,188,39,9,4
2021,Birmingham 004,E02001830,3990,0,1034,1521,574,611,172,54,17,7
2021,Birmingham 005,E02001831,4492,0,1418,1366,762,640,226,54,20,6
2021,Birmingham 006,E02001832,3432,0,1035,1182,551,507,116,34,3,4
2021,Birmingham 007,E02001833,2291,0,503,784,428,385,129,42,16,4
2021,Birmingham 008,E02001834,2406,0,662,707,453,359,153,47,18,7
2021,Birmingham 009,E02001835,3656,0,1259,1157,561,489,144,32,11,3
2021,Birmingham 010,E02001836,3701,0,958,1297,648,556,177,49,11,5
2021,Birmingham 011,E02001837,4037,0,1194,1031,730,548,319,151,38,26
2021,Birmingham 012,E02001838,3170,0,840,1179,511,489,116,24,7,4
2021,Birmingham 013,E02001839,2821,0,972,850,506,324,120,40,7,2
2021,Birmingham 014,E02001840,3807,0,1292,939,655,494,254,113,42,18
2021,Birmingham 015,E02001841,2377,0,570,907,368,375,109,28,12,8
2021,Birmingham 016,E02001842,3180,0,849,976,601,469,167,86,21,11
2021,Birmingham 017,E02001843,2839,0,905,903,525,296,140,47,14,9
2021,Birmingham 018,E02001844,4433,0,1787,1362,604,470,148,38,12,12
2021,Birmingham 019,E02001845,2719,0,787,781,560,403,133,44,8,3
2021,Birmingham 020,E02001846,3293,0,1104,879,542,417,215,88,34,14
2021,Birmingham 021,E02001847,2354,0,658,852,374,321,107,25,9,8
2021,Birmingham 022,E02001848,2595,0,661,699,483,375,204,100,51,22
2021,Birmingham 023,E02001849,3721,0,1307,1052,624,411,206,70,31,20
2021,Birmingham 024,E02001850,3032,0,790,788,490,467,259,151,51,36
2021,Birmingham 025,E02001851,3851,0,1298,1168,636,468,179,57,30,15
2021,Birmingham 026,E02001852,2853,0,1023,738,417,362,167,87,37,22
2021,Birmingham 029,E02001855,4211,0,1482,1171,726,515,205,73,29,10
2021,Birmingham 030,E02001856,3610,0,1115,938,572,464,287,123,63,48
2021,Birmingham 031,E02001857,5575,0,2208,1393,771,537,314,195,83,74
2021,Birmingham 032,E02001858,3232,0,1335,648,388,379,231,117,61,73
2021,Birmingham 033,E02001859,2934,0,630,544,406,445,382,266,132,129
2021,Birmingham 034,E02001860,2736,0,699,541,432,486,290,148,75,65
2021,Birmingham 035,E02001861,3483,0,1044,586,485,427,386,290,129,136
2021,Birmingham 036,E02001862,3234,0,810,681,523,568,350,179,67,56
2021,Birmingham 037,E02001863,2444,0,685,371,329,322,285,204,131,117
2021,Birmingham 039,E02001865,3372,0,773,653,488,549,370,251,145,143
2021,Birmingham 040,E02001866,2812,0,817,466,359,367,327,196,119,161
2021,Birmingham 041,E02001867,2589,0,787,385,329,327,284,219,143,115
2021,Birmingham 042,E02001868,2629,0,463,501,335,408,363,276,148,135
2021,Birmingham 043,E02001869,2484,0,856,458,369,314,226,152,77,32
2021,Birmingham 044,E02001870,3594,0,649,692,521,550,541,339,175,127
2021,Birmingham 045,E02001871,3559,0,1301,962,589,407,201,57,29,13
2021,Birmingham 046,E02001872,3083,0,1013,882,549,377,163,71,22,6
2021,Birmingham 047,E02001873,3980,0,1214,840,667,566,371,172,84,66
2021,Birmingham 048,E02001874,2683,0,559,426,367,377,378,301,143,132
2021,Birmingham 049,E02001875,3291,0,1168,758,382,371,273,204,81,54
2021,Birmingham 050,E02001876,3667,0,1565,887,413,332,190,137,75,68
2021,Birmingham 051,E02001877,3154,0,592,488,391,479,453,336,206,209
2021,Birmingham 052,E02001878,2707,0,655,461,380,386,309,226,138,152
2021,Birmingham 053,E02001879,3050,0,924,591,414,394,281,235,107,104
2021,Birmingham 054,E02001880,3430,0,855,820,630,517,326,154,63,65
2021,Birmingham 055,E02001881,2890,0,618,496,382,402,404,297,159,132
2021,Birmingham 056,E02001882,3165,0,1073,724,453,367,212,157,74,105
2021,Birmingham 057,E02001883,3627,0,1314,1009,554,426,204,71,27,22
2021,Birmingham 058,E02001884,2482,0,392,322,304,410,410,297,187,160
2021,Birmingham 060,E02001886,3469,0,1103,828,469,484,275,178,75,57
2021,Birmingham 062,E02001888,2549,0,677,676,450,331,240,88,44,43
2021,Birmingham 063,E02001889,2242,0,353,354,296,335,372,277,126,129
2021,Birmingham 064,E02001890,4408,0,1970,1204,557,362,167,72,44,32
2021,Birmingham 066,E02001892,3467,0,788,655,554,532,438,269,134,97
2021,Birmingham 067,E02001893,3162,0,901,834,492,409,282,130,65,49
2021,Birmingham 069,E02001895,3536,0,1102,1011,600,450,227,89,36,21
2021,Birmingham 070,E02001896,2571,0,484,373,343,366,373,282,148,202
2021,Birmingham 071,E02001897,2886,0,1062,499,358,342,246,174,93,112
2021,Birmingham 072,E02001898,2633,0,751,843,452,347,134,61,29,16
2021,Birmingham 073,E02001899,3548,0,1157,1102,526,476,172,71,24,20
2021,Birmingham 074,E02001900,2739,0,1108,687,367,295,137,84,35,26
2021,Birmingham 075,E02001901,3748,0,1365,1260,546,422,114,32,5,4
2021,Birmingham 076,E02001902,2466,0,688,708,478,360,144,52,24,12
2021,Birmingham 077,E02001903,2119,0,443,300,322,269,273,238,129,145
2021,Birmingham 078,E02001904,2622,0,750,598,371,408,270,122,51,52
2021,Birmingham 079,E02001905,2650,0,904,856,383,292,122,49,23,21
2021,Birmingham 080,E02001906,3879,0,1102,1226,683,549,207,75,23,14
2021,Birmingham 081,E02001907,4392,0,1410,1393,728,511,232,79,22,17
2021,Birmingham 082,E02001908,2211,0,372,300,284,350,339,275,148,143
2021,Birmingham 083,E02001909,2370,0,616,397,303,327,276,206,119,126
2021,Birmingham 084,E02001910,2345,0,817,433,264,255,208,163,87,118
2021,Birmingham 085,E02001911,3535,0,1219,888,605,463,188,101,48,23
2021,Birmingham 087,E02001913,3173,0,1242,893,428,365,148,66,20,11
2021,Birmingham 088,E02001914,2316,0,658,559,303,314,209,136,59,78
2021,Birmingham 089,E02001915,4918,0,1844,1283,728,566,264,126,54,53
2021,Birmingham 090,E02001916,3378,0,921,770,584,461,349,167,74,52
2021,Birmingham 092,E02001918,3976,0,1918,1057,368,327,144,76,39,47
2021,Birmingham 093,E02001919,2620,0,1140,576,249,217,140,121,78,99
2021,Birmingham 094,E02001920,3237,0,1102,949,537,371,169,75,24,10
2021,Birmingham 095,E02001921,3178,0,972,949,590,395,186,39,39,8
2021,Birmingham 096,E02001922,3502,0,621,550,441,495,510,473,245,167
2021,Birmingham 097,E02001923,3365,0,831,691,458,468,415,250,142,110
2021,Birmingham 098,E02001924,2499,0,700,602,413,356,231,118,47,32
2021,Birmingham 099,E02001925,2837,0,992,848,409,355,165,42,15,11
2021,Birmingham 100,E02001926,3093,0,981,963,477,391,172,67,25,17
2021,Birmingham 101,E02001927,3011,0,942,818,519,428,183,82,28,11
2021,Birmingham 102,E02001928,2999,0,1075,901,505,339,118,45,9,7
2021,Birmingham 103,E02001929,3729,0,973,923,678,608,303,142,49,53
2021,Birmingham 104,E02001930,3210,0,1011,1056,479,410,140,58,31,25
2021,Birmingham 105,E02001931,3168,0,945,878,467,397,219,145,63,54
2021,Birmingham 106,E02001932,3073,0,1062,837,490,441,158,59,14,12
2021,Birmingham 107,E02001933,3153,0,1034,910,502,420,177,70,23,17
2021,Birmingham 108,E02001934,2292,0,493,571,365,374,250,132,51,56
2021,Birmingham 109,E02001935,3279,0,980,976,588,458,188,63,17,9
2021,Birmingham 110,E02001936,2553,0,710,807,410,431,135,42,13,5
2021,Birmingham 111,E02001937,3262,0,1085,815,516,425,244,112,40,25
2021,Birmingham 112,E02001938,3512,0,1181,1227,535,398,127,26,10,8
2021,Birmingham 113,E02001939,3105,0,1379,918,386,308,85,20,6,3
2021,Birmingham 115,E02001941,2521,0,772,685,461,302,178,79,24,20
2021,Birmingham 116,E02001942,3011,0,1107,909,477,320,145,33,18,2
2021,Birmingham 117,E02001943,2639,0,831,784,413,378,156,45,22,10
2021,Birmingham 118,E02001944,3413,0,1118,1035,559,475,150,51,16,9
2021,Birmingham 119,E02001945,3053,0,852,872,554,437,222,73,27,16
2021,Birmingham 120,E02001946,3209,0,967,1095,524,422,143,39,11,8
2021,Birmingham 121,E02001947,2661,0,1016,734,398,271,139,44,31,28
2021,Birmingham 122,E02001948,3050,0,932,955,553,387,152,50,12,9
2021,Birmingham 123,E02001949,2653,0,872,882,434,283,106,49,17,10
2021,Birmingham 124,E02001950,3706,0,1139,1270,618,470,144,48,13,4
2021,Birmingham 125,E02001951,3914,0,1285,1138,688,474,187,86,34,22
2021,Birmingham 126,E02001952,4103,0,1636,1121,636,400,198,62,37,13
2021,Birmingham 127,E02001953,2921,0,840,1037,444,397,131,44,16,12
2021,Birmingham 128,E02001954,3258,0,1211,877,525,375,167,57,27,19
2021,Birmingham 129,E02001955,3536,0,1236,1064,596,443,133,42,12,10
2021,Birmingham 130,E02001956,2850,0,878,883,514,376,148,27,12,12
2021,Birmingham 131,E02001957,3347,0,965,1155,629,426,107,49,11,5
2021,Birmingham 132,E02006807,3030,0,742,923,501,488,212,103,36,25
2021,Birmingham 133,E02006809,3142,0,629,687,532,617,338,201,86,52
2021,Birmingham 134,E02006895,4162,0,1856,1298,492,292,112,72,29,11
2021,Birmingham 135,E02006896,3156,0,1593,1060,281,139,47,19,11,6
2021,Birmingham 136,E02006897,4160,0,2257,1109,331,248,115,60,26,14
2021,Birmingham 137,E02006898,4248,0,1917,1629,355,192,88,46,7,14
2021,Birmingham 138,E02006899,4066,0,2387,1408,185,64,18,4,0,0
2021,Birmingham 139,E02006900,4055,0,748,647,506,585,640,443,236,250
2021,Birmingham 141,E02007038,5264,0,1633,1398,818,746,409,172,43,45
2021,Birmingham 142,E02007039,2170,0,378,356,294,338,336,231,112,125
2021,Birmingham 143,E02007040,2076,0,382,343,306,328,342,208,100,67
2021,Coventry 001,E02001958,3400,0,1175,959,546,421,197,75,17,10
2021,Coventry 002,E02001959,2582,0,591,784,512,414,182,64,23,12
2021,Coventry 004,E02001961,3266,0,1058,925,560,406,208,79,19,11
2021,Coventry 005,E02001962,2501,0,594,621,477,398,234,118,36,23
2021,Coventry 006,E02001963,2536,0,755,806,409,381,122,44,13,6
2021,Coventry 007,E02001964,4132,0,1102,1081,850,581,340,125,37,16
2021,Coventry 008,E02001965,3387,0,1027,1098,556,454,190,46,10,6
2021,Coventry 009,E02001966,2246,0,527,407,405,328,278,149,79,73
2021,Coventry 010,E02001967,2867,0,791,1023,458,435,110,36,11,3
2021,Coventry 011,E02001968,2895,0,735,767,528,475,220,104,40,26
2021,Coventry 012,E02001969,2683,0,860,735,446,365,172,64,35,6
2021,Coventry 013,E02001970,2536,0,877,842,362,290,117,24,15,9
2021,Coventry 014,E02001971,2485,0,644,807,455,374,121,33,44,7
2021,Coventry 015,E02001972,4065,0,1193,871,664,592,393,176,114,62
2021,Coventry 016,E02001973,3487,0,1111,1010,580,476,185,75,28,22
2021,Coventry 017,E02001974,3940,0,1130,1309,708,547,173,46,20,7
2021,Coventry 018,E02001975,2905,0,708,867,552,481,211,60,16,10
2021,Coventry 019,E02001976,3131,0,1040,938,511,387,167,57,23,8
2021,Coventry 020,E02001977,4187,0,1613,1191,592,402,182,111,28,68
2021,Coventry 021,E02001978,2583,0,672,762,464,415,155,56,45,14
2021,Coventry 022,E02001979,2414,0,719,857,384,335,91,20,5,3
2021,Coventry 023,E02001980,2566,0,750,1003,381,328,81,18,4,1
2021,Coventry 024,E02001981,4362,0,1413,961,712,575,354,196,96,55
2021,Coventry 025,E02001982,3583,0,1071,1238,578,515,133,30,16,2
2021,Coventry 026,E02001983,3247,0,1010,1101,524,418,131,41,14,8
2021,Coventry 027,E02001984,3954,0,997,1202,711,642,248,73,58,23
2021,Coventry 028,E02001985,3089,0,885,799,611,415,208,90,44,37
2021,Coventry 029,E02001986,3653,0,1480,1039,529,399,147,36,16,7
2021,Coventry 030,E02001987,2777,0,1115,878,359,261,109,36,14,5
2021,Coventry 031,E02001988,3438,0,1828,884,343,228,90,43,12,10
2021,Coventry 032,E02001989,2534,0,684,826,479,367,120,31,18,9
2021,Coventry 033,E02001990,3708,0,929,1318,647,568,185,45,12,4
2021,Coventry 034,E02001991,3620,0,1123,1256,557,484,149,42,6,3
2021,Coventry 035,E02001992,4178,0,1174,1185,792,571,293,98,44,21
2021,Coventry 036,E02001993,3318,0,955,936,564,496,234,77,23,33
2021,Coventry 037,E02001994,3254,0,960,995,578,460,175,52,23,11
2021,Coventry 038,E02001995,4000,0,1329,1204,694,514,164,65,20,10
2021,Coventry 039,E02001996,3329,0,1287,847,514,395,203,53,16,14
2021,Coventry 040,E02001997,3409,0,875,1155,557,562,188,51,13,8
2021,Coventry 041,E02001998,2367,0,597,759,420,399,139,29,22,2
2021,Coventry 042,E02001999,2190,0,531,696,347,356,142,74,24,20
2021,Coventry 043,E02006805,3325,0,865,843,635,545,286,94,41,16
2021,Dudley 001,E02002000,3629,0,1101,1200,651,429,167,69,8,4
2021,Dudley 002,E02002001,2591,0,805,834,453,337,102,44,12,4
2021,Dudley 003,E02002002,3026,0,849,1194,478,387,92,20,4,2
2021,Dudley 004,E02002003,3818,0,1139,1297,653,490,176,41,17,5
2021,Dudley 005,E02002004,3122,0,898,1005,569,422,150,55,16,7
2021,Dudley 006,E02002005,3620,0,821,1085,749,524,272,102,44,23
2021,Dudley 007,E02002006,2894,0,961,941,530,325,97,32,5,3
2021,Dudley 008,E02002007,3971,0,1220,1388,685,483,147,35,4,9
2021,Dudley 009,E02002008,3197,0,670,1169,661,512,132,36,11,6
2021,Dudley 010,E02002009,2636,0,743,711,468,330,212,98,45,29
2021,Dudley 011,E02002010,3622,0,1496,939,486,366,187,80,37,31
2021,Dudley 012,E02002011,2603,0,759,1002,409,324,87,18,3,1
2021,Dudley 013,E02002012,3616,0,1294,1089,562,397,184,51,20,19
2021,Dudley 014,E02002013,2817,0,776,1059,487,394,78,19,3,1
2021,Dudley 015,E02002014,3170,0,973,862,533,395,207,114,47,39
2021,Dudley 016,E02002015,2946,0,794,1023,582,366,127,44,6,4
2021,Dudley 017,E02002016,3319,0,1015,1025,614,392,185,55,19,14
2021,Dudley 018,E02002017,3420,0,1162,1049,559,370,169,68,26,17
2021,Dudley 019,E02002018,3706,0,913,1400,642,564,151,29,6,1
2021,Dudley 020,E02002019,3091,0,800,1011,581,412,185,66,21,15
2021,Dudley 021,E02002020,4226,0,1304,1599,635,509,134,30,13,2
2021,Dudley 022,E02002021,3736,0,1703,1046,485,283,129,54,20,16
2021,Dudley 023,E02002022,3722,0,1070,1278,640,481,183,56,9,5
2021,Dudley 024,E02002023,2332,0,604,934,421,269,77,22,4,1
2021,Dudley 025,E02002024,3648,0,1025,1267,615,502,171,46,13,9
2021,Dudley 026,E02002025,3672,0,1127,1163,598,473,191,79,29,12
2021,Dudley 027,E02002026,2863,0,745,1105,483,361,117,35,11,6
2021,Dudley 028,E02002027,2247,0,524,901,374,344,83,13,5,3
2021,Dudley 029,E02002028,2624,0,842,1005,376,316,63,14,7,1
2021,Dudley 030,E02002029,2593,0,691,934,461,362,104,23,9,9
2021,Dudley 031,E02002030,3024,0,1046,987,484,325,123,42,9,8
2021,Dudley 032,E02002031,2561,0,841,797,392,269,140,60,39,23
2021,Dudley 033,E02002032,4269,0,1261,1476,714,500,189,67,34,28
2021,Dudley 034,E02002033,3302,0,987,1103,569,436,132,43,22,10
2021,Dudley 035,E02002034,3900,0,1543,1276,523,388,116,35,14,5
2021,Dudley 036,E02002035,2511,0,662,899,414,376,117,33,9,1
2021,Dudley 037,E02002036,2880,0,1098,783,453,299,126,70,28,23
2021,Dudley 038,E02002037,2541,0,709,906,467,340,85,24,8,2
2021,Dudley 039,E02002038,4416,0,1615,1501,597,474,151,55,9,14
2021,Dudley 040,E02002039,2654,0,882,953,364,319,87,36,8,5
2021,Dudley 041,E02002040,2559,0,700,1013,362,362,93,20,4,5
2021,Dudley 042,E02002041,2635,0,685,1074,381,318,114,40,14,9
2021,Dudley 043,E02002042,3340,0,856,1243,530,543,131,28,8,1
2021,Sandwell 001,E02002043,3223,0,803,957,620,474,209,89,28,43
2021,Sandwell 002,E02002044,2942,0,699,828,533,518,231,87,31,15
2021,Sandwell 003,E02002045,3186,0,952,958,572,429,178,65,23,9
2021,Sandwell 004,E02002046,2048,0,461,540,423,344,197,63,13,7
2021,Sandwell 005,E02002047,3092,0,1036,983,434,366,151,54,32,36
2021,Sandwell 006,E02002048,2718,0,737,895,440,396,170,50,19,11
2021,Sandwell 007,E02002049,2504,0,655,816,474,352,133,45,9,20
2021,Sandwell 009,E02002051,2240,0,520,641,425,375,167,80,21,11
2021,Sandwell 010,E02002052,4234,0,1121,1197,781,634,311,120,52,18
2021,Sandwell 011,E02002053,2544,0,746,748,437,395,147,44,17,10
2021,Sandwell 012,E02002054,2315,0,667,704,418,322,124,40,16,24
2021,Sandwell 013,E02002055,4179,0,1193,1107,722,611,311,156,47,32
2021,Sandwell 014,E02002056,3857,0,1161,1058,677,557,241,103,34,26
2021,Sandwell 015,E02002057,4276,0,1488,1117,644,527,268,130,69,33
2021,Sandwell 016,E02002058,4976,0,1436,1317,898,754,283,125,56,107
2021,Sandwell 017,E02002059,4570,0,1583,1117,687,632,294,141,58,58
2021,Sandwell 018,E02002060,2628,0,737,646,408,411,247,111,49,19
2021,Sandwell 019,E02002061,2426,0,762,547,331,327,200,126,48,85
2021,Sandwell 020,E02002062,3492,0,1223,884,500,445,225,130,46,39
2021,Sandwell 021,E02002063,3937,0,1198,1040,678,539,265,117,48,52
2021,Sandwell 022,E02002064,4818,0,1221,1462,925,762,302,99,32,15
2021,Sandwell 023,E02002065,4145,0,812,765,644,820,567,284,149,104
2021,Sandwell 024,E02002066,2926,0,880,706,432,395,261,121,74,57
2021,Sandwell 025,E02002067,2505,0,622,860,455,341,158,54,12,3
2021,Sandwell 027,E02002069,3167,0,1141,888,543,374,158,38,18,7
2021,Sandwell 028,E02002070,3595,0,1157,797,464,489,339,188,86,75
2021,Sandwell 029,E02002071,2734,0,768,854,534,361,140,53,17,7
2021,Sandwell 030,E02002072,3608,0,1176,1030,580,491,183,84,35,29
2021,Sandwell 031,E02002073,2934,0,727,727,525,491,273,111,56,24
2021,Sandwell 032,E02002074,3167,0,876,904,572,515,171,80,31,18
2021,Sandwell 033,E02002075,3681,0,1167,1210,608,420,171,69,21,15
2021,Sandwell 034,E02002076,4536,0,1421,1470,757,583,195,75,25,10
2021,Sandwell 035,E02002077,4514,0,1545,1338,737,481,216,103,45,49
2021,Sandwell 036,E02002078,2592,0,705,800,434,422,153,55,15,8
2021,Sandwell 037,E02002079,3534,0,1090,1058,584,481,206,82,20,13
2021,Sandwell 038,E02002080,3086,0,983,994,498,369,138,66,25,13
2021,Sandwell 039,E02006810,4316,0,1203,1456,697,581,213,116,33,17
2021,Sandwell 040,E02006943,2648,0,901,497,373,403,202,125,60,87
2021,Sandwell 041,E02006944,2357,0,466,442,395,445,284,154,84,87
2021,Solihull 001,E02002081,2363,0,747,836,370,264,87,42,9,8
2021,Solihull 002,E02002082,2317,0,673,694,394,325,152,42,23,14
2021,Solihull 003,E02002083,2415,0,574,844,457,382,105,40,7,6
2021,Solihull 004,E02002084,2759,0,830,800,542,353,163,50,15,6
2021,Solihull 005,E02002085,2654,0,732,772,542,370,176,45,13,4
2021,Solihull 006,E02002086,2651,0,1031,741,427,277,122,31,15,7
2021,Solihull 007,E02002087,2683,0,900,741,514,338,136,42,9,3
2021,Solihull 008,E02002088,4142,0,1394,1241,731,523,182,47,20,4
2021,Solihull 009,E02002089,3253,0,895,1084,590,455,160,48,9,12
2021,Solihull 010,E02002090,2322,0,551,770,449,348,138,38,14,14
2021,Solihull 011,E02002091,3128,0,877,1031,519,468,152,57,14,10
2021,Solihull 012,E02002092,3040,0,969,928,487,439,148,43,23,3
2021,Solihull 013,E02002093,2945,0,1054,947,424,342,113,43,13,9
2021,Solihull 014,E02002094,2393,0,667,798,344,403,128,28,14,11
2021,Solihull 015,E02002095,3631,0,1082,1242,558,511,157,57,20,4
2021,Solihull 016,E02002096,4276,0,1258,1440,666,605,209,58,20,20
2021,Solihull 017,E02002097,3121,0,887,1161,466,421,127,44,9,6
2021,Solihull 018,E02002098,3901,0,1103,1184,612,717,212,46,19,8
2021,Solihull 019,E02002099,2807,0,751,996,422,439,142,42,9,6
2021,Solihull 021,E02002101,2863,0,1028,913,440,348,101,18,10,5
2021,Solihull 022,E02002102,3528,0,1012,1077,619,562,188,45,19,6
2021,Solihull 023,E02002103,2541,0,690,929,399,386,101,26,8,2
2021,Solihull 024,E02002104,2376,0,569,875,420,387,91,22,7,5
2021,Solihull 025,E02002105,3341,0,804,1251,517,562,152,41,10,4
2021,Solihull 026,E02002106,4084,0,1139,1500,601,628,165,40,8,3
2021,Solihull 027,E02002107,2253,0,548,868,393,307,114,16,6,1
2021,Solihull 028,E02002108,3982,0,1009,1392,579,755,201,39,4,3
2021,Solihull 029,E02002109,5049,0,1344,1771,854,818,197,49,10,6
2021,Solihull 030,E02006808,2672,0,736,800,447,479,147,48,10,5
2021,Walsall 001,E02002110,2831,0,734,996,484,397,143,51,18,8
2021,Walsall 002,E02002111,2763,0,920,873,473,298,127,51,12,9
2021,Walsall 003,E02002112,2210,0,570,822,380,322,88,20,6,2
2021,Walsall 004,E02002113,2692,0,770,950,449,348,123,43,6,3
2021,Walsall 005,E02002114,2683,0,833,969,418,341,86,26,6,4
2021,Walsall 006,E02002115,2840,0,854,895,505,367,160,41,15,3
2021,Walsall 007,E02002116,2911,0,792,1134,449,402,101,28,4,1
2021,Walsall 008,E02002117,2781,0,950,952,403,300,113,43,15,5
2021,Walsall 009,E02002118,3029,0,886,925,547,412,186,54,13,6
2021,Walsall 010,E02002119,2444,0,621,851,463,335,122,35,12,5
2021,Walsall 011,E02002120,2358,0,493,837,434,409,125,42,14,4
2021,Walsall 012,E02002121,2559,0,736,754,440,352,180,67,21,9
2021,Walsall 013,E02002122,2495,0,548,668,448,456,224,111,21,19
2021,Walsall 014,E02002123,2693,0,740,887,501,371,132,44,10,8
2021,Walsall 015,E02002124,3191,0,1166,1064,473,374,91,20,2,1
2021,Walsall 016,E02002125,2744,0,839,933,462,329,123,42,13,3
2021,Walsall 017,E02002126,2735,0,854,789,482,341,197,54,11,7
2021,Walsall 018,E02002127,3441,0,874,894,603,552,292,118,68,40
2021,Walsall 019,E02002128,2424,0,755,836,405,278,102,30,11,7
2021,Walsall 020,E02002129,2566,0,735,927,435,310,98,41,16,4
2021,Walsall 021,E02002130,2584,0,683,750,477,353,191,71,39,20
2021,Walsall 022,E02002131,3182,0,811,1168,472,509,172,37,8,5
2021,Walsall 023,E02002132,2577,0,715,820,435,383,159,47,13,5
2021,Walsall 024,E02002133,3058,0,1217,909,383,310,119,61,31,28
2021,Walsall 025,E02002134,3618,0,997,1114,655,511,205,95,25,16
2021,Walsall 026,E02002135,2926,0,905,764,412,336,268,149,52,40
2021,Walsall 027,E02002136,3261,0,1015,949,564,439,172,87,26,9
2021,Walsall 028,E02002137,2568,0,725,918,382,386,111,35,7,4
2021,Walsall 029,E02002138,2259,0,638,594,328,302,201,110,45,41
2021,Walsall 030,E02002139,4312,0,1745,1054,619,359,238,142,76,79
2021,Walsall 031,E02002140,2957,0,783,727,489,439,287,142,53,37
2021,Walsall 032,E02002141,2602,0,627,920,453,435,124,31,9,3
2021,Walsall 033,E02002142,2717,0,707,712,483,418,251,92,37,17
2021,Walsall 034,E02002143,3129,0,695,631,472,522,390,235,101,83
2021,Walsall 035,E02002144,2473,0,585,784,340,402,215,90,37,20
2021,Walsall 036,E02002145,3266,0,947,880,549,500,266,84,25,15
2021,Walsall 037,E02002146,2178,0,519,558,377,331,203,121,42,27
2021,Walsall 038,E02002147,3481,0,884,1029,676,542,227,86,22,15
2021,Walsall 039,E02002148,4693,0,1260,1567,858,709,218,54,20,7
2021,Wolverhampton 001,E02002149,4269,0,1263,1467,705,546,202,62,18,6
2021,Wolverhampton 002,E02002150,2260,0,590,722,426,313,127,53,17,12
2021,Wolverhampton 003,E02002151,2458,0,897,727,394,260,123,38,14,5
2021,Wolverhampton 004,E02002152,2306,0,578,653,463,343,163,61,32,13
2021,Wolverhampton 005,E02002153,3349,0,1123,1118,554,379,125,38,10,2
2021,Wolverhampton 006,E02002154,2936,0,836,881,523,430,153,75,28,10
2021,Wolverhampton 007,E02002155,2345,0,560,612,451,421,209,57,23,12
2021,Wolverhampton 008,E02002156,3333,0,980,949,641,486,186,55,20,16
2021,Wolverhampton 009,E02002157,3184,0,878,1077,524,470,146,54,23,12
2021,Wolverhampton 010,E02002158,3279,0,1095,1059,542,399,123,34,18,9
2021,Wolverhampton 011,E02002159,2232,0,552,565,426,405,174,80,18,12
2021,Wolverhampton 012,E02002160,2933,0,772,878,543,479,170,67,12,12
2021,Wolverhampton 013,E02002161,2555,0,699,612,456,374,254,92,35,33
2021,Wolverhampton 014,E02002162,3367,0,1120,1166,505,372,115,68,16,5
2021,Wolverhampton 015,E02002163,5015,0,1900,1228,815,602,316,89,43,22
2021,Wolverhampton 016,E02002164,2360,0,897,481,311,271,232,118,35,15
2021,Wolverhampton 017,E02002165,3655,0,1705,901,434,348,155,66,22,24
2021,Wolverhampton 018,E02002166,3809,0,1265,1024,635,491,249,97,34,14
2021,Wolverhampton 019,E02002167,2961,0,973,1035,439,357,110,34,7,6
2021,Wolverhampton 020,E02002168,4636,0,1945,1121,622,504,256,102,51,35
2021,Wolverhampton 021,E02002169,3562,0,1010,1189,563,518,198,53,18,13
2021,Wolverhampton 022,E02002170,2412,0,639,684,471,370,136,71,28,13
2021,Wolverhampton 023,E02002171,3103,0,934,929,527,398,193,78,31,13
2021,Wolverhampton 026,E02002174,3012,0,877,879,528,456,182,63,17,10
2021,Wolverhampton 027,E02002175,3069,0,980,853,476,395,226,89,34,16
2021,Wolverhampton 028,E02002176,3311,0,1054,1030,510,489,154,55,15,4
2021,Wolverhampton 029,E02002177,4533,0,1358,1292,771,658,287,109,32,26
2021,Wolverhampton 030,E02002178,2742,0,601,761,463,485,251,103,48,30
2021,Wolverhampton 031,E02002179,2607,0,705,860,414,410,149,42,19,8
2021,Wolverhampton 032,E02002180,2597,0,739,797,458,382,147,41,22,11
2021,Wolverhampton 033,E02002181,3370,0,965,988,609,512,195,67,24,10
2021,Wolverhampton 034,E02002182,2480,0,649,719,456,392,186,54,16,8
2021,Wolverhampton 035,E02006894,5104,0,1329,1283,881,882,450,178,62,39
