date,geography,geography code,Ethnic group: Total: All usual residents,"Ethnic group: Asian, Asian British or Asian Welsh","Ethnic group: Asian, Asian British or Asian Welsh: Bangladeshi","Ethnic group: Asian, Asian British or Asian Welsh: Chinese","Ethnic group: Asian, Asian British or Asian Welsh: Indian","Ethnic group: Asian, Asian British or Asian Welsh: Pakistani","Ethnic group: Asian, Asian British or Asian Welsh: Other Asian","Ethnic group: Black, Black British, Black Welsh, Caribbean or African","Ethnic group: Black, Black British, Black Welsh, Caribbean or African: African","Ethnic group: Black, Black British, Black Welsh, Caribbean or African: Caribbean","Ethnic group: Black, Black British, Black Welsh, Caribbean or African: Other Black",Ethnic group: Mixed or Multiple ethnic groups,Ethnic group: Mixed or Multiple ethnic groups: White and Asian,Ethnic group: Mixed or Multiple ethnic groups: White and Black African,Ethnic group: Mixed or Multiple ethnic groups: White and Black Caribbean,Ethnic group: Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,Ethnic group: White,"Ethnic group: White: English, Welsh, Scottish, Northern Irish or British",Ethnic group: White: Irish,Ethnic group: White: Gypsy or Irish Traveller,Ethnic group: White: Roma,Ethnic group: White: Other White,Ethnic group: Other ethnic group,Ethnic group: Other ethnic group: Arab,Ethnic group: Other ethnic group: Any other ethnic group
2021,Oldham 031D,E01005376,1446,207,49,19,8,125,6,105,90,2,13,41,4,13,23,1,1077,1030,5,1,0,41,16,3,13
2021,Oldham 030A,E01005377,1751,130,26,10,26,51,17,141,112,8,21,56,9,10,20,17,1409,1326,7,0,2,74,15,2,13
2021,Oldham 031E,E01005378,1558,183,44,7,7,107,18,95,78,11,6,42,6,8,18,10,1197,1131,5,6,3,52,41,13,28
2021,Oldham 030B,E01005379,1292,52,7,4,3,33,5,65,53,6,6,33,3,14,15,1,1134,1095,7,4,0,28,8,5,3
2021,Oldham 030C,E01005380,1513,53,5,21,0,26,1,56,43,4,9,46,4,5,34,3,1355,1317,12,0,7,19,3,1,2
2021,Oldham 027D,E01005381,1953,652,166,0,22,448,16,173,139,15,19,53,17,7,15,14,1028,954,5,0,11,58,47,6,41
2021,Oldham 030D,E01005382,1604,151,44,17,7,72,11,49,36,13,0,59,12,13,28,6,1332,1290,9,0,6,27,13,0,13
2021,Oldham 026A,E01005383,2193,1051,138,10,9,854,40,106,84,15,7,70,26,16,3,25,907,833,3,0,3,68,59,15,44
2021,Oldham 026D,E01005386,1547,165,36,8,5,104,12,159,133,10,16,83,22,22,22,17,1128,1021,8,2,0,97,12,1,11
2021,Oldham 018A,E01005387,1474,33,0,0,1,30,2,3,0,2,1,36,12,0,24,0,1400,1383,4,0,0,13,2,0,2
2021,Oldham 018B,E01005388,1338,23,2,0,2,18,1,7,0,6,1,16,2,1,10,3,1291,1268,9,0,0,14,1,0,1
2021,Oldham 018C,E01005389,1767,120,13,11,6,88,2,94,66,10,18,67,14,8,27,18,1472,1388,12,4,0,68,14,0,14
2021,Oldham 004A,E01005390,1361,16,4,6,1,5,0,7,2,5,0,8,1,1,6,0,1327,1303,15,0,0,9,3,0,3
2021,Oldham 008A,E01005391,1557,32,15,4,0,12,1,18,13,5,0,23,9,3,8,3,1479,1457,12,0,0,10,5,4,1
2021,Oldham 008B,E01005392,1592,44,21,5,6,7,5,63,51,8,4,40,11,4,18,7,1437,1400,22,0,0,15,8,1,7
2021,Oldham 008C,E01005393,1221,37,26,4,5,2,0,16,13,1,2,21,4,6,8,3,1146,1127,5,0,4,10,1,0,1
2021,Oldham 004B,E01005394,1449,28,1,0,15,12,0,16,12,4,0,13,6,0,7,0,1390,1376,5,0,0,9,2,0,2
2021,Oldham 004C,E01005395,1432,34,15,0,2,16,1,1,1,0,0,35,11,4,13,7,1362,1341,16,0,0,5,0,0,0
2021,Oldham 004D,E01005396,1432,64,23,0,8,30,3,6,2,4,0,28,5,5,16,2,1333,1313,6,0,0,14,1,1,0
2021,Oldham 009A,E01005397,1330,16,4,2,0,9,1,9,5,3,1,25,2,11,12,0,1278,1238,22,1,0,17,2,0,2
2021,Oldham 009B,E01005398,1531,102,60,5,1,30,6,10,4,4,2,19,5,2,10,2,1399,1361,17,0,0,21,1,0,1
2021,Oldham 005C,E01005399,1585,25,9,7,8,0,1,11,6,5,0,20,4,4,7,5,1529,1500,20,1,0,8,0,0,0
2021,Oldham 009C,E01005400,1523,26,9,0,8,6,3,28,16,7,5,41,10,0,26,5,1421,1384,13,0,3,21,7,0,7
2021,Oldham 008D,E01005401,1586,119,56,7,16,31,9,28,23,0,5,21,10,0,3,8,1398,1370,7,0,0,21,20,3,17
2021,Oldham 009D,E01005402,1644,450,255,20,63,91,21,30,21,9,0,29,5,2,16,6,1118,1089,6,0,0,23,17,0,17
2021,Oldham 005D,E01005403,1733,94,36,8,5,44,1,23,13,8,2,60,17,2,33,8,1555,1523,15,0,0,17,1,0,1
2021,Oldham 021A,E01005406,1408,20,7,1,2,6,4,3,0,3,0,20,3,3,9,5,1361,1337,11,0,0,13,4,0,4
2021,Oldham 013A,E01005407,1719,20,0,1,4,12,3,6,0,6,0,27,11,4,4,8,1659,1619,12,0,1,27,7,0,7
2021,Oldham 020C,E01005408,2017,23,3,0,7,7,6,8,1,6,1,35,13,0,19,3,1948,1921,9,1,0,17,3,0,3
2021,Oldham 020D,E01005409,1569,14,2,1,1,8,2,6,4,2,0,29,14,2,1,12,1516,1488,8,0,0,20,4,0,4
2021,Oldham 006A,E01005410,1497,11,1,0,5,1,4,1,0,0,1,12,4,0,5,3,1462,1431,9,0,0,22,11,1,10
2021,Oldham 006B,E01005411,1560,16,0,4,1,10,1,5,0,5,0,25,12,0,6,7,1512,1476,9,1,0,26,2,0,2
2021,Oldham 013B,E01005412,1684,5,0,1,2,0,2,3,0,3,0,27,6,3,5,13,1647,1614,8,0,0,25,2,0,2
2021,Oldham 021B,E01005413,1593,25,4,4,5,7,5,10,3,5,2,31,5,8,17,1,1521,1494,8,0,0,19,6,2,4
2021,Oldham 006C,E01005414,1337,13,0,0,0,10,3,2,0,1,1,16,3,1,5,7,1306,1266,25,0,0,15,0,0,0
2021,Oldham 006D,E01005415,1107,9,0,0,3,6,0,0,0,0,0,33,8,3,15,7,1064,1042,7,0,2,13,1,0,1
2021,Oldham 013C,E01005416,1517,11,1,4,1,3,2,9,1,3,5,24,6,4,9,5,1471,1440,12,0,0,19,2,1,1
2021,Oldham 013D,E01005417,1554,34,2,9,1,13,9,2,0,1,1,26,12,2,10,2,1490,1476,2,0,0,12,2,0,2
2021,Oldham 018D,E01005418,1411,9,8,0,0,1,0,10,0,10,0,23,1,1,19,2,1359,1340,6,0,0,13,10,1,9
2021,Oldham 021C,E01005419,1452,30,5,6,6,9,4,2,2,0,0,32,8,2,12,10,1385,1364,9,3,3,6,3,1,2
2021,Oldham 021D,E01005420,1616,47,0,6,2,28,11,3,1,2,0,19,2,0,16,1,1542,1527,7,0,0,8,5,0,5
2021,Oldham 011A,E01005421,1820,92,26,11,2,48,5,66,53,4,9,61,4,15,32,10,1596,1540,13,0,1,42,5,0,5
2021,Oldham 011B,E01005422,1554,57,4,7,6,38,2,126,102,6,18,86,19,25,34,8,1270,1217,15,0,0,38,15,0,15
2021,Oldham 022C,E01005427,2212,2042,399,1,12,1545,85,48,34,9,5,30,13,7,2,8,50,23,2,4,0,21,42,8,34
2021,Oldham 019A,E01005428,2365,1855,48,10,13,1702,82,83,68,1,14,33,14,6,13,0,272,188,2,3,25,54,122,4,118
2021,Oldham 022D,E01005429,1920,1702,85,0,0,1529,88,31,19,8,4,38,25,0,6,7,105,77,0,1,7,20,44,11,33
2021,Oldham 022E,E01005430,2846,2298,78,5,17,2125,73,78,64,12,2,66,35,13,10,8,327,239,1,0,8,79,77,6,71
2021,Oldham 019B,E01005431,1857,636,30,3,12,566,25,85,70,5,10,45,11,11,17,6,1039,957,7,0,18,57,52,5,47
2021,Oldham 014C,E01005432,1826,252,75,14,17,117,29,260,202,21,37,107,31,26,47,3,1154,1068,10,3,3,70,53,17,36
2021,Oldham 014D,E01005433,2474,684,484,11,8,121,60,375,259,14,102,148,33,31,54,30,1199,1091,7,4,7,90,68,9,59
2021,Oldham 024B,E01005434,2162,1121,363,5,25,673,55,137,121,6,10,59,19,15,13,12,734,575,9,4,39,107,111,23,88
2021,Oldham 037B,E01005435,2031,1741,257,0,66,1312,106,24,20,1,3,13,7,0,1,5,119,87,1,3,5,23,134,0,134
2021,Oldham 037D,E01005436,1827,1230,250,1,97,832,50,54,39,9,6,37,18,3,5,11,453,418,2,0,10,23,53,11,42
2021,Oldham 024C,E01005437,2048,1607,265,2,135,1115,90,48,46,0,2,8,2,2,2,2,308,229,4,9,13,53,77,2,75
2021,Oldham 029E,E01005438,2969,1382,242,20,115,963,42,120,101,10,9,72,30,8,11,23,1303,1120,18,8,34,123,92,17,75
2021,Oldham 030E,E01005439,1586,367,27,8,23,290,19,27,25,1,1,41,10,8,18,5,1114,1026,4,41,8,35,37,13,24
2021,Oldham 033D,E01005440,1453,62,8,9,10,34,1,82,72,6,4,48,13,9,23,3,1250,1205,10,1,0,34,11,0,11
2021,Oldham 002A,E01005441,1527,32,18,0,7,5,2,6,6,0,0,37,8,6,17,6,1447,1411,7,0,0,29,5,0,5
2021,Oldham 002B,E01005442,1328,9,4,1,3,0,1,4,4,0,0,13,4,6,0,3,1299,1287,4,0,0,8,3,2,1
2021,Oldham 003B,E01005443,1312,23,0,4,16,1,2,2,1,1,0,27,4,2,18,3,1259,1240,11,0,0,8,1,0,1
2021,Oldham 002C,E01005444,1397,82,34,3,0,44,1,9,7,2,0,23,10,2,8,3,1279,1242,8,0,4,25,4,0,4
2021,Oldham 002D,E01005445,1425,96,64,5,5,17,5,14,12,1,1,43,11,10,16,6,1265,1196,10,0,1,58,7,1,6
2021,Oldham 003C,E01005446,1405,46,19,4,2,16,5,16,12,1,3,20,3,2,12,3,1316,1289,4,1,0,22,7,1,6
2021,Oldham 003D,E01005447,1646,234,168,4,3,52,7,35,28,5,2,49,7,4,32,6,1315,1238,17,0,0,60,13,5,8
2021,Oldham 012A,E01005448,1644,384,33,0,24,306,21,94,82,4,8,40,18,3,12,7,1087,1010,5,5,11,56,39,5,34
2021,Oldham 012B,E01005449,1583,206,16,11,1,171,7,47,36,6,5,58,19,9,26,4,1265,1223,9,0,3,30,7,1,6
2021,Oldham 019C,E01005450,2137,1402,29,0,5,1319,49,102,85,5,12,46,12,11,9,14,538,423,4,3,19,89,49,0,49
2021,Oldham 019D,E01005451,1547,696,13,5,16,613,49,33,23,2,8,63,30,8,20,5,694,662,4,0,0,28,61,2,59
2021,Oldham 007C,E01005452,1278,23,0,0,1,17,5,10,5,3,2,3,1,0,2,0,1242,1224,6,0,0,12,0,0,0
2021,Oldham 007D,E01005453,1555,24,11,3,1,8,1,34,30,4,0,40,11,5,21,3,1457,1424,10,0,0,23,0,0,0
2021,Oldham 012C,E01005454,1379,13,0,0,4,6,3,7,3,4,0,37,13,3,21,0,1321,1313,1,0,1,6,1,1,0
2021,Oldham 012D,E01005455,1464,24,6,0,3,11,4,19,8,11,0,31,3,0,26,2,1385,1363,7,0,0,15,5,0,5
2021,Oldham 012E,E01005456,1679,202,6,3,2,177,14,98,83,4,11,70,11,27,27,5,1285,1237,8,1,8,31,24,9,15
2021,Oldham 024D,E01005459,1770,1394,666,1,32,616,79,51,38,5,8,19,10,4,2,3,239,198,3,5,0,33,67,5,62
2021,Oldham 036C,E01005460,2709,1722,434,8,27,1203,50,208,177,14,17,121,63,14,26,18,622,553,12,0,3,54,36,3,33
2021,Oldham 037A,E01005461,2423,2027,478,0,30,1364,155,28,27,1,0,27,8,3,15,1,230,186,1,1,8,34,111,17,94
2021,Oldham 037C,E01005462,2204,1582,287,2,32,1215,46,59,44,11,4,47,27,4,6,10,462,407,6,0,3,46,54,6,48
2021,Oldham 036D,E01005463,1692,1097,296,22,19,732,28,111,99,5,7,63,27,11,10,15,319,252,1,1,5,60,102,3,99
2021,Rochdale 016A,E01005464,1967,431,18,6,1,370,36,142,125,4,13,75,25,18,20,12,1272,1100,11,0,0,161,47,4,43
2021,Rochdale 016B,E01005465,1812,208,16,10,16,158,8,26,22,2,2,29,21,2,4,2,1522,1441,18,0,3,60,27,1,26
2021,Rochdale 016C,E01005466,2483,323,17,5,5,244,52,277,226,14,37,96,36,33,15,12,1766,1503,24,11,11,217,21,6,15
2021,Rochdale 016D,E01005467,1972,227,14,12,6,168,27,153,124,3,26,62,19,21,13,9,1508,1326,20,3,1,158,22,2,20
2021,Rochdale 016E,E01005468,2164,178,16,0,10,131,21,19,16,2,1,48,18,5,21,4,1915,1886,13,0,0,16,4,3,1
2021,Rochdale 012A,E01005469,1823,494,26,3,7,402,56,39,31,1,7,48,27,3,7,11,1209,1171,12,0,5,21,33,10,23
2021,Rochdale 015A,E01005470,2034,1634,65,10,23,1489,47,86,74,1,11,50,20,10,6,14,186,149,2,0,6,29,78,11,67
2021,Rochdale 015B,E01005471,1699,1114,19,0,19,1019,57,68,65,0,3,27,15,4,2,6,433,382,9,1,0,41,57,22,35
2021,Rochdale 010A,E01005472,1648,429,32,10,1,343,43,76,65,3,8,71,32,9,20,10,1018,932,10,2,5,69,54,29,25
2021,Rochdale 010B,E01005473,1704,1196,40,8,5,1079,64,39,35,1,3,53,33,9,7,4,344,288,6,0,5,45,72,36,36
2021,Rochdale 011A,E01005474,1315,409,0,5,8,389,7,46,37,2,7,16,11,0,3,2,820,778,7,0,0,35,24,17,7
2021,Rochdale 015C,E01005475,1777,1109,25,5,9,1038,32,53,40,7,6,43,15,3,11,14,510,457,12,5,0,36,62,21,41
2021,Rochdale 017A,E01005476,1795,141,2,0,18,98,23,30,19,3,8,57,11,20,20,6,1534,1469,10,0,0,55,33,10,23
2021,Rochdale 017B,E01005477,1770,168,14,8,3,118,25,88,72,4,12,35,17,3,7,8,1464,1362,19,1,3,79,15,1,14
2021,Rochdale 017C,E01005478,1591,168,17,9,11,119,12,45,39,1,5,26,8,12,1,5,1345,1269,23,4,1,48,7,1,6
2021,Rochdale 017D,E01005479,1980,140,7,14,12,99,8,41,28,5,8,58,29,5,15,9,1736,1670,17,3,2,44,5,5,0
2021,Rochdale 017E,E01005480,1648,361,14,5,3,312,27,30,25,0,5,53,23,8,7,15,1178,1113,24,3,2,36,26,5,21
2021,Rochdale 017F,E01005481,1679,614,15,4,22,542,31,21,19,0,2,19,13,1,3,2,1005,972,19,0,0,14,20,4,16
2021,Rochdale 010C,E01005482,1662,456,128,11,3,264,50,139,110,5,24,86,30,28,9,19,891,748,14,8,0,121,90,28,62
2021,Rochdale 010D,E01005483,1483,808,12,2,11,706,77,95,80,5,10,44,13,20,5,6,466,374,17,1,3,71,70,13,57
2021,Rochdale 010E,E01005484,2033,899,54,16,23,717,89,361,329,4,28,102,21,41,18,22,584,469,24,4,1,86,87,30,57
2021,Rochdale 015D,E01005485,2376,1871,72,6,25,1685,83,84,76,8,0,33,17,4,3,9,284,195,4,0,17,68,104,8,96
2021,Rochdale 010F,E01005486,1701,928,56,10,54,687,121,107,85,0,22,55,22,11,6,16,554,446,5,1,9,93,57,18,39
2021,Rochdale 010G,E01005487,1790,1139,34,6,45,915,139,56,47,2,7,36,11,2,3,20,485,426,7,0,4,48,74,19,55
2021,Rochdale 006A,E01005488,1507,155,12,10,7,111,15,8,3,3,2,28,13,1,5,9,1314,1287,15,0,0,12,2,0,2
2021,Rochdale 005A,E01005489,1249,193,17,5,15,132,24,0,0,0,0,24,13,3,6,2,987,963,13,3,0,8,45,12,33
2021,Rochdale 005B,E01005490,1567,206,12,4,1,154,35,54,32,16,6,73,16,12,26,19,1216,1135,15,17,1,48,18,2,16
2021,Rochdale 005C,E01005491,1441,170,38,2,6,115,9,23,17,1,5,43,20,9,8,6,1180,1153,12,0,0,15,25,12,13
2021,Rochdale 006B,E01005492,1533,290,13,9,18,224,26,1,0,1,0,26,18,1,2,5,1198,1153,18,0,0,27,18,1,17
2021,Rochdale 005D,E01005493,1762,415,67,1,12,315,20,6,3,3,0,46,21,4,5,16,1287,1235,15,0,0,37,8,1,7
2021,Rochdale 005E,E01005494,1760,521,68,10,21,387,35,25,22,0,3,32,11,5,9,7,1112,1073,14,1,2,22,70,21,49
2021,Rochdale 005F,E01005495,1768,581,39,0,9,469,64,14,6,7,1,29,20,3,1,5,1106,1050,25,3,1,27,38,2,36
2021,Rochdale 009A,E01005496,1321,213,16,5,19,147,26,32,31,0,1,31,19,4,3,5,1022,936,9,0,1,76,23,2,21
2021,Rochdale 018A,E01005497,1896,101,1,12,1,81,6,136,109,12,15,34,15,14,3,2,1601,1439,15,0,0,147,24,1,23
2021,Rochdale 020A,E01005498,1372,61,0,0,7,50,4,26,22,3,1,16,1,4,6,5,1266,1230,8,2,0,26,3,0,3
2021,Rochdale 006C,E01005499,1513,43,0,4,13,25,1,42,32,1,9,13,2,4,5,2,1406,1361,7,6,0,32,9,1,8
2021,Rochdale 020B,E01005500,1592,85,1,14,6,59,5,14,7,5,2,27,12,0,7,8,1459,1411,22,0,0,26,7,5,2
2021,Rochdale 018B,E01005501,1784,70,5,24,3,29,9,52,46,2,4,40,9,8,13,10,1603,1498,8,0,2,95,19,14,5
2021,Rochdale 018C,E01005502,1380,35,4,0,4,23,4,9,7,1,1,14,5,3,3,3,1319,1277,17,1,2,22,3,0,3
2021,Rochdale 020C,E01005503,1318,64,0,13,6,45,0,2,1,1,0,18,4,4,7,3,1228,1177,30,1,0,20,6,0,6
2021,Rochdale 018D,E01005504,1641,53,0,2,3,38,10,37,29,6,2,45,9,12,13,11,1486,1388,11,10,2,75,20,10,10
2021,Rochdale 018E,E01005505,2186,46,1,12,6,15,12,58,45,7,6,45,10,4,22,9,2036,1915,20,0,5,96,1,0,1
2021,Rochdale 020D,E01005506,1545,63,0,2,8,40,13,40,29,4,7,29,9,11,5,4,1410,1358,6,7,0,39,3,0,3
2021,Rochdale 020E,E01005507,2262,65,2,17,6,33,7,53,39,8,6,47,15,11,16,5,2084,2021,14,0,0,49,13,2,11
2021,Rochdale 020F,E01005508,2011,85,6,11,8,52,8,9,3,2,4,36,17,11,6,2,1860,1830,16,0,0,14,21,4,17
2021,Rochdale 018F,E01005509,1448,39,2,4,1,17,15,91,79,3,9,43,6,17,13,7,1268,1187,8,3,3,67,7,0,7
2021,Rochdale 019A,E01005510,1095,14,0,4,3,7,0,7,2,3,2,6,1,0,3,2,1068,1035,10,0,0,23,0,0,0
2021,Rochdale 019B,E01005511,1256,28,2,1,0,24,1,10,7,3,0,28,11,1,9,7,1187,1161,8,1,2,15,3,0,3
2021,Rochdale 019C,E01005512,1440,38,4,10,4,17,3,28,23,4,1,30,8,5,13,4,1339,1265,18,0,0,56,5,4,1
2021,Rochdale 019D,E01005513,1552,24,1,8,5,8,2,93,71,5,17,58,6,26,20,6,1370,1246,2,1,0,121,7,5,2
2021,Rochdale 019E,E01005514,1845,63,1,1,7,45,9,80,68,4,8,45,8,12,7,18,1638,1560,4,0,1,73,19,0,19
2021,Rochdale 019F,E01005515,1795,33,3,1,0,16,13,97,62,7,28,56,3,25,27,1,1586,1475,5,2,0,104,23,12,11
2021,Rochdale 003A,E01005516,1280,18,6,0,6,0,6,6,4,0,2,7,3,0,4,0,1247,1224,11,0,0,12,2,0,2
2021,Rochdale 003B,E01005517,1436,26,0,6,0,15,5,3,0,3,0,13,4,1,6,2,1393,1367,11,0,0,15,1,1,0
2021,Rochdale 001A,E01005518,1592,12,0,0,5,6,1,4,2,1,1,22,8,7,4,3,1554,1512,14,0,0,28,0,0,0
2021,Rochdale 002A,E01005519,1562,18,0,0,3,10,5,0,0,0,0,9,4,0,2,3,1530,1503,9,0,0,18,5,3,2
2021,Rochdale 001B,E01005520,1714,19,0,6,0,10,3,8,7,0,1,15,4,0,7,4,1671,1629,6,0,0,36,1,0,1
2021,Rochdale 003C,E01005521,1452,11,3,1,1,0,6,3,3,0,0,19,10,1,0,8,1416,1388,15,0,0,13,3,0,3
2021,Rochdale 001C,E01005522,1486,13,0,0,3,6,4,9,8,0,1,9,2,1,6,0,1449,1397,18,0,0,34,6,2,4
2021,Rochdale 001D,E01005523,1832,13,1,4,0,5,3,18,13,4,1,19,7,2,6,4,1782,1730,13,0,0,39,0,0,0
2021,Rochdale 021A,E01005524,1470,55,0,5,3,45,2,62,53,1,8,35,3,14,10,8,1311,1259,10,2,0,40,7,0,7
2021,Rochdale 021B,E01005525,1891,64,3,6,13,26,16,244,201,1,42,76,14,32,15,15,1472,1341,11,0,0,120,35,12,23
2021,Rochdale 021C,E01005526,1905,128,3,38,16,47,24,156,130,9,17,54,12,7,22,13,1559,1453,10,0,0,96,8,4,4
2021,Rochdale 022A,E01005527,2061,98,7,24,8,39,20,324,256,10,58,62,14,12,19,17,1541,1390,13,0,4,134,36,6,30
2021,Rochdale 021D,E01005528,1550,58,7,3,7,23,18,88,66,5,17,42,12,14,9,7,1348,1261,14,0,0,73,14,3,11
2021,Rochdale 022B,E01005529,1660,47,11,10,0,14,12,153,138,1,14,48,8,25,10,5,1401,1304,14,0,3,80,11,3,8
2021,Rochdale 025A,E01005530,1456,30,0,18,0,9,3,7,7,0,0,44,2,4,26,12,1365,1316,24,0,0,25,10,3,7
2021,Rochdale 025B,E01005531,1158,20,0,7,8,5,0,40,33,2,5,11,1,2,3,5,1077,1030,6,0,3,38,10,1,9
2021,Rochdale 025C,E01005532,1551,63,5,7,9,35,7,207,174,12,21,56,8,13,17,18,1187,1102,11,1,3,70,38,21,17
2021,Rochdale 024A,E01005533,1623,36,0,3,6,21,6,40,33,0,7,47,2,9,26,10,1480,1446,15,0,0,19,20,0,20
2021,Rochdale 023A,E01005534,1419,71,5,8,16,38,4,29,23,4,2,27,3,5,16,3,1289,1249,6,1,1,32,3,0,3
2021,Rochdale 023B,E01005535,1467,37,4,9,2,20,2,49,42,5,2,43,7,8,18,10,1327,1262,16,0,0,49,11,8,3
2021,Rochdale 021E,E01005536,1713,63,0,20,2,23,18,131,118,5,8,50,9,16,21,4,1446,1378,9,0,0,59,23,2,21
2021,Rochdale 023C,E01005537,1269,10,6,1,0,3,0,8,5,3,0,21,7,5,8,1,1223,1195,18,0,0,10,7,1,6
2021,Rochdale 023D,E01005538,1481,33,0,5,0,22,6,80,54,8,18,55,17,13,25,0,1303,1221,14,4,4,60,10,4,6
2021,Rochdale 024B,E01005539,1317,13,0,5,1,3,4,77,67,2,8,24,7,6,5,6,1191,1142,12,0,0,37,12,0,12
2021,Rochdale 023E,E01005540,1346,22,0,5,0,15,2,41,30,2,9,23,4,4,10,5,1253,1210,15,1,3,24,7,6,1
2021,Rochdale 023F,E01005541,1535,24,0,3,2,13,6,62,50,10,2,35,3,11,16,5,1399,1351,9,0,0,39,15,6,9
2021,Rochdale 023G,E01005542,1617,57,7,10,1,25,14,131,118,0,13,57,13,16,24,4,1363,1297,16,1,2,47,9,4,5
2021,Rochdale 021F,E01005543,1253,19,0,1,4,10,4,24,16,4,4,26,12,6,7,1,1176,1141,12,0,0,23,8,3,5
2021,Rochdale 025D,E01005544,1477,61,2,11,16,30,2,8,5,3,0,37,12,9,11,5,1369,1328,20,0,0,21,2,0,2
2021,Rochdale 025E,E01005545,1249,75,0,23,22,24,6,28,26,0,2,21,4,5,0,12,1115,1081,15,0,0,19,10,5,5
2021,Rochdale 024C,E01005546,1242,45,1,4,7,23,10,61,50,4,7,21,5,4,9,3,1107,1076,11,0,0,20,8,0,8
2021,Rochdale 024D,E01005547,1756,80,5,10,18,39,8,83,60,16,7,63,12,14,21,16,1494,1408,12,2,3,69,36,26,10
2021,Rochdale 024E,E01005548,1275,25,0,2,5,9,9,101,86,5,10,29,4,3,9,13,1092,1024,11,0,0,57,28,12,16
2021,Rochdale 025F,E01005549,1549,69,2,11,15,30,11,9,8,1,0,39,9,5,12,13,1429,1378,31,2,0,18,3,2,1
2021,Rochdale 025G,E01005550,1470,39,0,12,3,22,2,11,7,1,3,23,8,5,3,7,1381,1330,32,0,1,18,16,12,4
2021,Rochdale 022C,E01005551,2027,69,7,27,7,17,11,152,128,12,12,77,20,19,22,16,1715,1583,7,2,1,122,14,4,10
2021,Rochdale 022D,E01005552,2342,65,0,9,7,37,12,301,259,7,35,93,9,42,25,17,1820,1618,15,1,11,175,63,18,45
2021,Rochdale 022E,E01005553,2034,56,7,4,2,22,21,175,145,3,27,59,5,24,17,13,1721,1537,20,0,0,164,23,9,14
2021,Rochdale 022F,E01005554,2156,125,7,42,17,47,12,195,160,8,27,63,14,17,22,10,1741,1497,24,0,3,217,32,6,26
2021,Rochdale 014A,E01005555,1385,12,0,1,3,8,0,3,2,1,0,31,3,5,19,4,1336,1313,12,1,0,10,3,0,3
2021,Rochdale 013A,E01005556,1528,32,0,11,6,11,4,6,3,2,1,33,14,3,11,5,1455,1419,9,0,0,27,2,0,2
2021,Rochdale 014B,E01005557,1139,11,0,1,0,6,4,1,0,1,0,12,9,0,1,2,1111,1089,14,0,1,7,4,0,4
2021,Rochdale 014C,E01005558,1596,23,0,0,0,19,4,14,13,1,0,33,4,6,19,4,1522,1486,14,0,0,22,4,1,3
2021,Rochdale 013B,E01005559,1468,24,2,1,2,18,1,30,24,3,3,29,6,11,8,4,1376,1317,6,0,0,53,9,0,9
2021,Rochdale 013C,E01005560,1461,13,0,1,0,5,7,8,7,1,0,14,6,0,5,3,1425,1408,6,0,0,11,1,0,1
2021,Rochdale 014D,E01005561,1412,18,0,0,4,9,5,9,3,6,0,34,6,5,13,10,1346,1318,9,0,0,19,5,0,5
2021,Rochdale 014E,E01005562,1508,23,1,7,7,5,3,4,3,1,0,34,7,6,12,9,1445,1410,5,1,0,29,2,1,1
2021,Rochdale 012B,E01005563,2171,1205,233,11,20,876,65,81,67,2,12,50,21,14,5,10,763,708,7,1,7,40,72,10,62
2021,Rochdale 015E,E01005564,2410,1654,89,15,4,1474,72,123,105,8,10,78,28,29,6,15,447,379,6,9,0,53,108,33,75
2021,Rochdale 012C,E01005565,1568,498,54,0,5,392,47,33,29,2,2,27,17,2,8,0,986,910,22,0,0,54,24,8,16
2021,Rochdale 012D,E01005566,2342,933,223,5,13,627,65,52,41,3,8,75,25,16,15,19,1228,1124,19,8,3,74,54,4,50
2021,Rochdale 013D,E01005567,1880,249,42,16,7,177,7,33,29,2,2,34,10,9,5,10,1554,1493,12,3,1,45,10,0,10
2021,Rochdale 012E,E01005568,1940,913,232,8,20,590,63,211,175,6,30,84,15,50,3,16,621,532,12,10,4,63,111,29,82
2021,Rochdale 012F,E01005569,1794,773,85,0,13,624,51,90,71,5,14,40,25,2,6,7,829,757,24,6,0,42,62,5,57
2021,Rochdale 007A,E01005570,1309,43,0,0,2,37,4,12,12,0,0,21,11,0,7,3,1230,1205,10,0,0,15,3,1,2
2021,Rochdale 006D,E01005571,1652,85,9,2,0,68,6,6,4,0,2,25,10,5,8,2,1536,1503,16,1,0,16,0,0,0
2021,Rochdale 007B,E01005572,1499,207,4,3,7,179,14,9,9,0,0,38,19,3,7,9,1228,1211,6,0,0,11,17,1,16
2021,Rochdale 007C,E01005573,1434,188,1,0,8,158,21,5,1,0,4,16,10,0,3,3,1217,1192,12,0,0,13,8,3,5
2021,Rochdale 007D,E01005574,1724,373,24,9,31,289,20,10,9,0,1,35,17,4,2,12,1273,1219,13,6,4,31,33,2,31
2021,Rochdale 011B,E01005575,1714,359,42,0,27,278,12,11,7,4,0,30,10,7,3,10,1285,1246,23,0,0,16,29,17,12
2021,Rochdale 011C,E01005576,1528,576,36,4,57,459,20,10,7,3,0,33,16,3,7,7,903,872,12,0,0,19,6,3,3
2021,Rochdale 011D,E01005577,1461,129,13,1,10,95,10,9,8,1,0,19,8,4,7,0,1294,1257,17,0,0,20,10,1,9
