date,geography,geography code,Ethnic group: Total: All usual residents,"Ethnic group: Asian, Asian British or Asian Welsh","Ethnic group: Asian, Asian British or Asian Welsh: Bangladeshi","Ethnic group: Asian, Asian British or Asian Welsh: Chinese","Ethnic group: Asian, Asian British or Asian Welsh: Indian","Ethnic group: Asian, Asian British or Asian Welsh: Pakistani","Ethnic group: Asian, Asian British or Asian Welsh: Other Asian","Ethnic group: Black, Black British, Black Welsh, Caribbean or African","Ethnic group: Black, Black British, Black Welsh, Caribbean or African: African","Ethnic group: Black, Black British, Black Welsh, Caribbean or African: Caribbean","Ethnic group: Black, Black British, Black Welsh, Caribbean or African: Other Black",Ethnic group: Mixed or Multiple ethnic groups,Ethnic group: Mixed or Multiple ethnic groups: White and Asian,Ethnic group: Mixed or Multiple ethnic groups: White and Black African,Ethnic group: Mixed or Multiple ethnic groups: White and Black Caribbean,Ethnic group: Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,Ethnic group: White,"Ethnic group: White: English, Welsh, Scottish, Northern Irish or British",Ethnic group: White: Irish,Ethnic group: White: Gypsy or Irish Traveller,Ethnic group: White: Roma,Ethnic group: White: Other White,Ethnic group: Other ethnic group,Ethnic group: Other ethnic group: Arab,Ethnic group: Other ethnic group: Any other ethnic group
2021,Walsall 020,E02002129,6031,599,5,9,467,77,41,74,14,45,15,140,38,6,76,20,5076,4972,16,10,0,78,142,1,141
2021,Walsall 021,E02002130,6861,1419,41,19,314,979,66,370,193,146,31,226,60,13,128,25,4761,4458,15,15,7,266,85,6,79
2021,Walsall 022,E02002131,7776,734,18,17,569,74,56,116,28,81,7,164,55,7,75,27,6655,6475,83,1,2,94,107,2,105
2021,Walsall 023,E02002132,6440,742,25,5,502,155,55,319,123,149,47,268,62,11,170,25,5000,4745,6,9,5,235,111,21,90
2021,Walsall 024,E02002133,6900,1735,41,27,693,831,143,410,166,191,53,332,93,37,143,59,4217,3751,26,12,3,425,206,22,184
2021,Walsall 025,E02002134,9236,1250,26,36,935,140,113,564,185,301,78,466,102,13,302,49,6751,6307,9,34,9,392,205,2,203
2021,Walsall 026,E02002135,7980,3434,167,21,599,2419,228,731,414,212,105,321,120,31,123,47,3153,2638,19,3,27,466,341,137,204
2021,Walsall 027,E02002136,8005,1771,15,28,1485,91,152,407,154,201,52,365,55,31,223,56,5083,4724,12,16,6,325,379,6,373
2021,Walsall 028,E02002137,6115,869,2,49,632,132,54,73,27,37,9,104,34,8,40,22,4941,4782,69,2,2,86,128,4,124
2021,Walsall 029,E02002138,6359,3064,90,24,1125,1667,158,211,88,90,33,208,65,8,79,56,2523,2242,11,0,12,258,353,26,327
2021,Walsall 030,E02002139,10859,4154,1103,40,995,1719,297,1159,664,328,167,485,127,57,209,92,4644,3807,35,22,31,749,417,32,385
2021,Walsall 031,E02002140,8557,4374,783,16,1343,1991,241,793,484,205,104,332,106,38,131,57,2738,2255,24,5,28,426,320,22,298
2021,Walsall 032,E02002141,6461,976,29,39,771,81,56,103,48,37,18,171,50,16,65,40,5055,4876,82,1,2,94,156,6,150
2021,Walsall 033,E02002142,7551,2604,594,14,1017,883,96,540,364,129,47,532,95,21,364,52,3775,3442,12,8,5,308,100,15,85
2021,Walsall 034,E02002143,10265,7197,2087,25,1704,3084,297,587,373,155,59,255,92,23,96,44,1845,1351,24,12,26,432,381,35,346
2021,Walsall 035,E02002144,6847,3328,89,24,2332,680,203,185,80,94,11,158,62,5,43,48,2513,2409,32,1,4,67,663,21,642
2021,Walsall 036,E02002145,8493,1536,198,12,806,412,108,621,278,252,91,435,81,18,264,72,5795,5248,18,15,7,507,106,22,84
2021,Walsall 037,E02002146,6425,2993,602,24,1009,1180,178,293,133,116,44,206,71,9,83,43,2707,2454,18,6,4,225,226,9,217
2021,Walsall 038,E02002147,9106,1165,142,20,737,170,96,507,249,193,65,356,102,16,195,43,6978,6524,11,6,4,433,100,24,76
2021,Walsall 039,E02002148,11428,1262,41,50,864,221,86,376,94,214,68,328,78,24,167,59,9278,8996,106,1,0,175,184,8,176
2021,Wolverhampton 001,E02002149,10088,549,16,18,392,61,62,636,236,296,104,540,63,28,375,74,8219,7842,53,1,12,311,144,26,118
2021,Wolverhampton 002,E02002150,5791,681,23,17,483,84,74,502,218,215,69,347,51,27,232,37,4188,3845,35,6,3,299,73,14,59
2021,Wolverhampton 003,E02002151,5557,483,39,38,277,82,47,534,181,265,88,398,55,32,280,31,4063,3705,28,6,11,313,79,14,65
2021,Wolverhampton 004,E02002152,6272,342,9,13,246,39,35,619,295,222,102,420,41,16,322,41,4815,4535,16,0,5,259,76,11,65
2021,Wolverhampton 005,E02002153,7478,251,4,15,197,10,25,242,90,104,48,263,53,7,174,29,6686,6565,24,0,1,96,36,0,36
2021,Wolverhampton 006,E02002154,7412,1391,26,39,1048,174,104,897,387,335,175,478,76,15,308,79,4496,4070,36,13,9,368,150,12,138
2021,Wolverhampton 007,E02002155,6518,396,7,15,263,34,77,1055,516,379,160,566,44,52,406,64,4357,3886,18,27,20,406,144,6,138
2021,Wolverhampton 008,E02002156,8306,1230,18,22,953,103,134,465,103,293,69,405,84,21,251,49,5978,5725,63,6,7,177,228,25,203
2021,Wolverhampton 009,E02002157,7825,1484,14,30,1058,297,85,382,128,203,51,312,78,22,171,41,5506,5245,55,0,0,206,141,19,122
2021,Wolverhampton 010,E02002158,7524,763,5,14,625,38,81,290,107,140,43,318,53,8,222,35,6010,5835,36,0,0,139,143,5,138
2021,Wolverhampton 011,E02002159,6177,1027,3,22,778,120,104,1130,542,444,144,377,64,23,245,45,3381,2759,25,7,12,578,262,45,217
2021,Wolverhampton 012,E02002160,7577,1681,9,32,1386,44,210,332,136,138,58,288,56,20,166,46,5036,4785,49,14,5,183,240,15,225
2021,Wolverhampton 013,E02002161,7121,2305,21,14,830,1116,324,1087,472,426,189,404,64,50,216,74,2726,1694,25,15,22,970,599,35,564
2021,Wolverhampton 014,E02002162,7774,1651,14,35,1323,152,127,245,74,144,27,282,85,18,139,40,5359,5138,47,1,4,169,237,20,217
2021,Wolverhampton 015,E02002163,11876,2282,51,59,1447,176,549,2281,1202,779,300,844,106,75,518,145,5860,4593,35,10,24,1198,609,93,516
2021,Wolverhampton 016,E02002164,6742,2065,52,14,730,841,428,1357,822,409,126,350,47,47,190,66,2350,1301,22,16,21,990,620,119,501
2021,Wolverhampton 017,E02002165,7894,1951,7,15,1165,450,314,917,382,446,89,423,119,53,173,78,4081,3205,88,8,40,740,522,172,350
2021,Wolverhampton 018,E02002166,9408,1487,4,34,1172,104,173,1126,478,435,213,600,67,27,423,83,5963,5485,27,15,6,430,232,31,201
2021,Wolverhampton 019,E02002167,6639,955,14,8,827,60,46,227,84,112,31,307,83,16,173,35,5021,4818,40,5,0,158,129,10,119
2021,Wolverhampton 020,E02002168,11532,3458,45,56,2145,902,310,2206,1414,607,185,699,137,53,367,142,4614,3335,59,13,88,1119,555,71,484
2021,Wolverhampton 021,E02002169,8810,2333,7,35,1963,203,125,305,83,188,34,325,105,14,158,48,5625,5356,67,1,0,201,222,15,207
2021,Wolverhampton 022,E02002170,6316,1309,4,15,1099,59,132,355,133,143,79,325,48,15,224,38,4166,3926,12,7,7,214,161,2,159
2021,Wolverhampton 023,E02002171,7725,1489,0,9,1274,82,124,495,157,266,72,474,85,23,311,55,5073,4761,12,7,10,283,194,9,185
2021,Wolverhampton 026,E02002174,7643,2344,37,21,1870,296,120,374,133,187,54,349,100,5,172,72,4330,4064,44,1,10,211,246,13,233
2021,Wolverhampton 027,E02002175,7790,1656,12,19,1441,60,124,714,321,284,109,444,84,38,253,69,4731,4176,7,10,7,531,245,7,238
2021,Wolverhampton 028,E02002176,7844,969,1,17,804,79,68,355,133,177,45,531,119,27,320,65,5839,5591,55,3,0,190,150,14,136
2021,Wolverhampton 029,E02002177,11507,3414,15,34,2826,204,335,1615,756,627,232,790,138,62,459,131,5174,4356,21,18,15,764,514,47,467
2021,Wolverhampton 030,E02002178,8141,4120,12,16,3689,109,294,444,137,216,91,254,74,25,111,44,2626,2326,21,5,11,263,697,9,688
2021,Wolverhampton 031,E02002179,6570,1537,3,22,1348,81,83,277,90,152,35,293,78,18,158,39,4294,4190,39,0,7,58,169,15,154
2021,Wolverhampton 032,E02002180,6489,1603,6,11,1409,48,129,374,119,190,65,222,47,10,135,30,4018,3837,22,7,4,148,272,7,265
2021,Wolverhampton 033,E02002181,8439,912,11,40,699,84,78,529,289,167,73,382,94,12,222,54,6502,6004,28,18,14,438,114,11,103
2021,Wolverhampton 034,E02002182,6584,1396,13,15,1195,50,123,332,121,156,55,307,55,20,195,37,4346,4222,13,5,3,103,203,4,199
2021,Coventry 043,E02006805,9082,2156,9,33,1128,488,498,709,523,90,96,415,101,51,201,62,5280,4294,126,6,22,832,522,85,437
2021,Birmingham 132,E02006807,8211,2931,139,44,896,1615,237,167,60,96,11,310,133,13,99,65,4551,3988,384,1,5,173,252,59,193
2021,Solihull 030,E02006808,6730,1199,31,78,619,408,63,98,33,54,11,194,67,16,60,51,5117,4781,167,1,0,168,122,28,94
2021,Birmingham 133,E02006809,10156,6619,490,28,4301,1338,462,988,242,627,119,295,75,28,96,96,1371,1001,53,5,13,299,883,43,840
2021,Sandwell 039,E02006810,10681,2431,182,21,1818,198,212,750,263,407,80,356,76,28,195,57,6700,6141,78,4,10,467,444,45,399
2021,Wolverhampton 035,E02006894,14364,6394,30,40,5089,436,799,1940,823,759,358,745,122,63,418,142,4271,3129,43,12,72,1015,1014,72,942
2021,Birmingham 134,E02006895,9358,1958,89,477,573,413,406,2226,1313,679,234,668,92,74,320,182,3549,2308,95,6,50,1090,957,538,419
2021,Birmingham 135,E02006896,6126,1806,126,800,348,293,239,1108,679,338,91,399,90,58,146,105,2352,1505,116,1,28,702,461,196,265
2021,Birmingham 136,E02006897,8453,1644,61,424,461,318,380,2402,1677,533,192,582,94,98,237,153,3139,1971,77,4,55,1032,686,291,395
2021,Birmingham 137,E02006898,7904,1174,88,238,413,239,196,1837,1061,586,190,470,89,52,182,147,3987,2824,90,10,38,1025,436,147,289
2021,Birmingham 138,E02006899,6144,1294,41,455,441,142,215,635,427,165,43,378,63,41,123,151,3373,2309,85,10,58,911,464,257,207
2021,Birmingham 139,E02006900,15719,10460,2015,47,276,7414,708,2530,2035,345,150,473,143,63,121,146,1087,744,64,18,19,242,1169,516,653
2021,Manchester 054,E02006902,7883,840,14,324,246,116,140,543,373,109,61,525,150,90,170,115,5577,4288,129,6,46,1108,398,212,186
2021,Manchester 055,E02006912,10129,2230,21,1544,297,123,245,278,206,52,20,456,162,51,95,148,6682,5240,159,5,38,1240,483,279,204
2021,Manchester 056,E02006913,7798,3255,31,165,305,2473,281,730,593,64,73,350,96,96,62,96,3054,2311,87,67,18,571,409,193,216
2021,Manchester 057,E02006914,7858,1545,32,933,277,120,183,451,301,103,47,381,106,61,96,118,4983,4022,179,6,23,753,498,332,166
2021,Manchester 058,E02006915,9362,3017,56,184,218,1922,637,1704,1353,165,186,637,111,166,210,150,3068,2230,77,8,22,731,936,492,444
2021,Manchester 059,E02006916,6982,607,22,127,103,189,166,1004,644,257,103,454,70,75,186,123,4602,3794,161,7,19,621,315,128,187
2021,Manchester 060,E02006917,6430,1021,21,447,250,172,131,142,98,35,9,286,73,41,63,109,4451,3554,98,1,30,768,530,369,161
2021,Sandwell 040,E02006943,7594,2789,184,163,1172,658,612,2342,1365,752,225,359,68,26,181,84,1341,885,23,15,14,404,763,115,648
2021,Sandwell 041,E02006944,8070,4267,229,49,1020,2427,542,1609,1057,369,183,291,77,31,105,78,1150,567,19,7,31,526,753,99,654
2021,Salford 031,E02006957,8279,600,13,50,47,341,149,1064,883,35,146,302,44,125,79,54,5784,4279,89,16,9,1391,529,117,412
2021,Salford 032,E02006958,8075,563,6,153,89,199,116,1126,949,72,105,316,40,89,88,99,5560,4320,109,9,37,1085,510,95,415
2021,Salford 033,E02006959,8027,727,17,257,190,104,159,640,518,83,39,405,97,80,122,106,5675,4297,103,47,114,1114,580,317,263
2021,Salford 034,E02006960,9326,725,27,234,178,144,142,852,684,90,78,412,108,75,113,116,6910,5721,149,11,51,978,427,197,230
2021,Salford 035,E02006961,6664,511,23,122,156,88,122,955,814,37,104,274,72,60,83,59,4629,3768,58,5,14,784,295,152,143
2021,Salford 036,E02006962,5124,378,5,117,95,64,97,457,332,66,59,314,68,78,129,39,3811,3209,100,4,17,481,164,79,85
2021,Salford 037,E02006963,6007,931,8,247,445,137,94,483,400,56,27,237,66,53,43,75,4072,3158,99,1,28,786,284,156,128
2021,Manchester 061,E02006983,7040,802,5,407,72,145,173,920,730,77,113,360,62,76,159,63,4703,4094,123,12,7,467,255,112,143
2021,Manchester 062,E02006984,5654,561,15,273,105,88,80,562,408,90,64,298,69,49,89,91,4043,3320,109,6,15,593,190,87,103
2021,Manchester 063,E02006985,9281,6836,1342,28,141,5149,176,801,421,183,197,281,101,57,74,49,984,717,68,9,11,179,379,156,223
2021,Manchester 064,E02006986,6354,3133,297,27,83,2606,120,592,371,150,71,287,72,42,94,79,2003,1678,132,3,5,185,339,182,157
2021,Oldham 036,E02007000,7693,5327,1359,28,80,3652,208,524,450,31,43,244,127,30,48,39,1355,1133,15,1,13,193,243,20,223
2021,Oldham 037,E02007001,8487,6581,1272,3,226,4723,357,165,130,22,13,123,59,9,27,28,1264,1098,10,4,26,126,354,36,318
2021,Birmingham 141,E02007038,13690,2847,239,96,276,1871,365,2039,1118,660,261,825,184,48,462,131,7590,6560,357,1,27,645,389,124,265
2021,Birmingham 142,E02007039,8307,6276,542,20,427,4927,360,404,263,95,46,221,103,15,50,53,877,563,70,7,16,221,529,257,272
2021,Birmingham 143,E02007040,7605,5625,500,13,434,4429,249,379,216,136,27,172,63,11,47,51,1014,724,61,2,10,217,415,137,278
