date,geography,geography code,Ethnic group: Total: All usual residents,"Ethnic group: Asian, Asian British or Asian Welsh","Ethnic group: Asian, Asian British or Asian Welsh: Bangladeshi","Ethnic group: Asian, Asian British or Asian Welsh: Chinese","Ethnic group: Asian, Asian British or Asian Welsh: Indian","Ethnic group: Asian, Asian British or Asian Welsh: Pakistani","Ethnic group: Asian, Asian British or Asian Welsh: Other Asian","Ethnic group: Black, Black British, Black Welsh, Caribbean or African","Ethnic group: Black, Black British, Black Welsh, Caribbean or African: African","Ethnic group: Black, Black British, Black Welsh, Caribbean or African: Caribbean","Ethnic group: Black, Black British, Black Welsh, Caribbean or African: Other Black",Ethnic group: Mixed or Multiple ethnic groups,Ethnic group: Mixed or Multiple ethnic groups: White and Asian,Ethnic group: Mixed or Multiple ethnic groups: White and Black African,Ethnic group: Mixed or Multiple ethnic groups: White and Black Caribbean,Ethnic group: Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,Ethnic group: White,"Ethnic group: White: English, Welsh, Scottish, Northern Irish or British",Ethnic group: White: Irish,Ethnic group: White: Gypsy or Irish Traveller,Ethnic group: White: Roma,Ethnic group: White: Other White,Ethnic group: Other ethnic group,Ethnic group: Other ethnic group: Arab,Ethnic group: Other ethnic group: Any other ethnic group
2021,Bolton 001,E02000984,7679,198,2,13,114,51,18,17,12,3,2,148,62,4,40,42,7292,7170,41,1,0,80,24,4,20
2021,Bolton 002,E02000985,7417,130,0,12,51,50,17,21,15,5,1,110,43,12,31,24,7124,6995,61,0,1,67,32,2,30
2021,Bolton 003,E02000986,8398,1371,9,21,1097,202,42,59,43,9,7,141,57,17,49,18,6769,6646,37,0,2,84,58,25,33
2021,Bolton 004,E02000987,7300,118,0,17,43,20,38,60,43,12,5,109,41,13,38,17,6996,6825,29,3,10,129,17,2,15
2021,Bolton 005,E02000988,9043,3001,36,37,2312,540,76,268,198,30,40,199,61,24,58,56,5437,5217,55,10,0,155,138,33,105
2021,Bolton 006,E02000989,8350,101,0,14,35,34,18,37,17,10,10,120,45,13,35,27,8068,7947,47,1,0,73,24,4,20
2021,Bolton 007,E02000990,8354,346,1,60,161,72,52,95,68,18,9,161,62,23,42,34,7696,7500,48,2,5,141,56,15,41
2021,Bolton 008,E02000991,7813,1383,15,15,852,472,29,105,85,12,8,182,66,25,47,44,6076,5873,54,0,0,149,67,10,57
2021,Bolton 009,E02000992,6301,70,5,5,38,12,10,36,30,5,1,96,24,17,30,25,6083,5995,26,1,4,57,16,8,8
2021,Bolton 010,E02000993,8435,594,19,102,198,197,78,559,459,22,78,269,67,61,85,56,6906,6432,33,3,23,415,107,35,72
2021,Bolton 011,E02000994,9046,4553,46,20,2540,1836,111,703,603,21,79,203,61,42,53,47,3241,2918,45,15,21,242,346,187,159
2021,Bolton 012,E02000995,8345,761,21,32,419,245,44,236,188,19,29,196,55,54,43,44,7097,6868,51,7,4,167,55,18,37
2021,Bolton 013,E02000996,8573,206,7,18,70,77,34,501,409,19,73,368,58,44,234,32,7360,6992,39,4,35,290,138,66,72
2021,Bolton 014,E02000997,6478,461,9,42,242,148,20,52,23,19,10,155,62,23,40,30,5751,5559,45,5,12,130,59,11,48
2021,Bolton 015,E02000998,10435,4477,30,55,867,3397,128,626,539,29,58,318,108,94,54,62,4720,3779,46,284,26,585,294,72,222
2021,Bolton 016,E02000999,8534,2516,16,67,1188,1074,171,1154,954,54,146,234,62,74,40,58,4086,3521,58,61,40,406,544,327,217
2021,Bolton 017,E02001000,9177,1385,13,39,325,937,71,364,337,18,9,203,73,53,53,24,7131,6765,55,1,17,293,94,25,69
2021,Bolton 018,E02001001,8850,3155,128,53,1530,1345,99,453,378,20,55,283,141,36,37,69,4636,4338,28,14,14,242,323,81,242
2021,Bolton 019,E02001002,9728,434,9,59,153,159,54,256,198,29,29,255,69,38,100,48,8718,8498,64,1,0,155,65,22,43
2021,Bolton 020,E02001003,7357,2565,13,43,1401,1026,82,78,62,5,11,152,79,15,16,42,4423,4289,41,2,4,87,139,74,65
2021,Bolton 021,E02001004,9345,5204,230,29,2782,1773,390,1576,1416,32,128,210,71,53,33,53,1828,1527,17,1,16,267,527,143,384
2021,Bolton 022,E02001005,9845,4855,43,45,972,3566,229,553,456,48,49,215,96,43,33,43,3838,3174,35,7,26,596,384,112,272
2021,Bolton 023,E02001006,8471,4956,78,11,3159,1417,291,534,489,10,35,196,97,31,24,44,2393,2106,17,9,25,236,392,121,271
2021,Bolton 024,E02001007,10066,288,0,20,140,112,16,87,56,16,15,137,39,24,52,22,9516,9362,65,8,1,80,38,13,25
2021,Bolton 025,E02001008,9159,4926,69,20,2178,2346,313,868,785,11,72,273,141,37,29,66,2604,2237,28,3,30,306,488,103,385
2021,Bolton 026,E02001009,7484,2315,32,23,1238,902,120,333,286,5,42,186,91,32,31,32,4466,4217,27,16,10,196,184,54,130
2021,Bolton 027,E02001010,6525,1916,36,10,173,1613,84,186,153,12,21,134,42,27,36,29,4175,3999,21,5,3,147,114,20,94
2021,Bolton 028,E02001011,9743,330,0,47,164,73,46,82,64,13,5,216,98,33,59,26,9056,8886,41,2,8,119,59,21,38
2021,Bolton 029,E02001012,9804,4031,63,29,516,3193,230,388,207,6,175,168,63,39,35,31,4928,4712,23,30,8,155,289,55,234
2021,Bolton 030,E02001013,6106,1191,20,34,779,313,45,86,60,9,17,131,70,21,19,21,4582,4455,41,1,4,81,116,30,86
2021,Bolton 031,E02001014,8463,160,1,22,74,28,35,59,43,9,7,156,39,24,58,35,8056,7830,44,3,7,172,32,16,16
2021,Bolton 032,E02001015,8202,518,9,33,135,268,73,230,188,18,24,142,29,42,39,32,7237,6989,31,0,7,210,75,17,58
2021,Bolton 033,E02001016,8706,713,22,23,148,287,233,363,286,18,59,231,46,91,71,23,7274,6915,25,3,10,321,125,44,81
2021,Bolton 034,E02001017,10774,224,3,25,78,83,35,144,101,25,18,199,63,40,51,45,10132,9861,71,6,3,191,75,27,48
2021,Bolton 035,E02001018,7658,144,0,31,65,27,21,72,52,7,13,149,55,21,43,30,7247,7087,40,10,1,109,46,11,35
2021,Bury 001,E02001019,9041,304,110,34,50,74,36,47,16,20,11,193,58,17,83,35,8460,8199,78,6,4,173,37,2,35
2021,Bury 002,E02001020,5917,74,0,13,15,40,6,18,10,7,1,97,38,9,28,22,5715,5595,62,5,0,53,13,2,11
2021,Bury 003,E02001021,7505,63,3,21,11,22,6,22,14,5,3,119,41,17,33,28,7283,7131,78,4,0,70,18,1,17
2021,Bury 004,E02001022,8071,1018,6,30,30,901,51,137,100,22,15,183,83,19,45,36,6669,6436,70,7,7,149,64,14,50
2021,Bury 005,E02001023,5694,445,11,24,43,327,40,79,54,12,13,138,61,19,36,22,4973,4801,38,0,0,134,59,10,49
2021,Bury 006,E02001024,8058,166,0,23,14,105,24,71,49,14,8,122,46,11,38,27,7673,7488,67,3,5,110,26,6,20
2021,Bury 007,E02001025,8152,918,49,26,147,496,200,479,403,29,47,267,88,38,87,54,6249,5922,53,12,9,253,239,68,171
2021,Bury 008,E02001026,11350,4722,86,42,146,4156,292,323,243,47,33,298,92,42,90,74,5657,4986,59,18,15,579,350,61,289
2021,Bury 009,E02001027,7282,530,14,31,28,392,65,128,88,22,18,176,50,18,80,28,6360,6119,58,4,16,163,88,24,64
2021,Bury 010,E02001028,7331,389,7,50,52,256,24,46,30,7,9,102,36,19,26,21,6751,6617,67,3,0,64,43,7,36
2021,Bury 011,E02001029,7781,2953,35,41,48,2680,149,171,110,35,26,225,106,16,59,44,4262,3747,50,10,14,441,170,37,133
2021,Bury 012,E02001030,6182,201,0,36,48,83,34,37,13,22,2,105,24,15,43,23,5813,5705,43,3,0,62,26,11,15
2021,Bury 013,E02001031,6878,1213,33,46,32,1047,55,93,59,28,6,187,52,13,82,40,5273,4942,84,0,2,245,112,29,83
2021,Bury 014,E02001032,7675,265,1,30,40,159,35,77,49,14,14,147,64,21,42,20,7145,6944,53,12,0,136,41,0,41
2021,Bury 015,E02001033,6181,469,14,40,29,326,60,119,96,7,16,208,75,28,73,32,5292,5044,52,1,4,191,93,28,65
2021,Bury 016,E02001034,8617,571,25,53,45,359,89,262,172,50,40,250,61,54,111,24,7412,7040,62,20,14,276,122,39,83
2021,Bury 017,E02001035,7215,520,4,50,108,340,18,57,34,13,10,169,47,34,49,39,6430,6102,137,1,0,190,39,4,35
2021,Bury 018,E02001036,7481,323,21,51,57,140,54,180,116,36,28,224,50,33,89,52,6649,6330,71,6,1,241,105,15,90
2021,Bury 019,E02001037,7214,468,5,37,153,213,60,37,19,15,3,170,60,21,39,50,6259,5778,145,0,6,330,280,11,269
2021,Bury 020,E02001038,5679,538,6,46,97,305,84,111,77,18,16,202,61,46,46,49,4679,4311,90,0,2,276,149,25,124
2021,Bury 021,E02001039,8603,558,14,91,94,275,84,459,286,94,79,361,76,90,123,72,7021,6492,116,3,10,400,204,78,126
2021,Bury 022,E02001040,6406,596,0,72,97,346,81,113,83,20,10,169,62,34,33,40,5370,4965,138,0,0,267,158,54,104
2021,Bury 023,E02001041,7730,580,4,31,83,365,97,192,115,51,26,321,94,48,122,57,6459,5909,128,9,10,403,178,40,138
2021,Bury 024,E02001042,6564,570,0,41,110,305,114,117,70,28,19,223,95,32,50,46,5400,4792,152,0,9,447,254,40,214
2021,Bury 025,E02001043,5686,494,12,51,105,228,98,186,140,34,12,230,64,36,70,60,4638,4231,119,4,0,284,138,36,102
2021,Bury 026,E02001044,9564,1653,20,44,186,1213,190,129,70,52,7,238,85,21,43,89,6818,5902,119,0,6,791,726,73,653
2021,Manchester 001,E02001045,8432,472,31,72,56,217,96,990,801,49,140,328,59,76,129,64,6476,5905,124,10,4,433,166,67,99
2021,Manchester 002,E02001046,11214,1232,31,191,124,688,198,1750,1383,134,233,547,97,173,164,113,7351,6438,144,8,19,742,334,122,212
2021,Manchester 003,E02001047,10472,839,28,226,112,324,149,1739,1458,121,160,453,68,130,191,64,7267,6696,119,5,10,437,174,57,117
2021,Manchester 004,E02001048,9446,3176,30,63,301,2503,279,681,507,100,74,327,87,50,91,99,4587,3732,123,7,10,715,675,290,385
2021,Manchester 005,E02001049,10494,692,19,238,80,283,72,1270,1013,104,153,411,41,123,175,72,7959,7488,122,2,10,337,162,57,105
2021,Manchester 006,E02001050,8431,1723,40,146,151,982,404,1818,1538,112,168,434,74,145,127,88,3969,3235,90,14,15,615,487,223,264
2021,Manchester 007,E02001051,9269,921,41,340,97,325,118,2420,2054,107,259,427,51,173,145,58,5260,4674,99,4,10,473,241,98,143
2021,Manchester 008,E02001052,15011,9449,132,125,508,7788,896,1031,794,155,82,480,163,79,110,128,2767,1820,107,13,31,796,1284,633,651
2021,Manchester 009,E02001053,11911,1402,13,272,113,739,265,3425,2848,147,430,715,61,273,252,129,5894,5059,106,34,4,691,475,213,262
2021,Manchester 011,E02001055,9687,629,38,159,111,213,108,1750,1438,110,202,510,42,154,228,86,6601,5989,117,28,14,453,197,81,116
2021,Manchester 012,E02001056,8934,700,49,204,37,299,111,2227,1817,130,280,540,56,158,231,95,5164,4626,107,20,10,401,303,142,161
2021,Manchester 015,E02001059,11848,1722,53,684,191,537,257,2755,2179,208,368,707,126,211,247,123,5867,4852,124,29,14,848,797,485,312
2021,Manchester 017,E02001061,10961,1310,69,321,117,635,168,2605,2084,224,297,594,101,150,230,113,5941,5115,109,18,30,669,511,263,248
2021,Manchester 018,E02001062,10137,3310,245,1039,542,938,546,2386,1674,396,316,632,125,147,214,146,2804,2085,135,13,11,560,1005,509,496
2021,Manchester 019,E02001063,11066,2051,76,670,531,412,362,1944,1283,500,161,830,170,150,311,199,5333,4208,132,3,20,970,908,549,359
2021,Manchester 020,E02001064,10781,3975,737,370,186,2415,267,2275,1679,334,262,564,107,153,200,104,3324,2751,123,5,1,444,643,294,349
2021,Manchester 021,E02001065,9528,1229,120,91,158,687,173,1596,1213,183,200,625,72,164,247,142,5680,4836,113,27,19,685,398,139,259
2021,Manchester 022,E02001066,11566,5373,976,251,814,2939,393,1149,877,190,82,530,162,97,132,139,3791,2861,164,13,18,735,723,350,373
2021,Manchester 023,E02001067,11554,2837,386,83,134,2069,165,2721,2016,333,372,640,103,149,249,139,4879,4018,158,20,21,662,477,190,287
2021,Manchester 024,E02001068,11885,1885,115,100,187,1259,224,5616,3867,1241,508,821,97,189,315,220,2044,1469,106,3,14,452,1519,886,633
2021,Manchester 025,E02001069,12490,3747,499,180,835,1630,603,2576,1888,481,207,761,162,159,219,221,3952,3045,142,12,23,730,1454,880,574
2021,Manchester 026,E02001070,11992,4906,1278,351,639,2155,483,842,606,178,58,558,212,77,94,175,4934,3852,192,11,33,846,752,428,324
2021,Manchester 028,E02001072,8937,2223,40,75,219,1739,150,1048,498,440,110,564,103,147,161,153,4396,3502,155,9,15,715,706,429,277
2021,Manchester 029,E02001073,9361,1728,51,76,233,1278,90,318,101,158,59,403,153,47,98,105,6707,5810,310,5,9,573,205,100,105
2021,Manchester 030,E02001074,11798,3682,172,156,566,2505,283,1490,901,386,203,782,148,129,284,221,4685,3873,281,4,15,512,1159,773,386
2021,Manchester 031,E02001075,9137,3786,460,25,194,2950,157,574,334,176,64,426,124,65,123,114,3934,3210,256,10,15,443,417,209,208
2021,Manchester 032,E02001076,11275,2284,257,90,504,1209,224,467,326,102,39,638,238,91,138,171,7328,6311,264,5,21,727,558,299,259
2021,Manchester 033,E02001077,7428,1484,26,51,133,1190,84,211,93,93,25,371,131,46,103,91,5178,4512,263,1,8,394,184,104,80
2021,Manchester 034,E02001078,10691,4120,322,78,210,3326,184,424,203,176,45,424,131,80,110,103,5162,4436,388,0,0,338,561,294,267
2021,Manchester 035,E02001079,9459,2061,240,81,349,1169,222,689,382,228,79,634,101,117,280,136,5253,4526,230,16,10,471,822,474,348
2021,Manchester 036,E02001080,9729,1722,173,107,335,945,162,372,228,83,61,557,183,62,157,155,6681,5775,294,4,21,587,397,221,176
2021,Manchester 037,E02001081,6303,365,21,32,72,186,54,150,52,75,23,388,89,65,121,113,5248,4727,196,8,1,316,152,94,58
2021,Manchester 038,E02001082,6672,605,38,50,173,246,98,229,135,69,25,362,99,49,97,117,5183,4451,227,0,9,496,293,115,178
2021,Manchester 039,E02001083,8245,800,36,91,185,308,180,362,206,113,43,513,159,47,156,151,6233,5384,248,5,15,581,337,215,122
2021,Manchester 040,E02001084,8602,1084,96,94,267,513,114,274,141,94,39,542,146,74,174,148,6268,5440,313,17,14,484,434,263,171
2021,Manchester 041,E02001085,8970,2406,353,82,236,1572,163,538,284,166,88,623,89,89,318,127,4918,4352,256,9,8,293,485,289,196
2021,Manchester 042,E02001086,6885,831,46,70,163,412,140,455,241,155,59,497,94,67,174,162,4691,4090,188,1,8,404,411,237,174
2021,Manchester 043,E02001087,9281,748,52,138,255,208,95,154,79,59,16,468,205,47,91,125,7683,6637,347,11,17,671,228,101,127
2021,Manchester 044,E02001088,9123,788,30,112,300,233,113,454,267,122,65,542,43,54,341,104,6984,6366,93,8,5,512,355,219,136
2021,Manchester 045,E02001089,8038,1754,197,136,257,1030,134,130,55,50,25,376,143,55,55,123,5385,4763,299,0,8,315,393,267,126
2021,Manchester 046,E02001090,6981,504,39,70,103,225,67,212,120,63,29,273,63,56,89,65,5747,5272,123,7,11,334,245,124,121
2021,Manchester 047,E02001091,8379,626,9,92,243,161,121,284,189,64,31,293,48,55,129,61,6987,6524,86,5,0,372,189,88,101
2021,Manchester 048,E02001092,9230,739,22,94,286,223,114,780,455,286,39,475,75,82,218,100,6929,6200,87,18,8,616,307,122,185
2021,Manchester 049,E02001093,9893,876,52,56,373,260,135,710,495,104,111,484,79,102,205,98,7505,6719,85,7,8,686,318,164,154
2021,Manchester 050,E02001094,9987,775,33,48,383,232,79,901,630,138,133,500,64,114,220,102,7589,6713,96,1,10,769,222,103,119
2021,Manchester 051,E02001095,9033,620,8,34,307,161,110,601,427,93,81,360,31,98,175,56,7279,6620,106,5,19,529,173,65,108
2021,Manchester 052,E02001096,8021,518,13,35,133,299,38,334,197,81,56,355,46,76,164,69,6652,6137,91,3,31,390,162,92,70
2021,Manchester 053,E02001097,8567,541,16,36,251,153,85,452,305,81,66,418,54,91,201,72,7015,6216,81,5,19,694,141,64,77
2021,Oldham 001,E02001098,5938,106,46,16,12,22,10,26,21,5,0,83,18,8,46,11,5715,5589,36,1,3,86,8,2,6
2021,Oldham 002,E02001099,5680,221,120,9,18,65,9,33,29,3,1,118,33,24,42,19,5289,5136,29,0,4,120,19,3,16
2021,Oldham 003,E02001100,6037,383,231,18,22,96,16,64,41,17,6,119,20,12,71,16,5447,5308,37,1,0,101,24,6,18
2021,Oldham 004,E02001101,5676,144,43,6,28,63,4,30,17,13,0,85,24,10,41,10,5411,5332,42,0,0,37,6,1,5
2021,Oldham 005,E02001102,6033,293,136,28,27,92,10,50,23,23,4,128,33,10,66,19,5545,5409,63,1,0,72,17,2,15
2021,Oldham 006,E02001103,5501,50,1,4,9,27,9,8,0,6,2,86,29,5,29,23,5343,5215,49,1,2,76,14,1,13
2021,Oldham 007,E02001104,7310,167,26,26,5,78,32,272,218,24,30,178,34,29,97,18,6671,6511,35,0,4,121,22,8,14
2021,Oldham 008,E02001105,5953,231,119,20,27,52,13,124,100,13,11,106,34,13,38,21,5458,5354,46,0,4,54,34,8,26
2021,Oldham 009,E02001106,6029,596,329,27,73,136,31,77,46,23,8,113,23,14,63,13,5216,5072,58,1,3,82,27,0,27
2021,Oldham 010,E02001107,6922,2407,1963,17,58,327,42,146,111,17,18,165,73,17,37,38,4136,3991,32,0,12,101,68,16,52
2021,Oldham 011,E02001108,5954,272,84,19,18,133,18,401,310,35,56,246,47,69,102,28,4991,4793,34,0,5,159,44,7,37
2021,Oldham 012,E02001109,7746,828,61,13,33,671,50,263,210,28,25,232,64,42,112,14,6344,6146,32,6,22,138,79,16,63
2021,Oldham 013,E02001110,6479,70,3,15,8,28,16,20,1,13,6,108,35,13,31,29,6267,6149,34,0,1,83,14,1,13
2021,Oldham 014,E02001111,9139,2921,2241,35,91,377,177,1495,877,82,536,441,104,104,165,68,3994,3621,33,8,17,315,288,60,228
2021,Oldham 015,E02001112,5997,566,268,35,48,172,43,42,24,12,6,79,34,12,23,10,5289,5119,34,0,6,130,21,2,19
2021,Oldham 016,E02001113,9436,7499,6975,16,73,372,63,299,240,32,27,172,88,19,44,21,1353,1195,26,7,4,121,113,30,83
2021,Oldham 017,E02001114,8847,2451,1872,46,62,424,47,216,150,44,22,263,83,38,116,26,5832,5604,53,10,5,160,85,31,54
2021,Oldham 018,E02001115,5990,185,23,11,9,137,5,114,66,28,20,141,28,10,80,23,5523,5379,31,4,0,109,27,1,26
2021,Oldham 019,E02001116,7911,4592,120,19,46,4202,205,301,246,13,42,190,68,36,59,27,2543,2230,18,6,62,227,285,11,274
2021,Oldham 020,E02001117,5999,47,7,2,10,16,12,29,10,14,5,114,38,6,44,26,5797,5693,38,1,0,65,12,0,12
2021,Oldham 021,E02001118,6062,122,16,17,15,50,24,18,6,10,2,98,17,12,52,17,5806,5722,33,3,3,45,18,3,15
2021,Oldham 022,E02001119,12315,10132,1173,11,54,8460,434,297,213,52,32,337,227,30,34,46,1224,938,10,16,32,228,325,46,279
2021,Oldham 024,E02001121,8677,5904,1437,15,201,3969,282,314,269,18,27,151,54,33,32,32,1914,1425,20,21,101,347,394,36,358
2021,Oldham 026,E02001123,7059,1330,195,26,19,1022,68,454,363,39,52,312,82,90,82,58,4872,4535,39,9,4,285,91,17,74
2021,Oldham 027,E02001124,6880,1580,611,20,56,819,74,468,379,39,50,293,56,83,113,41,4434,4226,31,1,11,165,105,23,82
2021,Oldham 028,E02001125,7916,735,335,61,63,243,33,196,134,42,20,213,44,40,106,23,6702,6510,53,4,8,127,70,31,39
2021,Oldham 029,E02001126,9161,2149,415,63,126,1469,76,496,401,37,58,311,101,59,107,44,6026,5472,62,15,74,403,179,28,151
2021,Oldham 030,E02001127,7753,752,108,61,60,471,52,338,268,33,37,236,38,50,116,32,6349,6055,44,45,23,182,78,24,54
2021,Oldham 031,E02001128,7455,461,99,39,27,257,39,265,207,26,32,150,24,39,69,18,6482,6260,52,10,3,157,97,20,77
2021,Oldham 032,E02001129,6785,228,19,50,30,92,37,420,325,50,45,235,33,47,124,31,5818,5475,51,2,92,198,84,25,59
2021,Oldham 033,E02001130,5805,117,30,23,12,40,12,143,107,21,15,140,34,24,64,18,5381,5271,42,1,0,67,24,3,21
2021,Oldham 034,E02001131,5462,120,19,21,28,46,6,102,73,12,17,110,18,9,68,15,5107,4948,62,0,0,97,23,1,22
2021,Rochdale 001,E02001132,6625,58,1,10,9,27,11,39,30,5,4,65,21,10,23,11,6456,6268,51,0,0,137,7,2,5
2021,Rochdale 002,E02001133,6603,204,8,6,14,144,32,31,22,8,1,72,24,10,24,14,6261,6153,39,0,0,69,35,11,24
2021,Rochdale 003,E02001134,6325,326,67,15,9,193,42,36,27,6,3,73,27,5,18,23,5841,5715,59,0,0,67,49,1,48
2021,Rochdale 004,E02001135,8402,2450,285,14,28,1714,409,279,202,12,65,241,98,59,48,36,5162,4882,46,6,0,228,270,34,236
2021,Rochdale 005,E02001136,9547,2078,237,22,62,1571,186,122,80,27,15,251,101,36,57,57,6891,6609,94,27,4,157,205,50,155
2021,Rochdale 006,E02001137,6199,573,35,24,38,428,48,55,37,5,13,90,43,11,19,17,5452,5304,55,6,0,87,29,2,27
2021,Rochdale 007,E02001138,8651,1043,49,19,51,856,68,61,41,1,19,160,79,14,21,46,7316,7115,62,6,8,125,71,7,64
2021,Rochdale 008,E02001139,10363,6988,2543,17,79,3680,669,318,269,15,34,227,116,36,23,52,2374,2082,36,9,0,247,456,44,412
2021,Rochdale 009,E02001140,8149,2186,58,22,65,1820,221,222,191,9,22,214,105,42,41,26,5293,4909,60,12,1,311,234,16,218
2021,Rochdale 010,E02001141,12011,5847,352,59,142,4710,584,874,751,20,103,448,162,120,67,99,4339,3682,80,16,28,533,503,172,331
2021,Rochdale 011,E02001142,6016,1475,91,12,102,1221,49,76,59,10,7,96,43,14,19,20,4302,4153,59,0,0,90,67,38,29
2021,Rochdale 012,E02001143,11639,4818,854,27,79,3511,347,511,417,19,75,321,129,87,43,62,5633,5202,95,25,19,292,356,65,291
2021,Rochdale 013,E02001144,6338,319,44,29,17,211,18,77,63,8,6,109,36,23,29,21,5811,5637,31,3,1,139,22,0,22
2021,Rochdale 014,E02001145,7039,87,1,8,15,47,16,29,21,8,0,147,29,25,64,29,6758,6614,54,2,1,87,18,2,16
2021,Rochdale 015,E02001146,10297,7386,271,35,83,6706,291,413,361,24,28,231,95,50,28,58,1860,1562,34,15,22,227,407,93,314
2021,Rochdale 016,E02001147,10401,1368,81,33,39,1071,144,617,513,25,79,309,118,80,72,39,7984,7254,86,16,14,614,123,16,107
2021,Rochdale 017,E02001148,10458,1594,68,40,69,1289,128,252,198,13,41,248,100,50,53,45,8259,7855,112,9,7,276,105,25,80
2021,Rochdale 018,E02001149,10321,339,13,54,18,202,52,376,309,30,37,224,54,58,69,43,9309,8704,78,12,14,501,73,23,50
2021,Rochdale 019,E02001150,8983,198,11,25,19,115,28,312,233,23,56,226,38,72,79,37,8189,7742,51,4,3,389,58,21,37
2021,Rochdale 020,E02001151,10102,426,12,58,41,278,37,142,99,23,20,172,58,41,46,27,9308,9027,97,10,0,174,54,12,42
2021,Rochdale 021,E02001152,9779,385,12,71,48,172,82,704,584,26,94,283,62,89,84,48,8312,7833,66,2,0,411,95,23,72
2021,Rochdale 022,E02001153,12282,460,39,119,39,175,88,1299,1086,41,172,402,70,139,115,78,9942,8930,93,5,22,892,179,46,133
2021,Rochdale 023,E02001154,10131,255,24,42,20,134,35,399,322,34,43,261,54,62,117,28,9154,8782,94,7,10,261,62,29,33
2021,Rochdale 024,E02001155,7209,196,6,23,35,95,37,363,297,27,39,180,30,36,70,44,6366,6096,61,2,4,203,104,40,64
2021,Rochdale 025,E02001156,9900,353,9,88,72,154,30,312,259,20,33,231,44,43,72,72,8915,8559,138,2,7,209,89,45,44
2021,Salford 001,E02001157,8703,184,12,18,31,53,70,945,819,37,89,244,48,79,64,53,7192,6527,33,12,5,615,138,55,83
2021,Salford 002,E02001158,6059,200,7,28,39,39,87,299,213,28,58,133,31,42,35,25,5348,4983,35,29,12,289,79,18,61
2021,Salford 003,E02001159,7493,343,11,113,98,57,64,357,282,19,56,248,58,69,84,37,6474,6052,43,6,10,363,71,15,56
2021,Salford 004,E02001160,7273,300,14,61,58,73,94,605,505,22,78,186,27,62,65,32,6077,5567,44,1,7,458,105,30,75
2021,Salford 005,E02001161,5844,317,26,86,89,47,69,290,262,14,14,114,36,26,26,26,5068,4745,30,1,5,287,55,13,42
2021,Salford 006,E02001162,5818,203,48,42,17,35,61,228,200,17,11,108,26,25,35,22,5197,4907,47,0,5,238,82,21,61
2021,Salford 007,E02001163,9921,259,13,86,75,47,38,209,143,21,45,262,62,67,99,34,9125,8748,62,1,6,308,66,17,49
2021,Salford 008,E02001164,7675,384,26,130,31,129,68,369,255,54,60,264,52,52,117,43,6556,6016,70,14,1,455,102,36,66
2021,Salford 009,E02001165,6171,234,13,58,54,70,39,153,123,14,16,131,23,33,48,27,5577,5245,26,0,14,292,76,22,54
2021,Salford 010,E02001166,8245,647,8,23,57,489,70,253,197,34,22,162,34,32,32,64,6639,5577,57,8,10,987,544,34,510
2021,Salford 011,E02001167,6968,505,5,127,80,152,141,539,452,29,58,258,65,71,53,69,5262,4379,53,8,10,812,404,78,326
2021,Salford 012,E02001168,9896,421,7,148,107,96,63,360,296,29,35,272,77,45,93,57,8655,8071,107,8,16,453,188,89,99
2021,Salford 013,E02001169,10907,664,10,215,302,94,43,124,88,24,12,260,88,40,74,58,9726,9391,112,5,1,217,133,61,72
2021,Salford 014,E02001170,9851,288,12,57,121,35,63,85,65,10,10,271,107,34,74,56,9146,8844,124,1,0,177,61,16,45
2021,Salford 015,E02001171,6162,259,6,53,87,73,40,94,70,16,8,113,23,17,45,28,5658,5413,67,1,0,177,38,27,11
2021,Salford 017,E02001173,9504,582,25,105,108,246,98,1084,910,87,87,484,64,177,150,93,7076,6163,111,52,26,724,278,109,169
2021,Salford 018,E02001174,5720,352,0,63,55,206,28,171,118,37,16,174,37,32,57,48,4964,4635,82,2,10,235,59,17,42
2021,Salford 019,E02001175,7504,282,36,50,74,59,63,179,142,21,16,198,43,46,72,37,6770,6121,112,4,0,533,75,14,61
2021,Salford 020,E02001176,11755,847,222,79,214,186,146,324,256,46,22,327,104,45,87,91,9814,9037,207,7,15,548,443,321,122
2021,Salford 021,E02001177,13342,937,17,171,355,132,262,939,794,77,68,450,75,115,128,132,10694,9573,145,7,19,950,322,129,193
2021,Salford 023,E02001179,7018,345,4,82,97,92,70,731,594,96,41,290,49,86,86,69,5371,4671,75,14,16,595,281,145,136
2021,Salford 024,E02001180,5685,285,7,38,94,57,89,1131,1033,25,73,250,22,118,60,50,3646,3175,65,5,21,380,373,226,147
2021,Salford 025,E02001181,5973,253,30,42,47,40,94,354,281,26,47,175,35,56,47,37,5101,4447,101,10,4,539,90,35,55
2021,Salford 026,E02001182,7356,484,85,56,100,144,99,476,348,40,88,296,52,69,96,79,5566,4923,92,6,17,528,534,364,170
2021,Salford 027,E02001183,7333,490,35,52,57,257,89,293,216,35,42,234,48,29,94,63,6056,5417,65,1,9,564,260,180,80
2021,Salford 029,E02001185,9699,150,4,62,34,26,24,131,107,12,12,152,21,33,60,38,9214,8800,109,1,0,304,52,16,36
2021,Salford 030,E02001186,10557,293,21,95,71,61,45,172,129,23,20,197,49,40,60,48,9824,9433,97,1,0,293,71,14,57
2021,Stockport 001,E02001187,7003,255,3,65,26,105,56,103,53,40,10,202,43,30,87,42,6366,6065,156,7,5,133,77,32,45
