date,geography,geography code,Number of households: Number of households; measures: Value
2021,Wigan 011A,E01006356,573
2021,Wigan 011B,E01006396,600
2021,Wigan 011C,E01006397,567
2021,Wigan 011D,E01006398,485
2021,Wigan 011E,E01006399,699
2021,Wigan 012A,E01006305,673
2021,Wigan 012B,E01006308,699
2021,Wigan 012C,E01006309,646
2021,Wigan 012D,E01006310,711
2021,Wigan 012E,E01006311,636
2021,Wigan 013A,E01006269,819
2021,Wigan 013B,E01006271,748
2021,Wigan 013C,E01006272,761
2021,Wigan 013D,E01006273,657
2021,Wigan 013E,E01006276,891
2021,Wigan 014A,E01006353,661
2021,Wigan 014B,E01006354,631
2021,Wigan 014C,E01006355,695
2021,Wigan 014D,E01006358,925
2021,Wigan 014E,E01006359,593
2021,Wigan 015A,E01006349,1014
2021,Wigan 015B,E01006352,870
2021,Wigan 015C,E01006404,734
2021,Wigan 015D,E01006405,789
2021,Wigan 015E,E01006411,671
2021,Wigan 016A,E01006270,634
2021,Wigan 016B,E01006274,669
2021,Wigan 016C,E01006275,683
2021,Wigan 016D,E01006277,674
2021,Wigan 016E,E01006286,700
2021,Wigan 017A,E01006239,1000
2021,Wigan 017B,E01006240,604
2021,Wigan 017C,E01006241,977
2021,Wigan 017D,E01006287,482
2021,Wigan 017E,E01006289,808
2021,Wigan 018A,E01006362,730
2021,Wigan 018B,E01006363,714
2021,Wigan 018C,E01006364,828
2021,Wigan 018D,E01006365,872
2021,Wigan 018E,E01006366,870
2021,Wigan 018F,E01006367,773
2021,Wigan 018G,E01006368,823
2021,Wigan 019A,E01006278,746
2021,Wigan 019B,E01006279,639
2021,Wigan 019C,E01006280,639
2021,Wigan 019D,E01006281,794
2021,Wigan 019E,E01006285,823
2021,Wigan 020A,E01006406,620
2021,Wigan 020B,E01006407,595
2021,Wigan 020C,E01006408,704
2021,Wigan 020D,E01006409,575
2021,Wigan 020E,E01006410,534
2021,Wigan 021A,E01006393,607
2021,Wigan 021B,E01006394,646
2021,Wigan 021C,E01006395,927
2021,Wigan 021D,E01006400,729
2021,Wigan 021E,E01006401,559
2021,Wigan 021F,E01006402,470
2021,Wigan 021G,E01006403,677
2021,Wigan 022A,E01006290,625
2021,Wigan 022B,E01006291,686
2021,Wigan 022C,E01006292,654
2021,Wigan 022D,E01006293,756
2021,Wigan 023A,E01006242,869
2021,Wigan 023B,E01006243,907
2021,Wigan 023C,E01006244,890
2021,Wigan 023D,E01006245,1161
2021,Wigan 024A,E01006213,700
2021,Wigan 024B,E01006215,757
2021,Wigan 024C,E01006217,935
2021,Wigan 024D,E01006218,999
2021,Wigan 024E,E01006219,523
2021,Wigan 025A,E01006288,758
2021,Wigan 025B,E01006294,910
2021,Wigan 025C,E01006295,800
2021,Wigan 025D,E01006377,659
2021,Wigan 025E,E01006378,595
2021,Wigan 026A,E01006212,582
2021,Wigan 026B,E01006214,608
2021,Wigan 026C,E01006216,875
2021,Wigan 026D,E01006322,874
2021,Wigan 026E,E01006329,487
2021,Wigan 027A,E01006282,748
2021,Wigan 027B,E01006283,720
2021,Wigan 027C,E01006284,673
2021,Wigan 027D,E01006336,702
2021,Wigan 027E,E01006337,669
2021,Wigan 028A,E01006376,731
2021,Wigan 028B,E01006381,772
2021,Wigan 028C,E01006382,512
2021,Wigan 028D,E01006383,623
2021,Wigan 028E,E01006384,586
2021,Wigan 029A,E01006250,914
2021,Wigan 029B,E01006251,655
2021,Wigan 029C,E01006379,688
2021,Wigan 029D,E01006380,1150
2021,Wigan 029E,E01006385,601
2021,Wigan 030A,E01006328,704
2021,Wigan 030B,E01006333,1014
2021,Wigan 030C,E01006334,994
2021,Wigan 030D,E01006338,783
2021,Wigan 031A,E01006248,1023
2021,Wigan 031B,E01006249,665
2021,Wigan 031C,E01006330,668
2021,Wigan 031D,E01006331,640
2021,Wigan 031E,E01006332,909
2021,Wigan 032A,E01006262,703
2021,Wigan 032B,E01006263,641
2021,Wigan 032C,E01006266,626
2021,Wigan 032D,E01006267,729
2021,Wigan 032E,E01006268,700
2021,Wigan 033A,E01006323,642
2021,Wigan 033B,E01006324,634
2021,Wigan 033C,E01006325,638
2021,Wigan 033D,E01006326,696
2021,Wigan 033E,E01006327,1056
2021,Wigan 034A,E01006246,718
2021,Wigan 034B,E01006247,552
2021,Wigan 034C,E01006252,625
2021,Wigan 034D,E01006297,739
2021,Wigan 034E,E01006335,767
2021,Wigan 035A,E01006220,760
2021,Wigan 035B,E01006221,691
2021,Wigan 035C,E01006222,634
2021,Wigan 035D,E01006224,500
2021,Wigan 035E,E01006226,755
2021,Wigan 036A,E01006223,757
2021,Wigan 036B,E01006225,641
2021,Wigan 036C,E01006261,649
2021,Wigan 036D,E01006264,513
2021,Wigan 036E,E01006265,623
2021,Wigan 037A,E01006296,686
2021,Wigan 037B,E01006298,680
2021,Wigan 037C,E01006299,872
2021,Wigan 037D,E01006300,608
2021,Wigan 037E,E01006301,588
2021,Wigan 038A,E01006227,632
2021,Wigan 038B,E01006228,746
2021,Wigan 038C,E01006342,706
2021,Wigan 038D,E01006344,574
2021,Wigan 038E,E01006346,944
2021,Wigan 039A,E01006339,579
2021,Wigan 039B,E01006340,822
2021,Wigan 039C,E01006343,643
2021,Wigan 039D,E01006345,675
2021,Wigan 039E,E01006348,1120
2021,Wigan 040A,E01006302,777
2021,Wigan 040B,E01006303,705
2021,Wigan 040C,E01006304,659
2021,Wigan 040D,E01006341,755
2021,Wigan 040E,E01006347,647
2021,Birmingham 001A,E01009417,637
2021,Birmingham 001B,E01009418,641
2021,Birmingham 001C,E01009419,601
2021,Birmingham 001D,E01009433,755
2021,Birmingham 002A,E01009415,684
2021,Birmingham 002B,E01009422,852
2021,Birmingham 002C,E01009423,756
2021,Birmingham 002D,E01009425,838
2021,Birmingham 003A,E01009416,1067
2021,Birmingham 003B,E01009420,648
2021,Birmingham 003C,E01009426,613
2021,Birmingham 003D,E01009429,579
2021,Birmingham 003E,E01009431,664
2021,Birmingham 004A,E01009421,651
2021,Birmingham 004B,E01009424,722
2021,Birmingham 004C,E01009427,681
2021,Birmingham 004D,E01009428,639
2021,Birmingham 004E,E01009430,685
2021,Birmingham 004F,E01009468,609
2021,Birmingham 005A,E01009445,795
2021,Birmingham 005B,E01009446,1008
2021,Birmingham 005C,E01009447,631
2021,Birmingham 005D,E01009448,674
2021,Birmingham 005E,E01009452,695
2021,Birmingham 005F,E01009455,693
2021,Birmingham 006A,E01009432,649
2021,Birmingham 006B,E01009435,709
2021,Birmingham 006C,E01009437,821
2021,Birmingham 006D,E01009444,605
2021,Birmingham 006E,E01009454,649
2021,Birmingham 007A,E01009221,594
2021,Birmingham 007B,E01009464,542
2021,Birmingham 007C,E01009465,498
2021,Birmingham 007D,E01009467,657
2021,Birmingham 008A,E01009220,618
2021,Birmingham 008B,E01009222,577
2021,Birmingham 008C,E01009224,594
2021,Birmingham 008D,E01009233,620
2021,Birmingham 009A,E01009449,1111
2021,Birmingham 009B,E01009451,640
2021,Birmingham 009C,E01009453,519
2021,Birmingham 009D,E01009466,658
2021,Birmingham 009E,E01009471,727
2021,Birmingham 010A,E01009135,596
2021,Birmingham 010B,E01009469,587
2021,Birmingham 010C,E01009470,532
2021,Birmingham 010D,E01009472,662
2021,Birmingham 010E,E01009473,689
2021,Birmingham 010F,E01009474,637
2021,Birmingham 011A,E01009127,570
2021,Birmingham 011B,E01009128,521
2021,Birmingham 011C,E01009130,598
2021,Birmingham 011D,E01009131,506
2021,Birmingham 011E,E01009133,600
2021,Birmingham 011F,E01009134,656
2021,Birmingham 011G,E01009137,586
2021,Birmingham 012A,E01009434,704
2021,Birmingham 012B,E01009436,555
2021,Birmingham 012C,E01009438,595
2021,Birmingham 012D,E01009440,645
2021,Birmingham 012E,E01009450,671
2021,Birmingham 013A,E01009223,690
2021,Birmingham 013B,E01009225,746
2021,Birmingham 013C,E01009227,710
2021,Birmingham 013D,E01009228,677
2021,Birmingham 014B,E01009122,665
2021,Birmingham 014C,E01009129,567
2021,Birmingham 014D,E01009132,593
2021,Birmingham 014E,E01009136,847
2021,Birmingham 014F,E01034913,431
2021,Birmingham 014G,E01034914,704
2021,Birmingham 015A,E01009457,603
2021,Birmingham 015B,E01009459,640
2021,Birmingham 015C,E01009461,519
2021,Birmingham 015D,E01009463,615
2021,Birmingham 016A,E01009235,630
2021,Birmingham 016B,E01009243,730
2021,Birmingham 016C,E01009245,568
2021,Birmingham 016D,E01009246,667
2021,Birmingham 016E,E01009247,584
2021,Birmingham 017A,E01009226,668
2021,Birmingham 017B,E01009229,658
2021,Birmingham 017C,E01009230,732
2021,Birmingham 017D,E01009231,778
2021,Birmingham 018A,E01009001,718
2021,Birmingham 018B,E01009003,686
2021,Birmingham 018C,E01009456,709
2021,Birmingham 018D,E01009458,737
2021,Birmingham 018E,E01009460,812
2021,Birmingham 018F,E01009462,771
2021,Birmingham 019A,E01009234,613
2021,Birmingham 019B,E01009236,599
2021,Birmingham 019C,E01009244,805
2021,Birmingham 019D,E01009248,707
2021,Birmingham 020A,E01009403,608
2021,Birmingham 020B,E01009404,627
2021,Birmingham 020C,E01009405,607
2021,Birmingham 020D,E01009406,758
2021,Birmingham 020E,E01009407,693
2021,Birmingham 021A,E01009439,601
2021,Birmingham 021B,E01009441,638
2021,Birmingham 021C,E01009442,592
2021,Birmingham 021D,E01009443,523
2021,Birmingham 022A,E01009123,611
2021,Birmingham 022B,E01009124,714
2021,Birmingham 022C,E01009125,684
2021,Birmingham 022D,E01009232,587
2021,Birmingham 023A,E01009002,788
2021,Birmingham 023C,E01009006,750
2021,Birmingham 023D,E01009007,903
2021,Birmingham 023G,E01034915,630
2021,Birmingham 023H,E01034916,653
2021,Birmingham 024A,E01009237,579
2021,Birmingham 024B,E01009238,630
2021,Birmingham 024C,E01009240,595
2021,Birmingham 024D,E01009241,590
2021,Birmingham 024E,E01009242,637
2021,Birmingham 025A,E01009005,731
2021,Birmingham 025B,E01009009,629
2021,Birmingham 025C,E01009098,934
2021,Birmingham 025D,E01009100,817
2021,Birmingham 025E,E01009105,744
2021,Birmingham 026A,E01009126,541
2021,Birmingham 026B,E01009408,658
2021,Birmingham 026C,E01009409,839
2021,Birmingham 026D,E01009410,815
2021,Birmingham 029A,E01009096,776
2021,Birmingham 029B,E01009097,768
2021,Birmingham 029C,E01009099,800
2021,Birmingham 029D,E01009101,612
2021,Birmingham 029E,E01009103,684
2021,Birmingham 029F,E01009106,574
2021,Birmingham 030A,E01008915,559
2021,Birmingham 030B,E01009411,873
2021,Birmingham 030C,E01009412,646
2021,Birmingham 030D,E01009413,671
2021,Birmingham 030E,E01009414,861
2021,Birmingham 031A,E01008998,650
2021,Birmingham 031B,E01008999,523
2021,Birmingham 031C,E01009000,845
2021,Birmingham 031D,E01009013,898
2021,Birmingham 031E,E01009400,574
2021,Birmingham 031F,E01009401,636
2021,Birmingham 031H,E01033630,597
2021,Birmingham 031I,E01033646,852
2021,Birmingham 032A,E01009049,577
2021,Birmingham 032B,E01009056,751
2021,Birmingham 032C,E01009263,627
2021,Birmingham 032D,E01009264,684
2021,Birmingham 032E,E01009265,592
2021,Birmingham 033A,E01009051,543
2021,Birmingham 033B,E01009053,442
2021,Birmingham 033C,E01009054,435
2021,Birmingham 033D,E01009058,499
2021,Birmingham 033E,E01009061,458
2021,Birmingham 033F,E01009239,557
2021,Birmingham 034A,E01009266,591
2021,Birmingham 034B,E01009269,505
2021,Birmingham 034C,E01009270,631
2021,Birmingham 034D,E01009271,514
2021,Birmingham 034E,E01009273,495
2021,Birmingham 035A,E01009050,752
2021,Birmingham 035D,E01009057,628
2021,Birmingham 035E,E01009059,571
2021,Birmingham 035F,E01009060,478
2021,Birmingham 035H,E01034917,505
2021,Birmingham 035I,E01034918,548
2021,Birmingham 036A,E01009268,433
2021,Birmingham 036B,E01009272,469
2021,Birmingham 036C,E01009274,709
2021,Birmingham 036D,E01009349,560
2021,Birmingham 036E,E01009351,551
2021,Birmingham 036F,E01009354,509
2021,Birmingham 037A,E01008899,458
2021,Birmingham 037C,E01008901,609
2021,Birmingham 037E,E01008916,483
2021,Birmingham 037G,E01034919,482
2021,Birmingham 037H,E01034920,413
2021,Birmingham 039A,E01009275,502
2021,Birmingham 039B,E01009350,473
2021,Birmingham 039C,E01009352,488
2021,Birmingham 039D,E01009353,473
2021,Birmingham 039E,E01009355,475
2021,Birmingham 039I,E01034921,436
2021,Birmingham 039J,E01034922,524
2021,Birmingham 040A,E01008905,488
2021,Birmingham 040B,E01008907,619
2021,Birmingham 040C,E01009047,553
2021,Birmingham 040D,E01009048,639
2021,Birmingham 040E,E01009062,510
2021,Birmingham 041D,E01008909,551
2021,Birmingham 041H,E01034923,531
2021,Birmingham 041I,E01034924,440
2021,Birmingham 041J,E01034925,536
2021,Birmingham 041K,E01034926,531
2021,Birmingham 042A,E01009084,528
2021,Birmingham 042B,E01009085,494
2021,Birmingham 042C,E01009087,580
2021,Birmingham 042D,E01009089,488
2021,Birmingham 042E,E01009090,539
2021,Birmingham 043A,E01009201,709
2021,Birmingham 043B,E01009202,634
2021,Birmingham 043D,E01034927,641
2021,Birmingham 043E,E01034928,503
2021,Birmingham 044A,E01009082,496
2021,Birmingham 044B,E01009086,625
2021,Birmingham 044C,E01009480,579
2021,Birmingham 044D,E01009481,715
2021,Birmingham 044E,E01009486,608
2021,Birmingham 044F,E01009487,571
2021,Birmingham 045A,E01009088,685
2021,Birmingham 045B,E01009091,659
2021,Birmingham 045C,E01009305,705
2021,Birmingham 045D,E01009307,728
2021,Birmingham 045E,E01009309,784
2021,Birmingham 046A,E01009304,803
2021,Birmingham 046B,E01009306,711
2021,Birmingham 046C,E01009308,762
2021,Birmingham 046D,E01009310,807
2021,Birmingham 047A,E01009348,819
2021,Birmingham 047B,E01009358,740
2021,Birmingham 047C,E01009359,689
2021,Birmingham 047D,E01009360,957
2021,Birmingham 047E,E01009361,775
2021,Birmingham 048A,E01009478,622
2021,Birmingham 048B,E01009479,594
2021,Birmingham 048C,E01009482,473
2021,Birmingham 048D,E01009484,490
2021,Birmingham 048E,E01009485,504
2021,Birmingham 049A,E01008906,510
2021,Birmingham 049B,E01008911,639
2021,Birmingham 049D,E01009347,563
2021,Birmingham 049E,E01033559,911
2021,Birmingham 049F,E01033638,668
2021,Birmingham 050A,E01008910,442
2021,Birmingham 050B,E01008913,933
2021,Birmingham 050E,E01033561,412
2021,Birmingham 050F,E01033617,852
2021,Birmingham 050G,E01034929,521
2021,Birmingham 050H,E01034930,507
2021,Birmingham 051B,E01009483,522
2021,Birmingham 051C,E01009488,718
2021,Birmingham 051D,E01009489,519
2021,Birmingham 051E,E01009491,527
2021,Birmingham 051F,E01034931,429
2021,Birmingham 051G,E01034932,440
2021,Birmingham 052B,E01009192,612
2021,Birmingham 052D,E01009199,541
2021,Birmingham 052E,E01009204,712
2021,Birmingham 052G,E01034933,407
2021,Birmingham 052H,E01034934,436
2021,Birmingham 053A,E01009151,626
2021,Birmingham 053B,E01009152,576
2021,Birmingham 053C,E01009153,822
2021,Birmingham 053D,E01009345,500
2021,Birmingham 053E,E01009346,526
2021,Birmingham 054A,E01009092,616
2021,Birmingham 054B,E01009093,646
2021,Birmingham 054C,E01009094,547
2021,Birmingham 054D,E01009298,580
2021,Birmingham 054E,E01009311,559
2021,Birmingham 054F,E01009511,484
2021,Birmingham 055A,E01009475,611
2021,Birmingham 055B,E01009476,577
2021,Birmingham 055C,E01009477,530
2021,Birmingham 055D,E01009490,636
2021,Birmingham 055E,E01009492,539
2021,Birmingham 056A,E01009095,666
2021,Birmingham 056B,E01009507,575
2021,Birmingham 056C,E01009508,607
2021,Birmingham 056D,E01009509,629
2021,Birmingham 056E,E01009510,685
2021,Birmingham 057A,E01009297,799
2021,Birmingham 057B,E01009299,624
2021,Birmingham 057C,E01009300,720
2021,Birmingham 057D,E01009301,769
2021,Birmingham 057E,E01009303,713
2021,Birmingham 058A,E01009195,675
2021,Birmingham 058C,E01009197,482
2021,Birmingham 058F,E01033649,493
2021,Birmingham 058G,E01034935,832
2021,Birmingham 060A,E01009138,676
2021,Birmingham 060B,E01009139,556
2021,Birmingham 060C,E01009140,842
2021,Birmingham 060D,E01009145,726
2021,Birmingham 060E,E01009147,670
2021,Birmingham 062A,E01009512,707
2021,Birmingham 062B,E01009514,623
2021,Birmingham 062C,E01009516,518
2021,Birmingham 062D,E01009517,700
2021,Birmingham 063A,E01009325,509
2021,Birmingham 063D,E01009342,404
2021,Birmingham 063E,E01009343,494
2021,Birmingham 063F,E01033642,835
2021,Birmingham 064A,E01008986,786
2021,Birmingham 064B,E01008987,627
2021,Birmingham 064C,E01008988,983
2021,Birmingham 064D,E01008989,925
2021,Birmingham 064E,E01008990,512
2021,Birmingham 064F,E01008991,573
2021,Birmingham 066A,E01008882,671
2021,Birmingham 066B,E01008896,566
2021,Birmingham 066C,E01008898,557
2021,Birmingham 066D,E01009326,559
2021,Birmingham 066E,E01009341,523
2021,Birmingham 066F,E01009513,592
2021,Birmingham 067A,E01008881,584
2021,Birmingham 067B,E01008897,618
2021,Birmingham 067C,E01009515,635
2021,Birmingham 067D,E01009518,707
2021,Birmingham 067E,E01009521,615
2021,Birmingham 069A,E01009302,611
2021,Birmingham 069B,E01009314,749
2021,Birmingham 069C,E01009321,816
2021,Birmingham 069D,E01009322,725
2021,Birmingham 069E,E01009323,635
2021,Birmingham 070A,E01009329,711
2021,Birmingham 070B,E01009334,434
2021,Birmingham 070C,E01009337,494
2021,Birmingham 070D,E01009338,429
2021,Birmingham 070E,E01009380,504
2021,Birmingham 071A,E01009362,493
2021,Birmingham 071B,E01009363,572
2021,Birmingham 071C,E01009364,556
2021,Birmingham 071D,E01009365,587
2021,Birmingham 071E,E01009379,679
2021,Birmingham 072A,E01009312,614
2021,Birmingham 072B,E01009324,715
2021,Birmingham 072C,E01009519,595
2021,Birmingham 072D,E01009520,709
2021,Birmingham 073A,E01009066,878
2021,Birmingham 073B,E01009070,677
2021,Birmingham 073C,E01009252,641
2021,Birmingham 073D,E01009260,625
2021,Birmingham 073E,E01009261,727
2021,Birmingham 074A,E01008984,782
2021,Birmingham 074B,E01008994,648
2021,Birmingham 074C,E01008996,680
2021,Birmingham 074D,E01008997,629
2021,Birmingham 075A,E01009065,633
2021,Birmingham 075B,E01009067,686
2021,Birmingham 075C,E01009068,727
2021,Birmingham 075D,E01009069,856
2021,Birmingham 075E,E01009072,848
2021,Birmingham 076A,E01008885,504
2021,Birmingham 076B,E01008886,693
2021,Birmingham 076C,E01008888,633
2021,Birmingham 076D,E01009313,632
2021,Birmingham 077A,E01009368,414
2021,Birmingham 077D,E01009371,521
2021,Birmingham 077E,E01009397,462
2021,Birmingham 077F,E01033650,722
2021,Birmingham 078A,E01008883,637
2021,Birmingham 078B,E01008884,710
2021,Birmingham 078C,E01008887,615
2021,Birmingham 078D,E01008889,662
2021,Birmingham 079A,E01008982,703
2021,Birmingham 079C,E01008992,479
2021,Birmingham 079E,E01009283,612
2021,Birmingham 079G,E01034936,407
2021,Birmingham 079H,E01034937,447
2021,Birmingham 080A,E01009249,648
2021,Birmingham 080B,E01009250,731
2021,Birmingham 080C,E01009251,629
2021,Birmingham 080D,E01009253,629
2021,Birmingham 080E,E01009255,624
2021,Birmingham 080F,E01009257,617
2021,Birmingham 081A,E01009315,838
2021,Birmingham 081B,E01009316,794
2021,Birmingham 081C,E01009317,846
2021,Birmingham 081D,E01009318,638
2021,Birmingham 081E,E01009319,625
2021,Birmingham 081F,E01009320,654
2021,Birmingham 082A,E01009372,417
2021,Birmingham 082B,E01009373,462
2021,Birmingham 082D,E01009396,508
2021,Birmingham 082F,E01033643,823
2021,Birmingham 083A,E01009367,554
2021,Birmingham 083B,E01009375,552
2021,Birmingham 083C,E01009377,434
2021,Birmingham 083D,E01009383,409
2021,Birmingham 083E,E01009399,420
2021,Birmingham 084A,E01009366,538
2021,Birmingham 084B,E01009374,438
2021,Birmingham 084C,E01009376,540
2021,Birmingham 084F,E01033648,827
2021,Birmingham 085A,E01009073,645
2021,Birmingham 085B,E01009074,709
2021,Birmingham 085C,E01009254,849
2021,Birmingham 085D,E01009256,678
2021,Birmingham 085E,E01009258,652
2021,Birmingham 087B,E01009071,738
2021,Birmingham 087C,E01009075,817
2021,Birmingham 087E,E01009078,610
2021,Birmingham 087F,E01033562,1010
2021,Birmingham 088C,E01009183,578
2021,Birmingham 088D,E01009186,778
2021,Birmingham 088F,E01034938,518
2021,Birmingham 088G,E01034939,439
2021,Birmingham 089A,E01008890,711
2021,Birmingham 089B,E01008891,712
2021,Birmingham 089C,E01008892,500
2021,Birmingham 089D,E01008893,728
2021,Birmingham 089E,E01008894,713
2021,Birmingham 089F,E01008895,767
2021,Birmingham 089G,E01009015,788
2021,Birmingham 090A,E01009014,813
2021,Birmingham 090B,E01009018,720
2021,Birmingham 090C,E01009026,709
2021,Birmingham 090D,E01009028,622
2021,Birmingham 090E,E01009029,514
2021,Birmingham 092A,E01009182,642
2021,Birmingham 092B,E01009184,721
2021,Birmingham 092C,E01009187,647
2021,Birmingham 092D,E01009188,661
2021,Birmingham 092E,E01009384,701
2021,Birmingham 092F,E01009385,601
2021,Birmingham 093A,E01009185,762
2021,Birmingham 093B,E01009389,480
2021,Birmingham 093C,E01009390,648
2021,Birmingham 093D,E01009394,729
2021,Birmingham 094A,E01008918,724
2021,Birmingham 094B,E01008920,548
2021,Birmingham 094C,E01008921,623
2021,Birmingham 094D,E01008931,623
2021,Birmingham 094E,E01009259,719
2021,Birmingham 095A,E01008919,699
2021,Birmingham 095B,E01009064,593
2021,Birmingham 095C,E01009077,690
2021,Birmingham 095D,E01009291,587
2021,Birmingham 095E,E01009500,610
2021,Birmingham 096A,E01009284,992
2021,Birmingham 096C,E01009286,513
2021,Birmingham 096E,E01009289,608
2021,Birmingham 096F,E01009290,525
2021,Birmingham 096H,E01034940,437
2021,Birmingham 096I,E01034941,427
2021,Birmingham 097A,E01009017,484
2021,Birmingham 097B,E01009043,600
2021,Birmingham 097C,E01009044,454
2021,Birmingham 097D,E01009045,701
2021,Birmingham 097E,E01009046,604
2021,Birmingham 097F,E01009395,523
2021,Birmingham 098A,E01009016,726
2021,Birmingham 098B,E01009022,593
2021,Birmingham 098C,E01009023,559
2021,Birmingham 098D,E01009030,624
2021,Birmingham 099A,E01009281,697
2021,Birmingham 099B,E01009292,665
2021,Birmingham 099C,E01009294,804
2021,Birmingham 099D,E01009295,670
2021,Birmingham 100A,E01009280,746
2021,Birmingham 100B,E01009282,695
2021,Birmingham 100C,E01009288,448
2021,Birmingham 100D,E01009293,615
2021,Birmingham 100E,E01009296,588
2021,Birmingham 101A,E01008924,634
2021,Birmingham 101B,E01009501,570
2021,Birmingham 101C,E01009502,580
2021,Birmingham 101D,E01009503,583
2021,Birmingham 101E,E01009505,644
2021,Birmingham 102A,E01008917,509
2021,Birmingham 102B,E01008923,643
2021,Birmingham 102C,E01008925,509
2021,Birmingham 102D,E01008927,601
2021,Birmingham 102E,E01008928,737
2021,Birmingham 103A,E01009019,604
2021,Birmingham 103B,E01009020,557
2021,Birmingham 103C,E01009021,681
2021,Birmingham 103D,E01009024,615
2021,Birmingham 103E,E01009025,572
2021,Birmingham 103F,E01009033,700
2021,Birmingham 104A,E01009175,589
2021,Birmingham 104B,E01009177,635
2021,Birmingham 104C,E01009178,758
2021,Birmingham 104D,E01009179,638
2021,Birmingham 104E,E01009189,590
2021,Birmingham 105A,E01008933,545
2021,Birmingham 105B,E01008934,547
2021,Birmingham 105C,E01009031,643
2021,Birmingham 105D,E01009037,757
2021,Birmingham 105E,E01009176,676
2021,Birmingham 106C,E01008929,698
2021,Birmingham 106D,E01008930,787
2021,Birmingham 106E,E01009495,536
2021,Birmingham 106F,E01033629,1052
2021,Birmingham 107A,E01008953,658
2021,Birmingham 107B,E01008963,619
2021,Birmingham 107C,E01008964,620
2021,Birmingham 107D,E01008965,574
2021,Birmingham 107E,E01008966,683
2021,Birmingham 108A,E01009032,589
2021,Birmingham 108B,E01009034,554
2021,Birmingham 108C,E01009035,611
2021,Birmingham 108D,E01009036,537
2021,Birmingham 109A,E01009494,623
2021,Birmingham 109B,E01009496,640
2021,Birmingham 109C,E01009497,754
2021,Birmingham 109D,E01009504,643
2021,Birmingham 109E,E01009506,620
2021,Birmingham 110A,E01008967,648
2021,Birmingham 110B,E01008968,713
2021,Birmingham 110C,E01008970,601
2021,Birmingham 110D,E01008981,591
2021,Birmingham 111A,E01008932,655
2021,Birmingham 111B,E01008935,678
2021,Birmingham 111C,E01008936,656
2021,Birmingham 111D,E01008938,571
2021,Birmingham 111E,E01008939,701
2021,Birmingham 112A,E01008951,612
2021,Birmingham 112B,E01008952,873
2021,Birmingham 112C,E01008955,744
2021,Birmingham 112D,E01008956,555
2021,Birmingham 112E,E01008957,728
2021,Birmingham 113A,E01008950,715
2021,Birmingham 113B,E01008954,599
2021,Birmingham 113C,E01008958,766
2021,Birmingham 113D,E01009493,1021
2021,Birmingham 115A,E01008937,628
2021,Birmingham 115B,E01008940,581
2021,Birmingham 115C,E01008941,577
2021,Birmingham 115D,E01008944,736
2021,Birmingham 116A,E01008959,802
2021,Birmingham 116B,E01008960,626
2021,Birmingham 116C,E01008961,726
2021,Birmingham 116D,E01008962,855
2021,Birmingham 117A,E01008942,630
2021,Birmingham 117B,E01008943,572
2021,Birmingham 117C,E01008969,689
2021,Birmingham 117D,E01008971,750
2021,Birmingham 118A,E01008972,758
2021,Birmingham 118B,E01008973,878
2021,Birmingham 118C,E01008974,1109
2021,Birmingham 118D,E01008975,665
2021,Birmingham 119A,E01009172,557
2021,Birmingham 119B,E01009173,635
2021,Birmingham 119C,E01009174,521
2021,Birmingham 119D,E01009498,678
2021,Birmingham 119E,E01009499,662
2021,Birmingham 120A,E01009205,616
2021,Birmingham 120B,E01009206,652
2021,Birmingham 120C,E01009211,685
2021,Birmingham 120D,E01009218,646
2021,Birmingham 120E,E01009219,609
2021,Birmingham 121A,E01008976,644
2021,Birmingham 121B,E01008978,630
2021,Birmingham 121C,E01008979,707
2021,Birmingham 121D,E01008980,680
2021,Birmingham 122A,E01008945,740
2021,Birmingham 122B,E01008946,646
2021,Birmingham 122C,E01008947,537
2021,Birmingham 122D,E01008948,619
2021,Birmingham 122E,E01008949,508
2021,Birmingham 123A,E01008977,703
2021,Birmingham 123B,E01009109,516
2021,Birmingham 123C,E01009119,659
2021,Birmingham 123D,E01009120,774
2021,Birmingham 124A,E01009162,635
2021,Birmingham 124B,E01009207,664
2021,Birmingham 124C,E01009208,702
2021,Birmingham 124D,E01009209,949
2021,Birmingham 124E,E01009213,755
2021,Birmingham 125B,E01009155,583
2021,Birmingham 125D,E01009157,616
2021,Birmingham 125E,E01009160,710
2021,Birmingham 125F,E01009161,608
2021,Birmingham 125H,E01034942,667
2021,Birmingham 125I,E01034943,730
2021,Birmingham 126A,E01009117,800
2021,Birmingham 126B,E01009210,829
2021,Birmingham 126C,E01009212,772
2021,Birmingham 126D,E01009214,767
2021,Birmingham 126E,E01009215,934
2021,Birmingham 127A,E01009108,437
2021,Birmingham 127B,E01009111,598
2021,Birmingham 127C,E01009112,637
2021,Birmingham 127D,E01009116,571
2021,Birmingham 127E,E01009118,679
2021,Birmingham 128A,E01009107,694
2021,Birmingham 128B,E01009110,606
2021,Birmingham 128C,E01009113,702
2021,Birmingham 128D,E01009114,649
2021,Birmingham 128E,E01009115,608
2021,Birmingham 129A,E01009158,895
2021,Birmingham 129C,E01009165,643
2021,Birmingham 129D,E01009169,700
2021,Birmingham 129E,E01034944,662
2021,Birmingham 129F,E01034945,636
2021,Birmingham 130A,E01009159,913
2021,Birmingham 130B,E01009164,626
2021,Birmingham 130C,E01009167,589
