date,geography,geography code,Number of households: Number of households; measures: Value
2021,Rochdale 009A,E01005496,507
2021,Rochdale 009B,E01005589,716
2021,Rochdale 009C,E01005590,559
2021,Rochdale 009D,E01005591,655
2021,Rochdale 009E,E01005592,611
2021,Rochdale 010A,E01005472,663
2021,Rochdale 010B,E01005473,507
2021,Rochdale 010C,E01005482,893
2021,Rochdale 010D,E01005483,561
2021,Rochdale 010E,E01005484,776
2021,Rochdale 010F,E01005486,599
2021,Rochdale 010G,E01005487,584
2021,Rochdale 011A,E01005474,477
2021,Rochdale 011B,E01005575,760
2021,Rochdale 011C,E01005576,545
2021,Rochdale 011D,E01005577,647
2021,Rochdale 012A,E01005469,686
2021,Rochdale 012B,E01005563,706
2021,Rochdale 012C,E01005565,534
2021,Rochdale 012D,E01005566,828
2021,Rochdale 012E,E01005568,653
2021,Rochdale 012F,E01005569,640
2021,Rochdale 013A,E01005556,699
2021,Rochdale 013B,E01005559,665
2021,Rochdale 013C,E01005560,691
2021,Rochdale 013D,E01005567,807
2021,Rochdale 014A,E01005555,549
2021,Rochdale 014B,E01005557,497
2021,Rochdale 014C,E01005558,703
2021,Rochdale 014D,E01005561,649
2021,Rochdale 014E,E01005562,680
2021,Rochdale 015A,E01005470,511
2021,Rochdale 015B,E01005471,568
2021,Rochdale 015C,E01005475,595
2021,Rochdale 015D,E01005485,673
2021,Rochdale 015E,E01005564,737
2021,Rochdale 016A,E01005464,664
2021,Rochdale 016B,E01005465,793
2021,Rochdale 016C,E01005466,1021
2021,Rochdale 016D,E01005467,831
2021,Rochdale 016E,E01005468,830
2021,Rochdale 017A,E01005476,777
2021,Rochdale 017B,E01005477,852
2021,Rochdale 017C,E01005478,668
2021,Rochdale 017D,E01005479,786
2021,Rochdale 017E,E01005480,719
2021,Rochdale 017F,E01005481,583
2021,Rochdale 018A,E01005497,749
2021,Rochdale 018B,E01005501,994
2021,Rochdale 018C,E01005502,679
2021,Rochdale 018D,E01005504,709
2021,Rochdale 018E,E01005505,960
2021,Rochdale 018F,E01005509,723
2021,Rochdale 019A,E01005510,443
2021,Rochdale 019B,E01005511,490
2021,Rochdale 019C,E01005512,663
2021,Rochdale 019D,E01005513,634
2021,Rochdale 019E,E01005514,779
2021,Rochdale 019F,E01005515,685
2021,Rochdale 020A,E01005498,594
2021,Rochdale 020B,E01005500,647
2021,Rochdale 020C,E01005503,528
2021,Rochdale 020D,E01005506,651
2021,Rochdale 020E,E01005507,982
2021,Rochdale 020F,E01005508,785
2021,Rochdale 021A,E01005524,618
2021,Rochdale 021B,E01005525,856
2021,Rochdale 021C,E01005526,792
2021,Rochdale 021D,E01005528,670
2021,Rochdale 021E,E01005536,679
2021,Rochdale 021F,E01005543,515
2021,Rochdale 022A,E01005527,826
2021,Rochdale 022B,E01005529,745
2021,Rochdale 022C,E01005551,826
2021,Rochdale 022D,E01005552,889
2021,Rochdale 022E,E01005553,769
2021,Rochdale 022F,E01005554,878
2021,Rochdale 023A,E01005534,621
2021,Rochdale 023B,E01005535,651
2021,Rochdale 023C,E01005537,560
2021,Rochdale 023D,E01005538,565
2021,Rochdale 023E,E01005540,590
2021,Rochdale 023F,E01005541,694
2021,Rochdale 023G,E01005542,705
2021,Rochdale 024A,E01005533,803
2021,Rochdale 024B,E01005539,667
2021,Rochdale 024C,E01005546,623
2021,Rochdale 024D,E01005547,734
2021,Rochdale 024E,E01005548,621
2021,Rochdale 025A,E01005530,633
2021,Rochdale 025B,E01005531,519
2021,Rochdale 025C,E01005532,668
2021,Rochdale 025D,E01005544,587
2021,Rochdale 025E,E01005545,482
2021,Rochdale 025F,E01005549,590
2021,Rochdale 025G,E01005550,617
2021,Salford 001A,E01005659,628
2021,Salford 001B,E01005660,733
2021,Salford 001C,E01005663,671
2021,Salford 001D,E01005664,621
2021,Salford 001E,E01005665,813
2021,Salford 002A,E01005703,755
2021,Salford 002B,E01005704,589
2021,Salford 002C,E01005706,656
2021,Salford 002D,E01005708,724
2021,Salford 003A,E01005702,1144
2021,Salford 003C,E01005707,766
2021,Salford 003D,E01033976,808
2021,Salford 003E,E01033977,540
2021,Salford 004A,E01005661,755
2021,Salford 004B,E01005662,637
2021,Salford 004C,E01005709,630
2021,Salford 004D,E01005710,841
2021,Salford 005A,E01005670,818
2021,Salford 005B,E01005672,611
2021,Salford 005C,E01005676,553
2021,Salford 005D,E01005677,682
2021,Salford 006A,E01005686,634
2021,Salford 006B,E01005688,651
2021,Salford 006C,E01005691,672
2021,Salford 006D,E01005692,730
2021,Salford 007A,E01005711,628
2021,Salford 007B,E01005712,843
2021,Salford 007C,E01005713,703
2021,Salford 007D,E01005714,698
2021,Salford 007E,E01005715,756
2021,Salford 007F,E01005718,795
2021,Salford 008A,E01005673,659
2021,Salford 008C,E01005678,647
2021,Salford 008D,E01005679,662
2021,Salford 008E,E01033978,406
2021,Salford 008F,E01033979,466
2021,Salford 009A,E01005687,812
2021,Salford 009B,E01005689,527
2021,Salford 009C,E01005690,692
2021,Salford 009D,E01005693,631
2021,Salford 010A,E01005646,551
2021,Salford 010B,E01005649,645
2021,Salford 010C,E01005650,633
2021,Salford 010D,E01005651,554
2021,Salford 011A,E01005647,624
2021,Salford 011B,E01005648,1024
2021,Salford 011C,E01005652,568
2021,Salford 011D,E01005653,593
2021,Salford 012A,E01005671,757
2021,Salford 012B,E01005674,622
2021,Salford 012C,E01005694,690
2021,Salford 012D,E01005696,715
2021,Salford 012E,E01005698,779
2021,Salford 012F,E01005700,657
2021,Salford 013A,E01005716,672
2021,Salford 013B,E01005717,562
2021,Salford 013C,E01005734,625
2021,Salford 013D,E01005735,597
2021,Salford 013E,E01005736,625
2021,Salford 013F,E01005737,590
2021,Salford 013G,E01005739,782
2021,Salford 014A,E01005695,625
2021,Salford 014B,E01005697,649
2021,Salford 014C,E01005738,822
2021,Salford 014D,E01005740,700
2021,Salford 014E,E01005741,684
2021,Salford 014F,E01005742,664
2021,Salford 015A,E01005625,608
2021,Salford 015B,E01005627,473
2021,Salford 015C,E01005699,759
2021,Salford 015D,E01005701,716
2021,Salford 017A,E01005624,728
2021,Salford 017B,E01005680,792
2021,Salford 017C,E01005683,886
2021,Salford 017G,E01033980,428
2021,Salford 017H,E01033981,737
2021,Salford 018A,E01005622,668
2021,Salford 018B,E01005623,492
2021,Salford 018C,E01005626,516
2021,Salford 018D,E01005628,663
2021,Salford 019A,E01005725,557
2021,Salford 019B,E01005726,616
2021,Salford 019C,E01005727,648
2021,Salford 019D,E01005728,762
2021,Salford 019E,E01005733,494
2021,Salford 020A,E01005631,1045
2021,Salford 020B,E01005632,1113
2021,Salford 020C,E01005633,606
2021,Salford 020D,E01005634,666
2021,Salford 020E,E01005635,681
2021,Salford 020F,E01005636,704
2021,Salford 020G,E01005637,658
2021,Salford 021A,E01005629,672
2021,Salford 021B,E01005630,649
2021,Salford 021C,E01005719,1011
2021,Salford 021E,E01005722,796
2021,Salford 021F,E01005723,653
2021,Salford 021G,E01005724,633
2021,Salford 021H,E01033982,760
2021,Salford 021I,E01033983,641
2021,Salford 023A,E01005654,922
2021,Salford 023B,E01005656,716
2021,Salford 023C,E01005657,749
2021,Salford 023D,E01005721,785
2021,Salford 024C,E01005681,550
2021,Salford 024D,E01005682,995
2021,Salford 024E,E01033984,997
2021,Salford 025A,E01005729,776
2021,Salford 025B,E01005730,730
2021,Salford 025C,E01005731,581
2021,Salford 025D,E01005732,546
2021,Salford 026A,E01005599,873
2021,Salford 026B,E01005600,886
2021,Salford 026C,E01005601,678
2021,Salford 026D,E01005602,890
2021,Salford 027A,E01005603,750
2021,Salford 027B,E01005604,728
2021,Salford 027C,E01005605,737
2021,Salford 027D,E01005638,972
2021,Salford 029A,E01005639,568
2021,Salford 029B,E01005640,529
2021,Salford 029C,E01005641,619
2021,Salford 029D,E01005642,506
2021,Salford 029E,E01005643,665
2021,Salford 029F,E01005644,608
2021,Salford 029G,E01005645,591
2021,Salford 030A,E01005616,611
2021,Salford 030B,E01005617,605
2021,Salford 030C,E01005618,915
2021,Salford 030D,E01005619,514
2021,Salford 030E,E01005620,1048
2021,Salford 030F,E01005621,785
2021,Salford 031B,E01005612,1054
2021,Salford 031A,E01005613,1001
2021,Salford 031C,E01005614,618
2021,Salford 032C,E01005611,1048
2021,Salford 032D,E01005615,685
2021,Salford 032A,E01033985,676
2021,Salford 032B,E01033986,662
2021,Salford 033F,E01032909,1043
2021,Salford 033E,E01033330,827
2021,Salford 033A,E01033987,582
2021,Salford 033B,E01033988,843
2021,Salford 033C,E01033989,677
2021,Salford 033D,E01033990,664
2021,Salford 034C,E01005610,480
2021,Salford 034D,E01032684,631
2021,Salford 034E,E01032906,1139
2021,Salford 034A,E01033991,790
2021,Salford 034B,E01033992,755
2021,Salford 035C,E01005667,1031
2021,Salford 035B,E01032912,974
2021,Salford 035A,E01032914,1146
2021,Salford 036C,E01032915,947
2021,Salford 036A,E01033993,891
2021,Salford 036B,E01033994,637
2021,Salford 037A,E01033995,715
2021,Salford 037B,E01033996,705
2021,Salford 037C,E01033997,624
2021,Salford 037D,E01033998,748
2021,Salford 037E,E01033999,667
2021,Stockport 001A,E01005886,682
2021,Stockport 001B,E01005888,588
2021,Stockport 001C,E01005889,674
2021,Stockport 001D,E01005891,569
2021,Stockport 001E,E01005894,568
2021,Stockport 002A,E01005887,660
2021,Stockport 002B,E01005890,585
2021,Stockport 002C,E01005893,1093
2021,Stockport 002D,E01005896,787
2021,Stockport 002E,E01005919,704
2021,Stockport 003A,E01005862,592
2021,Stockport 003B,E01005892,551
2021,Stockport 003C,E01005895,485
2021,Stockport 003D,E01005920,632
2021,Stockport 003E,E01005921,715
2021,Stockport 003F,E01005922,619
2021,Stockport 004A,E01005753,690
2021,Stockport 004B,E01005754,1036
2021,Stockport 004C,E01005755,719
2021,Stockport 004D,E01005756,1040
2021,Stockport 005A,E01005745,600
2021,Stockport 005B,E01005746,782
2021,Stockport 005C,E01005747,588
2021,Stockport 005D,E01005748,661
2021,Stockport 006A,E01005863,770
2021,Stockport 006B,E01005864,640
2021,Stockport 006C,E01005866,794
2021,Stockport 006D,E01005869,653
2021,Stockport 007A,E01005914,673
2021,Stockport 007B,E01005915,717
2021,Stockport 007C,E01005916,724
2021,Stockport 007D,E01005917,900
2021,Stockport 008A,E01005859,629
2021,Stockport 008B,E01005865,771
2021,Stockport 008C,E01005867,646
2021,Stockport 008D,E01005868,609
2021,Stockport 009A,E01005743,568
2021,Stockport 009B,E01005744,655
2021,Stockport 009C,E01005749,729
2021,Stockport 009D,E01005750,699
2021,Stockport 009E,E01005751,615
2021,Stockport 010A,E01005897,597
2021,Stockport 010B,E01005898,737
2021,Stockport 010C,E01005900,790
2021,Stockport 010D,E01005903,631
2021,Stockport 010E,E01005904,667
2021,Stockport 011A,E01005853,669
2021,Stockport 011B,E01005856,656
2021,Stockport 011C,E01005860,587
2021,Stockport 011D,E01005861,711
2021,Stockport 012A,E01005752,631
2021,Stockport 012B,E01005899,751
2021,Stockport 012C,E01005901,627
2021,Stockport 012D,E01005902,739
2021,Stockport 012E,E01005905,598
2021,Stockport 013A,E01005852,684
2021,Stockport 013B,E01005854,723
2021,Stockport 013C,E01005855,583
2021,Stockport 013D,E01005857,620
2021,Stockport 013E,E01005858,792
2021,Stockport 014A,E01005757,726
2021,Stockport 014C,E01005766,801
2021,Stockport 014D,E01005918,833
2021,Stockport 014E,E01033947,857
2021,Stockport 014F,E01033948,865
2021,Stockport 015A,E01005870,606
2021,Stockport 015B,E01005871,621
2021,Stockport 015C,E01005873,584
2021,Stockport 015D,E01005875,650
2021,Stockport 016A,E01005764,776
2021,Stockport 016B,E01005816,707
2021,Stockport 016C,E01005817,663
2021,Stockport 016D,E01005822,1036
2021,Stockport 017A,E01005880,658
2021,Stockport 017B,E01005881,496
2021,Stockport 017C,E01005883,664
2021,Stockport 017D,E01005908,638
2021,Stockport 018A,E01005765,567
2021,Stockport 018B,E01005818,550
2021,Stockport 018C,E01005819,654
2021,Stockport 018D,E01005820,643
2021,Stockport 018E,E01005821,664
2021,Stockport 018F,E01005823,706
2021,Stockport 019A,E01005825,760
2021,Stockport 019B,E01005872,797
2021,Stockport 019C,E01005874,1038
2021,Stockport 019D,E01005876,606
2021,Stockport 019E,E01005877,770
2021,Stockport 020A,E01005878,736
2021,Stockport 020B,E01005879,587
2021,Stockport 020C,E01005882,496
2021,Stockport 020D,E01005884,592
2021,Stockport 020E,E01005885,689
2021,Stockport 021A,E01005832,637
2021,Stockport 021B,E01005833,462
2021,Stockport 021C,E01005835,579
2021,Stockport 021D,E01005837,664
2021,Stockport 021E,E01005843,596
2021,Stockport 022A,E01005769,785
2021,Stockport 022B,E01005778,603
2021,Stockport 022C,E01005779,587
2021,Stockport 022D,E01005780,565
2021,Stockport 022E,E01005781,905
2021,Stockport 023A,E01005759,727
2021,Stockport 023B,E01005760,880
2021,Stockport 023C,E01005797,680
2021,Stockport 023D,E01005800,688
2021,Stockport 023E,E01005804,466
2021,Stockport 024A,E01005824,611
2021,Stockport 024B,E01005826,633
2021,Stockport 024C,E01005827,736
2021,Stockport 024D,E01005828,567
2021,Stockport 024E,E01005829,494
2021,Stockport 025A,E01005768,759
2021,Stockport 025B,E01005770,637
2021,Stockport 025C,E01005771,567
2021,Stockport 025D,E01005775,643
2021,Stockport 026A,E01005761,547
2021,Stockport 026B,E01005762,799
2021,Stockport 026C,E01005763,638
2021,Stockport 026D,E01005799,699
2021,Stockport 027A,E01005798,808
2021,Stockport 027B,E01005801,894
2021,Stockport 027C,E01005802,599
2021,Stockport 027D,E01005803,593
2021,Stockport 027E,E01005830,703
2021,Stockport 027F,E01005831,679
2021,Stockport 028A,E01005767,602
2021,Stockport 028B,E01005772,571
2021,Stockport 028C,E01005773,654
2021,Stockport 028D,E01005774,728
2021,Stockport 028E,E01005776,617
2021,Stockport 029A,E01005909,658
2021,Stockport 029B,E01005910,761
2021,Stockport 029C,E01005911,544
2021,Stockport 029D,E01005912,664
2021,Stockport 030A,E01005782,581
2021,Stockport 030B,E01005783,729
2021,Stockport 030C,E01005784,548
2021,Stockport 030D,E01005785,659
2021,Stockport 030E,E01005786,807
2021,Stockport 031A,E01005834,632
2021,Stockport 031B,E01005836,847
2021,Stockport 031C,E01005838,891
2021,Stockport 031D,E01005840,766
2021,Stockport 032A,E01005927,491
2021,Stockport 032B,E01005928,668
2021,Stockport 032C,E01005929,602
2021,Stockport 032D,E01005930,598
2021,Stockport 033A,E01005806,497
2021,Stockport 033B,E01005813,598
2021,Stockport 033C,E01005814,542
2021,Stockport 033D,E01005815,584
2021,Stockport 034A,E01005777,709
2021,Stockport 034B,E01005787,479
2021,Stockport 034C,E01005788,621
2021,Stockport 034D,E01005790,510
2021,Stockport 035A,E01005805,586
2021,Stockport 035B,E01005807,626
2021,Stockport 035C,E01005839,547
2021,Stockport 035D,E01005841,627
2021,Stockport 036A,E01005844,547
2021,Stockport 036B,E01005845,615
2021,Stockport 036C,E01005849,654
2021,Stockport 036D,E01005851,603
2021,Stockport 037A,E01005808,526
2021,Stockport 037B,E01005809,500
2021,Stockport 037C,E01005810,662
2021,Stockport 037D,E01005811,629
2021,Stockport 037E,E01005812,479
2021,Stockport 038A,E01005842,658
2021,Stockport 038B,E01005906,634
2021,Stockport 038C,E01005907,619
2021,Stockport 038D,E01005913,639
2021,Stockport 039A,E01005789,733
2021,Stockport 039B,E01005791,641
2021,Stockport 039C,E01005793,628
2021,Stockport 039D,E01005795,529
2021,Stockport 039E,E01005796,497
2021,Stockport 040A,E01005846,617
2021,Stockport 040B,E01005847,628
2021,Stockport 040C,E01005848,801
2021,Stockport 040D,E01005850,742
2021,Stockport 041A,E01005792,591
2021,Stockport 041B,E01005794,501
2021,Stockport 041C,E01005923,607
2021,Stockport 041D,E01005931,634
2021,Stockport 042A,E01005924,526
2021,Stockport 042B,E01005925,609
2021,Stockport 042C,E01005926,858
2021,Stockport 042D,E01005932,526
2021,Tameside 001A,E01006053,845
2021,Tameside 001B,E01006054,807
2021,Tameside 001C,E01006055,691
2021,Tameside 001D,E01006057,675
2021,Tameside 001E,E01006058,1018
2021,Tameside 001F,E01006059,633
2021,Tameside 002A,E01005938,648
2021,Tameside 002B,E01005939,480
2021,Tameside 002C,E01005940,594
2021,Tameside 002D,E01005955,624
2021,Tameside 003A,E01006056,503
2021,Tameside 003B,E01006061,980
2021,Tameside 003C,E01006062,811
2021,Tameside 003D,E01006063,568
2021,Tameside 004A,E01005936,646
2021,Tameside 004B,E01005937,711
2021,Tameside 004C,E01005945,750
2021,Tameside 004D,E01005946,692
2021,Tameside 004E,E01005947,815
2021,Tameside 005A,E01005954,762
2021,Tameside 005B,E01005956,585
2021,Tameside 005C,E01005957,621
2021,Tameside 005D,E01005958,679
2021,Tameside 005E,E01005959,728
2021,Tameside 006A,E01005933,552
2021,Tameside 006B,E01005934,627
2021,Tameside 006C,E01005935,636
2021,Tameside 006D,E01005949,710
2021,Tameside 006E,E01005960,736
2021,Tameside 007A,E01005941,777
2021,Tameside 007B,E01005942,709
2021,Tameside 007C,E01005943,849
2021,Tameside 007D,E01005944,722
2021,Tameside 008A,E01006060,710
2021,Tameside 008B,E01006064,798
2021,Tameside 008C,E01006065,511
2021,Tameside 008D,E01006066,604
2021,Tameside 009A,E01006067,740
2021,Tameside 009B,E01006068,827
2021,Tameside 009C,E01006069,704
2021,Tameside 009D,E01006073,817
2021,Tameside 010A,E01005993,607
2021,Tameside 010B,E01005995,515
2021,Tameside 010C,E01005996,799
2021,Tameside 010D,E01005997,683
2021,Tameside 010E,E01006000,935
2021,Tameside 011A,E01005994,607
2021,Tameside 011B,E01005999,929
2021,Tameside 011C,E01006002,563
2021,Tameside 011D,E01006004,613
2021,Tameside 011E,E01006005,627
2021,Tameside 011F,E01006007,648
2021,Tameside 012A,E01005998,754
2021,Tameside 012B,E01006001,644
2021,Tameside 012C,E01006003,632
2021,Tameside 012D,E01006006,602
2021,Tameside 013A,E01005948,1172
2021,Tameside 013B,E01005950,641
2021,Tameside 013C,E01005951,753
2021,Tameside 013E,E01005953,877
2021,Tameside 013F,E01033949,590
2021,Tameside 013G,E01033950,683
2021,Tameside 014A,E01005961,1108
2021,Tameside 014B,E01005962,596
2021,Tameside 014C,E01005968,616
2021,Tameside 014D,E01005969,568
2021,Tameside 015A,E01006022,1040
2021,Tameside 015B,E01006023,803
2021,Tameside 015C,E01006070,618
2021,Tameside 015D,E01006071,696
2021,Tameside 015E,E01006072,671
2021,Tameside 016A,E01006009,586
2021,Tameside 016B,E01006017,550
2021,Tameside 016C,E01006018,564
2021,Tameside 016D,E01006021,604
2021,Tameside 017A,E01006008,613
2021,Tameside 017B,E01006010,654
2021,Tameside 017C,E01006012,798
2021,Tameside 017D,E01006015,523
2021,Tameside 017E,E01006016,1035
2021,Tameside 018A,E01006011,695
2021,Tameside 018B,E01006013,565
2021,Tameside 018C,E01006014,482
2021,Tameside 018D,E01006019,814
2021,Tameside 018E,E01006020,623
2021,Tameside 019A,E01005963,488
2021,Tameside 019B,E01005964,655
2021,Tameside 019C,E01005965,797
2021,Tameside 019D,E01005966,625
2021,Tameside 019E,E01005967,710
2021,Tameside 020A,E01006031,938
2021,Tameside 020B,E01006032,597
2021,Tameside 020C,E01006033,790
2021,Tameside 020D,E01006034,929
2021,Tameside 020E,E01006035,1014
2021,Tameside 020F,E01006036,947
2021,Tameside 021A,E01005970,648
2021,Tameside 021B,E01005972,760
2021,Tameside 021C,E01005974,821
2021,Tameside 021D,E01005975,692
2021,Tameside 022A,E01006024,688
2021,Tameside 022B,E01006026,733
2021,Tameside 022C,E01006037,651
2021,Tameside 022D,E01006038,665
2021,Tameside 023A,E01006047,591
2021,Tameside 023B,E01006048,756
2021,Tameside 023C,E01006049,761
2021,Tameside 023D,E01006051,726
2021,Tameside 024A,E01005985,694
2021,Tameside 024B,E01005987,699
2021,Tameside 024C,E01005988,637
2021,Tameside 024D,E01005990,626
2021,Tameside 024E,E01005991,622
2021,Tameside 025A,E01005971,634
2021,Tameside 025B,E01005986,533
2021,Tameside 025C,E01005989,506
2021,Tameside 025D,E01005992,586
2021,Tameside 026A,E01005973,599
2021,Tameside 026B,E01005976,627
2021,Tameside 026C,E01005977,664
2021,Tameside 026D,E01005978,601
2021,Tameside 027A,E01006025,782
2021,Tameside 027B,E01006027,1004
2021,Tameside 027C,E01006050,782
2021,Tameside 027D,E01006052,664
2021,Tameside 028A,E01006028,897
2021,Tameside 028B,E01006029,715
2021,Tameside 028C,E01006030,779
2021,Tameside 028D,E01006039,454
2021,Tameside 028E,E01006040,628
2021,Tameside 028F,E01006041,698
2021,Tameside 029A,E01005979,776
2021,Tameside 029B,E01005980,639
2021,Tameside 029C,E01005981,801
2021,Tameside 029D,E01005982,568
2021,Tameside 029E,E01005983,691
2021,Tameside 029F,E01005984,809
2021,Tameside 030A,E01006042,813
2021,Tameside 030B,E01006043,603
2021,Tameside 030C,E01006044,655
2021,Tameside 030D,E01006045,533
2021,Tameside 030E,E01006046,627
2021,Trafford 001A,E01006109,533
2021,Trafford 001B,E01006110,657
2021,Trafford 001C,E01006111,555
2021,Trafford 001D,E01006112,701
2021,Trafford 001F,E01006188,785
2021,Trafford 001G,E01034000,752
2021,Trafford 001H,E01034001,779
2021,Trafford 002A,E01006116,537
2021,Trafford 002B,E01006117,639
2021,Trafford 002C,E01006118,669
2021,Trafford 002D,E01006119,633
2021,Trafford 002E,E01006121,597
2021,Trafford 003A,E01006141,646
2021,Trafford 003B,E01006186,947
2021,Trafford 003C,E01006187,1141
2021,Trafford 003D,E01006189,931
2021,Trafford 004A,E01006113,473
2021,Trafford 004B,E01006114,568
2021,Trafford 004C,E01006115,591
2021,Trafford 004D,E01006145,806
2021,Trafford 004E,E01006146,645
2021,Trafford 005A,E01006122,743
2021,Trafford 005B,E01006123,650
2021,Trafford 005C,E01006124,609
2021,Trafford 005D,E01006128,785
2021,Trafford 005E,E01006131,623
2021,Trafford 006A,E01006155,717
2021,Trafford 006B,E01006157,657
2021,Trafford 006C,E01006159,706
2021,Trafford 006D,E01006182,586
2021,Trafford 006E,E01006183,634
2021,Trafford 007A,E01006125,608
2021,Trafford 007B,E01006126,747
2021,Trafford 007C,E01006127,619
2021,Trafford 007D,E01006130,743
2021,Trafford 007E,E01006132,673
2021,Trafford 008A,E01006156,697
2021,Trafford 008B,E01006158,788
2021,Trafford 008C,E01006179,850
2021,Trafford 008D,E01006184,756
2021,Trafford 009A,E01006198,701
2021,Trafford 009B,E01006199,745
2021,Trafford 009C,E01006200,684
2021,Trafford 009D,E01006201,652
2021,Trafford 009E,E01006202,607
2021,Trafford 010A,E01006120,559
2021,Trafford 010B,E01006129,636
2021,Trafford 010C,E01006133,649
2021,Trafford 010D,E01006197,596
2021,Trafford 010E,E01006203,517
2021,Trafford 011A,E01006142,753
2021,Trafford 011B,E01006143,698
2021,Trafford 011C,E01006144,692
2021,Trafford 011D,E01006180,783
2021,Trafford 011E,E01006181,652
2021,Trafford 012A,E01006147,529
2021,Trafford 012B,E01006149,687
2021,Trafford 012C,E01006150,865
2021,Trafford 012D,E01006154,660
2021,Trafford 012E,E01006165,912
2021,Trafford 013A,E01006166,680
2021,Trafford 013B,E01006169,663
2021,Trafford 013C,E01006170,677
2021,Trafford 013D,E01006171,766
2021,Trafford 014A,E01006098,512
2021,Trafford 014B,E01006099,548
2021,Trafford 014C,E01006164,725
2021,Trafford 014D,E01006174,815
2021,Trafford 014E,E01006178,768
2021,Trafford 015A,E01006097,823
2021,Trafford 015B,E01006160,1092
2021,Trafford 015C,E01006161,944
2021,Trafford 015D,E01006162,675
2021,Trafford 015E,E01006163,815
2021,Trafford 016A,E01006148,684
2021,Trafford 016B,E01006151,566
2021,Trafford 016C,E01006152,620
2021,Trafford 016D,E01006153,626
2021,Trafford 016E,E01006172,649
2021,Trafford 017A,E01006104,749
2021,Trafford 017B,E01006105,674
2021,Trafford 017C,E01006106,598
2021,Trafford 017D,E01006107,700
2021,Trafford 017E,E01006108,624
2021,Trafford 018A,E01006102,571
2021,Trafford 018B,E01006173,607
2021,Trafford 018C,E01006175,744
2021,Trafford 018D,E01006176,725
2021,Trafford 018E,E01006177,600
2021,Trafford 019A,E01006091,1159
2021,Trafford 019B,E01006092,503
2021,Trafford 019C,E01006095,683
2021,Trafford 019D,E01006167,725
2021,Trafford 019E,E01006168,735
2021,Trafford 020A,E01006090,991
2021,Trafford 020B,E01006094,594
2021,Trafford 020C,E01006096,574
2021,Trafford 020D,E01006100,601
2021,Trafford 020E,E01006103,599
2021,Trafford 021A,E01006101,547
2021,Trafford 021B,E01006190,642
2021,Trafford 021C,E01006195,665
2021,Trafford 021D,E01006196,680
2021,Trafford 021E,E01006210,632
2021,Trafford 022A,E01006204,704
2021,Trafford 022B,E01006206,752
2021,Trafford 022C,E01006207,779
2021,Trafford 022D,E01006208,624
2021,Trafford 022E,E01006211,654
2021,Trafford 023A,E01006093,619
2021,Trafford 023B,E01006191,645
2021,Trafford 023C,E01006192,623
2021,Trafford 023D,E01006205,551
2021,Trafford 023E,E01006209,637
2021,Trafford 024A,E01006078,987
2021,Trafford 024B,E01006080,828
2021,Trafford 024C,E01006089,808
2021,Trafford 024D,E01006193,622
2021,Trafford 024E,E01006194,980
2021,Trafford 025A,E01006074,628
2021,Trafford 025B,E01006075,1038
2021,Trafford 025C,E01006076,812
2021,Trafford 025D,E01006079,1052
2021,Trafford 025E,E01006087,562
2021,Trafford 026A,E01006083,482
2021,Trafford 026B,E01006084,636
2021,Trafford 026C,E01006088,662
2021,Trafford 026D,E01006139,716
2021,Trafford 026E,E01006140,628
2021,Trafford 027A,E01006077,803
2021,Trafford 027B,E01006081,502
2021,Trafford 027C,E01006082,674
2021,Trafford 027D,E01006085,626
2021,Trafford 027E,E01006086,654
2021,Trafford 028A,E01006134,527
2021,Trafford 028B,E01006135,650
2021,Trafford 028C,E01006136,620
2021,Trafford 028D,E01006137,481
2021,Trafford 028E,E01006138,781
2021,Wigan 001A,E01006315,648
2021,Wigan 001B,E01006316,842
2021,Wigan 001C,E01006317,725
2021,Wigan 001D,E01006319,585
2021,Wigan 002A,E01006229,649
2021,Wigan 002B,E01006230,861
2021,Wigan 002C,E01006233,564
2021,Wigan 002D,E01006237,798
2021,Wigan 002E,E01006238,746
2021,Wigan 003A,E01006259,554
2021,Wigan 003B,E01006312,624
2021,Wigan 003C,E01006313,591
2021,Wigan 003D,E01006314,794
2021,Wigan 003E,E01006318,634
2021,Wigan 003F,E01006320,563
2021,Wigan 003G,E01006321,688
2021,Wigan 004A,E01006231,640
2021,Wigan 004B,E01006232,812
2021,Wigan 004C,E01006234,533
2021,Wigan 004D,E01006235,704
2021,Wigan 005A,E01006253,674
2021,Wigan 005B,E01006254,611
2021,Wigan 005C,E01006255,664
2021,Wigan 005D,E01006256,744
2021,Wigan 005E,E01006260,636
2021,Wigan 006A,E01006370,947
2021,Wigan 006B,E01006372,661
2021,Wigan 006C,E01006373,633
2021,Wigan 006D,E01006374,675
2021,Wigan 006E,E01006390,769
2021,Wigan 007A,E01006236,695
2021,Wigan 007B,E01006388,807
2021,Wigan 007C,E01006389,507
2021,Wigan 007D,E01006391,665
2021,Wigan 008A,E01006257,533
2021,Wigan 008B,E01006258,711
2021,Wigan 008C,E01006369,1042
2021,Wigan 008D,E01006371,649
2021,Wigan 008E,E01006375,744
2021,Wigan 009A,E01006306,830
2021,Wigan 009B,E01006307,609
2021,Wigan 009C,E01006386,932
2021,Wigan 009D,E01006387,573
2021,Wigan 009E,E01006392,599
2021,Wigan 010A,E01006350,738
2021,Wigan 010B,E01006351,870
2021,Wigan 010C,E01006357,643
2021,Wigan 010D,E01006360,690
2021,Wigan 010E,E01006361,661
