date,geography,geography code,Migrant indicator: Total: All usual residents; measures: Value,Migrant indicator: Address one year ago is the same as the address of enumeration; measures: Value,Migrant indicator: Address one year ago is student term-time or boarding school address in the UK; measures: Value,Migrant indicator: Migrant from within the UK: Address one year ago was in the UK; measures: Value,Migrant indicator: Migrant from outside the UK: Address one year ago was outside the UK; measures: Value
2021,Manchester 039C,E01005081,1809,1642,2,162,3
2021,Manchester 039D,E01005083,1827,1300,46,438,43
2021,Manchester 039E,E01033670,1432,1010,13,364,45
2021,Manchester 039F,E01033671,1756,1330,22,382,22
2021,Manchester 040A,E01005125,1548,1430,9,99,10
2021,Manchester 040B,E01005304,1950,1026,410,455,59
2021,Manchester 040C,E01005306,1559,1339,7,197,16
2021,Manchester 040D,E01005307,1787,1176,160,402,49
2021,Manchester 040E,E01005308,1671,1462,27,161,21
2021,Manchester 041A,E01005119,1720,1644,1,69,6
2021,Manchester 041B,E01005121,1669,1555,6,91,17
2021,Manchester 041C,E01005122,1890,1750,2,115,23
2021,Manchester 041D,E01005123,1749,1621,3,105,20
2021,Manchester 041E,E01005124,1842,1706,2,119,15
2021,Manchester 042A,E01005077,1654,1543,8,96,7
2021,Manchester 042B,E01005078,1543,1092,17,363,71
2021,Manchester 042C,E01005079,1628,1482,7,128,11
2021,Manchester 042D,E01005084,1984,1783,4,185,12
2021,Manchester 043A,E01005172,1529,1279,12,213,25
2021,Manchester 043B,E01005173,1606,1348,26,207,25
2021,Manchester 043C,E01005174,1541,1381,23,128,9
2021,Manchester 043D,E01005175,1569,1407,13,144,5
2021,Manchester 043E,E01005176,1663,1222,36,371,34
2021,Manchester 043F,E01005177,1278,1143,14,114,7
2021,Manchester 044A,E01005115,1870,1748,0,115,7
2021,Manchester 044B,E01005262,1765,1593,3,158,11
2021,Manchester 044C,E01005264,1633,1506,11,112,4
2021,Manchester 044D,E01005265,1705,1629,1,68,7
2021,Manchester 044E,E01005266,2006,1818,8,170,10
2021,Manchester 045A,E01005126,1988,1780,16,160,32
2021,Manchester 045B,E01005168,1397,1265,18,108,6
2021,Manchester 045C,E01005169,1358,1151,9,173,25
2021,Manchester 045D,E01005170,1496,1338,4,139,15
2021,Manchester 045E,E01005171,1725,1496,13,195,21
2021,Manchester 046A,E01005263,1706,1495,24,152,35
2021,Manchester 046B,E01005267,1508,1416,6,77,9
2021,Manchester 046C,E01005268,2155,1893,9,218,35
2021,Manchester 046D,E01005269,1522,1408,2,94,18
2021,Manchester 047A,E01005069,1406,1302,4,89,11
2021,Manchester 047B,E01005111,1434,1340,2,89,3
2021,Manchester 047C,E01005113,1626,1519,7,95,5
2021,Manchester 047D,E01005114,1736,1551,3,158,24
2021,Manchester 047E,E01005116,2052,1897,1,140,14
2021,Manchester 048A,E01005071,1709,1603,5,93,8
2021,Manchester 048B,E01005072,1749,1531,6,168,44
2021,Manchester 048C,E01005073,1519,1406,6,90,17
2021,Manchester 048D,E01005112,1713,1595,0,100,18
2021,Manchester 048E,E01005117,2398,2174,6,184,34
2021,Manchester 049A,E01005085,1645,1524,2,105,14
2021,Manchester 049B,E01005086,1873,1774,3,89,7
2021,Manchester 049C,E01005089,1944,1791,4,124,25
2021,Manchester 049D,E01005289,1673,1564,0,103,6
2021,Manchester 049E,E01005295,2596,2265,7,282,42
2021,Manchester 050A,E01005087,2266,2101,1,137,27
2021,Manchester 050B,E01005088,1901,1778,2,107,14
2021,Manchester 050C,E01005090,1865,1620,0,240,5
2021,Manchester 050D,E01005091,2348,2126,4,164,54
2021,Manchester 050E,E01005291,1465,1367,7,84,7
2021,Manchester 051A,E01005068,1676,1594,0,69,13
2021,Manchester 051B,E01005070,1823,1521,7,234,61
2021,Manchester 051C,E01005074,1603,1537,8,54,4
2021,Manchester 051D,E01005075,1534,1454,1,72,7
2021,Manchester 051E,E01005319,2299,2137,9,126,27
2021,Manchester 052A,E01005290,1652,1468,12,155,17
2021,Manchester 052B,E01005292,1505,1403,0,92,10
2021,Manchester 052C,E01005293,1165,1102,3,55,5
2021,Manchester 052D,E01005294,1598,1480,5,111,2
2021,Manchester 052E,E01005317,2006,1819,4,160,23
2021,Manchester 053A,E01005313,1498,1416,3,70,9
2021,Manchester 053B,E01005314,1669,1566,0,97,6
2021,Manchester 053C,E01005315,1708,1592,4,102,10
2021,Manchester 053D,E01005316,1618,1444,5,149,20
2021,Manchester 053E,E01005318,1962,1808,2,137,15
2021,Manchester 054A,E01005130,1432,1241,11,145,35
2021,Manchester 054B,E01033651,1677,854,45,691,87
2021,Manchester 054C,E01033658,1390,744,39,472,135
2021,Manchester 054D,E01033664,1819,957,65,671,126
2021,Manchester 054E,E01033667,1483,795,62,504,122
2021,Manchester 055A,E01005128,2026,782,186,752,306
2021,Manchester 055B,E01033653,1850,1041,93,573,143
2021,Manchester 055C,E01033654,1790,744,88,745,213
2021,Manchester 055E,E01033661,1982,1238,27,673,44
2021,Manchester 055F,E01034129,1081,578,33,432,38
2021,Manchester 055G,E01034130,1385,758,55,528,44
2021,Manchester 056A,E01005143,2960,2724,7,182,47
2021,Manchester 056B,E01033655,1264,740,29,444,51
2021,Manchester 056C,E01033665,1514,1019,20,411,64
2021,Manchester 056D,E01033676,1959,1790,2,142,25
2021,Manchester 057A,E01005212,3115,1171,124,1670,150
2021,Manchester 057B,E01033656,2714,748,175,1499,292
2021,Manchester 057C,E01033662,2012,924,150,702,236
2021,Manchester 058A,E01005142,2258,2150,3,76,29
2021,Manchester 058B,E01005147,2749,2541,4,167,37
2021,Manchester 058C,E01033674,2064,1515,33,477,39
2021,Manchester 058D,E01033675,2164,1969,2,165,28
2021,Manchester 059A,E01005213,2363,1926,51,344,42
2021,Manchester 059B,E01033660,1434,816,42,538,38
2021,Manchester 059C,E01033672,1687,1295,28,320,44
2021,Manchester 059D,E01033673,1437,853,45,514,25
2021,Manchester 060A,E01033677,1010,601,55,312,42
2021,Manchester 060B,E01033681,1323,842,51,382,48
2021,Manchester 060C,E01033682,1216,803,40,344,29
2021,Manchester 060E,E01034131,1024,518,55,402,49
2021,Manchester 060F,E01034132,1823,579,179,815,250
2021,Manchester 061A,E01005129,1827,1542,10,244,31
2021,Manchester 061B,E01005132,2102,1861,5,212,24
2021,Manchester 061C,E01034133,1862,1492,14,310,46
2021,Manchester 061D,E01034134,1188,708,18,432,30
2021,Manchester 062D,E01033684,1812,869,90,769,84
2021,Manchester 062B,E01033688,1689,1551,3,115,20
2021,Manchester 062A,E01034135,1097,705,12,354,26
2021,Manchester 062C,E01034136,1001,648,22,306,25
2021,Manchester 063B,E01005233,2871,2631,0,182,58
2021,Manchester 063A,E01005234,2280,2039,10,180,51
2021,Manchester 063D,E01005238,2269,2046,24,143,56
2021,Manchester 063C,E01034137,1712,1501,3,151,57
2021,Manchester 064C,E01005199,2477,2177,2,232,66
2021,Manchester 064A,E01005200,2398,2173,12,174,39
2021,Manchester 064B,E01034138,1365,1213,5,98,49
2021,Oldham 001A,E01005357,1423,1362,2,52,7
2021,Oldham 001B,E01005358,1554,1460,0,90,4
2021,Oldham 001C,E01005359,1556,1459,3,87,7
2021,Oldham 001D,E01005360,1371,1303,0,66,2
2021,Oldham 002A,E01005441,1509,1441,1,67,0
2021,Oldham 002B,E01005442,1323,1245,0,75,3
2021,Oldham 002C,E01005444,1380,1291,3,79,7
2021,Oldham 002D,E01005445,1407,1265,0,138,4
2021,Oldham 003A,E01005361,1657,1586,1,68,2
2021,Oldham 003B,E01005443,1305,1229,4,70,2
2021,Oldham 003C,E01005446,1388,1265,1,121,1
2021,Oldham 003D,E01005447,1632,1502,2,126,2
2021,Oldham 004A,E01005390,1350,1274,2,74,0
2021,Oldham 004B,E01005394,1439,1362,0,69,8
2021,Oldham 004C,E01005395,1413,1326,1,86,0
2021,Oldham 004D,E01005396,1420,1329,1,82,8
2021,Oldham 005A,E01005355,1431,1333,2,94,2
2021,Oldham 005B,E01005356,1240,1177,4,59,0
2021,Oldham 005C,E01005399,1565,1458,0,102,5
2021,Oldham 005D,E01005403,1716,1618,0,98,0
2021,Oldham 006A,E01005410,1490,1405,4,80,1
2021,Oldham 006B,E01005411,1557,1416,4,130,7
2021,Oldham 006C,E01005414,1319,1212,5,98,4
2021,Oldham 006D,E01005415,1102,1027,4,70,1
2021,Oldham 007C,E01005452,1270,1199,2,68,1
2021,Oldham 007D,E01005453,1542,1372,1,162,7
2021,Oldham 007E,E01032558,1672,1491,4,164,13
2021,Oldham 007F,E01032559,2718,2535,4,176,3
2021,Oldham 008A,E01005391,1544,1469,2,70,3
2021,Oldham 008B,E01005392,1564,1471,0,89,4
2021,Oldham 008C,E01005393,1214,1159,0,53,2
2021,Oldham 008D,E01005401,1576,1473,2,98,3
2021,Oldham 009A,E01005397,1311,1233,0,76,2
2021,Oldham 009B,E01005398,1518,1394,1,117,6
2021,Oldham 009C,E01005400,1512,1411,3,96,2
2021,Oldham 009D,E01005402,1600,1450,2,140,8
2021,Oldham 010A,E01005335,1275,1203,3,65,4
2021,Oldham 010B,E01005337,2513,2364,0,137,12
2021,Oldham 010C,E01005339,1468,1369,3,93,3
2021,Oldham 010D,E01005340,1583,1461,1,114,7
2021,Oldham 011A,E01005421,1797,1648,2,142,5
2021,Oldham 011B,E01005422,1520,1435,1,84,0
2021,Oldham 011E,E01032920,2539,2377,0,156,6
2021,Oldham 012A,E01005448,1612,1465,1,124,22
2021,Oldham 012B,E01005449,1561,1484,0,71,6
2021,Oldham 012C,E01005454,1367,1261,3,102,1
2021,Oldham 012D,E01005455,1449,1354,0,91,4
2021,Oldham 012E,E01005456,1639,1535,1,92,11
2021,Oldham 013A,E01005407,1703,1572,3,122,6
2021,Oldham 013B,E01005412,1672,1509,5,156,2
2021,Oldham 013C,E01005416,1507,1359,3,141,4
2021,Oldham 013D,E01005417,1535,1366,1,161,7
2021,Oldham 014A,E01005348,2397,2264,4,103,26
2021,Oldham 014B,E01005350,2374,2184,1,145,44
2021,Oldham 014C,E01005432,1801,1644,0,129,28
2021,Oldham 014D,E01005433,2451,2207,1,223,20
2021,Oldham 015A,E01005329,1494,1422,2,62,8
2021,Oldham 015B,E01005330,1715,1587,1,124,3
2021,Oldham 015C,E01005333,1228,1159,1,65,3
2021,Oldham 015D,E01005336,1516,1419,7,79,11
2021,Oldham 016A,E01005349,2476,2369,1,80,26
2021,Oldham 016B,E01005351,2059,1965,4,78,12
2021,Oldham 016C,E01005352,1502,1435,0,50,17
2021,Oldham 016D,E01005353,1487,1405,0,70,12
2021,Oldham 016E,E01005354,1775,1664,2,92,17
2021,Oldham 017A,E01005327,1948,1813,5,127,3
2021,Oldham 017B,E01005328,1769,1649,2,104,14
2021,Oldham 017C,E01005331,1702,1603,1,85,13
2021,Oldham 017D,E01005334,1415,1333,3,73,6
2021,Oldham 017E,E01005338,1921,1812,2,94,13
2021,Oldham 018A,E01005387,1444,1347,0,94,3
2021,Oldham 018B,E01005388,1324,1240,2,81,1
2021,Oldham 018C,E01005389,1731,1605,3,120,3
2021,Oldham 018D,E01005418,1401,1320,1,78,2
2021,Oldham 019A,E01005428,2306,2143,1,127,35
2021,Oldham 019B,E01005431,1821,1629,0,171,21
2021,Oldham 019C,E01005450,2109,1895,0,161,53
2021,Oldham 019D,E01005451,1532,1441,2,84,5
2021,Oldham 020C,E01005408,1996,1872,6,115,3
2021,Oldham 020D,E01005409,1561,1439,2,109,11
2021,Oldham 020E,E01032922,2403,2279,2,117,5
2021,Oldham 021A,E01005406,1396,1320,2,72,2
2021,Oldham 021B,E01005413,1582,1466,3,107,6
2021,Oldham 021C,E01005419,1441,1336,3,100,2
2021,Oldham 021D,E01005420,1594,1492,0,99,3
2021,Oldham 022A,E01005321,2294,2147,0,117,30
2021,Oldham 022B,E01005326,2964,2858,4,80,22
2021,Oldham 022C,E01005427,2177,2053,1,89,34
2021,Oldham 022D,E01005429,1896,1802,0,73,21
2021,Oldham 022E,E01005430,2815,2617,5,132,61
2021,Oldham 024A,E01005320,2652,2519,3,108,22
2021,Oldham 024B,E01005434,2133,1907,1,156,69
2021,Oldham 024C,E01005437,2030,1892,2,107,29
2021,Oldham 024D,E01005459,1731,1581,1,138,11
2021,Oldham 026A,E01005383,2157,2032,3,106,16
2021,Oldham 026D,E01005386,1525,1419,0,93,13
2021,Oldham 026E,E01032556,1476,1360,0,116,0
2021,Oldham 026F,E01032557,1797,1657,3,129,8
2021,Oldham 027A,E01005342,1582,1482,2,87,11
2021,Oldham 027B,E01005343,1395,1340,4,49,2
2021,Oldham 027C,E01005344,1884,1700,1,162,21
2021,Oldham 027D,E01005381,1929,1758,0,165,6
2021,Oldham 028A,E01005332,2283,2142,5,130,6
2021,Oldham 028B,E01005341,1396,1309,2,78,7
2021,Oldham 028C,E01005345,1482,1373,0,106,3
2021,Oldham 028D,E01005346,1381,1315,1,63,2
2021,Oldham 028E,E01005347,1299,1204,3,86,6
2021,Oldham 029A,E01005322,1481,1357,0,98,26
2021,Oldham 029B,E01005323,1546,1416,2,113,15
2021,Oldham 029C,E01005324,1601,1472,1,124,4
2021,Oldham 029D,E01005325,1470,1380,3,86,1
2021,Oldham 029E,E01005438,2914,2641,3,236,34
2021,Oldham 030A,E01005377,1720,1633,1,81,5
2021,Oldham 030B,E01005379,1279,1190,0,84,5
2021,Oldham 030C,E01005380,1494,1403,3,85,3
2021,Oldham 030D,E01005382,1594,1496,0,88,10
2021,Oldham 030E,E01005439,1569,1415,1,142,11
2021,Oldham 031A,E01005362,1340,1277,0,63,0
2021,Oldham 031B,E01005364,1580,1476,3,97,4
2021,Oldham 031C,E01005368,1502,1353,9,134,6
2021,Oldham 031D,E01005376,1426,1327,1,87,11
2021,Oldham 031E,E01005378,1533,1425,0,97,11
2021,Oldham 032A,E01005363,1755,1626,5,117,7
2021,Oldham 032B,E01005369,1936,1726,2,186,22
2021,Oldham 032C,E01005370,1562,1430,4,113,15
2021,Oldham 032D,E01005371,1445,1322,1,115,7
2021,Oldham 033A,E01005365,1368,1309,2,51,6
2021,Oldham 033B,E01005366,1544,1431,4,107,2
2021,Oldham 033C,E01005367,1407,1336,4,63,4
2021,Oldham 033D,E01005440,1434,1345,1,85,3
2021,Oldham 034A,E01005372,1259,1167,3,85,4
2021,Oldham 034B,E01005373,1184,1118,1,64,1
2021,Oldham 034C,E01005374,1470,1383,1,84,2
2021,Oldham 034D,E01005375,1483,1401,4,77,1
2021,Oldham 036C,E01005460,2668,2517,3,111,37
2021,Oldham 036D,E01005463,1674,1588,1,72,13
2021,Oldham 036A,E01034232,1648,1545,2,86,15
2021,Oldham 036B,E01034233,1552,1450,1,57,44
2021,Oldham 037B,E01005435,2005,1854,0,118,33
2021,Oldham 037D,E01005436,1816,1697,1,89,29
2021,Oldham 037A,E01005461,2393,2235,4,132,22
2021,Oldham 037C,E01005462,2169,2031,0,123,15
2021,Rochdale 001A,E01005518,1567,1475,2,87,3
2021,Rochdale 001B,E01005520,1706,1557,4,136,9
2021,Rochdale 001C,E01005522,1461,1313,1,142,5
2021,Rochdale 001D,E01005523,1818,1715,5,96,2
2021,Rochdale 002A,E01005519,1551,1477,2,72,0
2021,Rochdale 002B,E01005594,1492,1403,1,86,2
2021,Rochdale 002C,E01005597,1967,1838,0,125,4
2021,Rochdale 002D,E01005598,1543,1457,4,82,0
2021,Rochdale 003A,E01005516,1274,1194,1,79,0
2021,Rochdale 003B,E01005517,1426,1337,4,84,1
2021,Rochdale 003C,E01005521,1448,1334,1,103,10
2021,Rochdale 003D,E01005596,2132,1986,2,133,11
2021,Rochdale 004A,E01005578,1521,1434,2,76,9
2021,Rochdale 004B,E01005579,1839,1759,0,59,21
2021,Rochdale 004C,E01005586,1598,1341,1,233,23
2021,Rochdale 004D,E01005593,2032,1870,3,138,21
2021,Rochdale 004E,E01005595,1302,1188,0,112,2
2021,Rochdale 005A,E01005489,1232,1160,2,59,11
2021,Rochdale 005B,E01005490,1560,1402,0,151,7
2021,Rochdale 005C,E01005491,1417,1323,3,86,5
2021,Rochdale 005D,E01005493,1743,1571,2,158,12
2021,Rochdale 005E,E01005494,1743,1627,2,100,14
2021,Rochdale 005F,E01005495,1748,1631,2,111,4
2021,Rochdale 006A,E01005488,1489,1413,1,67,8
2021,Rochdale 006B,E01005492,1516,1415,1,96,4
2021,Rochdale 006C,E01005499,1499,1393,1,100,5
2021,Rochdale 006D,E01005571,1627,1511,3,113,0
2021,Rochdale 007A,E01005570,1291,1176,1,110,4
2021,Rochdale 007B,E01005572,1483,1403,7,72,1
2021,Rochdale 007C,E01005573,1425,1337,4,75,9
2021,Rochdale 007D,E01005574,1720,1578,3,127,12
2021,Rochdale 007E,E01005587,1348,1267,2,76,3
2021,Rochdale 007F,E01005588,1302,1218,4,74,6
2021,Rochdale 008A,E01005580,1622,1477,2,117,26
2021,Rochdale 008B,E01005581,1926,1659,0,250,17
2021,Rochdale 008D,E01005583,1723,1610,1,88,24
2021,Rochdale 008F,E01005585,1543,1438,1,84,20
2021,Rochdale 008H,E01034234,1731,1644,0,76,11
2021,Rochdale 008I,E01034235,1639,1455,0,154,30
2021,Rochdale 009A,E01005496,1293,1203,4,81,5
2021,Rochdale 009B,E01005589,1677,1547,0,124,6
2021,Rochdale 009C,E01005590,1879,1743,1,112,23
2021,Rochdale 009D,E01005591,1569,1456,0,105,8
2021,Rochdale 009E,E01005592,1624,1504,1,107,12
2021,Rochdale 010A,E01005472,1623,1443,1,150,29
2021,Rochdale 010B,E01005473,1679,1561,3,87,28
2021,Rochdale 010C,E01005482,1642,1495,0,121,26
2021,Rochdale 010D,E01005483,1468,1332,1,100,35
2021,Rochdale 010E,E01005484,1996,1806,5,161,24
2021,Rochdale 010F,E01005486,1666,1542,0,75,49
2021,Rochdale 010G,E01005487,1768,1676,0,74,18
2021,Rochdale 011A,E01005474,1309,1230,1,78,0
2021,Rochdale 011B,E01005575,1703,1588,4,102,9
2021,Rochdale 011C,E01005576,1504,1397,7,91,9
2021,Rochdale 011D,E01005577,1445,1343,1,98,3
2021,Rochdale 012A,E01005469,1793,1659,4,112,18
2021,Rochdale 012B,E01005563,2135,1975,1,130,29
2021,Rochdale 012C,E01005565,1560,1463,4,88,5
2021,Rochdale 012D,E01005566,2309,2124,1,175,9
2021,Rochdale 012E,E01005568,1918,1743,1,142,32
2021,Rochdale 012F,E01005569,1778,1716,0,53,9
2021,Rochdale 013A,E01005556,1517,1388,5,122,2
2021,Rochdale 013B,E01005559,1454,1337,3,113,1
2021,Rochdale 013C,E01005560,1454,1332,2,119,1
2021,Rochdale 013D,E01005567,1848,1709,2,131,6
2021,Rochdale 014A,E01005555,1377,1299,0,74,4
2021,Rochdale 014B,E01005557,1131,1062,5,60,4
2021,Rochdale 014C,E01005558,1579,1494,2,82,1
2021,Rochdale 014D,E01005561,1402,1267,0,131,4
2021,Rochdale 014E,E01005562,1493,1417,3,71,2
2021,Rochdale 015A,E01005470,2003,1852,4,90,57
2021,Rochdale 015B,E01005471,1669,1499,0,121,49
2021,Rochdale 015C,E01005475,1756,1634,0,99,23
2021,Rochdale 015D,E01005485,2350,2199,3,109,39
2021,Rochdale 015E,E01005564,2369,1985,3,337,44
2021,Rochdale 016A,E01005464,1947,1840,3,92,12
2021,Rochdale 016B,E01005465,1785,1617,4,158,6
2021,Rochdale 016C,E01005466,2445,2226,3,199,17
2021,Rochdale 016D,E01005467,1950,1789,1,151,9
2021,Rochdale 016E,E01005468,2134,1987,4,140,3
2021,Rochdale 017A,E01005476,1777,1677,1,97,2
2021,Rochdale 017B,E01005477,1730,1545,2,172,11
2021,Rochdale 017C,E01005478,1567,1466,0,84,17
2021,Rochdale 017D,E01005479,1956,1851,3,94,8
2021,Rochdale 017E,E01005480,1629,1538,1,72,18
2021,Rochdale 017F,E01005481,1665,1585,2,73,5
2021,Rochdale 018A,E01005497,1865,1756,1,91,17
2021,Rochdale 018B,E01005501,1755,1556,2,191,6
2021,Rochdale 018C,E01005502,1367,1264,0,101,2
2021,Rochdale 018D,E01005504,1623,1467,1,152,3
2021,Rochdale 018E,E01005505,2158,1973,2,174,9
2021,Rochdale 018F,E01005509,1425,1314,2,107,2
2021,Rochdale 019A,E01005510,1083,1036,1,44,2
2021,Rochdale 019B,E01005511,1234,1160,0,71,3
2021,Rochdale 019C,E01005512,1426,1325,0,97,4
2021,Rochdale 019D,E01005513,1530,1396,5,117,12
2021,Rochdale 019E,E01005514,1809,1665,4,130,10
2021,Rochdale 019F,E01005515,1758,1604,0,151,3
2021,Rochdale 020A,E01005498,1355,1237,2,108,8
2021,Rochdale 020B,E01005500,1572,1472,1,99,0
2021,Rochdale 020C,E01005503,1309,1252,5,46,6
2021,Rochdale 020D,E01005506,1530,1425,0,101,4
2021,Rochdale 020E,E01005507,2221,1979,0,231,11
2021,Rochdale 020F,E01005508,1992,1842,1,144,5
2021,Rochdale 021A,E01005524,1447,1355,2,81,9
2021,Rochdale 021B,E01005525,1849,1708,0,123,18
2021,Rochdale 021C,E01005526,1872,1588,3,274,7
2021,Rochdale 021D,E01005528,1533,1436,3,88,6
2021,Rochdale 021E,E01005536,1696,1478,1,191,26
2021,Rochdale 021F,E01005543,1239,1148,1,89,1
2021,Rochdale 022A,E01005527,2026,1725,1,290,10
2021,Rochdale 022B,E01005529,1635,1532,1,99,3
2021,Rochdale 022C,E01005551,2004,1854,0,138,12
2021,Rochdale 022D,E01005552,2300,2161,7,118,14
2021,Rochdale 022E,E01005553,1994,1875,1,110,8
2021,Rochdale 022F,E01005554,2122,1980,0,120,22
2021,Rochdale 023A,E01005534,1401,1282,4,111,4
2021,Rochdale 023B,E01005535,1447,1326,1,112,8
2021,Rochdale 023C,E01005537,1264,1204,1,57,2
2021,Rochdale 023D,E01005538,1461,1351,0,107,3
2021,Rochdale 023E,E01005540,1326,1232,2,86,6
2021,Rochdale 023F,E01005541,1517,1396,1,110,10
2021,Rochdale 023G,E01005542,1596,1475,2,110,9
2021,Rochdale 024A,E01005533,1602,1461,2,132,7
2021,Rochdale 024B,E01005539,1287,1199,0,76,12
2021,Rochdale 024C,E01005546,1229,1145,0,71,13
2021,Rochdale 024D,E01005547,1722,1593,8,101,20
2021,Rochdale 024E,E01005548,1270,1163,1,102,4
2021,Rochdale 025A,E01005530,1436,1345,3,85,3
2021,Rochdale 025B,E01005531,1150,1080,3,65,2
2021,Rochdale 025C,E01005532,1528,1431,2,82,13
2021,Rochdale 025D,E01005544,1459,1385,2,71,1
2021,Rochdale 025E,E01005545,1245,1141,6,90,8
2021,Rochdale 025F,E01005549,1536,1454,5,74,3
2021,Rochdale 025G,E01005550,1459,1386,0,72,1
2021,Salford 001A,E01005659,1534,1420,1,108,5
2021,Salford 001B,E01005660,1799,1631,7,147,14
2021,Salford 001C,E01005663,1501,1322,5,140,34
2021,Salford 001D,E01005664,1673,1557,0,111,5
2021,Salford 001E,E01005665,2046,1860,0,177,9
2021,Salford 002A,E01005703,1716,1561,1,137,17
2021,Salford 002B,E01005704,1319,1241,1,73,4
2021,Salford 002C,E01005706,1518,1387,5,119,7
2021,Salford 002D,E01005708,1424,1266,4,137,17
2021,Salford 003A,E01005702,2601,2160,2,425,14
2021,Salford 003C,E01005707,1724,1617,4,88,15
2021,Salford 003D,E01033976,1937,1732,3,179,23
2021,Salford 003E,E01033977,1126,1029,3,84,10
2021,Salford 004A,E01005661,1868,1691,2,168,7
2021,Salford 004B,E01005662,1606,1494,2,104,6
2021,Salford 004C,E01005709,1582,1495,0,79,8
2021,Salford 004D,E01005710,2104,1969,3,123,9
2021,Salford 005A,E01005670,1738,1621,0,98,19
2021,Salford 005B,E01005672,1262,1105,8,124,25
2021,Salford 005C,E01005676,1218,1149,0,64,5
2021,Salford 005D,E01005677,1569,1447,5,102,15
2021,Salford 006A,E01005686,1450,1329,2,104,15
2021,Salford 006B,E01005688,1548,1459,1,80,8
2021,Salford 006C,E01005691,1399,1313,0,81,5
2021,Salford 006D,E01005692,1356,1196,2,148,10
2021,Salford 007A,E01005711,1382,1285,0,93,4
2021,Salford 007B,E01005712,1810,1583,2,214,11
2021,Salford 007C,E01005713,1605,1479,7,118,1
2021,Salford 007D,E01005714,1691,1556,2,120,13
2021,Salford 007E,E01005715,1718,1548,2,155,13
2021,Salford 007F,E01005718,1573,1436,4,121,12
2021,Salford 008A,E01005673,1470,1330,1,127,12
2021,Salford 008C,E01005678,1556,1458,0,92,6
2021,Salford 008D,E01005679,1529,1424,1,96,8
2021,Salford 008E,E01033978,1009,917,1,79,12
2021,Salford 008F,E01033979,2019,1423,2,575,19
2021,Salford 009A,E01005687,1786,1631,5,144,6
2021,Salford 009B,E01005689,1355,1097,4,240,14
2021,Salford 009C,E01005690,1554,1431,3,112,8
2021,Salford 009D,E01005693,1412,1265,2,134,11
2021,Salford 010A,E01005646,2213,2014,10,166,23
2021,Salford 010B,E01005649,1684,1503,3,165,13
2021,Salford 010C,E01005650,1935,1651,5,254,25
2021,Salford 010D,E01005651,2239,2113,11,81,34
2021,Salford 011A,E01005647,1471,1281,7,169,14
2021,Salford 011B,E01005648,2320,2079,5,199,37
2021,Salford 011C,E01005652,1534,1424,0,94,16
2021,Salford 011D,E01005653,1536,1350,16,139,31
2021,Salford 012A,E01005671,1531,1364,4,146,17
2021,Salford 012B,E01005674,1549,1413,2,118,16
2021,Salford 012C,E01005694,1683,1555,1,110,17
2021,Salford 012D,E01005696,1756,1468,3,267,18
2021,Salford 012E,E01005698,1718,1542,3,161,12
2021,Salford 012F,E01005700,1500,1377,6,117,0
2021,Salford 013A,E01005716,1623,1536,0,78,9
2021,Salford 013B,E01005717,1534,1395,8,113,18
2021,Salford 013C,E01005734,1401,1285,0,108,8
2021,Salford 013D,E01005735,1409,1333,10,65,1
2021,Salford 013E,E01005736,1352,1250,2,96,4
2021,Salford 013F,E01005737,1501,1391,9,93,8
2021,Salford 013G,E01005739,1969,1774,3,182,10
2021,Salford 014A,E01005695,1543,1447,7,81,8
2021,Salford 014B,E01005697,1510,1389,1,112,8
2021,Salford 014C,E01005738,1904,1708,5,184,7
2021,Salford 014D,E01005740,1583,1461,0,114,8
2021,Salford 014E,E01005741,1660,1544,3,110,3
2021,Salford 014F,E01005742,1534,1433,7,92,2
2021,Salford 015A,E01005625,1359,1261,4,83,11
2021,Salford 015B,E01005627,1164,1068,1,87,8
2021,Salford 015C,E01005699,1776,1677,1,95,3
2021,Salford 015D,E01005701,1814,1704,0,99,11
2021,Salford 017A,E01005624,1819,1564,3,244,8
2021,Salford 017B,E01005680,1711,1506,22,172,11
2021,Salford 017C,E01005683,2115,1827,40,221,27
2021,Salford 017G,E01033980,1024,690,73,233,28
2021,Salford 017H,E01033981,2729,1394,376,864,95
2021,Salford 018A,E01005622,1572,1332,33,190,17
2021,Salford 018B,E01005623,1251,1103,13,128,7
2021,Salford 018C,E01005626,1275,1195,2,67,11
2021,Salford 018D,E01005628,1562,1301,65,186,10
2021,Salford 019A,E01005725,1440,1290,3,142,5
2021,Salford 019B,E01005726,1415,1292,5,105,13
2021,Salford 019C,E01005727,1336,1179,6,142,9
2021,Salford 019D,E01005728,1762,1629,8,114,11
2021,Salford 019E,E01005733,1454,1357,4,85,8
2021,Salford 020A,E01005631,1560,1366,3,172,19
2021,Salford 020B,E01005632,2422,2124,7,266,25
2021,Salford 020C,E01005633,1504,1407,5,74,18
2021,Salford 020D,E01005634,1561,1443,4,112,2
2021,Salford 020E,E01005635,1537,1343,5,165,24
2021,Salford 020F,E01005636,1584,1416,6,147,15
2021,Salford 020G,E01005637,1438,1237,15,181,5
2021,Salford 021A,E01005629,1461,1331,5,110,15
2021,Salford 021B,E01005630,1514,1379,1,108,26
2021,Salford 021C,E01005719,2013,1596,21,328,68
2021,Salford 021E,E01005722,2002,1783,8,185,26
2021,Salford 021F,E01005723,1648,1402,5,206,35
