date,geography,geography code,Length of residence in the UK: Total: All usual residents; measures: Value,Length of residence in the UK: Born in the UK; measures: Value,Length of residence in the UK: 10 years or more; measures: Value,"Length of residence in the UK: 5 years or more, but less than 10 years; measures: Value","Length of residence in the UK: 2 years or more, but less than 5 years; measures: Value",Length of residence in the UK: Less than 2 years; measures: Value
2021,Oldham 020,E02001117,6000,5812,152,18,9,9
2021,Oldham 021,E02001118,6068,5896,127,24,7,14
2021,Oldham 022,E02001119,12318,7731,2943,544,628,472
2021,Oldham 024,E02001121,8679,5291,1871,555,560,402
2021,Oldham 026,E02001123,7060,5807,657,255,218,123
2021,Oldham 027,E02001124,6876,5589,702,225,203,157
2021,Oldham 028,E02001125,7916,7251,443,123,64,35
2021,Oldham 029,E02001126,9166,7122,1016,415,375,238
2021,Oldham 030,E02001127,7755,6766,490,236,165,98
2021,Oldham 031,E02001128,7458,6743,350,148,124,93
2021,Oldham 032,E02001129,6787,5930,358,175,233,91
2021,Oldham 033,E02001130,5803,5513,172,58,45,15
2021,Oldham 034,E02001131,5453,5138,183,79,33,20
2021,Oldham 036,E02007000,7693,4749,1816,376,431,321
2021,Oldham 037,E02007001,8487,5489,1998,349,376,275
2021,Rochdale 001,E02001132,6625,6349,188,35,26,27
2021,Rochdale 002,E02001133,6603,6382,169,27,19,6
2021,Rochdale 003,E02001134,6325,6007,243,30,20,25
2021,Rochdale 004,E02001135,8402,6800,1054,239,146,163
2021,Rochdale 005,E02001136,9545,8354,886,116,100,89
2021,Rochdale 006,E02001137,6201,5778,326,29,34,34
2021,Rochdale 007,E02001138,8650,7962,546,65,31,46
2021,Rochdale 008,E02001139,10362,6683,2390,425,481,383
2021,Rochdale 009,E02001140,8149,6604,981,211,203,150
2021,Rochdale 010,E02001141,12014,7602,2309,776,730,597
2021,Rochdale 011,E02001142,6017,5135,682,90,80,30
2021,Rochdale 012,E02001143,11640,8729,1840,415,360,296
2021,Rochdale 013,E02001144,6338,5957,269,59,45,8
2021,Rochdale 014,E02001145,7040,6805,185,24,16,10
2021,Rochdale 015,E02001146,10295,6026,2434,552,646,637
2021,Rochdale 016,E02001147,10403,8557,1107,424,172,143
2021,Rochdale 017,E02001148,10457,9116,811,218,181,131
2021,Rochdale 018,E02001149,10321,9214,598,266,136,107
2021,Rochdale 019,E02001150,8982,8156,441,231,101,53
2021,Rochdale 020,E02001151,10102,9463,413,100,71,55
2021,Rochdale 021,E02001152,9775,8532,626,314,189,114
2021,Rochdale 022,E02001153,12281,9978,1070,656,383,194
2021,Rochdale 023,E02001154,10131,9357,424,155,127,68
2021,Rochdale 024,E02001155,7210,6479,355,169,134,73
2021,Rochdale 025,E02001156,9903,9097,522,151,70,63
2021,Salford 001,E02001157,8704,7116,705,391,273,219
2021,Salford 002,E02001158,6061,5276,306,192,170,117
2021,Salford 003,E02001159,7494,6547,466,216,149,116
2021,Salford 004,E02001160,7272,6093,597,290,172,120
2021,Salford 005,E02001161,5842,4982,481,162,111,106
2021,Salford 006,E02001162,5820,5138,291,209,110,72
2021,Salford 007,E02001163,9918,9166,419,152,113,68
2021,Salford 008,E02001164,7676,6538,573,331,134,100
2021,Salford 009,E02001165,6171,5508,336,155,116,56
2021,Salford 010,E02001166,8245,6048,1192,383,285,337
2021,Salford 011,E02001167,6968,5109,885,462,312,200
2021,Salford 012,E02001168,9892,8667,651,270,165,139
2021,Salford 013,E02001169,10907,9997,628,130,76,76
2021,Salford 014,E02001170,9851,9280,393,95,33,50
2021,Salford 015,E02001171,6161,5661,278,92,72,58
2021,Salford 017,E02001173,9502,7170,905,577,405,445
2021,Salford 018,E02001174,5724,5027,343,128,112,114
2021,Salford 019,E02001175,7504,6560,543,193,115,93
2021,Salford 020,E02001176,11752,9994,968,332,256,202
2021,Salford 021,E02001177,13344,10448,1110,667,557,562
2021,Salford 023,E02001179,7016,5211,631,454,392,328
2021,Salford 024,E02001180,5685,3827,671,523,371,293
2021,Salford 025,E02001181,5978,4832,589,296,157,104
2021,Salford 026,E02001182,7354,5782,729,427,281,135
2021,Salford 027,E02001183,7329,5980,592,349,252,156
2021,Salford 029,E02001185,9698,9041,385,145,78,49
2021,Salford 030,E02001186,10558,9841,442,134,89,52
2021,Salford 031,E02006957,8279,5129,1280,790,685,395
2021,Salford 032,E02006958,8072,5110,1204,654,519,585
2021,Salford 033,E02006959,8022,5060,769,708,672,813
2021,Salford 034,E02006960,9327,6565,959,611,495,697
2021,Salford 035,E02006961,6666,4531,751,564,395,425
2021,Salford 036,E02006962,5123,3769,466,356,285,247
2021,Salford 037,E02006963,6006,3615,594,510,545,742
2021,Stockport 001,E02001187,7005,6481,341,77,60,46
2021,Stockport 002,E02001188,8650,7658,578,199,133,82
2021,Stockport 003,E02001189,8297,7608,477,92,71,49
2021,Stockport 004,E02001190,7958,7108,422,231,134,63
2021,Stockport 005,E02001191,5742,5508,183,32,16,3
2021,Stockport 006,E02001192,6557,5730,516,131,104,76
2021,Stockport 007,E02001193,6410,5702,362,153,120,73
2021,Stockport 008,E02001194,6376,5577,579,110,62,48
2021,Stockport 009,E02001195,7553,7204,245,59,29,16
2021,Stockport 010,E02001196,7833,7522,237,22,39,13
2021,Stockport 011,E02001197,6280,5569,505,90,59,57
2021,Stockport 012,E02001198,7523,7155,258,51,36,23
2021,Stockport 013,E02001199,7904,6650,925,151,107,71
2021,Stockport 014,E02001200,7889,6456,632,274,286,241
2021,Stockport 015,E02001201,5789,5540,158,35,37,19
2021,Stockport 016,E02001202,6456,5635,371,169,170,111
2021,Stockport 017,E02001203,5861,5634,190,17,12,8
2021,Stockport 018,E02001204,8926,8239,426,120,91,50
2021,Stockport 019,E02001205,8430,7795,368,121,94,52
2021,Stockport 020,E02001206,7269,6894,254,27,69,25
2021,Stockport 021,E02001207,6849,6535,240,26,27,21
2021,Stockport 022,E02001208,7570,6934,440,84,65,47
2021,Stockport 023,E02001209,7769,6972,447,139,110,101
2021,Stockport 024,E02001210,7438,6924,338,73,67,36
2021,Stockport 025,E02001211,6668,5762,670,112,88,36
2021,Stockport 026,E02001212,6989,6096,569,168,113,43
2021,Stockport 027,E02001213,9919,9029,494,90,141,165
2021,Stockport 028,E02001214,8019,6551,1167,115,103,83
2021,Stockport 029,E02001215,5973,5731,180,27,24,11
2021,Stockport 030,E02001216,7841,7004,555,120,84,78
2021,Stockport 031,E02001217,6758,5981,407,122,129,119
2021,Stockport 032,E02001218,6022,5350,522,74,44,32
2021,Stockport 033,E02001219,5284,4957,255,40,22,10
2021,Stockport 034,E02001220,5675,5031,482,67,61,34
2021,Stockport 035,E02001221,5868,5577,223,38,20,10
2021,Stockport 036,E02001222,6481,5383,857,95,68,78
2021,Stockport 037,E02001223,6667,5959,517,73,71,47
2021,Stockport 038,E02001224,5783,5519,201,34,13,16
2021,Stockport 039,E02001225,7375,6781,438,60,48,48
2021,Stockport 040,E02001226,7180,6101,754,151,90,84
2021,Stockport 041,E02001227,5690,5287,292,43,20,48
2021,Stockport 042,E02001228,6260,5791,339,50,52,28
2021,Tameside 001,E02001229,10311,9791,303,109,70,38
2021,Tameside 002,E02001230,5871,4987,688,86,57,53
2021,Tameside 003,E02001231,7101,6786,213,47,30,25
2021,Tameside 004,E02001232,8693,7079,887,248,249,230
2021,Tameside 005,E02001233,7992,6991,662,193,76,70
2021,Tameside 006,E02001234,7944,6588,706,278,208,164
2021,Tameside 007,E02001235,7214,6004,675,209,166,160
2021,Tameside 008,E02001236,6114,5509,286,127,129,63
2021,Tameside 009,E02001237,7218,6821,260,65,26,46
2021,Tameside 010,E02001238,7993,7370,390,104,80,49
2021,Tameside 011,E02001239,9537,8391,595,249,152,150
2021,Tameside 012,E02001240,6379,5651,392,167,111,58
2021,Tameside 013,E02001241,11205,7559,1926,774,556,390
2021,Tameside 014,E02001242,7055,6387,471,97,45,55
2021,Tameside 015,E02001243,8236,7715,341,88,51,41
2021,Tameside 016,E02001244,5408,5145,195,35,14,19
2021,Tameside 017,E02001245,8041,7374,392,112,81,82
2021,Tameside 018,E02001246,7439,6968,348,72,26,25
2021,Tameside 019,E02001247,7418,6737,361,183,75,62
2021,Tameside 020,E02001248,11984,11030,594,144,133,83
2021,Tameside 021,E02001249,6371,5759,318,141,101,52
2021,Tameside 022,E02001250,6477,6166,223,50,23,15
2021,Tameside 023,E02001251,6093,5809,218,33,24,9
2021,Tameside 024,E02001252,7541,7124,296,49,30,42
2021,Tameside 025,E02001253,5009,4722,192,34,44,17
2021,Tameside 026,E02001254,5635,5335,201,36,40,23
2021,Tameside 027,E02001255,7681,7093,338,158,65,27
2021,Tameside 028,E02001256,10544,8629,1274,257,262,122
2021,Tameside 029,E02001257,9119,8545,365,95,91,23
2021,Tameside 030,E02001258,7435,7135,217,36,33,14
2021,Trafford 001,E02001259,11722,7529,2600,627,534,432
2021,Trafford 002,E02001260,7580,6999,439,66,32,44
2021,Trafford 003,E02001261,8878,6996,1106,332,217,227
2021,Trafford 004,E02001262,8676,6229,1809,277,193,168
2021,Trafford 005,E02001263,8394,7850,369,63,50,62
2021,Trafford 006,E02001264,8655,7329,948,174,105,99
2021,Trafford 007,E02001265,8193,7733,349,51,42,18
2021,Trafford 008,E02001266,6924,6023,660,122,67,52
2021,Trafford 009,E02001267,7246,6716,373,47,42,68
2021,Trafford 010,E02001268,7037,6656,302,29,37,13
2021,Trafford 011,E02001269,8357,6929,990,218,131,89
2021,Trafford 012,E02001270,8549,7403,637,184,171,154
2021,Trafford 013,E02001271,6642,6017,428,82,65,50
2021,Trafford 014,E02001272,8024,7135,616,109,89,75
2021,Trafford 015,E02001273,9533,7707,843,305,375,303
2021,Trafford 016,E02001274,8058,6700,927,172,122,137
2021,Trafford 017,E02001275,8189,7597,426,95,38,33
2021,Trafford 018,E02001276,8116,7014,712,181,117,92
2021,Trafford 019,E02001277,9351,7574,1124,259,200,194
2021,Trafford 020,E02001278,8692,7316,863,212,143,158
2021,Trafford 021,E02001279,8284,7422,615,106,69,72
2021,Trafford 022,E02001280,8401,7281,822,127,68,103
2021,Trafford 023,E02001281,7737,7033,481,83,63,77
2021,Trafford 024,E02001282,10106,8315,947,302,270,272
2021,Trafford 025,E02001283,9514,7895,959,232,240,188
2021,Trafford 026,E02001284,8153,7254,564,106,99,130
2021,Trafford 027,E02001285,7756,6768,686,128,90,84
2021,Trafford 028,E02001286,8277,6692,1215,167,114,89
2021,Wigan 001,E02001287,6629,6384,166,41,26,12
2021,Wigan 002,E02001288,8337,7952,221,63,68,33
2021,Wigan 003,E02001289,10174,9875,204,29,36,30
2021,Wigan 004,E02001290,6130,5903,149,23,32,23
2021,Wigan 005,E02001291,7815,7210,275,142,81,107
2021,Wigan 006,E02001292,8030,7262,305,140,140,183
2021,Wigan 007,E02001293,6258,5973,166,50,34,35
2021,Wigan 008,E02001294,7998,7229,325,140,147,157
2021,Wigan 009,E02001295,7232,6288,410,201,235,98
2021,Wigan 010,E02001296,9050,7949,572,304,151,74
2021,Wigan 011,E02001297,6603,6268,168,67,47,53
2021,Wigan 012,E02001298,8122,7227,431,206,185,73
2021,Wigan 013,E02001299,8690,8357,194,53,56,30
2021,Wigan 014,E02001300,7888,7456,228,87,56,61
2021,Wigan 015,E02001301,9029,8224,350,183,160,112
2021,Wigan 016,E02001302,7985,7673,169,63,44,36
2021,Wigan 017,E02001303,9028,8289,406,164,103,66
2021,Wigan 018,E02001304,12766,12435,225,38,44,24
2021,Wigan 019,E02001305,8520,8175,214,69,32,30
2021,Wigan 020,E02001306,7148,6911,141,48,29,19
2021,Wigan 021,E02001307,11652,11335,228,46,24,19
2021,Wigan 022,E02001308,5970,5686,147,59,44,34
2021,Wigan 023,E02001309,8354,7893,231,97,74,59
2021,Wigan 024,E02001310,9227,8417,341,227,148,94
2021,Wigan 025,E02001311,8192,7618,313,109,95,57
2021,Wigan 026,E02001312,8687,8189,239,106,94,59
2021,Wigan 027,E02001313,8167,7446,352,165,147,57
2021,Wigan 028,E02001314,8009,7604,274,74,38,19
2021,Wigan 029,E02001315,9441,8817,383,118,71,52
2021,Wigan 030,E02001316,7357,6003,541,272,274,267
2021,Wigan 031,E02001317,9005,8346,393,141,83,42
2021,Wigan 032,E02001318,7830,7573,154,49,33,21
2021,Wigan 033,E02001319,8323,7617,365,163,102,76
2021,Wigan 034,E02001320,7387,6958,252,78,51,48
2021,Wigan 035,E02001321,8005,7720,179,48,30,28
2021,Wigan 036,E02001322,7205,6969,129,35,34,38
2021,Wigan 037,E02001323,7705,7283,242,84,67,29
2021,Wigan 038,E02001324,8267,7883,203,64,63,54
2021,Wigan 039,E02001325,8956,8608,223,47,45,33
2021,Wigan 040,E02001326,8164,7854,210,51,27,22
2021,Birmingham 001,E02001827,6452,5869,441,57,45,40
2021,Birmingham 002,E02001828,7142,6553,399,80,68,42
2021,Birmingham 003,E02001829,9160,8315,598,118,72,57
2021,Birmingham 004,E02001830,9688,8514,894,112,84,84
2021,Birmingham 005,E02001831,10683,9518,766,195,107,97
2021,Birmingham 006,E02001832,7931,7144,579,90,76,42
2021,Birmingham 007,E02001833,5935,5321,473,65,53,23
2021,Birmingham 008,E02001834,6110,5459,380,130,86,55
2021,Birmingham 009,E02001835,8473,7587,518,152,104,112
2021,Birmingham 010,E02001836,9104,7867,954,136,77,70
2021,Birmingham 011,E02001837,10667,8751,1187,448,200,81
2021,Birmingham 012,E02001838,7569,6856,539,72,77,25
2021,Birmingham 013,E02001839,6440,5531,649,105,99,56
2021,Birmingham 014,E02001840,9603,7727,1190,363,227,96
2021,Birmingham 015,E02001841,5963,5305,534,48,53,23
2021,Birmingham 016,E02001842,8069,6546,1041,196,144,142
2021,Birmingham 017,E02001843,6641,5638,648,156,137,62
2021,Birmingham 018,E02001844,9715,8575,812,161,107,60
2021,Birmingham 019,E02001845,6662,5637,684,159,142,40
2021,Birmingham 020,E02001846,8156,6227,1085,408,277,159
2021,Birmingham 021,E02001847,5598,5067,372,86,43,30
2021,Birmingham 022,E02001848,7320,5357,1197,433,234,99
2021,Birmingham 023,E02001849,8792,6428,1200,591,381,192
2021,Birmingham 024,E02001850,8608,5933,1712,396,346,221
2021,Birmingham 025,E02001851,9084,7589,962,269,181,83
2021,Birmingham 026,E02001852,7030,5073,1095,397,277,188
2021,Birmingham 029,E02001855,9935,9082,579,152,82,40
2021,Birmingham 030,E02001856,9636,6333,1662,616,635,390
2021,Birmingham 031,E02001857,13856,9521,2396,928,653,358
2021,Birmingham 032,E02001858,9149,5550,2253,547,465,334
2021,Birmingham 033,E02001859,10398,5824,2844,726,576,428
2021,Birmingham 034,E02001860,8471,4229,2378,743,627,494
2021,Birmingham 035,E02001861,11205,6428,3084,747,593,353
2021,Birmingham 036,E02001862,9877,5184,3067,706,530,390
2021,Birmingham 037,E02001863,8404,4658,2310,520,583,333
2021,Birmingham 039,E02001865,11402,5955,3460,816,677,494
2021,Birmingham 040,E02001866,9451,5435,2785,470,480,281
2021,Birmingham 041,E02001867,8670,4875,2762,546,294,193
2021,Birmingham 042,E02001868,9817,7146,2034,280,205,152
2021,Birmingham 043,E02001869,7010,4099,1799,636,304,172
2021,Birmingham 044,E02001870,12994,8601,2857,717,489,330
2021,Birmingham 045,E02001871,8342,7132,760,214,140,96
2021,Birmingham 046,E02001872,7423,6743,432,126,93,29
2021,Birmingham 047,E02001873,11386,6319,2846,848,790,583
2021,Birmingham 048,E02001874,9959,6095,2478,600,412,374
2021,Birmingham 049,E02001875,8962,5173,2388,667,429,305
2021,Birmingham 050,E02001876,16085,9576,3043,1043,860,1563
2021,Birmingham 051,E02001877,12394,7355,3345,720,525,449
2021,Birmingham 052,E02001878,9522,5538,2589,552,448,395
2021,Birmingham 053,E02001879,10025,5740,2535,702,588,460
2021,Birmingham 054,E02001880,10037,7890,1451,402,155,139
2021,Birmingham 055,E02001881,10495,6750,2429,610,429,277
2021,Birmingham 056,E02001882,8913,6586,1522,369,248,188
2021,Birmingham 057,E02001883,8517,7214,794,261,152,96
2021,Birmingham 058,E02001884,10188,5887,2598,673,576,454
2021,Birmingham 060,E02001886,9892,5657,2427,740,569,499
2021,Birmingham 062,E02001888,7181,5747,940,247,162,85
2021,Birmingham 063,E02001889,9053,5235,2345,604,489,380
2021,Birmingham 064,E02001890,9976,5850,1959,705,689,773
2021,Birmingham 066,E02001892,11587,7668,2396,732,456,335
2021,Birmingham 067,E02001893,8822,6745,1438,234,196,209
2021,Birmingham 069,E02001895,8955,7651,888,262,79,75
2021,Birmingham 070,E02001896,10159,5513,2948,665,588,445
2021,Birmingham 071,E02001897,8628,4830,2579,552,403,264
2021,Birmingham 072,E02001898,6558,5844,494,98,59,63
2021,Birmingham 073,E02001899,8533,6368,1555,275,185,150
2021,Birmingham 074,E02001900,6712,3981,1595,389,322,425
2021,Birmingham 075,E02001901,8142,6434,863,260,323,262
2021,Birmingham 076,E02001902,6255,5161,667,187,155,85
2021,Birmingham 077,E02001903,8076,4666,2336,417,397,260
2021,Birmingham 078,E02001904,7725,5192,1284,554,394,301
2021,Birmingham 079,E02001905,10274,6943,1411,328,471,1121
2021,Birmingham 080,E02001906,9569,7756,1152,332,191,138
2021,Birmingham 081,E02001907,10413,8953,895,216,186,163
2021,Birmingham 082,E02001908,8953,5064,2617,497,470,305
2021,Birmingham 083,E02001909,8290,4930,2270,487,329,274
2021,Birmingham 084,E02001910,7233,4380,2073,348,251,181
2021,Birmingham 085,E02001911,8741,6286,1331,598,356,170
2021,Birmingham 087,E02001913,7442,4927,1087,430,411,587
2021,Birmingham 088,E02001914,7060,4870,1637,248,161,144
2021,Birmingham 089,E02001915,11958,9089,1805,421,379,264
2021,Birmingham 090,E02001916,9898,6847,1794,569,396,292
2021,Birmingham 092,E02001918,8651,6605,1334,262,260,190
2021,Birmingham 093,E02001919,6942,4850,1576,193,164,159
2021,Birmingham 094,E02001920,7654,6181,875,281,212,105
2021,Birmingham 095,E02001921,7739,5765,1031,481,283,179
2021,Birmingham 096,E02001922,15988,12604,1195,316,479,1394
2021,Birmingham 097,E02001923,11116,7309,2796,441,324,246
2021,Birmingham 098,E02001924,7077,5248,1337,209,191,92
2021,Birmingham 099,E02001925,6735,5116,908,221,262,228
2021,Birmingham 100,E02001926,7828,5917,1025,253,273,360
2021,Birmingham 101,E02001927,7670,6270,743,286,196,175
2021,Birmingham 102,E02001928,6818,5938,489,182,101,108
2021,Birmingham 103,E02001929,10507,8080,1606,412,234,175
2021,Birmingham 104,E02001930,7703,6316,995,163,143,86
2021,Birmingham 105,E02001931,8592,6519,1654,193,141,85
2021,Birmingham 106,E02001932,7423,6307,675,236,137,68
2021,Birmingham 107,E02001933,7719,6282,1022,206,126,83
2021,Birmingham 108,E02001934,7146,5228,1532,164,147,75
2021,Birmingham 109,E02001935,8084,6610,936,223,166,149
2021,Birmingham 110,E02001936,6385,5300,844,128,64,49
2021,Birmingham 111,E02001937,8384,6633,1202,277,169,103
2021,Birmingham 112,E02001938,7870,6838,583,199,129,121
2021,Birmingham 113,E02001939,6296,5335,611,173,98,79
