date,geography,geography code,Sex: All persons; measures: Value,Sex: Female; measures: Value,Sex: Male; measures: Value
2021,Oldham 003,E02001100,3,3,0
2021,Oldham 004,E02001101,0,0,0
2021,Oldham 005,E02001102,1,0,1
2021,Oldham 006,E02001103,0,0,0
2021,Oldham 007,E02001104,0,0,0
2021,Oldham 008,E02001105,0,0,0
2021,Oldham 009,E02001106,3,1,2
2021,Oldham 010,E02001107,13,8,5
2021,Oldham 011,E02001108,10,6,4
2021,Oldham 012,E02001109,17,7,10
2021,Oldham 013,E02001110,1,1,0
2021,Oldham 014,E02001111,16,10,6
2021,Oldham 015,E02001112,2,1,1
2021,Oldham 016,E02001113,43,21,22
2021,Oldham 017,E02001114,9,5,4
2021,Oldham 018,E02001115,1,1,0
2021,Oldham 019,E02001116,52,23,29
2021,Oldham 020,E02001117,0,0,0
2021,Oldham 021,E02001118,2,2,0
2021,Oldham 022,E02001119,52,29,23
2021,Oldham 024,E02001121,48,27,21
2021,Oldham 026,E02001123,22,12,10
2021,Oldham 027,E02001124,13,5,8
2021,Oldham 028,E02001125,0,0,0
2021,Oldham 029,E02001126,27,12,15
2021,Oldham 030,E02001127,5,1,4
2021,Oldham 031,E02001128,2,1,1
2021,Oldham 032,E02001129,10,3,7
2021,Oldham 033,E02001130,4,3,1
2021,Oldham 034,E02001131,0,0,0
2021,Oldham 036,E02007000,28,15,13
2021,Oldham 037,E02007001,39,23,16
2021,Rochdale 001,E02001132,0,0,0
2021,Rochdale 002,E02001133,2,2,0
2021,Rochdale 003,E02001134,2,2,0
2021,Rochdale 004,E02001135,25,16,9
2021,Rochdale 005,E02001136,15,4,11
2021,Rochdale 006,E02001137,4,1,3
2021,Rochdale 007,E02001138,0,0,0
2021,Rochdale 008,E02001139,61,28,33
2021,Rochdale 009,E02001140,8,4,4
2021,Rochdale 010,E02001141,50,28,22
2021,Rochdale 011,E02001142,4,3,1
2021,Rochdale 012,E02001143,52,24,28
2021,Rochdale 013,E02001144,2,0,2
2021,Rochdale 014,E02001145,1,0,1
2021,Rochdale 015,E02001146,63,28,35
2021,Rochdale 016,E02001147,4,1,3
2021,Rochdale 017,E02001148,12,6,6
2021,Rochdale 018,E02001149,1,1,0
2021,Rochdale 019,E02001150,2,2,0
2021,Rochdale 020,E02001151,9,5,4
2021,Rochdale 021,E02001152,15,6,9
2021,Rochdale 022,E02001153,13,9,4
2021,Rochdale 023,E02001154,10,7,3
2021,Rochdale 024,E02001155,9,4,5
2021,Rochdale 025,E02001156,6,3,3
2021,Salford 001,E02001157,17,11,6
2021,Salford 002,E02001158,5,2,3
2021,Salford 003,E02001159,15,7,8
2021,Salford 004,E02001160,7,4,3
2021,Salford 005,E02001161,10,5,5
2021,Salford 006,E02001162,7,4,3
2021,Salford 007,E02001163,6,5,1
2021,Salford 008,E02001164,18,9,9
2021,Salford 009,E02001165,3,1,2
2021,Salford 010,E02001166,12,5,7
2021,Salford 011,E02001167,39,19,20
2021,Salford 012,E02001168,12,7,5
2021,Salford 013,E02001169,6,2,4
2021,Salford 014,E02001170,7,3,4
2021,Salford 015,E02001171,4,2,2
2021,Salford 017,E02001173,33,17,16
2021,Salford 018,E02001174,11,4,7
2021,Salford 019,E02001175,8,4,4
2021,Salford 020,E02001176,8,3,5
2021,Salford 021,E02001177,29,12,17
2021,Salford 023,E02001179,29,16,13
2021,Salford 024,E02001180,25,14,11
2021,Salford 025,E02001181,8,3,5
2021,Salford 026,E02001182,13,10,3
2021,Salford 027,E02001183,16,8,8
2021,Salford 029,E02001185,0,0,0
2021,Salford 030,E02001186,4,2,2
2021,Salford 031,E02006957,20,10,10
2021,Salford 032,E02006958,26,8,18
2021,Salford 033,E02006959,113,53,60
2021,Salford 034,E02006960,41,18,23
2021,Salford 035,E02006961,20,14,6
2021,Salford 036,E02006962,25,13,12
2021,Salford 037,E02006963,54,27,27
2021,Stockport 001,E02001187,1,0,1
2021,Stockport 002,E02001188,7,1,6
2021,Stockport 003,E02001189,3,2,1
2021,Stockport 004,E02001190,1,0,1
2021,Stockport 005,E02001191,3,3,0
2021,Stockport 006,E02001192,6,4,2
2021,Stockport 007,E02001193,8,5,3
2021,Stockport 008,E02001194,7,2,5
2021,Stockport 009,E02001195,0,0,0
2021,Stockport 010,E02001196,3,2,1
2021,Stockport 011,E02001197,3,2,1
2021,Stockport 012,E02001198,1,1,0
2021,Stockport 013,E02001199,12,9,3
2021,Stockport 014,E02001200,7,2,5
2021,Stockport 015,E02001201,3,3,0
2021,Stockport 016,E02001202,6,4,2
2021,Stockport 017,E02001203,0,0,0
2021,Stockport 018,E02001204,8,4,4
2021,Stockport 019,E02001205,2,1,1
2021,Stockport 020,E02001206,3,1,2
2021,Stockport 021,E02001207,6,4,2
2021,Stockport 022,E02001208,2,1,1
2021,Stockport 023,E02001209,8,5,3
2021,Stockport 024,E02001210,3,1,2
2021,Stockport 025,E02001211,6,4,2
2021,Stockport 026,E02001212,10,6,4
2021,Stockport 027,E02001213,13,6,7
2021,Stockport 028,E02001214,7,4,3
2021,Stockport 029,E02001215,2,1,1
2021,Stockport 030,E02001216,3,1,2
2021,Stockport 031,E02001217,11,4,7
2021,Stockport 032,E02001218,0,0,0
2021,Stockport 033,E02001219,0,0,0
2021,Stockport 034,E02001220,1,0,1
2021,Stockport 035,E02001221,1,0,1
2021,Stockport 036,E02001222,8,4,4
2021,Stockport 037,E02001223,10,7,3
2021,Stockport 038,E02001224,0,0,0
2021,Stockport 039,E02001225,1,1,0
2021,Stockport 040,E02001226,34,14,20
2021,Stockport 041,E02001227,0,0,0
2021,Stockport 042,E02001228,4,3,1
2021,Tameside 001,E02001229,11,6,5
2021,Tameside 002,E02001230,2,1,1
2021,Tameside 003,E02001231,1,0,1
2021,Tameside 004,E02001232,6,2,4
2021,Tameside 005,E02001233,5,3,2
2021,Tameside 006,E02001234,10,4,6
2021,Tameside 007,E02001235,15,7,8
2021,Tameside 008,E02001236,2,2,0
2021,Tameside 009,E02001237,1,0,1
2021,Tameside 010,E02001238,4,1,3
2021,Tameside 011,E02001239,10,4,6
2021,Tameside 012,E02001240,6,1,5
2021,Tameside 013,E02001241,36,18,18
2021,Tameside 014,E02001242,5,0,5
2021,Tameside 015,E02001243,9,4,5
2021,Tameside 016,E02001244,2,1,1
2021,Tameside 017,E02001245,3,3,0
2021,Tameside 018,E02001246,3,3,0
2021,Tameside 019,E02001247,9,4,5
2021,Tameside 020,E02001248,7,4,3
2021,Tameside 021,E02001249,11,7,4
2021,Tameside 022,E02001250,0,0,0
2021,Tameside 023,E02001251,3,0,3
2021,Tameside 024,E02001252,1,1,0
2021,Tameside 025,E02001253,3,1,2
2021,Tameside 026,E02001254,1,0,1
2021,Tameside 027,E02001255,2,0,2
2021,Tameside 028,E02001256,22,13,9
2021,Tameside 029,E02001257,3,3,0
2021,Tameside 030,E02001258,2,1,1
2021,Trafford 001,E02001259,41,18,23
2021,Trafford 002,E02001260,2,1,1
2021,Trafford 003,E02001261,15,9,6
2021,Trafford 004,E02001262,14,6,8
2021,Trafford 005,E02001263,3,3,0
2021,Trafford 006,E02001264,7,4,3
2021,Trafford 007,E02001265,3,1,2
2021,Trafford 008,E02001266,3,0,3
2021,Trafford 009,E02001267,3,2,1
2021,Trafford 010,E02001268,0,0,0
2021,Trafford 011,E02001269,4,3,1
2021,Trafford 012,E02001270,13,8,5
2021,Trafford 013,E02001271,9,6,3
2021,Trafford 014,E02001272,11,7,4
2021,Trafford 015,E02001273,23,12,11
2021,Trafford 016,E02001274,9,4,5
2021,Trafford 017,E02001275,3,3,0
2021,Trafford 018,E02001276,14,8,6
2021,Trafford 019,E02001277,21,8,13
2021,Trafford 020,E02001278,6,2,4
2021,Trafford 021,E02001279,2,1,1
2021,Trafford 022,E02001280,17,10,7
2021,Trafford 023,E02001281,11,6,5
2021,Trafford 024,E02001282,25,9,16
2021,Trafford 025,E02001283,32,16,16
2021,Trafford 026,E02001284,6,5,1
2021,Trafford 027,E02001285,6,6,0
2021,Trafford 028,E02001286,15,9,6
2021,Wigan 001,E02001287,2,1,1
2021,Wigan 002,E02001288,5,4,1
2021,Wigan 003,E02001289,2,0,2
2021,Wigan 004,E02001290,0,0,0
2021,Wigan 005,E02001291,5,5,0
2021,Wigan 006,E02001292,9,7,2
2021,Wigan 007,E02001293,0,0,0
2021,Wigan 008,E02001294,8,4,4
2021,Wigan 009,E02001295,9,6,3
2021,Wigan 010,E02001296,9,6,3
2021,Wigan 011,E02001297,0,0,0
2021,Wigan 012,E02001298,6,4,2
2021,Wigan 013,E02001299,2,1,1
2021,Wigan 014,E02001300,0,0,0
2021,Wigan 015,E02001301,8,5,3
2021,Wigan 016,E02001302,1,1,0
2021,Wigan 017,E02001303,7,4,3
2021,Wigan 018,E02001304,0,0,0
2021,Wigan 019,E02001305,2,0,2
2021,Wigan 020,E02001306,3,1,2
2021,Wigan 021,E02001307,1,1,0
2021,Wigan 022,E02001308,9,4,5
2021,Wigan 023,E02001309,8,4,4
2021,Wigan 024,E02001310,7,5,2
2021,Wigan 025,E02001311,5,1,4
2021,Wigan 026,E02001312,0,0,0
2021,Wigan 027,E02001313,2,2,0
2021,Wigan 028,E02001314,0,0,0
2021,Wigan 029,E02001315,3,1,2
2021,Wigan 030,E02001316,13,8,5
2021,Wigan 031,E02001317,0,0,0
2021,Wigan 032,E02001318,2,0,2
2021,Wigan 033,E02001319,5,3,2
2021,Wigan 034,E02001320,1,1,0
2021,Wigan 035,E02001321,8,4,4
2021,Wigan 036,E02001322,3,2,1
2021,Wigan 037,E02001323,0,0,0
2021,Wigan 038,E02001324,4,2,2
2021,Wigan 039,E02001325,2,2,0
2021,Wigan 040,E02001326,5,2,3
2021,Birmingham 001,E02001827,2,2,0
2021,Birmingham 002,E02001828,4,3,1
2021,Birmingham 003,E02001829,11,6,5
2021,Birmingham 004,E02001830,11,7,4
2021,Birmingham 005,E02001831,9,6,3
2021,Birmingham 006,E02001832,1,0,1
2021,Birmingham 007,E02001833,8,4,4
2021,Birmingham 008,E02001834,4,2,2
2021,Birmingham 009,E02001835,11,7,4
2021,Birmingham 010,E02001836,13,6,7
2021,Birmingham 011,E02001837,22,12,10
2021,Birmingham 012,E02001838,9,4,5
2021,Birmingham 013,E02001839,6,3,3
2021,Birmingham 014,E02001840,8,4,4
2021,Birmingham 015,E02001841,1,0,1
2021,Birmingham 016,E02001842,11,6,5
2021,Birmingham 017,E02001843,5,4,1
2021,Birmingham 018,E02001844,6,3,3
2021,Birmingham 019,E02001845,14,7,7
2021,Birmingham 020,E02001846,11,3,8
2021,Birmingham 021,E02001847,1,1,0
2021,Birmingham 022,E02001848,10,6,4
2021,Birmingham 023,E02001849,17,10,7
2021,Birmingham 024,E02001850,14,8,6
2021,Birmingham 025,E02001851,5,1,4
2021,Birmingham 026,E02001852,13,5,8
2021,Birmingham 029,E02001855,9,5,4
2021,Birmingham 030,E02001856,23,14,9
2021,Birmingham 031,E02001857,29,18,11
2021,Birmingham 032,E02001858,29,15,14
2021,Birmingham 033,E02001859,54,26,28
2021,Birmingham 034,E02001860,55,25,30
2021,Birmingham 035,E02001861,23,14,9
2021,Birmingham 036,E02001862,42,18,24
2021,Birmingham 037,E02001863,6,2,4
2021,Birmingham 039,E02001865,58,37,21
2021,Birmingham 040,E02001866,38,18,20
2021,Birmingham 041,E02001867,9,5,4
2021,Birmingham 042,E02001868,17,6,11
2021,Birmingham 043,E02001869,8,4,4
2021,Birmingham 044,E02001870,16,9,7
2021,Birmingham 045,E02001871,6,4,2
2021,Birmingham 046,E02001872,6,3,3
2021,Birmingham 047,E02001873,41,16,25
2021,Birmingham 048,E02001874,43,22,21
2021,Birmingham 049,E02001875,31,12,19
2021,Birmingham 050,E02001876,249,129,120
2021,Birmingham 051,E02001877,33,16,17
2021,Birmingham 052,E02001878,45,19,26
2021,Birmingham 053,E02001879,42,14,28
2021,Birmingham 054,E02001880,15,10,5
2021,Birmingham 055,E02001881,31,15,16
2021,Birmingham 056,E02001882,13,6,7
2021,Birmingham 057,E02001883,5,2,3
2021,Birmingham 058,E02001884,20,12,8
2021,Birmingham 060,E02001886,45,24,21
2021,Birmingham 062,E02001888,4,2,2
2021,Birmingham 063,E02001889,26,15,11
2021,Birmingham 064,E02001890,68,36,32
2021,Birmingham 066,E02001892,30,14,16
2021,Birmingham 067,E02001893,10,5,5
2021,Birmingham 069,E02001895,8,6,2
2021,Birmingham 070,E02001896,36,15,21
2021,Birmingham 071,E02001897,25,12,13
2021,Birmingham 072,E02001898,6,3,3
2021,Birmingham 073,E02001899,10,4,6
2021,Birmingham 074,E02001900,32,17,15
2021,Birmingham 075,E02001901,13,5,8
2021,Birmingham 076,E02001902,10,7,3
2021,Birmingham 077,E02001903,16,13,3
2021,Birmingham 078,E02001904,22,14,8
2021,Birmingham 079,E02001905,408,271,137
2021,Birmingham 080,E02001906,10,6,4
2021,Birmingham 081,E02001907,22,12,10
2021,Birmingham 082,E02001908,18,8,10
2021,Birmingham 083,E02001909,30,13,17
2021,Birmingham 084,E02001910,7,4,3
2021,Birmingham 085,E02001911,19,11,8
2021,Birmingham 087,E02001913,134,70,64
2021,Birmingham 088,E02001914,15,6,9
2021,Birmingham 089,E02001915,18,10,8
2021,Birmingham 090,E02001916,22,10,12
2021,Birmingham 092,E02001918,12,6,6
2021,Birmingham 093,E02001919,4,2,2
2021,Birmingham 094,E02001920,3,1,2
2021,Birmingham 095,E02001921,8,5,3
2021,Birmingham 096,E02001922,558,352,206
2021,Birmingham 097,E02001923,25,17,8
2021,Birmingham 098,E02001924,6,2,4
2021,Birmingham 099,E02001925,36,18,18
2021,Birmingham 100,E02001926,60,34,26
2021,Birmingham 101,E02001927,1,1,0
2021,Birmingham 102,E02001928,3,2,1
2021,Birmingham 103,E02001929,4,3,1
2021,Birmingham 104,E02001930,5,4,1
2021,Birmingham 105,E02001931,10,5,5
2021,Birmingham 106,E02001932,1,1,0
2021,Birmingham 107,E02001933,7,5,2
2021,Birmingham 108,E02001934,5,4,1
2021,Birmingham 109,E02001935,8,8,0
2021,Birmingham 110,E02001936,10,6,4
2021,Birmingham 111,E02001937,7,3,4
2021,Birmingham 112,E02001938,1,0,1
2021,Birmingham 113,E02001939,4,3,1
2021,Birmingham 115,E02001941,5,4,1
2021,Birmingham 116,E02001942,4,3,1
2021,Birmingham 117,E02001943,7,2,5
2021,Birmingham 118,E02001944,4,4,0
2021,Birmingham 119,E02001945,2,2,0
2021,Birmingham 120,E02001946,1,1,0
2021,Birmingham 121,E02001947,9,6,3
2021,Birmingham 122,E02001948,1,1,0
2021,Birmingham 123,E02001949,1,1,0
2021,Birmingham 124,E02001950,4,2,2
2021,Birmingham 125,E02001951,3,1,2
2021,Birmingham 126,E02001952,3,1,2
2021,Birmingham 127,E02001953,2,2,0
2021,Birmingham 128,E02001954,6,2,4
2021,Birmingham 129,E02001955,0,0,0
2021,Birmingham 130,E02001956,4,2,2
2021,Birmingham 131,E02001957,2,2,0
2021,Birmingham 132,E02006807,7,3,4
2021,Birmingham 133,E02006809,10,5,5
2021,Birmingham 134,E02006895,160,80,80
2021,Birmingham 135,E02006896,152,92,60
2021,Birmingham 136,E02006897,288,186,102
2021,Birmingham 137,E02006898,56,27,29
2021,Birmingham 138,E02006899,148,82,66
2021,Birmingham 139,E02006900,57,29,28
2021,Birmingham 141,E02007038,17,9,8
2021,Birmingham 142,E02007039,37,15,22
2021,Birmingham 143,E02007040,43,17,26
2021,Coventry 001,E02001958,30,17,13
2021,Coventry 002,E02001959,7,3,4
2021,Coventry 004,E02001961,19,11,8
2021,Coventry 005,E02001962,16,7,9
2021,Coventry 006,E02001963,3,1,2
2021,Coventry 007,E02001964,20,12,8
2021,Coventry 008,E02001965,22,15,7
2021,Coventry 009,E02001966,25,15,10
2021,Coventry 010,E02001967,3,3,0
2021,Coventry 011,E02001968,18,9,9
2021,Coventry 012,E02001969,17,6,11
2021,Coventry 013,E02001970,10,6,4
2021,Coventry 014,E02001971,2,0,2
2021,Coventry 015,E02001972,49,24,25
2021,Coventry 016,E02001973,22,11,11
2021,Coventry 017,E02001974,18,9,9
2021,Coventry 018,E02001975,12,4,8
2021,Coventry 019,E02001976,19,13,6
2021,Coventry 020,E02001977,101,52,49
2021,Coventry 021,E02001978,27,13,14
2021,Coventry 022,E02001979,4,4,0
2021,Coventry 023,E02001980,1,1,0
2021,Coventry 024,E02001981,199,85,114
2021,Coventry 025,E02001982,8,4,4
2021,Coventry 026,E02001983,21,12,9
2021,Coventry 027,E02001984,29,14,15
2021,Coventry 028,E02001985,192,90,102
2021,Coventry 029,E02001986,18,12,6
2021,Coventry 030,E02001987,76,38,38
2021,Coventry 031,E02001988,902,506,396
2021,Coventry 032,E02001989,157,111,46
2021,Coventry 033,E02001990,8,5,3
2021,Coventry 034,E02001991,36,22,14
2021,Coventry 035,E02001992,6,6,0
2021,Coventry 036,E02001993,368,222,146
2021,Coventry 037,E02001994,20,12,8
2021,Coventry 038,E02001995,57,31,26
2021,Coventry 039,E02001996,11,7,4
2021,Coventry 040,E02001997,9,8,1
2021,Coventry 041,E02001998,10,6,4
2021,Coventry 042,E02001999,662,458,204
2021,Coventry 043,E02006805,20,12,8
2021,Dudley 001,E02002000,6,4,2
2021,Dudley 002,E02002001,1,0,1
2021,Dudley 003,E02002002,2,1,1
2021,Dudley 004,E02002003,1,1,0
2021,Dudley 005,E02002004,9,4,5
2021,Dudley 006,E02002005,5,5,0
2021,Dudley 007,E02002006,1,1,0
2021,Dudley 008,E02002007,1,1,0
2021,Dudley 009,E02002008,2,2,0
2021,Dudley 010,E02002009,15,4,11
2021,Dudley 011,E02002010,29,12,17
2021,Dudley 012,E02002011,0,0,0
2021,Dudley 013,E02002012,14,8,6
2021,Dudley 014,E02002013,0,0,0
2021,Dudley 015,E02002014,31,14,17
2021,Dudley 016,E02002015,0,0,0
2021,Dudley 017,E02002016,8,6,2
2021,Dudley 018,E02002017,5,3,2
2021,Dudley 019,E02002018,2,2,0
2021,Dudley 020,E02002019,2,1,1
2021,Dudley 021,E02002020,0,0,0
2021,Dudley 022,E02002021,11,7,4
2021,Dudley 023,E02002022,0,0,0
2021,Dudley 024,E02002023,0,0,0
2021,Dudley 025,E02002024,2,1,1
2021,Dudley 026,E02002025,10,6,4
2021,Dudley 027,E02002026,0,0,0
2021,Dudley 028,E02002027,0,0,0
2021,Dudley 029,E02002028,1,0,1
2021,Dudley 030,E02002029,1,1,0
2021,Dudley 031,E02002030,6,3,3
2021,Dudley 032,E02002031,10,6,4
2021,Dudley 033,E02002032,8,4,4
2021,Dudley 034,E02002033,5,4,1
2021,Dudley 035,E02002034,0,0,0
2021,Dudley 036,E02002035,1,1,0
2021,Dudley 037,E02002036,9,5,4
2021,Dudley 038,E02002037,0,0,0
2021,Dudley 039,E02002038,4,3,1
2021,Dudley 040,E02002039,9,3,6
2021,Dudley 041,E02002040,2,2,0
2021,Dudley 042,E02002041,3,3,0
2021,Dudley 043,E02002042,0,0,0
2021,Sandwell 001,E02002043,7,3,4
2021,Sandwell 002,E02002044,7,5,2
2021,Sandwell 003,E02002045,8,3,5
2021,Sandwell 004,E02002046,3,2,1
2021,Sandwell 005,E02002047,17,11,6
2021,Sandwell 006,E02002048,3,2,1
2021,Sandwell 007,E02002049,7,3,4
2021,Sandwell 009,E02002051,11,6,5
2021,Sandwell 010,E02002052,34,20,14
2021,Sandwell 011,E02002053,9,0,9
2021,Sandwell 012,E02002054,8,3,5
2021,Sandwell 013,E02002055,51,25,26
2021,Sandwell 014,E02002056,8,5,3
2021,Sandwell 015,E02002057,25,14,11
2021,Sandwell 016,E02002058,37,17,20
2021,Sandwell 017,E02002059,62,32,30
2021,Sandwell 018,E02002060,40,20,20
2021,Sandwell 019,E02002061,42,19,23
2021,Sandwell 020,E02002062,66,37,29
2021,Sandwell 021,E02002063,29,14,15
2021,Sandwell 022,E02002064,21,12,9
2021,Sandwell 023,E02002065,119,59,60
2021,Sandwell 024,E02002066,23,11,12
2021,Sandwell 025,E02002067,0,0,0
2021,Sandwell 027,E02002069,8,6,2
2021,Sandwell 028,E02002070,63,27,36
2021,Sandwell 029,E02002071,2,1,1
2021,Sandwell 030,E02002072,18,7,11
2021,Sandwell 031,E02002073,16,8,8
2021,Sandwell 032,E02002074,29,15,14
2021,Sandwell 033,E02002075,6,2,4
2021,Sandwell 034,E02002076,32,16,16
2021,Sandwell 035,E02002077,3,1,2
2021,Sandwell 036,E02002078,9,7,2
2021,Sandwell 037,E02002079,9,8,1
2021,Sandwell 038,E02002080,2,1,1
2021,Sandwell 039,E02006810,25,14,11
2021,Sandwell 040,E02006943,30,13,17
2021,Sandwell 041,E02006944,26,8,18
2021,Solihull 001,E02002081,2,2,0
2021,Solihull 002,E02002082,2,1,1
2021,Solihull 003,E02002083,2,1,1
2021,Solihull 004,E02002084,0,0,0
2021,Solihull 005,E02002085,1,1,0
2021,Solihull 006,E02002086,3,2,1
2021,Solihull 007,E02002087,1,1,0
2021,Solihull 008,E02002088,0,0,0
2021,Solihull 009,E02002089,3,1,2
2021,Solihull 010,E02002090,2,1,1
2021,Solihull 011,E02002091,7,4,3
2021,Solihull 012,E02002092,4,2,2
2021,Solihull 013,E02002093,5,4,1
2021,Solihull 014,E02002094,9,5,4
2021,Solihull 015,E02002095,9,7,2
2021,Solihull 016,E02002096,30,14,16
2021,Solihull 017,E02002097,3,0,3
2021,Solihull 018,E02002098,8,3,5
2021,Solihull 019,E02002099,11,7,4
2021,Solihull 021,E02002101,1,0,1
2021,Solihull 022,E02002102,10,6,4
2021,Solihull 023,E02002103,0,0,0
2021,Solihull 024,E02002104,7,6,1
2021,Solihull 025,E02002105,2,1,1
2021,Solihull 026,E02002106,7,5,2
2021,Solihull 027,E02002107,5,3,2
2021,Solihull 028,E02002108,1,0,1
2021,Solihull 029,E02002109,10,7,3
2021,Solihull 030,E02006808,8,4,4
2021,Walsall 001,E02002110,1,1,0
2021,Walsall 002,E02002111,1,1,0
2021,Walsall 003,E02002112,0,0,0
2021,Walsall 004,E02002113,0,0,0
2021,Walsall 005,E02002114,2,1,1
2021,Walsall 006,E02002115,1,0,1
2021,Walsall 007,E02002116,3,2,1
2021,Walsall 008,E02002117,1,1,0
2021,Walsall 009,E02002118,3,3,0
2021,Walsall 010,E02002119,0,0,0
2021,Walsall 011,E02002120,4,2,2
2021,Walsall 012,E02002121,3,2,1
2021,Walsall 013,E02002122,3,2,1
2021,Walsall 014,E02002123,4,0,4
2021,Walsall 015,E02002124,2,1,1
2021,Walsall 016,E02002125,2,1,1
2021,Walsall 017,E02002126,3,3,0
