"date","geography","geography code","Passports held: Total; measures: Value","Passports held: Europe; measures: Value","Passports held: Europe: United Kingdom; measures: Value","Passports held: Europe: Ireland; measures: Value","Passports held: Europe: Other Europe; measures: Value","Passports held: Europe: Other Europe: EU Member countries; measures: Value","Passports held: Europe: Other Europe: EU Member countries: France; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Germany; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Italy; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Portugal; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Spain; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Lithuania; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Poland; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Romania; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Other EU countries; measures: Value","Passports held: Europe: Other Europe: Rest of Europe; measures: Value","Passports held: Europe: Other Europe: Rest of Europe: Turkey; measures: Value","Passports held: Europe: Other Europe: Rest of Europe: Other Europe; measures: Value","Passports held: Africa; measures: Value","Passports held: Africa: North Africa; measures: Value","Passports held: Africa: Central and Western Africa; measures: Value","Passports held: Africa: South and Eastern Africa; measures: Value","Passports held: Middle East and Asia; measures: Value","Passports held: Middle East and Asia: Middle East; measures: Value","Passports held: Middle East and Asia: Eastern Asia; measures: Value","Passports held: Middle East and Asia: Southern Asia; measures: Value","Passports held: Middle East and Asia: South-East Asia; measures: Value","Passports held: Middle East and Asia: Central Asia; measures: Value","Passports held: The Americas and the Caribbean; measures: Value","Passports held: The Americas and the Caribbean: North America and the Caribbean; measures: Value","Passports held: The Americas and the Caribbean: Central and South America; measures: Value","Passports held: Antarctica and Oceania, including Australasia; measures: Value","Passports held: British Overseas Territories; measures: Value","Passports held: No passport held; measures: Value"
"2021","Birmingham","E08000025",1144919,945341,854433,10339,80569,75565,3295,2232,10362,3742,5343,1660,10258,12483,26190,5004,415,4589,11953,2679,5893,3381,41614,3030,5159,31109,2235,81,5193,4167,1026,468,36,140314
"2021","Coventry","E08000026",345321,278464,237907,3792,36765,35336,1054,1158,3358,1891,1036,979,9221,8040,8599,1429,527,902,6452,734,3981,1737,15193,866,2665,10566,1054,42,1040,635,405,150,9,44013
"2021","Dudley","E08000027",323486,255971,247650,740,7581,7310,205,205,1019,368,311,283,1876,1264,1779,271,20,251,881,76,454,351,3200,251,203,2511,230,5,513,413,100,39,3,62879
"2021","Sandwell","E08000028",341834,261062,232884,1031,27147,26391,351,557,5736,2172,1323,939,6856,2829,5628,756,110,646,3159,181,2261,717,14818,381,276,13887,274,0,1462,1167,295,38,15,61280
"2021","Solihull","E08000029",216239,187778,181163,2216,4399,4113,348,213,330,211,259,91,872,654,1135,286,91,195,535,155,128,252,2907,107,570,1969,254,7,472,290,182,129,1,24417
"2021","Walsall","E08000030",284123,219953,205088,816,14049,13744,197,225,2562,463,702,393,3911,2225,3066,305,25,280,1860,166,1152,542,6311,87,167,5827,228,2,493,424,69,36,3,55467
"2021","Wolverhampton","E08000031",263727,200357,177693,864,21800,21450,244,396,4584,1532,827,1861,3660,3745,4601,350,26,324,3602,265,2485,852,9824,269,222,8910,420,3,926,820,106,54,11,48953
"2021","Peterborough","E06000031",215675,174948,137032,758,37158,36659,244,227,1723,4385,439,8946,8910,3753,8032,499,96,403,1836,263,905,668,4935,193,178,4058,499,7,1218,750,468,102,5,32631
"2021","Luton","E06000032",225261,188310,151609,3784,32917,31731,579,514,3669,1177,1449,1297,9475,8626,4945,1186,135,1051,3697,474,2082,1141,12186,164,208,11343,461,10,966,801,165,57,2,20043
"2021","Southend-on-Sea","E06000033",180687,153192,144010,1108,8074,7614,250,267,680,602,367,475,1761,967,2245,460,107,353,1205,130,436,639,2125,85,177,1308,551,4,463,336,127,157,2,23543
"2021","Thurrock","E06000034",175994,150012,131039,970,18003,17428,294,286,694,575,276,3617,3188,5666,2832,575,75,500,3013,107,2365,541,2224,35,102,1833,244,10,418,295,123,57,1,20269
"2021","Bedford","E06000055",185235,157708,137347,1206,19155,18633,332,357,3210,696,465,1344,5967,3251,3011,522,84,438,1545,135,756,654,3411,72,196,2875,264,4,713,521,192,128,1,21729
"2021","Central Bedfordshire","E06000056",294252,254773,238591,2519,13663,13196,469,387,1084,564,532,585,3689,3417,2469,467,90,377,1279,116,531,632,2331,126,485,1320,393,7,741,574,167,268,2,34858
"2021","Cambridge","E07000008",145676,118418,93080,1532,23806,22321,1556,1672,3262,2216,2451,857,3029,1413,5865,1485,408,1077,1346,340,491,515,9709,539,3939,3226,1940,65,3958,3082,876,849,0,11396
"2021","East Cambridgeshire","E07000009",87761,72972,67817,485,4670,4559,181,164,244,434,173,542,1369,574,878,111,32,79,273,17,64,192,491,14,143,206,125,3,1156,1058,98,104,0,12765
"2021","Fenland","E07000010",102462,79111,68824,270,10017,9880,45,86,123,411,48,4022,2026,560,2559,137,34,103,198,14,73,111,284,21,69,96,97,1,225,182,43,42,0,22602
"2021","Huntingdonshire","E07000011",180834,151957,141620,817,9520,9216,220,304,558,636,325,1099,3049,1148,1877,304,108,196,710,43,248,419,1346,38,183,725,394,6,2307,2178,129,148,0,24366
"2021","South Cambridgeshire","E07000012",162118,140197,129674,1037,9486,9023,629,522,1053,598,617,437,1493,900,2774,463,151,312,863,162,247,454,2818,133,721,1493,457,14,1270,990,280,309,0,16661
"2021","Basildon","E07000066",187571,159619,150367,1040,8212,7874,170,197,402,319,194,1135,1103,2736,1618,338,95,243,1631,94,998,539,1943,45,125,1443,327,3,520,335,185,112,2,23744
"2021","Braintree","E07000067",155270,131787,126323,797,4667,4519,146,118,241,430,176,273,1544,706,885,148,78,70,401,34,157,210,504,15,73,209,203,4,271,204,67,100,0,22207
"2021","Brentwood","E07000068",77043,69786,66502,716,2568,2375,169,86,230,138,161,190,288,465,648,193,67,126,334,32,151,151,792,16,144,504,123,5,201,150,51,94,0,5836
"2021","Castle Point","E07000069",89589,78726,77273,374,1079,979,40,57,64,75,51,111,130,180,271,100,55,45,127,5,73,49,266,39,21,121,84,1,79,63,16,29,0,10362
"2021","Chelmsford","E07000070",181521,159195,151017,1222,6956,6581,304,254,724,450,377,262,1037,1567,1606,375,126,249,1198,148,645,405,2559,71,337,1772,351,28,498,344,154,175,2,17894
"2021","Colchester","E07000071",192716,161799,150341,1142,10316,9820,458,393,771,345,477,821,1827,2417,2311,496,145,351,1399,165,839,395,3395,231,712,1814,624,14,781,541,240,208,0,25134
"2021","Epping Forest","E07000072",134977,122420,114106,1129,7185,6509,243,160,603,227,215,780,915,1652,1714,676,302,374,484,42,208,234,889,30,145,505,197,12,465,340,125,154,0,10565
"2021","Harlow","E07000073",93326,77807,68709,524,8574,8228,119,166,573,295,208,733,1957,2206,1971,346,163,183,1201,99,744,358,1392,22,72,1030,265,3,267,183,84,41,0,12618
"2021","Maldon","E07000074",66212,57664,56546,307,811,762,40,48,41,36,49,18,168,110,252,49,14,35,69,5,10,54,138,1,31,45,60,1,79,58,21,46,0,8216
"2021","Rochford","E07000075",85656,76480,75451,321,708,666,34,54,53,41,53,43,107,77,204,42,12,30,121,8,31,82,168,8,23,81,54,2,86,75,11,44,0,8757
"2021","Tendring","E07000076",148294,117906,115084,684,2138,2056,68,125,102,48,69,179,557,278,630,82,28,54,189,14,55,120,372,10,88,151,121,2,170,141,29,65,0,29592
"2021","Uttlesford","E07000077",91341,82327,78760,588,2979,2879,172,199,288,296,171,78,613,334,728,100,43,57,210,27,36,147,342,4,84,150,102,2,244,174,70,142,0,8076
"2021","Broxbourne","E07000095",99008,88797,79776,902,8119,7383,146,132,1654,246,216,482,1643,1380,1484,736,485,251,749,32,488,229,485,30,64,265,117,9,337,207,130,66,0,8574
"2021","Dacorum","E07000096",155081,136092,126146,1451,8495,8110,349,272,700,396,276,229,1381,2479,2028,385,82,303,888,61,426,401,1368,59,165,908,232,4,650,383,267,218,0,15865
"2021","Hertsmere","E07000098",107829,97683,86885,1548,9250,8730,335,260,663,475,306,249,1056,3319,2067,520,116,404,902,38,546,318,1477,172,261,724,313,7,586,418,168,101,0,7080
"2021","North Hertfordshire","E07000099",133206,115953,110197,1108,4648,4446,338,257,719,165,275,175,937,417,1163,202,54,148,590,60,221,309,1140,33,197,711,189,10,533,382,151,172,0,14818
"2021","Three Rivers","E07000102",93770,84849,78435,1283,5131,4856,242,181,324,884,177,173,645,1269,961,275,64,211,354,36,106,212,1321,43,178,929,164,7,413,296,117,160,0,6673
"2021","Watford","E07000103",102244,88145,73313,1538,13294,12780,445,276,1297,1149,501,282,2248,3974,2608,514,111,403,1385,190,720,475,4703,118,267,3769,542,7,720,324,396,127,1,7163
"2021","Breckland","E07000143",141468,109905,99654,396,9855,9715,67,137,131,1970,96,1960,3016,827,1511,140,57,83,174,7,34,133,359,30,83,122,122,2,1040,899,141,66,0,29924
"2021","Broadland","E07000144",131726,109611,106975,316,2320,2227,67,130,103,173,65,256,395,343,695,93,25,68,226,32,87,107,392,14,95,106,175,2,197,161,36,85,1,21214
"2021","Great Yarmouth","E07000145",99745,73511,66977,235,6299,6206,40,66,99,2187,36,1743,580,538,917,93,18,75,173,46,75,52,772,16,36,544,175,1,180,133,47,26,0,25083
"2021","King's Lynn and West Norfolk","E07000146",154325,117785,108164,425,9196,9017,71,125,149,675,115,3605,1246,696,2335,179,63,116,322,71,123,128,1160,24,83,673,377,3,1573,1494,79,63,0,33422
"2021","North Norfolk","E07000147",102982,77668,75866,262,1540,1463,56,91,57,84,43,147,394,159,432,77,28,49,72,8,3,61,143,6,45,37,55,0,156,137,19,74,1,24868
"2021","Norwich","E07000148",143922,111994,99543,648,11803,11387,317,322,633,1055,611,1814,2179,1428,3028,416,111,305,1019,162,512,345,3605,339,949,1709,593,15,879,566,313,132,0,26293
"2021","South Norfolk","E07000149",141946,116424,112727,349,3348,3204,122,154,139,270,116,203,788,438,974,144,41,103,433,74,114,245,740,57,165,337,174,7,393,325,68,133,1,23822
"2021","Babergh","E07000200",92341,76992,75005,283,1704,1607,104,75,90,81,55,77,419,241,465,97,57,40,144,7,38,99,199,4,36,82,77,0,217,184,33,70,0,14719
"2021","Ipswich","E07000202",139646,109348,95027,449,13872,13517,118,160,431,1931,253,2154,2693,3503,2274,355,124,231,782,110,313,359,2196,123,237,1399,428,9,523,360,163,66,10,26721
"2021","Mid Suffolk","E07000203",102699,83991,82155,280,1556,1486,49,98,74,108,45,111,345,201,455,70,15,55,122,6,20,96,207,1,44,83,78,1,463,440,23,96,0,17820
"2021","St Albans","E07000240",148169,135124,124990,2084,8050,7530,590,384,1099,421,771,153,1137,784,2191,520,89,431,902,144,238,520,1689,111,510,790,262,16,886,642,244,458,0,9110
"2021","Welwyn Hatfield","E07000241",119836,102722,91454,1154,10114,9701,233,215,671,606,379,292,2405,2700,2200,413,86,327,1977,67,1281,629,3334,141,447,2293,436,17,547,377,170,155,0,11101
"2021","East Hertfordshire","E07000242",150154,135578,127190,1305,7083,6798,297,214,1175,761,453,216,1138,863,1681,285,87,198,476,53,121,302,762,28,221,330,181,2,554,351,203,170,1,12613
"2021","Stevenage","E07000243",89495,74530,68638,641,5251,5061,159,180,307,242,196,188,1227,1457,1105,190,60,130,888,100,453,335,1818,40,100,1095,579,4,261,170,91,37,0,11961
"2021","East Suffolk","E07000244",246058,195392,189638,713,5041,4876,180,242,184,669,153,417,788,813,1430,165,55,110,339,15,79,245,799,22,183,359,231,4,541,460,81,160,1,48826
"2021","West Suffolk","E07000245",179953,138263,127905,859,9499,9201,237,229,370,1160,197,793,3055,1320,1840,298,93,205,481,52,122,307,1366,27,188,668,478,5,11247,11052,195,162,1,28433
"2021","City of London","E09000001",8582,7220,5465,129,1626,1445,201,128,257,71,168,23,112,47,438,181,28,153,68,28,14,26,637,40,341,145,103,8,321,236,85,139,1,196
"2021","Barking and Dagenham","E09000002",218869,180240,141959,1182,37099,35559,929,682,3562,2711,1131,6408,2365,11256,6515,1540,187,1353,6491,249,5289,953,9678,87,303,8805,458,25,903,626,277,60,0,21497
"2021","Barnet","E09000003",389348,346934,282058,5787,59089,54320,2529,1612,5557,3768,2771,1317,7639,13297,15830,4769,1042,3727,4785,852,2430,1503,16093,3313,4290,5336,2962,192,3904,2184,1720,840,3,16789
"2021","Bexley","E09000004",246467,213996,197062,2052,14882,13988,714,545,1439,789,594,1498,1976,2668,3765,894,199,695,4703,105,4012,586,4358,64,653,3082,468,91,874,528,346,181,2,22353
"2021","Brent","E09000005",339808,293498,217300,7208,68990,66733,2859,1323,6976,14218,3883,915,7251,17849,11459,2257,299,1958,3900,1248,1776,876,21387,1748,1396,15663,2529,51,5725,2541,3184,793,2,14503
"2021","Bromley","E09000006",329993,294887,271017,3486,20384,18754,1391,835,2434,1404,1429,1310,2507,2191,5253,1630,405,1225,2766,233,1674,859,6213,174,1367,3439,1201,32,2620,1525,1095,689,1,22817
"2021","Camden","E09000007",210136,180900,146556,3862,30482,27613,5594,2101,4836,1692,2668,473,1562,993,7694,2869,585,2284,1818,561,589,668,11317,1273,4662,2754,2517,111,6799,5203,1596,1823,4,7475
"2021","Croydon","E09000008",390714,336706,291151,3830,41725,40076,2368,1546,4968,4836,3618,1174,7845,5115,8606,1649,298,1351,7968,351,5585,2032,11448,335,1061,8937,1062,53,5462,3511,1951,532,8,28590
"2021","Ealing","E09000009",367114,315248,244675,6649,63924,60812,3186,1639,6726,9113,3201,1337,18242,5400,11968,3112,373,2739,3186,1114,1059,1013,26580,2427,4209,18104,1789,51,3793,2293,1500,1130,6,17171
"2021","Enfield","E09000010",329984,297627,243478,4224,49925,43125,1167,728,4249,2124,1996,959,5998,6620,19284,6800,3734,3066,5390,372,3535,1483,4271,405,637,2324,849,56,2498,1653,845,366,4,19828
"2021","Greenwich","E09000011",289068,238088,196790,3535,37763,35135,2564,1434,4096,2560,2652,3184,3263,5401,9981,2628,559,2069,9604,344,7817,1443,11955,286,2162,8008,1389,110,3678,2196,1482,807,1,24935
"2021","Hackney","E09000012",259145,229278,190520,4337,34421,31248,4152,1857,5175,2915,4082,569,3377,1134,7987,3173,1650,1523,4222,409,3203,610,4843,795,1502,1758,735,53,6328,4548,1780,2911,1,11562
"2021","Hammersmith and Fulham","E09000013",183158,160583,124799,3818,31966,29573,5387,1384,5972,2043,3883,564,2106,1078,7156,2393,477,1916,1964,655,552,757,6830,825,2573,1328,2029,75,4639,3074,1565,2051,3,7088
"2021","Haringey","E09000014",264240,238350,180026,4206,54118,49942,2435,1273,6542,2804,6360,1059,7496,6286,15687,4176,1806,2370,3594,466,2216,912,4208,557,1254,1501,826,70,5747,2805,2942,1002,5,11334
"2021","Harrow","E09000015",261204,229963,184196,4126,41641,40347,1536,1374,1806,2061,898,525,3788,22026,6333,1294,179,1115,1932,373,788,771,16356,513,732,14108,980,23,1551,1018,533,260,8,11134
"2021","Havering","E09000016",262050,230399,207774,2363,20262,18994,472,369,1054,899,658,3427,1891,6707,3517,1268,201,1067,2690,173,1830,687,4247,128,378,3028,684,29,776,518,258,147,4,23787
"2021","Hillingdon","E09000017",305910,259736,221038,4244,34454,32859,1203,1394,2813,5474,1172,1267,6397,6382,6757,1595,285,1310,2494,432,916,1146,20071,607,1042,17347,1014,61,1793,1203,590,334,0,21482
"2021","Hounslow","E09000018",288181,239084,186843,3196,49045,46534,1715,1095,3395,10537,2059,1655,11223,6577,8278,2511,447,2064,2939,1002,907,1030,25214,693,981,22032,1446,62,2454,1518,936,697,1,17792
"2021","Islington","E09000019",216586,188988,153742,5092,30154,27276,4571,1633,5444,1695,3487,427,1583,1049,7387,2878,994,1884,1907,466,806,635,5946,487,2524,1649,1214,72,5811,4126,1685,3171,6,10757
"2021","Kensington and Chelsea","E09000020",143375,123743,92446,2203,29094,26060,5632,1823,5456,1590,3246,304,824,678,6507,3034,636,2398,1383,628,307,448,6871,1097,2718,1088,1856,112,6163,4917,1246,1307,0,3908
"2021","Kingston upon Thames","E09000021",168066,147771,127424,2000,18347,16740,1166,1563,2073,1282,1098,630,2372,1190,5366,1607,524,1083,1391,322,289,780,7311,661,2949,2518,1132,51,1669,954,715,515,5,9404
"2021","Lambeth","E09000022",317654,280887,228734,5458,46695,44898,4239,1692,6988,9212,8582,625,4605,1492,7463,1797,338,1459,5302,452,3618,1232,5472,448,1982,1714,1256,72,8711,4505,4206,2586,6,14690
"2021","Lewisham","E09000023",300553,259712,218043,3921,37748,35662,3274,1566,5354,2505,5671,1487,3774,3783,8248,2086,437,1649,6773,438,5352,983,6470,222,1935,2748,1494,71,6356,4072,2284,990,4,20248
"2021","Merton","E09000024",215187,187907,151930,3403,32574,30485,1805,1687,3592,2570,2335,837,6799,3169,7691,2089,612,1477,3343,289,1522,1532,7669,232,1981,4410,982,64,3194,1567,1627,940,0,12134
"2021","Newham","E09000025",351036,290705,215348,1941,73416,70787,2493,1127,12247,6084,4470,7045,4235,20081,13005,2629,331,2298,6826,640,4670,1516,30428,367,2510,25020,2357,174,3767,1847,1920,498,4,18808
"2021","Redbridge","E09000026",310260,269406,224798,2466,42142,39914,1646,1274,5973,2159,1582,3528,2505,14460,6787,2228,290,1938,2886,378,1523,985,21405,220,518,19909,726,32,1312,869,443,298,1,14952
"2021","Richmond upon Thames","E09000027",195279,177800,154737,3721,19342,16688,1312,1660,2354,965,1448,474,2162,858,5455,2654,1371,1283,1224,212,213,799,3779,360,1339,1451,579,50,3020,2079,941,1358,0,8098
"2021","Southwark","E09000028",307638,264362,218332,4733,41297,39019,4303,1995,6854,2797,9222,927,2634,1615,8672,2278,464,1814,8238,594,6574,1070,8826,462,3350,2617,2292,105,8382,4376,4006,1865,1,15964
"2021","Sutton","E09000029",209639,184008,163866,2265,17877,16509,879,1128,1700,1431,908,683,3293,1875,4612,1368,472,896,1884,186,805,893,6869,210,1431,4430,769,29,1251,585,666,323,0,15304
"2021","Tower Hamlets","E09000030",310309,264196,211534,3069,49593,46015,4911,2042,13788,2816,4899,1791,2664,2626,10478,3578,765,2813,2856,738,1189,929,22400,603,4960,14136,2417,284,5146,3155,1991,2172,4,13535
"2021","Waltham Forest","E09000031",278430,248676,198787,3168,46721,43728,1854,868,3706,2125,2531,2981,5620,12434,11609,2993,756,2237,3525,639,1871,1015,6552,135,778,4711,849,79,2875,1860,1015,782,1,16019
"2021","Wandsworth","E09000032",327505,291272,237835,6746,46691,43334,5170,2990,8189,3172,5262,885,5187,1647,10832,3357,974,2383,3827,595,1125,2107,8332,758,2060,3326,2073,115,6962,4262,2700,3641,3,13468
"2021","Westminster","E09000033",204237,172580,129782,2829,39969,35837,6130,2343,6868,2728,4169,527,1553,1365,10154,4132,879,3253,2408,1129,612,667,13105,1881,4676,3396,2940,212,8387,6306,2081,1885,1,5871
"2021","Medway","E06000035",279777,232168,216377,1581,14210,13695,454,372,710,640,395,1300,2445,2442,4937,515,186,329,2679,123,1987,569,3029,60,325,2228,405,11,856,583,273,192,3,40850
"2021","Bracknell Forest","E06000036",124604,109241,100816,776,7649,7231,314,285,543,545,362,314,1508,1206,2154,418,26,392,1021,80,314,627,2500,64,246,1896,281,13,527,311,216,146,0,11169
"2021","West Berkshire","E06000037",161452,138247,130581,1046,6620,6258,292,257,419,668,315,154,1563,965,1625,362,122,240,699,63,121,515,1999,56,252,1437,239,15,689,427,262,210,0,19608
"2021","Reading","E06000038",174223,139961,116343,1640,21978,20760,836,593,1920,2331,1297,504,5029,3099,5151,1218,348,870,3080,417,1508,1155,11534,515,1387,8799,762,71,1493,861,632,250,3,17902
"2021","Slough","E06000039",158500,132474,107942,922,23610,23042,567,602,1769,1787,774,512,9529,3729,3773,568,27,541,1841,385,629,827,12216,195,174,11250,586,11,498,378,120,63,0,11408
"2021","Windsor and Maidenhead","E06000040",153492,137307,124734,1644,10929,10228,790,521,1199,934,834,242,2172,897,2639,701,171,530,1064,181,144,739,3105,107,510,2079,396,13,1254,865,389,508,5,10249
"2021","Wokingham","E06000041",177502,157927,148472,1240,8215,7665,477,466,719,568,432,212,1299,1143,2349,550,222,328,1455,184,332,939,4292,240,993,2680,356,23,689,440,249,233,0,12906
"2021","Milton Keynes","E06000042",287063,241069,209780,2355,28934,27848,912,1336,2749,1177,1524,1791,5547,6189,6623,1086,261,825,5353,227,3384,1742,7441,344,945,5540,599,13,1248,762,486,229,0,31723
"2021","Brighton and Hove","E06000043",277107,245935,220621,2713,22601,21099,1799,1247,3601,1020,2550,667,2504,1086,6625,1502,475,1027,1646,515,575,556,4713,866,1544,1461,804,38,2134,1248,886,702,6,21971
"2021","Portsmouth","E06000044",208005,173026,157826,768,14432,13911,496,321,862,1027,710,698,3038,3076,3683,521,135,386,2285,252,1337,696,3951,365,667,2098,803,18,891,582,309,170,7,27675
"2021","Southampton","E06000045",248921,203115,171876,1238,30001,29151,552,547,1434,2530,1220,859,12393,3625,5991,850,214,636,2331,383,996,952,8256,718,2288,3700,1519,31,1099,596,503,213,10,33897
"2021","Isle of Wight","E06000046",140463,110537,107416,515,2606,2498,164,225,181,105,126,36,662,305,694,108,35,73,242,36,64,142,561,9,82,159,310,1,308,270,38,111,3,28701
"2021","Buckinghamshire","E06000060",553081,490662,458575,4553,27534,26486,1336,1150,2143,1799,1279,751,6789,5080,6159,1048,177,871,2799,196,753,1850,7972,211,927,5857,957,20,2718,1963,755,898,1,48031
"2021","Eastbourne","E07000061",101686,84975,77138,654,7183,6855,249,211,538,1179,420,222,1498,822,1716,328,74,254,468,103,173,192,1072,99,160,498,307,8,396,204,192,91,0,14684
"2021","Hastings","E07000062",90992,72158,67539,486,4133,3917,164,159,262,118,148,199,585,787,1495,216,77,139,348,47,132,169,704,69,133,316,184,2,305,242,63,142,1,17334
"2021","Lewes","E07000063",99905,86931,83452,557,2922,2789,226,215,282,156,175,110,490,231,904,133,23,110,239,42,66,131,454,48,113,145,146,2,315,225,90,121,0,11845
"2021","Rother","E07000064",93109,78605,76397,460,1748,1635,147,164,175,49,93,37,229,207,534,113,26,87,229,11,78,140,337,17,101,101,115,3,260,213,47,91,0,13587
"2021","Wealden","E07000065",160152,139563,135281,723,3559,3357,253,317,274,206,195,81,479,382,1170,202,43,159,267,20,46,201,544,24,145,192,177,6,408,347,61,214,0,19156
"2021","Basingstoke and Deane","E07000084",185155,156756,146492,948,9316,9001,315,249,719,684,375,269,2828,1386,2176,315,111,204,1172,175,340,657,3988,38,341,3062,525,22,665,378,287,153,1,22420
"2021","East Hampshire","E07000085",125743,110140,106036,508,3596,3453,191,182,184,175,199,82,901,593,946,143,32,111,378,11,35,332,533,33,96,217,186,1,353,254,99,188,0,14151
"2021","Eastleigh","E07000086",136439,118403,113988,469,3946,3809,200,148,246,279,175,81,1187,507,986,137,41,96,494,40,141,313,1105,40,220,658,179,8,320,212,108,105,1,16011
"2021","Fareham","E07000087",114514,100664,98497,313,1854,1761,115,93,123,154,89,51,298,249,589,93,19,74,229,10,57,162,466,26,101,208,128,3,234,184,50,76,0,12845
"2021","Gosport","E07000088",81952,66286,64399,191,1696,1605,64,87,56,87,66,72,495,226,452,91,44,47,160,17,56,87,271,15,57,95,100,4,286,247,39,101,0,14848
"2021","Hart","E07000089",99407,89829,86209,577,3043,2916,180,200,315,234,147,62,486,366,926,127,20,107,451,11,50,390,969,33,123,676,129,8,298,226,72,172,0,7688
"2021","Havant","E07000090",124208,102996,100388,330,2278,2193,94,120,114,117,78,75,410,612,573,85,24,61,232,17,68,147,444,33,86,198,126,1,202,151,51,57,0,20277
"2021","New Forest","E07000091",175786,150904,146825,563,3516,3349,200,208,235,217,238,108,787,386,970,167,51,116,361,16,54,291,447,12,139,130,163,3,321,248,73,212,0,23541
"2021","Rushmoor","E07000092",99758,80315,74964,441,4910,4663,169,282,303,386,198,123,1026,1003,1173,247,89,158,549,28,226,295,6950,24,128,6553,230,15,339,236,103,223,1,11381
"2021","Test Valley","E07000093",130493,112072,106839,417,4816,4643,171,193,204,574,172,141,1426,470,1292,173,45,128,506,31,131,344,1053,46,191,611,199,6,357,264,93,165,1,16339
"2021","Winchester","E07000094",127441,111875,107524,623,3728,3450,262,230,331,277,224,53,650,302,1121,278,53,225,390,40,52,298,1369,39,348,715,263,4,525,427,98,262,2,13018
"2021","Ashford","E07000105",132745,110363,104811,644,4908,4687,469,164,249,196,145,262,1237,590,1375,221,54,167,930,58,475,397,3062,40,126,2695,198,3,343,261,82,138,0,17909
"2021","Canterbury","E07000106",157430,133971,125682,970,7319,6856,541,376,651,280,399,189,782,1220,2418,463,164,299,1013,199,438,376,2043,226,613,834,358,12,685,525,160,171,5,19542
"2021","Dartford","E07000107",116751,100121,91813,777,7531,7188,297,258,511,375,263,805,1464,1383,1832,343,81,262,2006,85,1536,385,2179,40,253,1684,191,11,399,235,164,80,0,11966
"2021","Dover","E07000108",116411,96391,92099,419,3873,3763,227,197,194,138,92,237,720,318,1640,110,40,70,195,14,73,108,726,33,82,494,115,2,230,176,54,118,0,18751
"2021","Gravesham","E07000109",106894,89700,80274,638,8788,8570,229,210,545,359,125,1431,1697,1777,2197,218,43,175,1117,22,849,246,2184,40,69,1945,130,0,316,165,151,78,2,13497
"2021","Maidstone","E07000110",175785,150124,138614,773,10737,10188,353,204,424,521,235,857,2232,1950,3412,549,98,451,922,93,416,413,2635,54,142,2251,183,5,448,322,126,162,4,21490
"2021","Sevenoaks","E07000111",120515,106840,102019,824,3997,3745,300,287,340,173,192,162,673,423,1195,252,24,228,586,17,135,434,745,21,225,299,189,11,467,366,101,265,0,11612
"2021","Folkestone and Hythe","E07000112",109758,91493,87700,555,3238,3089,295,167,164,122,108,146,402,367,1318,149,46,103,228,29,73,126,1888,30,81,1661,113,3,207,152,55,106,0,15836
"2021","Swale","E07000113",151677,123875,117622,633,5620,5459,146,107,146,137,83,758,1179,1200,1703,161,57,104,533,18,316,199,480,26,92,256,103,3,239,198,41,88,1,26461
"2021","Thanet","E07000114",140587,114325,107404,774,6147,5847,202,235,253,126,123,424,1264,397,2823,300,130,170,438,110,199,129,821,34,142,470,172,3,333,277,56,133,0,24537
"2021","Tonbridge and Malling","E07000115",132202,115051,110916,668,3467,3270,224,167,277,133,138,162,547,454,1168,197,62,135,405,16,76,313,825,10,174,514,120,7,348,267,81,183,6,15384
"2021","Tunbridge Wells","E07000116",115308,100692,94558,678,5456,5230,365,175,374,292,244,158,1138,721,1763,226,47,179,523,52,135,336,1280,38,247,765,217,13,430,330,100,254,1,12128
"2021","Cherwell","E07000177",161015,135305,120859,910,13536,12947,391,278,818,1027,581,217,3987,2349,3299,589,72,517,752,80,236,436,2253,106,611,1154,381,1,1504,1084,420,269,8,20924
"2021","Oxford","E07000178",162044,134124,110302,1682,22140,20635,1246,1685,2509,3467,1924,523,2831,1793,4657,1505,276,1229,1891,385,568,938,8406,597,2839,3688,1225,57,4089,2848,1241,785,6,12743
"2021","South Oxfordshire","E07000179",149085,130036,121952,1039,7045,6751,430,394,456,509,407,195,1717,777,1866,294,43,251,613,35,101,477,1187,70,268,579,258,12,899,642,257,333,0,16017
"2021","Vale of White Horse","E07000180",138911,118521,110817,839,6865,6503,610,510,653,525,463,189,1042,669,1842,362,74,288,685,60,212,413,1744,110,588,763,274,9,1106,757,349,327,1,16527
"2021","West Oxfordshire","E07000181",114235,97363,92270,603,4490,4327,182,226,288,442,232,89,1088,615,1165,163,32,131,358,19,44,295,487,22,144,162,156,3,640,498,142,218,0,15169
"2021","Elmbridge","E07000207",138750,125922,114830,1891,9201,8465,655,592,1029,571,431,290,1376,561,2960,736,189,547,1057,96,117,844,1871,167,782,515,383,24,1545,1192,353,581,2,7772
"2021","Epsom and Ewell","E07000208",80938,73356,67263,854,5239,4989,275,282,726,766,311,233,647,517,1232,250,93,157,616,63,106,447,1513,74,454,701,280,4,548,216,332,151,0,4754
