date,geography,geography code,Year of arrival in the UK: Total: All usual residents; measures: Value,Year of arrival in the UK: Born in the UK; measures: Value,Year of arrival in the UK: Arrived before 1951; measures: Value,Year of arrival in the UK: Arrived 1951 to 1960; measures: Value,Year of arrival in the UK: Arrived 1961 to 1970; measures: Value,Year of arrival in the UK: Arrived 1971 to 1980; measures: Value,Year of arrival in the UK: Arrived 1981 to 1990; measures: Value,Year of arrival in the UK: Arrived 1991 to 2000; measures: Value,Year of arrival in the UK: Arrived 2001 to 2010; measures: Value,Year of arrival in the UK: Arrived 2011 to 2013; measures: Value,Year of arrival in the UK: Arrived 2014 to 2016; measures: Value,Year of arrival in the UK: Arrived 2017 to 2019; measures: Value,Year of arrival in the UK: Arrived 2020 to 2021; measures: Value
2021,Dudley 015D,E01009890,1850,1541,1,5,9,11,16,48,91,28,63,26,11
2021,Dudley 016A,E01009749,2375,2259,0,3,14,6,5,14,36,10,8,15,5
2021,Dudley 016B,E01009750,1484,1412,0,2,1,4,2,8,20,6,14,11,4
2021,Dudley 016C,E01009823,1303,1277,1,2,3,4,3,3,6,3,0,1,0
2021,Dudley 016D,E01009824,1896,1833,1,1,5,2,2,10,15,4,10,7,6
2021,Dudley 017A,E01009751,1512,1400,2,6,7,5,6,9,31,12,12,20,2
2021,Dudley 017B,E01009752,1643,1533,0,3,2,5,8,8,42,10,20,9,3
2021,Dudley 017C,E01009753,1593,1486,0,1,1,2,4,12,33,16,18,16,4
2021,Dudley 017D,E01009754,1719,1563,0,3,9,9,5,13,47,22,6,24,18
2021,Dudley 017E,E01009841,1582,1374,1,4,11,8,6,13,75,16,29,39,6
2021,Dudley 018A,E01009840,1512,1064,0,9,42,46,19,58,102,24,51,76,21
2021,Dudley 018B,E01009842,1532,1316,0,3,19,14,12,21,39,28,28,25,27
2021,Dudley 018C,E01009843,1489,1401,0,2,4,9,1,7,15,12,16,17,5
2021,Dudley 018D,E01009871,1989,1825,2,3,12,9,9,9,51,12,26,25,6
2021,Dudley 018E,E01009875,1550,1439,0,1,6,4,5,12,32,8,28,9,6
2021,Dudley 019A,E01009825,1437,1409,0,4,5,3,2,7,3,0,4,0,0
2021,Dudley 019B,E01009826,1429,1405,1,0,6,3,0,4,7,3,0,0,0
2021,Dudley 019C,E01009827,1620,1588,1,2,3,10,4,6,3,1,1,1,0
2021,Dudley 019D,E01009828,1292,1251,0,6,2,1,4,4,11,2,6,5,0
2021,Dudley 019E,E01009829,1492,1466,0,2,4,5,0,4,4,0,1,5,1
2021,Dudley 019F,E01009830,1660,1620,1,2,5,8,4,2,4,0,6,3,5
2021,Dudley 020A,E01009872,1351,1230,0,1,10,7,6,13,45,9,14,8,8
2021,Dudley 020B,E01009873,1537,1426,0,4,7,13,3,26,15,12,13,16,2
2021,Dudley 020C,E01009874,1610,1500,0,1,9,5,4,8,52,12,9,8,2
2021,Dudley 020D,E01009876,1640,1542,0,1,5,7,7,9,51,2,2,12,2
2021,Dudley 020E,E01009877,1660,1577,2,4,2,3,2,7,34,7,13,7,2
2021,Dudley 021A,E01009911,1230,1192,0,7,7,3,1,3,6,1,5,5,0
2021,Dudley 021B,E01009912,2021,1974,1,3,5,4,4,5,11,0,3,10,1
2021,Dudley 021C,E01009913,1524,1493,0,3,2,1,1,7,11,1,4,1,0
2021,Dudley 021D,E01009914,1337,1311,1,5,6,1,3,1,3,2,2,1,1
2021,Dudley 021E,E01009915,1683,1632,0,3,8,4,3,14,10,1,6,2,0
2021,Dudley 021F,E01009916,1685,1650,0,2,0,4,2,4,12,2,5,4,0
2021,Dudley 022A,E01009741,2038,1733,1,1,9,3,9,22,86,12,74,74,14
2021,Dudley 022B,E01009744,2153,1898,0,3,16,11,19,30,67,20,26,56,7
2021,Dudley 022C,E01009746,1979,1606,2,1,27,24,23,37,95,26,53,61,24
2021,Dudley 022D,E01009747,1541,1421,1,1,3,11,6,9,36,14,19,15,5
2021,Dudley 023A,E01009731,1595,1526,4,5,4,7,3,9,14,3,3,16,1
2021,Dudley 023B,E01009740,2175,2049,0,0,8,5,5,17,42,10,26,8,5
2021,Dudley 023C,E01009742,1581,1540,0,2,1,1,1,5,22,2,1,6,0
2021,Dudley 023D,E01009743,1817,1747,0,2,6,8,3,6,18,14,9,4,0
2021,Dudley 023E,E01009745,1715,1667,0,5,8,2,5,3,10,3,5,3,4
2021,Dudley 024A,E01009917,1186,1160,0,4,3,1,2,2,8,0,5,1,0
2021,Dudley 024B,E01009918,1429,1412,0,2,1,2,1,2,1,3,5,0,0
2021,Dudley 024C,E01009919,1138,1120,0,1,4,4,1,1,5,0,1,0,1
2021,Dudley 024D,E01009920,1605,1551,1,0,3,5,3,7,17,6,5,5,2
2021,Dudley 025A,E01009864,1529,1446,0,2,7,4,5,5,33,3,10,11,3
2021,Dudley 025B,E01009865,1581,1524,1,1,2,4,1,7,18,3,12,6,2
2021,Dudley 025C,E01009866,1664,1553,1,4,3,8,4,14,23,8,14,27,5
2021,Dudley 025D,E01009867,1720,1647,0,6,10,6,1,12,11,8,5,5,9
2021,Dudley 025E,E01009878,2240,2147,0,4,8,5,5,10,35,7,13,5,1
2021,Dudley 026A,E01009791,1543,1398,3,4,17,15,11,15,35,6,13,17,9
2021,Dudley 026B,E01009792,1590,1385,0,2,11,25,27,26,43,19,24,23,5
2021,Dudley 026C,E01009795,1716,1409,0,7,18,31,17,25,63,18,36,69,23
2021,Dudley 026D,E01009796,1638,1463,0,4,19,17,26,30,25,14,15,23,2
2021,Dudley 026E,E01009798,2402,2108,0,12,22,17,21,23,93,26,24,48,8
2021,Dudley 027A,E01009719,1394,1337,1,0,4,4,2,8,14,0,7,7,10
2021,Dudley 027B,E01009722,1295,1271,1,1,2,1,5,2,5,1,3,2,1
2021,Dudley 027C,E01009727,1324,1274,1,1,6,3,8,9,9,1,3,7,2
2021,Dudley 027D,E01009728,1222,1185,1,1,4,4,0,4,8,4,3,3,5
2021,Dudley 027E,E01009729,1548,1488,0,5,4,7,4,3,17,2,14,4,0
2021,Dudley 028A,E01009720,1294,1251,0,1,9,4,4,7,8,6,1,1,2
2021,Dudley 028B,E01009723,1182,1154,0,2,1,3,4,6,9,0,1,1,1
2021,Dudley 028C,E01009724,1441,1415,1,1,3,3,4,2,1,0,1,10,0
2021,Dudley 028D,E01009730,1463,1416,0,4,11,3,5,3,15,1,4,1,0
2021,Dudley 029A,E01009903,1400,1380,0,4,5,3,2,2,1,2,1,0,0
2021,Dudley 029B,E01009904,1364,1328,2,2,2,3,2,5,11,3,1,5,0
2021,Dudley 029C,E01009909,1424,1377,2,6,7,7,5,5,7,2,5,1,0
2021,Dudley 029D,E01009910,1548,1521,0,0,4,0,1,5,7,2,3,5,0
2021,Dudley 030A,E01009793,1573,1452,0,3,21,13,14,12,23,11,13,9,2
2021,Dudley 030B,E01009794,1520,1362,2,7,27,19,14,18,44,4,18,5,0
2021,Dudley 030C,E01009797,1374,1252,6,8,16,7,6,14,30,9,9,12,5
2021,Dudley 030D,E01009801,1760,1641,3,17,22,10,10,17,28,8,2,1,1
2021,Dudley 031A,E01009721,2384,2266,3,10,10,13,3,14,29,11,15,5,5
2021,Dudley 031B,E01009725,1508,1423,0,2,5,7,4,8,32,6,5,13,3
2021,Dudley 031C,E01009726,1263,1217,1,0,4,2,6,8,15,3,1,3,3
2021,Dudley 031D,E01009834,1654,1493,2,1,11,13,16,24,53,6,25,10,0
2021,Dudley 032A,E01009833,1565,1136,0,6,21,37,38,47,94,16,71,63,36
2021,Dudley 032B,E01009835,1723,1426,1,6,22,30,36,51,61,19,24,32,15
2021,Dudley 032C,E01009869,1531,1453,0,5,11,5,8,10,14,2,15,5,3
2021,Dudley 032D,E01009870,1439,1382,1,2,3,3,3,9,19,0,8,8,1
2021,Dudley 033A,E01009809,1697,1532,0,13,11,21,6,25,44,11,16,16,2
2021,Dudley 033B,E01009813,1585,1439,0,1,5,12,11,24,54,14,8,14,3
2021,Dudley 033C,E01009861,1641,1527,0,3,7,5,12,24,24,9,3,25,2
2021,Dudley 033D,E01009862,1848,1701,1,3,15,5,12,26,38,8,11,22,6
2021,Dudley 033E,E01009863,1951,1813,2,3,4,10,17,16,47,12,10,12,5
2021,Dudley 033F,E01009868,1497,1351,0,1,10,9,14,20,32,8,21,23,8
2021,Dudley 034A,E01009734,1578,1470,1,3,4,11,4,15,39,6,12,13,0
2021,Dudley 034B,E01009735,1649,1572,2,1,13,4,8,2,25,5,4,6,7
2021,Dudley 034C,E01009736,1387,1317,3,4,6,0,5,9,20,2,12,9,0
2021,Dudley 034D,E01009737,1520,1439,1,1,8,8,7,7,14,5,22,8,0
2021,Dudley 034E,E01009738,1682,1536,1,3,7,12,4,29,65,10,3,12,0
2021,Dudley 035A,E01009856,2018,1799,3,2,11,13,9,34,63,3,35,15,31
2021,Dudley 035B,E01009905,1424,1373,2,4,8,1,3,4,12,2,3,7,5
2021,Dudley 035C,E01009906,1696,1585,1,3,9,5,6,15,33,6,18,12,3
2021,Dudley 035D,E01009907,1457,1373,2,3,7,13,8,13,20,5,5,7,1
2021,Dudley 035E,E01009908,1571,1518,0,5,12,4,3,9,12,4,2,1,1
2021,Dudley 036A,E01009800,1512,1409,2,11,29,8,5,9,19,10,8,2,0
2021,Dudley 036B,E01009802,1756,1612,0,2,25,29,14,24,27,5,13,2,3
2021,Dudley 036C,E01009803,1592,1501,1,11,23,17,4,14,11,1,0,4,5
2021,Dudley 036D,E01009804,1256,1195,1,5,20,6,1,9,9,0,3,7,0
2021,Dudley 037A,E01009831,1446,1370,0,0,10,7,5,15,24,5,2,4,4
2021,Dudley 037B,E01009836,1925,1432,0,9,26,41,31,38,124,45,113,53,13
2021,Dudley 037C,E01009837,1605,1242,0,2,32,25,44,47,60,23,33,43,54
2021,Dudley 037D,E01009838,1694,1566,0,2,3,9,7,26,38,9,15,14,5
2021,Dudley 038A,E01009847,1477,1453,0,5,2,2,1,3,4,2,4,1,0
2021,Dudley 038B,E01009848,1358,1308,2,4,6,8,4,0,13,1,11,1,0
2021,Dudley 038C,E01009849,1590,1546,2,4,4,5,5,8,9,0,2,5,0
2021,Dudley 038D,E01009851,1497,1461,1,4,5,4,2,4,9,0,1,5,1
2021,Dudley 039A,E01009732,1865,1678,1,4,17,6,13,21,74,10,13,19,9
2021,Dudley 039B,E01009733,1850,1524,1,6,9,10,11,45,115,28,35,61,5
2021,Dudley 039C,E01009739,1529,1434,1,2,1,9,6,10,22,11,12,16,5
2021,Dudley 039D,E01009799,1456,1403,2,6,4,11,3,4,7,1,4,8,3
2021,Dudley 039E,E01009805,1443,1376,3,3,12,2,4,7,15,7,5,7,2
2021,Dudley 039F,E01009806,1469,1403,1,5,10,1,6,8,14,5,7,7,2
2021,Dudley 040A,E01009854,1505,1422,1,4,9,13,10,5,20,6,7,6,2
2021,Dudley 040B,E01009857,1686,1537,1,3,8,12,12,15,47,17,15,11,8
2021,Dudley 040C,E01009858,1480,1387,2,3,8,4,3,5,19,15,12,11,11
2021,Dudley 040D,E01009859,1535,1446,0,3,18,9,11,8,14,3,13,9,1
2021,Dudley 041A,E01009845,1550,1462,5,6,22,15,11,11,12,3,1,2,0
2021,Dudley 041B,E01009846,1496,1443,3,6,6,1,3,7,11,4,4,6,2
2021,Dudley 041C,E01009850,1475,1413,2,2,8,3,6,9,10,2,12,5,3
2021,Dudley 041D,E01009852,1409,1347,2,7,7,7,4,9,9,1,6,8,2
2021,Dudley 042A,E01009832,1747,1578,0,16,11,2,5,23,58,14,26,10,4
2021,Dudley 042B,E01009853,1373,1326,3,3,5,4,6,8,11,2,1,1,3
2021,Dudley 042C,E01009855,1651,1501,1,9,35,18,18,18,33,1,2,13,2
2021,Dudley 042D,E01009860,1502,1393,0,3,10,16,17,16,20,5,1,18,3
2021,Dudley 043A,E01009807,1871,1810,2,5,9,1,2,9,20,2,0,9,2
2021,Dudley 043B,E01009808,1357,1314,0,5,4,4,3,3,10,4,6,2,2
2021,Dudley 043C,E01009810,1804,1710,0,5,8,5,9,14,25,8,11,8,1
2021,Dudley 043D,E01009811,1482,1428,1,1,2,4,4,9,21,1,2,8,1
2021,Dudley 043E,E01009812,1511,1458,2,1,13,7,2,10,14,0,3,1,0
2021,Sandwell 001A,E01010085,1837,1678,1,3,10,8,10,18,46,23,19,19,2
2021,Sandwell 001B,E01010086,1761,1531,0,1,17,13,11,25,74,25,23,27,14
2021,Sandwell 001C,E01010087,1665,1481,1,3,10,15,11,23,65,11,20,20,5
2021,Sandwell 001D,E01010088,1618,1400,0,5,7,12,16,25,70,21,28,21,13
2021,Sandwell 001E,E01010089,1875,1645,0,4,10,16,24,25,94,16,16,22,3
2021,Sandwell 002A,E01009969,2123,1721,0,10,36,27,33,45,132,39,34,40,6
2021,Sandwell 002B,E01009970,1817,1569,0,2,11,15,15,27,96,17,34,25,6
2021,Sandwell 002C,E01009971,1707,1484,0,4,17,8,15,29,79,17,14,37,3
2021,Sandwell 002D,E01009973,2405,1701,3,20,139,122,79,73,135,17,57,41,18
2021,Sandwell 003A,E01009960,1584,1423,0,0,8,2,3,11,54,18,35,20,10
2021,Sandwell 003B,E01009961,1246,1173,0,2,17,5,4,4,19,7,6,8,1
2021,Sandwell 003C,E01009966,1225,1095,0,2,9,6,4,8,61,19,13,6,2
2021,Sandwell 003D,E01009967,1882,1665,1,1,12,8,5,16,81,20,29,33,11
2021,Sandwell 003E,E01010092,1877,1605,0,4,22,15,27,33,84,33,22,29,3
2021,Sandwell 004A,E01009962,1365,1224,0,3,7,3,4,22,61,4,20,13,4
2021,Sandwell 004B,E01009963,1370,1232,1,3,4,1,4,9,50,19,32,12,3
2021,Sandwell 004C,E01009964,1629,1452,1,2,2,6,3,8,85,20,21,19,10
2021,Sandwell 004D,E01009965,1352,1204,0,1,1,3,2,13,79,8,16,21,4
2021,Sandwell 005A,E01010090,2126,1788,1,6,20,16,8,24,135,32,50,21,25
2021,Sandwell 005B,E01010091,1704,1385,1,9,24,44,46,24,56,37,34,32,12
2021,Sandwell 005C,E01010096,1822,1607,0,6,20,26,18,31,57,16,6,35,0
2021,Sandwell 005D,E01010097,1904,1678,0,8,35,18,10,14,67,12,20,28,14
2021,Sandwell 006A,E01009968,1534,1289,0,11,57,44,20,23,38,16,17,10,9
2021,Sandwell 006B,E01009972,1918,1658,2,10,50,40,21,33,43,17,17,18,9
2021,Sandwell 006C,E01009974,1681,1398,2,21,62,45,20,32,36,14,16,21,14
2021,Sandwell 006D,E01009975,1695,1424,4,23,56,44,28,22,50,10,18,13,3
2021,Sandwell 007A,E01010030,1738,1510,0,1,12,11,3,15,77,26,36,37,10
2021,Sandwell 007B,E01010034,1243,1170,0,2,15,10,4,3,11,5,14,6,3
2021,Sandwell 007C,E01010035,1333,1243,0,5,10,11,6,11,18,7,6,10,6
2021,Sandwell 007D,E01010036,2001,1704,0,1,7,4,8,21,100,38,30,50,38
2021,Sandwell 009A,E01009982,1589,1366,0,3,20,11,5,18,79,21,43,7,16
2021,Sandwell 009B,E01009983,1596,1472,0,0,4,3,12,7,36,17,31,12,2
2021,Sandwell 009C,E01010029,1651,1453,0,0,2,2,4,20,89,22,36,18,5
2021,Sandwell 009D,E01010037,1332,1185,0,0,8,5,5,10,59,19,23,15,3
2021,Sandwell 010A,E01009991,2359,1711,3,12,49,25,24,59,222,69,104,59,22
2021,Sandwell 010B,E01009994,1767,1396,0,2,18,8,11,25,108,38,29,74,58
2021,Sandwell 010C,E01009995,1624,1423,0,5,5,6,10,15,71,19,37,24,9
2021,Sandwell 010D,E01009996,1640,1368,0,5,14,5,6,11,108,34,39,38,12
2021,Sandwell 010E,E01009997,1804,1401,0,5,14,8,21,28,150,47,63,41,26
2021,Sandwell 010F,E01009998,2171,1623,1,8,34,25,15,39,176,48,93,60,49
2021,Sandwell 011A,E01010008,1649,1289,0,13,47,39,39,38,85,13,42,33,11
2021,Sandwell 011B,E01010010,1483,1079,4,10,49,25,18,59,138,22,45,26,8
2021,Sandwell 011C,E01010011,1755,1376,5,10,34,33,19,19,70,15,39,112,23
2021,Sandwell 011D,E01010012,1437,1241,4,14,33,11,15,17,49,8,12,20,13
2021,Sandwell 012A,E01010007,1373,962,3,15,57,43,18,31,135,25,35,39,10
2021,Sandwell 012B,E01010009,1449,1134,1,9,27,36,23,43,89,12,41,25,9
2021,Sandwell 012C,E01010013,1341,1060,4,10,39,33,32,38,68,10,20,19,8
2021,Sandwell 012D,E01010014,1657,1363,2,11,53,18,20,27,81,11,33,36,2
2021,Sandwell 013A,E01010093,1620,1082,0,6,15,16,14,44,226,71,80,28,38
2021,Sandwell 013B,E01010094,1676,1052,2,13,71,44,25,53,182,51,73,76,34
2021,Sandwell 013C,E01010095,2094,1475,0,3,12,7,6,40,197,79,66,124,85
2021,Sandwell 013D,E01010098,1881,1560,2,4,17,8,11,22,109,43,40,39,26
2021,Sandwell 013E,E01010099,1822,1448,0,13,16,6,6,38,109,23,89,60,14
2021,Sandwell 013F,E01010100,2031,1294,0,22,80,64,46,70,134,92,85,108,36
2021,Sandwell 014A,E01009978,1851,1673,0,1,13,13,6,13,62,10,36,21,3
2021,Sandwell 014B,E01010031,1542,1395,1,3,5,2,0,8,58,19,28,20,3
2021,Sandwell 014C,E01010032,1656,1386,0,1,4,6,2,17,123,21,68,16,12
2021,Sandwell 014D,E01010033,1653,1451,0,5,3,2,3,10,85,50,23,18,3
2021,Sandwell 014F,E01033886,1643,1399,0,1,7,3,3,16,144,21,25,16,8
2021,Sandwell 014G,E01033887,1536,1297,0,1,12,5,10,18,89,39,36,18,11
2021,Sandwell 015A,E01010066,1707,1307,1,4,22,46,44,47,140,27,27,19,23
2021,Sandwell 015B,E01010067,1761,1185,1,2,26,35,35,51,152,57,87,76,54
2021,Sandwell 015C,E01010068,1866,1639,4,12,23,23,11,17,75,20,12,22,8
2021,Sandwell 015D,E01010070,1775,1527,1,4,11,4,13,20,76,17,40,34,28
2021,Sandwell 015E,E01010075,1547,1168,0,6,55,49,29,49,93,15,32,43,8
2021,Sandwell 015F,E01010076,2064,1692,0,4,10,13,18,23,116,80,67,37,4
2021,Sandwell 016A,E01009976,2744,2183,0,5,44,31,36,46,176,65,84,57,17
2021,Sandwell 016B,E01009977,2025,1451,1,1,18,14,13,33,176,116,81,89,32
2021,Sandwell 016C,E01009979,2043,1392,3,7,33,40,13,45,222,91,96,83,18
2021,Sandwell 016D,E01009980,2345,1763,0,10,46,30,25,54,210,35,101,60,11
2021,Sandwell 016E,E01010069,2648,1774,2,17,63,63,42,99,275,59,106,98,50
2021,Sandwell 016F,E01010071,1766,1313,2,4,35,26,32,50,144,26,51,75,8
2021,Sandwell 017A,E01009947,2394,1788,2,15,52,40,28,40,184,55,83,70,37
2021,Sandwell 017B,E01009992,1801,1114,0,7,45,33,30,54,205,97,122,65,29
2021,Sandwell 017C,E01009993,1954,1411,2,8,23,20,15,54,187,54,78,79,23
2021,Sandwell 017D,E01010103,2232,1396,1,13,51,27,33,53,251,84,130,150,43
2021,Sandwell 017E,E01010104,1756,1115,3,10,54,23,20,28,152,72,126,131,22
2021,Sandwell 017F,E01010105,1654,793,2,19,140,80,41,66,123,35,189,140,26
2021,Sandwell 018A,E01009981,2069,1631,0,10,20,16,21,34,144,45,68,58,22
2021,Sandwell 018C,E01009985,1816,1218,0,8,46,29,34,50,159,68,81,72,51
2021,Sandwell 018F,E01033888,1522,907,1,18,45,40,22,52,147,62,84,112,32
2021,Sandwell 018G,E01033889,1948,1215,1,6,19,27,37,63,266,79,124,72,39
2021,Sandwell 019A,E01009986,1682,994,0,13,41,35,68,80,167,61,79,104,40
2021,Sandwell 019B,E01009987,1482,901,0,11,23,22,41,55,136,57,98,113,25
2021,Sandwell 019C,E01009989,1979,1236,0,10,29,24,40,72,200,74,132,125,37
2021,Sandwell 019D,E01010106,1916,993,0,20,62,60,79,59,208,83,148,153,51
2021,Sandwell 020A,E01009988,2830,1808,0,10,28,20,28,67,449,124,147,95,54
2021,Sandwell 020B,E01010101,2058,1315,2,23,82,47,19,54,249,66,94,76,31
2021,Sandwell 020C,E01010102,1887,991,4,19,65,43,35,60,229,91,122,169,59
2021,Sandwell 020D,E01010107,2187,1237,3,23,85,53,44,87,240,88,126,133,68
2021,Sandwell 021A,E01010015,2030,1479,0,20,78,48,41,58,124,56,49,61,16
2021,Sandwell 021B,E01010016,1835,1257,0,9,43,49,41,68,125,38,72,105,28
2021,Sandwell 021C,E01010018,2442,1836,2,5,30,28,23,46,199,58,92,91,32
2021,Sandwell 021D,E01010072,2353,1701,1,11,26,37,40,40,211,71,95,93,27
2021,Sandwell 021E,E01010073,1662,1211,0,10,32,31,21,39,143,47,65,49,14
2021,Sandwell 022A,E01010077,1633,1452,1,2,3,3,3,9,76,18,25,13,28
2021,Sandwell 022B,E01010079,1493,1379,2,1,13,17,4,14,34,10,8,8,3
2021,Sandwell 022C,E01010080,1989,1580,3,8,20,4,7,40,189,48,40,35,15
2021,Sandwell 022D,E01010081,1561,1405,1,4,8,6,4,18,47,9,28,17,14
2021,Sandwell 022E,E01010082,2316,1967,0,5,32,34,31,34,119,41,25,24,4
2021,Sandwell 022F,E01010083,1870,1622,1,4,9,8,12,24,83,20,38,31,18
2021,Sandwell 022G,E01010084,1634,1305,0,2,3,6,6,31,125,42,40,60,14
2021,Sandwell 023A,E01010046,2941,1662,2,8,52,120,95,165,356,81,186,166,48
2021,Sandwell 023B,E01010047,2153,1147,1,14,100,81,55,139,207,64,166,140,39
2021,Sandwell 023C,E01010048,1870,652,1,13,67,46,27,71,256,138,183,288,128
2021,Sandwell 023D,E01010049,1716,665,3,21,65,60,49,53,219,74,167,227,113
2021,Sandwell 023E,E01010050,1744,889,2,18,85,85,50,75,162,61,156,87,74
2021,Sandwell 023F,E01010052,1483,853,0,11,29,45,55,81,139,57,95,97,21
2021,Sandwell 023G,E01010053,2271,1416,2,14,59,50,48,99,285,81,90,97,30
2021,Sandwell 024A,E01010017,1977,1319,1,10,59,44,26,45,171,76,82,79,65
2021,Sandwell 024B,E01010019,1999,1142,2,10,49,47,35,60,216,62,108,158,110
2021,Sandwell 024C,E01010020,2257,1619,1,15,61,55,53,74,185,39,68,59,28
2021,Sandwell 024D,E01010021,2025,1357,0,23,51,65,37,85,160,72,76,70,29
2021,Sandwell 025A,E01010039,2150,1881,1,1,5,3,6,20,145,20,40,25,3
2021,Sandwell 025B,E01010043,1402,1304,3,4,18,10,2,2,22,15,3,9,10
2021,Sandwell 025C,E01010044,1546,1370,1,1,5,1,2,11,56,61,12,24,2
2021,Sandwell 025D,E01010078,1222,1134,0,4,14,9,2,11,14,2,13,17,2
2021,Sandwell 027A,E01009934,1448,1169,1,7,16,10,14,44,90,25,33,30,9
2021,Sandwell 027B,E01009935,2366,1908,0,3,19,14,21,26,180,46,96,40,13
2021,Sandwell 027C,E01009936,1558,1392,1,9,20,10,5,17,57,29,12,5,1
2021,Sandwell 027D,E01010004,1871,1527,0,7,25,8,8,25,121,38,51,49,12
2021,Sandwell 028A,E01010054,2077,1250,1,22,58,34,26,91,250,50,105,147,43
2021,Sandwell 028B,E01010055,2018,1006,0,7,32,19,25,35,187,95,223,294,95
2021,Sandwell 028C,E01010056,1887,1292,0,10,37,36,34,58,170,50,72,78,50
2021,Sandwell 028D,E01010057,2241,1094,2,25,90,66,52,89,239,97,194,214,79
2021,Sandwell 028E,E01010060,2116,1081,0,22,74,54,40,62,246,129,146,180,82
2021,Sandwell 029A,E01010038,1849,1720,0,4,2,4,4,10,53,14,16,7,15
2021,Sandwell 029B,E01010040,1424,1314,1,4,8,6,3,15,40,8,11,8,6
2021,Sandwell 029C,E01010041,1744,1589,1,3,8,5,3,8,47,16,34,26,4
2021,Sandwell 029D,E01010045,1696,1557,1,5,11,5,0,9,47,24,24,6,7
2021,Sandwell 030A,E01010000,1822,1503,3,6,36,23,11,29,70,23,83,20,15
2021,Sandwell 030B,E01010002,2197,1670,4,22,49,27,19,41,152,26,68,104,15
2021,Sandwell 030C,E01010003,1527,1151,0,5,22,12,7,34,124,37,54,54,27
2021,Sandwell 030D,E01010005,1642,1205,1,13,60,36,22,41,78,37,56,73,20
2021,Sandwell 030E,E01010006,1734,1396,3,13,34,23,14,36,76,35,42,49,13
2021,Sandwell 031A,E01009938,1837,1549,0,9,16,11,8,22,105,36,22,42,17
2021,Sandwell 031B,E01009943,1629,1261,3,9,37,20,24,48,110,33,31,44,9
2021,Sandwell 031C,E01009944,1845,1430,1,6,27,24,34,52,109,33,61,43,25
2021,Sandwell 031D,E01010051,1422,972,0,16,40,33,22,45,128,45,46,51,24
2021,Sandwell 031E,E01010058,1676,1254,0,3,26,22,9,37,130,27,58,88,22
2021,Sandwell 032A,E01009937,1632,1369,0,5,9,6,6,30,99,34,44,25,5
2021,Sandwell 032B,E01009939,1704,1422,0,15,36,22,9,24,87,19,40,23,7
2021,Sandwell 032C,E01009940,1541,1299,1,8,16,6,10,36,89,26,6,36,8
2021,Sandwell 032D,E01009941,1578,1249,0,4,42,42,16,34,83,13,36,51,8
2021,Sandwell 032E,E01009942,1751,1472,0,5,23,18,19,23,101,26,29,29,6
2021,Sandwell 033A,E01009929,1752,1569,1,2,4,8,11,5,76,23,29,13,11
2021,Sandwell 033B,E01009930,1555,1392,1,0,8,7,3,12,70,9,32,19,2
2021,Sandwell 033C,E01009931,2371,2187,1,4,18,24,11,21,48,14,19,14,10
2021,Sandwell 033D,E01009932,1600,1409,0,8,12,14,18,18,47,19,24,16,15
2021,Sandwell 033E,E01009999,1458,1166,1,9,26,19,13,26,79,28,51,31,9
2021,Sandwell 034A,E01009921,1779,1117,0,3,21,12,16,36,140,78,142,138,76
2021,Sandwell 034B,E01009922,1366,1105,3,9,20,12,9,36,96,15,39,16,6
2021,Sandwell 034C,E01009924,1412,1172,0,7,23,10,8,18,72,12,54,25,11
2021,Sandwell 034D,E01009925,1456,1244,0,19,22,18,14,18,36,17,24,29,15
2021,Sandwell 034E,E01009926,1409,1137,0,9,20,14,15,19,49,27,48,59,12
2021,Sandwell 034F,E01009927,1513,1057,0,15,24,16,15,35,100,45,66,106,34
2021,Sandwell 034G,E01009928,1728,1162,0,6,19,10,9,37,146,69,107,117,46
2021,Sandwell 035A,E01009933,1421,1276,0,5,14,14,10,33,23,6,7,23,10
2021,Sandwell 035B,E01009952,2185,1863,1,0,11,12,9,76,95,31,27,53,7
2021,Sandwell 035C,E01009955,2329,1864,4,3,24,39,21,78,125,19,65,58,29
2021,Sandwell 035D,E01009956,1642,1479,0,0,12,11,10,26,45,27,16,11,5
2021,Sandwell 035E,E01009959,1432,1383,0,7,11,1,4,3,14,1,1,5,2
2021,Sandwell 035F,E01010042,1876,1716,2,4,14,24,9,24,29,13,24,15,2
2021,Sandwell 036A,E01009923,1517,1262,2,12,23,22,10,19,66,18,29,25,29
2021,Sandwell 036B,E01010024,1587,1345,4,26,21,19,14,30,69,18,28,8,5
2021,Sandwell 036C,E01010026,1843,1547,4,9,40,25,15,33,87,14,33,30,6
2021,Sandwell 036D,E01010027,1620,1301,0,8,64,31,12,28,59,14,41,44,18
2021,Sandwell 037A,E01010001,1934,1639,0,9,19,11,4,24,99,41,38,40,10
2021,Sandwell 037B,E01010022,1576,1369,1,13,22,19,17,16,47,22,25,20,5
2021,Sandwell 037C,E01010023,1830,1541,3,16,30,14,12,18,84,20,52,31,9
2021,Sandwell 037D,E01010025,1735,1501,0,4,13,11,7,17,98,10,28,43,3
2021,Sandwell 037E,E01010028,1586,1368,2,4,18,12,8,19,77,17,35,25,1
2021,Sandwell 038A,E01009953,2094,1923,1,1,12,9,1,12,47,15,26,36,11
2021,Sandwell 038B,E01009954,1850,1758,0,2,4,0,3,12,29,13,11,13,5
