date,geography,geography code,Year of arrival in the UK: Total: All usual residents; measures: Value,Year of arrival in the UK: Born in the UK; measures: Value,Year of arrival in the UK: Arrived before 1951; measures: Value,Year of arrival in the UK: Arrived 1951 to 1960; measures: Value,Year of arrival in the UK: Arrived 1961 to 1970; measures: Value,Year of arrival in the UK: Arrived 1971 to 1980; measures: Value,Year of arrival in the UK: Arrived 1981 to 1990; measures: Value,Year of arrival in the UK: Arrived 1991 to 2000; measures: Value,Year of arrival in the UK: Arrived 2001 to 2010; measures: Value,Year of arrival in the UK: Arrived 2011 to 2013; measures: Value,Year of arrival in the UK: Arrived 2014 to 2016; measures: Value,Year of arrival in the UK: Arrived 2017 to 2019; measures: Value,Year of arrival in the UK: Arrived 2020 to 2021; measures: Value
2021,Oldham 036B,E01034233,1608,937,1,9,38,87,72,76,141,41,61,91,54
2021,Oldham 037B,E01005435,2032,1183,1,5,50,72,79,135,183,54,128,101,41
2021,Oldham 037D,E01005436,1826,1266,2,5,37,75,76,58,99,33,26,110,39
2021,Oldham 037A,E01005461,2418,1521,0,1,87,125,108,156,156,52,94,82,36
2021,Oldham 037C,E01005462,2204,1519,1,9,43,89,74,91,143,38,70,96,31
2021,Rochdale 001A,E01005518,1593,1531,2,2,10,6,2,3,21,4,6,2,4
2021,Rochdale 001B,E01005520,1713,1646,1,3,5,7,5,3,16,5,7,10,5
2021,Rochdale 001C,E01005522,1486,1423,1,4,1,1,5,4,20,5,7,11,4
2021,Rochdale 001D,E01005523,1827,1746,2,5,11,7,2,10,27,1,6,7,3
2021,Rochdale 002A,E01005519,1564,1520,0,3,4,4,4,6,11,2,5,5,0
2021,Rochdale 002B,E01005594,1512,1432,0,2,5,6,3,16,25,7,9,6,1
2021,Rochdale 002C,E01005597,1976,1931,1,2,3,6,5,8,14,2,2,2,0
2021,Rochdale 002D,E01005598,1548,1496,2,6,1,7,5,5,8,7,0,11,0
2021,Rochdale 003A,E01005516,1280,1246,1,0,3,5,1,1,14,1,4,4,0
2021,Rochdale 003B,E01005517,1435,1381,3,6,5,6,7,8,10,3,1,3,2
2021,Rochdale 003C,E01005521,1452,1398,2,6,7,5,4,3,10,2,5,8,2
2021,Rochdale 003D,E01005596,2152,1982,1,8,21,18,27,23,34,7,10,16,5
2021,Rochdale 004A,E01005578,1543,1151,1,8,28,49,55,68,83,27,26,31,16
2021,Rochdale 004B,E01005579,1861,1334,0,2,15,26,57,65,182,34,47,71,28
2021,Rochdale 004C,E01005586,1614,1268,1,6,5,10,20,34,109,37,40,48,36
2021,Rochdale 004D,E01005593,2057,1852,1,6,10,6,10,15,79,19,34,9,16
2021,Rochdale 004E,E01005595,1324,1195,2,6,8,7,11,19,36,6,16,15,3
2021,Rochdale 005A,E01005489,1251,1121,2,4,7,14,9,12,41,11,12,6,12
2021,Rochdale 005B,E01005490,1574,1390,1,4,1,12,15,18,83,9,11,23,7
2021,Rochdale 005C,E01005491,1441,1313,1,3,12,21,5,15,45,12,7,3,4
2021,Rochdale 005D,E01005493,1759,1582,0,10,20,30,30,15,42,5,6,14,5
2021,Rochdale 005E,E01005494,1755,1477,0,6,21,33,36,28,78,6,26,30,14
2021,Rochdale 005F,E01005495,1769,1471,3,12,37,41,30,36,55,18,26,34,6
2021,Rochdale 006A,E01005488,1504,1419,3,2,8,17,5,13,20,3,6,2,6
2021,Rochdale 006B,E01005492,1533,1365,2,11,25,30,8,22,42,11,4,11,2
2021,Rochdale 006C,E01005499,1511,1410,0,1,10,5,4,9,25,6,10,30,1
2021,Rochdale 006D,E01005571,1647,1581,2,2,13,3,8,9,19,0,0,9,1
2021,Rochdale 007A,E01005570,1309,1259,1,1,6,4,6,3,11,5,4,7,2
2021,Rochdale 007B,E01005572,1501,1399,0,3,18,18,14,13,24,3,2,6,1
2021,Rochdale 007C,E01005573,1436,1330,3,4,13,18,12,8,19,8,9,5,7
2021,Rochdale 007D,E01005574,1730,1495,1,11,27,55,25,31,39,13,16,5,12
2021,Rochdale 007E,E01005587,1369,1274,4,4,15,18,9,10,25,4,2,4,0
2021,Rochdale 007F,E01005588,1314,1207,8,8,5,7,7,8,27,11,5,13,8
2021,Rochdale 008A,E01005580,1649,1225,1,5,22,44,44,44,98,16,47,63,40
2021,Rochdale 008B,E01005581,1972,1371,1,3,19,48,66,93,151,37,69,86,28
2021,Rochdale 008D,E01005583,1744,966,1,4,85,88,120,91,127,45,73,110,34
2021,Rochdale 008F,E01005585,1566,1079,1,0,29,47,64,69,101,28,58,58,32
2021,Rochdale 008H,E01034234,1765,1027,0,6,39,71,125,92,160,26,64,133,22
2021,Rochdale 008I,E01034235,1667,1015,2,5,34,75,86,82,132,40,36,108,52
2021,Rochdale 009A,E01005496,1321,1126,1,1,5,10,9,17,60,32,32,24,4
2021,Rochdale 009B,E01005589,1699,1492,0,4,14,12,18,19,69,8,18,39,6
2021,Rochdale 009C,E01005590,1902,1319,1,5,55,70,41,67,108,41,58,88,49
2021,Rochdale 009D,E01005591,1584,1440,3,8,19,8,15,9,38,5,14,15,10
2021,Rochdale 009E,E01005592,1638,1227,3,3,18,21,20,47,176,34,24,51,14
2021,Rochdale 010A,E01005472,1647,1286,0,3,18,17,11,26,100,45,46,58,37
2021,Rochdale 010B,E01005473,1698,1092,2,6,46,55,52,70,112,43,39,134,47
2021,Rochdale 010C,E01005482,1662,1081,2,8,22,17,30,36,155,67,122,90,32
2021,Rochdale 010D,E01005483,1488,887,0,8,29,53,38,55,144,51,76,83,64
2021,Rochdale 010E,E01005484,2032,1130,1,11,48,54,56,71,218,85,156,168,34
2021,Rochdale 010F,E01005486,1700,1008,0,4,24,48,42,44,145,37,79,201,68
2021,Rochdale 010G,E01005487,1789,1120,4,7,50,75,59,72,127,29,114,99,33
2021,Rochdale 011A,E01005474,1318,1047,5,4,22,27,17,18,67,41,22,46,2
2021,Rochdale 011B,E01005575,1713,1491,1,13,41,29,21,37,47,7,10,10,6
2021,Rochdale 011C,E01005576,1519,1239,1,12,44,59,39,36,48,7,11,16,7
2021,Rochdale 011D,E01005577,1458,1358,1,8,21,13,14,14,13,3,9,3,1
2021,Rochdale 012A,E01005469,1821,1576,2,4,10,15,31,36,54,19,23,39,12
2021,Rochdale 012B,E01005563,2169,1492,3,5,41,49,60,77,153,45,63,125,56
2021,Rochdale 012C,E01005565,1570,1256,2,3,14,19,13,50,125,16,41,30,1
2021,Rochdale 012D,E01005566,2342,1870,0,9,26,22,46,58,152,52,40,56,11
2021,Rochdale 012E,E01005568,1935,1190,1,9,48,43,40,67,218,73,79,111,56
2021,Rochdale 012F,E01005569,1793,1349,2,8,27,33,35,70,133,30,35,49,22
2021,Rochdale 013A,E01005556,1528,1471,0,4,4,5,1,9,24,3,4,3,0
2021,Rochdale 013B,E01005559,1467,1362,2,6,8,5,2,6,43,9,12,9,3
2021,Rochdale 013C,E01005560,1461,1421,0,6,8,5,0,3,8,3,3,4,0
2021,Rochdale 013D,E01005567,1879,1703,0,3,11,12,16,20,54,18,14,26,2
2021,Rochdale 014A,E01005555,1385,1352,1,6,4,3,4,0,7,3,0,5,0
2021,Rochdale 014B,E01005557,1137,1101,0,7,6,7,1,4,9,0,0,1,1
2021,Rochdale 014C,E01005558,1594,1539,1,5,7,3,5,5,15,1,3,9,1
2021,Rochdale 014D,E01005561,1411,1365,1,1,6,7,3,2,13,5,4,0,4
2021,Rochdale 014E,E01005562,1510,1448,0,4,13,5,0,3,20,8,8,1,0
2021,Rochdale 015A,E01005470,2035,1088,1,8,59,75,60,90,216,65,81,201,91
2021,Rochdale 015B,E01005471,1696,1050,2,16,44,40,39,69,116,44,71,118,87
2021,Rochdale 015C,E01005475,1778,1142,0,9,72,59,45,75,121,46,68,99,42
2021,Rochdale 015D,E01005485,2375,1367,1,10,130,142,80,97,179,59,109,123,78
2021,Rochdale 015E,E01005564,2410,1379,1,6,61,76,77,99,219,68,112,230,82
2021,Rochdale 016A,E01005464,1967,1478,2,3,18,14,11,29,243,47,51,45,26
2021,Rochdale 016B,E01005465,1810,1600,4,5,8,14,13,15,65,19,32,29,6
2021,Rochdale 016C,E01005466,2484,1847,0,7,10,7,12,42,265,79,133,55,27
2021,Rochdale 016D,E01005467,1973,1564,5,12,12,6,8,23,163,51,71,44,14
2021,Rochdale 016E,E01005468,2165,2068,3,0,10,18,9,12,24,6,5,7,3
2021,Rochdale 017A,E01005476,1793,1635,1,4,5,12,2,8,48,17,38,22,1
2021,Rochdale 017B,E01005477,1770,1498,1,8,11,13,7,16,53,17,53,79,14
2021,Rochdale 017C,E01005478,1586,1403,1,7,9,17,10,11,52,17,21,22,16
2021,Rochdale 017D,E01005479,1978,1813,2,9,15,15,6,10,49,18,16,12,13
2021,Rochdale 017E,E01005480,1649,1385,1,19,18,11,21,35,64,18,24,32,21
2021,Rochdale 017F,E01005481,1681,1382,3,7,47,40,19,44,70,11,34,21,3
2021,Rochdale 018A,E01005497,1890,1570,2,6,12,5,3,19,119,52,43,46,13
2021,Rochdale 018B,E01005501,1784,1581,3,1,4,4,4,17,59,20,42,31,18
2021,Rochdale 018C,E01005502,1378,1313,2,6,5,4,2,4,16,7,11,5,3
2021,Rochdale 018D,E01005504,1639,1484,3,4,4,2,6,4,70,18,24,15,5
2021,Rochdale 018E,E01005505,2184,1993,0,18,5,10,5,5,73,10,31,26,8
2021,Rochdale 018F,E01005509,1445,1273,0,2,8,4,2,5,62,9,40,38,2
2021,Rochdale 019A,E01005510,1094,1043,2,5,5,6,3,1,14,3,2,10,0
2021,Rochdale 019B,E01005511,1251,1205,2,3,6,4,5,3,10,2,2,8,1
2021,Rochdale 019C,E01005512,1439,1316,1,3,13,3,6,5,28,24,25,10,5
2021,Rochdale 019D,E01005513,1555,1360,1,1,4,1,4,14,79,41,26,11,13
2021,Rochdale 019E,E01005514,1844,1649,1,0,3,5,7,7,78,36,34,15,9
2021,Rochdale 019F,E01005515,1799,1583,0,2,5,6,6,5,72,34,53,29,4
2021,Rochdale 020A,E01005498,1371,1274,1,2,6,7,3,11,19,8,12,19,9
2021,Rochdale 020B,E01005500,1590,1496,2,8,7,9,10,8,24,5,8,12,1
2021,Rochdale 020C,E01005503,1317,1229,1,9,15,12,4,8,23,5,7,1,3
2021,Rochdale 020D,E01005506,1544,1419,2,6,7,10,3,10,34,13,23,17,0
2021,Rochdale 020E,E01005507,2259,2117,2,8,9,4,4,7,39,20,14,22,13
2021,Rochdale 020F,E01005508,2016,1928,2,6,8,10,12,18,19,5,2,4,2
2021,Rochdale 021A,E01005524,1471,1359,1,3,5,5,3,7,32,11,16,20,9
2021,Rochdale 021B,E01005525,1883,1522,2,2,4,3,10,30,129,34,74,56,17
2021,Rochdale 021C,E01005526,1901,1626,1,2,8,9,13,20,97,24,60,30,11
2021,Rochdale 021D,E01005528,1546,1353,1,3,5,13,3,7,70,21,45,21,4
2021,Rochdale 021E,E01005536,1714,1479,2,1,7,3,9,6,65,13,65,49,15
2021,Rochdale 021F,E01005543,1252,1192,1,4,3,6,4,0,22,6,6,7,1
2021,Rochdale 022A,E01005527,2057,1595,0,4,2,4,3,19,149,62,126,76,17
2021,Rochdale 022B,E01005529,1660,1403,4,4,6,2,9,14,61,37,73,29,18
2021,Rochdale 022C,E01005551,2023,1749,0,4,2,2,8,20,96,50,49,25,18
2021,Rochdale 022D,E01005552,2342,1861,3,4,4,9,12,21,182,56,93,73,24
2021,Rochdale 022E,E01005553,2039,1684,1,9,6,12,7,15,102,54,54,77,18
2021,Rochdale 022F,E01005554,2156,1686,1,7,11,11,19,15,191,63,87,51,14
2021,Rochdale 023A,E01005534,1417,1323,1,2,4,2,4,8,34,5,10,16,8
2021,Rochdale 023B,E01005535,1466,1343,1,4,5,4,5,5,35,17,13,25,9
2021,Rochdale 023C,E01005537,1269,1236,0,2,7,0,2,2,14,4,0,2,0
2021,Rochdale 023D,E01005538,1481,1351,0,4,5,4,5,9,58,14,14,16,1
2021,Rochdale 023E,E01005540,1344,1262,1,3,4,2,3,7,13,12,20,12,5
2021,Rochdale 023F,E01005541,1534,1408,1,0,4,4,7,7,42,6,21,29,5
2021,Rochdale 023G,E01005542,1611,1434,0,5,4,1,5,13,67,23,29,22,8
2021,Rochdale 024A,E01005533,1623,1516,1,4,4,5,6,12,23,7,20,21,4
2021,Rochdale 024B,E01005539,1315,1194,1,8,4,2,1,5,37,10,31,19,3
2021,Rochdale 024C,E01005546,1244,1127,1,3,6,4,5,6,34,2,19,25,12
2021,Rochdale 024D,E01005547,1753,1549,2,2,7,2,6,12,49,21,40,39,24
2021,Rochdale 024E,E01005548,1275,1095,8,2,5,7,3,9,66,19,36,23,2
2021,Rochdale 025A,E01005530,1459,1378,5,11,11,10,4,8,11,10,3,5,3
2021,Rochdale 025B,E01005531,1156,1059,0,4,6,5,8,10,26,8,18,12,0
2021,Rochdale 025C,E01005532,1546,1243,1,4,4,4,9,13,102,50,52,41,23
2021,Rochdale 025D,E01005544,1480,1404,0,10,8,6,5,11,20,2,7,7,0
2021,Rochdale 025E,E01005545,1251,1148,3,9,6,5,22,12,27,3,4,7,5
2021,Rochdale 025F,E01005549,1547,1469,3,7,10,11,9,8,17,7,1,2,3
2021,Rochdale 025G,E01005550,1466,1396,1,10,9,4,4,3,21,2,7,8,1
2021,Salford 001A,E01005659,1545,1355,0,4,4,4,3,10,46,16,37,59,7
2021,Salford 001B,E01005660,1822,1504,0,6,8,2,4,19,130,40,55,45,9
2021,Salford 001C,E01005663,1523,1273,0,1,3,4,4,12,89,25,34,52,26
2021,Salford 001D,E01005664,1709,1311,1,4,3,5,2,10,111,39,95,124,4
2021,Salford 001E,E01005665,2106,1674,0,5,2,5,5,16,167,58,72,71,31
2021,Salford 002A,E01005703,1746,1491,0,2,5,2,4,7,59,27,77,47,25
2021,Salford 002B,E01005704,1346,1227,0,6,5,3,3,8,29,13,24,26,2
2021,Salford 002C,E01005706,1537,1334,0,4,4,4,7,15,55,22,36,44,12
2021,Salford 002D,E01005708,1433,1224,0,3,5,10,1,12,51,10,27,63,27
2021,Salford 003A,E01005702,2635,2263,0,2,11,10,4,28,119,39,72,66,21
2021,Salford 003C,E01005707,1747,1492,2,3,2,7,5,8,100,17,30,62,19
2021,Salford 003D,E01033976,1963,1747,0,1,6,10,12,16,63,27,34,31,16
2021,Salford 003E,E01033977,1142,1045,1,5,3,5,2,3,31,14,13,10,10
2021,Salford 004A,E01005661,1900,1582,1,2,8,5,9,18,134,36,59,30,16
2021,Salford 004B,E01005662,1623,1231,0,3,2,4,6,7,128,58,67,105,12
2021,Salford 004C,E01005709,1607,1361,1,4,8,3,8,20,84,48,33,28,9
2021,Salford 004D,E01005710,2141,1919,0,3,6,7,6,20,86,32,29,20,13
2021,Salford 005A,E01005670,1763,1369,3,8,1,6,6,22,209,37,58,30,14
2021,Salford 005B,E01005672,1279,1061,0,4,9,8,13,8,53,16,29,46,32
2021,Salford 005C,E01005676,1228,1171,0,5,4,4,4,4,23,2,8,3,0
2021,Salford 005D,E01005677,1580,1383,0,2,5,4,5,11,59,26,28,38,19
2021,Salford 006A,E01005686,1462,1261,1,1,5,6,10,14,50,27,33,42,12
2021,Salford 006B,E01005688,1571,1403,0,3,4,7,4,9,57,27,17,31,9
2021,Salford 006C,E01005691,1414,1334,1,4,7,11,1,2,13,10,15,15,1
2021,Salford 006D,E01005692,1375,1140,3,3,2,3,4,13,48,43,68,33,15
2021,Salford 007A,E01005711,1394,1326,1,2,4,7,6,3,24,4,8,8,1
2021,Salford 007B,E01005712,1839,1653,2,3,5,11,6,12,46,13,37,42,9
2021,Salford 007C,E01005713,1627,1537,2,2,4,5,3,8,35,5,14,11,1
2021,Salford 007D,E01005714,1712,1549,0,2,2,5,5,10,67,20,19,21,12
2021,Salford 007E,E01005715,1744,1626,1,3,4,12,3,13,34,8,18,13,9
2021,Salford 007F,E01005718,1601,1473,0,3,10,2,1,4,46,24,14,16,8
2021,Salford 008A,E01005673,1486,1307,0,3,4,5,9,10,59,31,26,17,15
2021,Salford 008C,E01005678,1570,1325,1,3,2,2,3,24,95,29,59,21,6
2021,Salford 008D,E01005679,1550,1276,0,4,6,0,5,26,91,40,55,28,19
2021,Salford 008E,E01033978,1028,859,1,0,6,4,13,8,56,25,22,19,15
2021,Salford 008F,E01033979,2043,1771,0,5,4,10,9,16,81,49,60,23,15
2021,Salford 009A,E01005687,1803,1629,3,1,3,5,7,10,57,21,36,20,11
2021,Salford 009B,E01005689,1365,1091,1,1,0,1,1,12,125,29,46,45,13
2021,Salford 009C,E01005690,1567,1449,1,4,7,2,1,7,41,18,17,16,4
2021,Salford 009D,E01005693,1428,1338,1,2,1,2,0,5,28,16,12,15,8
2021,Salford 010A,E01005646,2252,1696,5,3,47,23,49,60,132,41,58,78,60
2021,Salford 010B,E01005649,1722,1336,20,10,8,14,21,44,131,33,40,47,18
2021,Salford 010C,E01005650,1996,1370,1,11,20,13,19,43,138,51,131,169,30
2021,Salford 010D,E01005651,2276,1646,4,16,20,20,49,76,180,41,98,88,38
2021,Salford 011A,E01005647,1500,1192,9,9,13,13,22,24,104,22,54,29,9
2021,Salford 011B,E01005648,2347,1637,5,7,13,19,24,40,245,62,112,133,50
2021,Salford 011C,E01005652,1556,1223,1,1,5,4,4,21,116,39,78,39,25
2021,Salford 011D,E01005653,1562,1059,2,2,0,5,8,22,139,78,115,84,48
2021,Salford 012A,E01005671,1568,1319,1,5,6,8,1,14,77,31,49,36,21
2021,Salford 012B,E01005674,1570,1388,0,2,10,9,5,14,54,16,32,28,12
2021,Salford 012C,E01005694,1709,1593,2,6,6,1,8,13,37,9,12,6,16
2021,Salford 012D,E01005696,1784,1618,3,3,3,6,5,9,61,9,32,19,16
2021,Salford 012E,E01005698,1743,1449,3,14,5,7,7,20,103,36,47,34,18
2021,Salford 012F,E01005700,1516,1300,1,4,6,11,6,11,75,15,35,51,1
2021,Salford 013A,E01005716,1634,1501,1,5,7,13,5,11,40,15,19,11,6
2021,Salford 013B,E01005717,1557,1353,0,3,19,15,17,17,56,24,12,28,13
2021,Salford 013C,E01005734,1416,1297,0,9,8,9,6,10,29,18,8,15,7
2021,Salford 013D,E01005735,1425,1349,1,2,2,8,5,12,26,6,7,7,0
2021,Salford 013E,E01005736,1367,1314,2,6,5,1,5,5,17,4,4,2,2
2021,Salford 013F,E01005737,1512,1384,1,4,12,13,6,24,45,5,7,9,2
2021,Salford 013G,E01005739,1998,1799,1,7,9,10,10,29,74,9,19,27,4
2021,Salford 014A,E01005695,1555,1463,0,3,15,17,7,8,11,8,11,3,9
2021,Salford 014B,E01005697,1530,1478,1,3,4,2,2,10,6,8,4,4,8
2021,Salford 014C,E01005738,1932,1776,1,8,14,7,14,34,39,18,12,6,3
2021,Salford 014D,E01005740,1598,1504,1,2,2,11,6,15,18,15,2,3,19
2021,Salford 014E,E01005741,1680,1562,5,10,10,14,5,18,24,10,14,6,2
2021,Salford 014F,E01005742,1556,1497,2,5,7,4,3,7,16,4,6,3,2
2021,Salford 015A,E01005625,1372,1261,0,3,4,3,3,12,26,12,19,18,11
2021,Salford 015B,E01005627,1173,1062,0,6,6,5,4,5,33,5,11,24,12
2021,Salford 015C,E01005699,1792,1678,3,4,9,1,4,7,45,11,9,20,1
2021,Salford 015D,E01005701,1831,1660,3,8,15,6,12,15,38,16,22,20,16
2021,Salford 017A,E01005624,1842,1360,0,4,6,3,7,26,209,61,86,65,15
2021,Salford 017B,E01005680,1733,1398,2,2,9,6,4,25,83,58,53,77,16
2021,Salford 017C,E01005683,2148,1626,2,4,15,6,10,13,157,106,78,98,33
2021,Salford 017G,E01033980,1042,691,1,0,1,1,0,12,99,28,59,99,51
2021,Salford 017H,E01033981,2738,2095,0,1,5,0,7,26,143,45,109,159,148
2021,Salford 018A,E01005622,1595,1375,3,5,2,5,7,9,53,15,45,58,18
2021,Salford 018B,E01005623,1266,1145,1,8,8,6,3,9,32,12,19,17,6
2021,Salford 018C,E01005626,1286,1194,1,6,8,3,8,6,24,2,11,13,10
2021,Salford 018D,E01005628,1575,1311,4,10,15,15,8,12,68,23,38,52,19
2021,Salford 019A,E01005725,1463,1244,3,4,8,5,9,14,80,35,19,19,23
2021,Salford 019B,E01005726,1431,1295,1,3,8,3,8,5,41,17,15,25,10
2021,Salford 019C,E01005727,1349,1195,1,2,6,6,9,9,46,12,28,25,10
2021,Salford 019D,E01005728,1793,1649,1,13,7,6,5,10,44,13,14,18,13
2021,Salford 019E,E01005733,1469,1177,4,4,3,3,9,6,148,59,30,19,7
2021,Salford 020A,E01005631,1575,1262,0,9,11,7,8,27,84,36,54,59,18
2021,Salford 020B,E01005632,2454,1878,4,13,20,30,35,63,174,61,70,72,34
2021,Salford 020C,E01005633,1534,1308,0,3,10,4,8,21,75,22,26,41,16
2021,Salford 020D,E01005634,1587,1483,3,8,9,7,11,13,17,7,17,11,1
2021,Salford 020E,E01005635,1553,1304,0,11,21,18,12,8,50,13,53,45,18
2021,Salford 020F,E01005636,1597,1433,3,5,8,14,26,13,33,12,19,14,17
2021,Salford 020G,E01005637,1454,1326,1,5,4,7,9,13,30,6,18,24,11
2021,Salford 021A,E01005629,1484,1291,1,7,11,4,4,14,56,18,28,35,15
2021,Salford 021B,E01005630,1528,1315,0,3,6,7,4,13,75,21,30,30,24
2021,Salford 021C,E01005719,2040,1393,2,3,10,9,6,33,152,65,115,161,91
2021,Salford 021E,E01005722,2033,1528,2,7,6,3,4,8,156,68,85,125,41
2021,Salford 021F,E01005723,1662,1291,0,6,3,1,7,14,113,60,67,58,42
2021,Salford 021G,E01005724,1414,1273,2,5,7,5,4,12,46,16,10,18,16
2021,Salford 021H,E01033982,1909,1523,0,0,6,6,5,13,100,41,82,92,41
2021,Salford 021I,E01033983,1280,834,0,0,1,2,6,21,101,43,84,117,71
2021,Salford 023A,E01005654,1968,1356,1,2,2,8,10,35,139,78,138,130,69
2021,Salford 023B,E01005656,1697,1210,0,4,11,4,1,23,89,54,97,120,84
2021,Salford 023C,E01005657,1804,1346,0,9,7,4,19,16,121,69,64,98,51
2021,Salford 023D,E01005721,1551,1297,0,10,7,7,8,18,55,45,38,50,16
2021,Salford 024C,E01005681,1509,1130,0,5,5,6,4,8,91,45,35,100,80
2021,Salford 024D,E01005682,1742,1106,2,7,14,8,19,38,154,69,146,132,47
2021,Salford 024E,E01033984,2445,1591,0,7,9,2,10,28,245,119,192,194,48
2021,Salford 025A,E01005729,1535,1182,2,7,2,4,6,15,129,51,54,64,19
2021,Salford 025B,E01005730,1667,1437,2,7,6,9,10,11,75,34,33,28,15
2021,Salford 025C,E01005731,1563,1204,4,3,5,2,5,16,157,37,71,44,15
2021,Salford 025D,E01005732,1207,1009,4,2,3,2,4,14,74,27,42,14,12
2021,Salford 026A,E01005599,1905,1410,0,4,10,9,12,33,140,42,114,110,21
2021,Salford 026B,E01005600,2036,1626,0,10,14,11,13,22,110,71,59,75,25
2021,Salford 026C,E01005601,1738,1426,0,4,3,2,5,36,114,19,64,53,12
2021,Salford 026D,E01005602,1672,1320,1,5,3,2,5,18,133,43,73,60,9
2021,Salford 027A,E01005603,1807,1427,0,1,4,5,8,20,95,52,67,102,26
2021,Salford 027B,E01005604,1652,1446,0,6,3,7,11,16,80,12,35,26,10
2021,Salford 027C,E01005605,1659,1463,1,5,9,2,8,12,69,15,38,28,9
2021,Salford 027D,E01005638,2212,1644,1,1,26,15,21,27,123,60,149,116,29
2021,Salford 029A,E01005639,1514,1339,1,6,4,3,3,7,60,34,25,21,11
2021,Salford 029B,E01005640,1359,1244,0,4,2,5,1,7,40,14,25,14,3
2021,Salford 029C,E01005641,1363,1293,0,4,0,4,5,5,23,12,6,9,2
2021,Salford 029D,E01005642,1209,1117,1,5,4,2,9,3,30,5,17,10,6
2021,Salford 029E,E01005643,1368,1301,3,5,7,8,3,4,18,2,9,6,2
2021,Salford 029F,E01005644,1517,1439,2,4,8,3,9,4,20,9,11,3,5
2021,Salford 029G,E01005645,1363,1307,3,8,7,4,4,3,10,2,5,8,2
2021,Salford 030A,E01005616,1443,1378,1,5,4,4,1,4,22,2,9,5,8
2021,Salford 030B,E01005617,1479,1431,1,3,5,1,2,3,18,4,7,2,2
2021,Salford 030C,E01005618,2078,1919,3,3,6,4,9,18,69,16,14,15,2
2021,Salford 030D,E01005619,1231,1166,0,2,7,5,2,3,20,11,9,4,2
2021,Salford 030E,E01005620,2551,2327,2,9,14,15,11,16,78,27,20,21,11
2021,Salford 030F,E01005621,1770,1620,1,3,6,5,6,7,36,16,28,34,8
2021,Salford 031B,E01005612,2480,1490,2,12,19,10,22,50,345,123,189,182,36
2021,Salford 031A,E01005613,2698,1480,1,11,13,16,22,76,283,136,231,299,130
2021,Salford 031C,E01005614,3099,2159,0,6,15,8,28,80,238,118,153,247,47
2021,Salford 032C,E01005611,2513,1747,1,13,19,9,12,44,221,84,125,162,76
2021,Salford 032D,E01005615,2370,1490,1,2,9,10,5,31,232,109,130,261,90
2021,Salford 032A,E01033985,1669,997,1,3,7,5,5,33,215,82,93,121,107
2021,Salford 032B,E01033986,1525,875,3,5,4,3,13,48,238,80,59,96,101
2021,Salford 033F,E01032909,1717,1141,0,2,1,8,1,23,97,57,123,168,96
2021,Salford 033E,E01033330,1541,1002,0,4,9,3,4,25,184,83,87,86,54
2021,Salford 033A,E01033987,1137,707,0,0,3,1,2,22,82,32,78,132,78
2021,Salford 033B,E01033988,1312,839,0,0,0,6,7,19,67,51,90,138,95
2021,Salford 033C,E01033989,1132,692,0,1,1,1,4,25,74,45,98,126,65
2021,Salford 033D,E01033990,1188,679,0,2,4,4,1,16,58,45,92,162,125
2021,Salford 034C,E01005610,2938,2414,1,3,6,4,6,7,187,61,87,79,83
2021,Salford 034D,E01032684,1386,874,1,5,3,18,10,27,111,54,77,156,50
2021,Salford 034E,E01032906,2044,1314,0,2,3,8,6,26,180,104,121,155,125
2021,Salford 034A,E01033991,1562,1063,0,2,2,15,29,28,129,59,79,96,60
2021,Salford 034B,E01033992,1398,898,0,0,1,4,8,26,82,31,75,130,143
2021,Salford 035C,E01005667,2277,1688,2,2,6,14,3,41,214,82,101,73,51
2021,Salford 035B,E01032912,2270,1547,2,6,12,7,6,41,183,101,122,156,87
2021,Salford 035A,E01032914,2121,1296,0,0,2,5,7,32,154,89,215,172,149
2021,Salford 036C,E01032915,2137,1554,0,6,15,7,10,32,147,83,114,117,52
2021,Salford 036A,E01033993,1813,1321,0,1,3,5,2,26,128,50,95,116,66
2021,Salford 036B,E01033994,1173,894,0,1,2,2,3,16,57,27,60,74,37
2021,Salford 037A,E01033995,1203,630,0,2,0,3,7,15,105,40,127,161,113
2021,Salford 037B,E01033996,1221,732,0,3,5,6,7,25,73,39,68,147,116
2021,Salford 037C,E01033997,1030,655,0,2,3,6,7,20,62,41,75,79,80
2021,Salford 037D,E01033998,1332,866,0,3,4,7,5,23,68,41,78,149,88
2021,Salford 037E,E01033999,1221,731,0,1,2,0,3,19,99,49,97,168,52
2021,Stockport 001A,E01005886,1467,1337,2,2,9,5,4,21,29,14,13,22,9
2021,Stockport 001B,E01005888,1530,1436,0,3,6,5,5,16,24,6,9,12,8
2021,Stockport 001C,E01005889,1423,1297,2,8,12,6,6,8,33,14,11,19,7
2021,Stockport 001D,E01005891,1217,1155,2,6,10,5,5,9,10,4,3,5,3
2021,Stockport 001E,E01005894,1362,1256,2,7,14,11,7,11,29,4,14,6,1
2021,Stockport 002A,E01005887,1735,1507,3,7,9,8,7,40,75,36,20,16,7
2021,Stockport 002B,E01005890,1527,1315,1,4,19,9,10,24,71,32,9,25,8
2021,Stockport 002C,E01005893,2191,1990,3,14,10,8,11,11,49,16,38,28,13
2021,Stockport 002D,E01005896,1664,1482,1,2,8,4,5,15,51,18,30,39,9
