date,geography,geography code,Population Density: Persons per square kilometre; measures: Value
2021,Manchester 020C,E01005232,2165.7
2021,Manchester 020D,E01005235,6593.7
2021,Manchester 020E,E01005239,6720.1
2021,Manchester 021A,E01005187,14776.3
2021,Manchester 021B,E01005188,2837.5
2021,Manchester 021C,E01005191,12567.6
2021,Manchester 021D,E01005192,2645.4
2021,Manchester 021E,E01005193,6103.4
2021,Manchester 022B,E01005230,10417.9
2021,Manchester 022C,E01005231,14680.4
2021,Manchester 022D,E01005236,16144.0
2021,Manchester 022E,E01005237,12605.2
2021,Manchester 022H,E01034119,5841.0
2021,Manchester 023A,E01005195,5677.5
2021,Manchester 023C,E01005197,5898.2
2021,Manchester 023D,E01005198,7241.3
2021,Manchester 023E,E01005201,9308.5
2021,Manchester 023F,E01034120,7620.1
2021,Manchester 023G,E01034121,5701.7
2021,Manchester 024B,E01005243,9372.2
2021,Manchester 024C,E01005245,8950.6
2021,Manchester 024D,E01005246,17983.0
2021,Manchester 024E,E01034122,19080.7
2021,Manchester 024F,E01034123,4421.3
2021,Manchester 025C,E01005244,15836.0
2021,Manchester 025D,E01005285,13252.8
2021,Manchester 025E,E01005288,9795.8
2021,Manchester 025F,E01034124,12706.6
2021,Manchester 025G,E01034125,25508.2
2021,Manchester 025H,E01034126,14909.9
2021,Manchester 025I,E01034127,15477.3
2021,Manchester 026A,E01005280,7596.0
2021,Manchester 026B,E01005281,5650.3
2021,Manchester 026C,E01005284,8759.3
2021,Manchester 026D,E01005286,7964.0
2021,Manchester 026E,E01005287,10951.9
2021,Manchester 028A,E01005297,7451.8
2021,Manchester 028B,E01005298,10005.5
2021,Manchester 028C,E01005302,7875.3
2021,Manchester 028E,E01033680,7726.7
2021,Manchester 028F,E01033686,8756.6
2021,Manchester 029A,E01005150,6914.0
2021,Manchester 029B,E01005151,7756.2
2021,Manchester 029C,E01005152,7622.1
2021,Manchester 029D,E01005159,6544.7
2021,Manchester 029E,E01005296,6980.0
2021,Manchester 029F,E01005299,6702.0
2021,Manchester 030A,E01005178,9476.7
2021,Manchester 030B,E01005179,7050.3
2021,Manchester 030C,E01005180,3714.5
2021,Manchester 030D,E01005181,5475.8
2021,Manchester 030E,E01005182,7963.6
2021,Manchester 030F,E01005183,6292.1
2021,Manchester 031A,E01005219,9259.9
2021,Manchester 031B,E01005220,8578.9
2021,Manchester 031C,E01005221,9685.6
2021,Manchester 031D,E01005222,5121.9
2021,Manchester 032A,E01005184,5463.0
2021,Manchester 032B,E01005185,13943.5
2021,Manchester 032C,E01005271,10852.9
2021,Manchester 032F,E01034128,7159.3
2021,Manchester 033A,E01005154,9363.5
2021,Manchester 033B,E01005156,5502.2
2021,Manchester 033C,E01005158,4370.2
2021,Manchester 033D,E01005300,5652.2
2021,Manchester 033E,E01005301,5725.9
2021,Manchester 034A,E01005118,6690.9
2021,Manchester 034B,E01005120,8505.6
2021,Manchester 034C,E01005215,5881.5
2021,Manchester 034D,E01005216,4805.2
2021,Manchester 034E,E01005217,6451.0
2021,Manchester 034F,E01005218,7563.8
2021,Manchester 035A,E01005270,8173.8
2021,Manchester 035B,E01005272,4113.8
2021,Manchester 035C,E01005273,11457.0
2021,Manchester 035D,E01005278,7981.1
2021,Manchester 035E,E01005279,3507.2
2021,Manchester 036A,E01005305,5205.7
2021,Manchester 036B,E01005309,10604.2
2021,Manchester 036C,E01005310,12779.9
2021,Manchester 036D,E01005311,8694.6
2021,Manchester 036E,E01005312,16219.3
2021,Manchester 037A,E01005082,2322.2
2021,Manchester 037B,E01005153,8801.4
2021,Manchester 037C,E01005155,3813.8
2021,Manchester 037D,E01005157,1715.9
2021,Manchester 038A,E01005274,6912.8
2021,Manchester 038B,E01005275,11780.3
2021,Manchester 038C,E01005276,7267.8
2021,Manchester 038D,E01005277,5938.4
2021,Manchester 039A,E01005076,8331.3
2021,Manchester 039C,E01005081,4345.3
2021,Manchester 039D,E01005083,5037.0
2021,Manchester 039E,E01033670,5724.5
2021,Manchester 039F,E01033671,7967.9
2021,Manchester 040A,E01005125,6870.4
2021,Manchester 040B,E01005304,9324.1
2021,Manchester 040C,E01005306,4757.6
2021,Manchester 040D,E01005307,6621.4
2021,Manchester 040E,E01005308,5055.4
2021,Manchester 041A,E01005119,6011.8
2021,Manchester 041B,E01005121,6449.9
2021,Manchester 041C,E01005122,5542.7
2021,Manchester 041D,E01005123,7937.4
2021,Manchester 041E,E01005124,7793.1
2021,Manchester 042A,E01005077,3933.8
2021,Manchester 042B,E01005078,4237.4
2021,Manchester 042C,E01005079,3745.2
2021,Manchester 042D,E01005084,2309.5
2021,Manchester 043A,E01005172,4953.1
2021,Manchester 043B,E01005173,1972.2
2021,Manchester 043C,E01005174,7527.8
2021,Manchester 043D,E01005175,6774.6
2021,Manchester 043E,E01005176,6125.3
2021,Manchester 043F,E01005177,7028.0
2021,Manchester 044A,E01005115,5493.5
2021,Manchester 044B,E01005262,6483.8
2021,Manchester 044C,E01005264,3957.3
2021,Manchester 044D,E01005265,5762.6
2021,Manchester 044E,E01005266,6371.0
2021,Manchester 045A,E01005126,6887.9
2021,Manchester 045B,E01005168,4075.5
2021,Manchester 045C,E01005169,1836.8
2021,Manchester 045D,E01005170,2151.5
2021,Manchester 045E,E01005171,3260.5
2021,Manchester 046A,E01005263,1485.7
2021,Manchester 046B,E01005267,1294.6
2021,Manchester 046C,E01005268,2654.8
2021,Manchester 046D,E01005269,2578.6
2021,Manchester 047A,E01005069,4106.6
2021,Manchester 047B,E01005111,5626.2
2021,Manchester 047C,E01005113,6593.1
2021,Manchester 047D,E01005114,3277.0
2021,Manchester 047E,E01005116,4849.1
2021,Manchester 048A,E01005071,5366.5
2021,Manchester 048B,E01005072,6194.0
2021,Manchester 048C,E01005073,3672.9
2021,Manchester 048D,E01005112,2250.2
2021,Manchester 048E,E01005117,2472.3
2021,Manchester 049A,E01005085,5698.2
2021,Manchester 049B,E01005086,7703.8
2021,Manchester 049C,E01005089,6762.8
2021,Manchester 049D,E01005289,7463.8
2021,Manchester 049E,E01005295,2931.2
2021,Manchester 050A,E01005087,7783.8
2021,Manchester 050B,E01005088,5465.1
2021,Manchester 050C,E01005090,5758.7
