date,geography,geography code,Population Density: Persons per square kilometre; measures: Value
2021,Wolverhampton 006,E02002154,3162.7
2021,Wolverhampton 007,E02002155,6326.5
2021,Wolverhampton 008,E02002156,5285.2
2021,Wolverhampton 009,E02002157,2436.6
2021,Wolverhampton 010,E02002158,4597.6
2021,Wolverhampton 011,E02002159,5271.3
2021,Wolverhampton 012,E02002160,2289.9
2021,Wolverhampton 013,E02002161,3559.9
2021,Wolverhampton 014,E02002162,2629.6
2021,Wolverhampton 015,E02002163,5114.6
2021,Wolverhampton 016,E02002164,9384.8
2021,Wolverhampton 017,E02002165,4822.2
2021,Wolverhampton 018,E02002166,3324.5
2021,Wolverhampton 019,E02002167,2562.6
2021,Wolverhampton 020,E02002168,3768.3
2021,Wolverhampton 021,E02002169,3022.1
2021,Wolverhampton 022,E02002170,5469.1
2021,Wolverhampton 023,E02002171,4288.8
2021,Wolverhampton 026,E02002174,4402.4
2021,Wolverhampton 027,E02002175,3514.5
2021,Wolverhampton 028,E02002176,5258.2
2021,Wolverhampton 029,E02002177,3425.5
2021,Wolverhampton 030,E02002178,3439.8
2021,Wolverhampton 031,E02002179,4130.3
2021,Wolverhampton 032,E02002180,3699.8
2021,Wolverhampton 033,E02002181,3908.2
2021,Wolverhampton 034,E02002182,4329.9
2021,Wolverhampton 035,E02006894,4723.1
