date,geography,geography code,Household deprivation: Total: All households; measures: Value,Household deprivation: Household is not deprived in any dimension; measures: Value,Household deprivation: Household is deprived in one dimension; measures: Value,Household deprivation: Household is deprived in two dimensions; measures: Value,Household deprivation: Household is deprived in three dimensions; measures: Value,Household deprivation: Household is deprived in four dimensions; measures: Value
2021,Birmingham 102,E02001928,3001,998,1067,713,215,8
2021,Birmingham 103,E02001929,3729,1236,1332,847,297,17
2021,Birmingham 104,E02001930,3210,1740,994,360,110,6
2021,Birmingham 105,E02001931,3168,1450,1129,461,117,11
2021,Birmingham 106,E02001932,3075,1120,1016,636,283,20
2021,Birmingham 107,E02001933,3151,1362,1073,549,160,7
2021,Birmingham 108,E02001934,2291,1146,767,316,58,4
2021,Birmingham 109,E02001935,3279,1463,1132,562,121,1
2021,Birmingham 110,E02001936,2552,1297,840,339,75,1
2021,Birmingham 111,E02001937,3261,1183,1153,672,240,13
2021,Birmingham 112,E02001938,3514,1808,1136,436,125,9
2021,Birmingham 113,E02001939,3101,1204,1063,621,190,23
2021,Birmingham 115,E02001941,2522,942,852,546,172,10
2021,Birmingham 116,E02001942,3009,1363,1001,516,120,9
2021,Birmingham 117,E02001943,2639,1164,855,482,127,11
2021,Birmingham 118,E02001944,3410,1634,1095,515,160,6
2021,Birmingham 119,E02001945,3053,1071,1043,697,227,15
2021,Birmingham 120,E02001946,3208,1506,1125,453,114,10
2021,Birmingham 121,E02001947,2659,703,930,750,257,19
2021,Birmingham 122,E02001948,3050,1350,1036,526,129,9
2021,Birmingham 123,E02001949,2652,1179,911,439,117,6
2021,Birmingham 124,E02001950,3705,1684,1311,567,133,10
2021,Birmingham 125,E02001951,3914,1217,1373,960,337,27
2021,Birmingham 126,E02001952,4102,1264,1469,958,380,31
2021,Birmingham 127,E02001953,2921,1323,1020,455,115,8
2021,Birmingham 128,E02001954,3259,1043,1134,764,304,14
2021,Birmingham 129,E02001955,3536,1495,1187,678,168,8
2021,Birmingham 130,E02001956,2850,1308,991,439,104,8
2021,Birmingham 131,E02001957,3347,1586,1129,512,117,3
2021,Birmingham 132,E02006807,3029,1584,985,403,55,2
2021,Birmingham 133,E02006809,3142,1500,1059,489,92,2
2021,Birmingham 134,E02006895,4161,2185,1260,556,149,11
2021,Birmingham 135,E02006896,3158,1523,1100,396,122,17
2021,Birmingham 136,E02006897,4160,1861,1409,635,233,22
2021,Birmingham 137,E02006898,4249,2400,1196,449,188,16
2021,Birmingham 138,E02006899,4065,2527,1122,317,91,8
2021,Birmingham 139,E02006900,4055,1074,1555,1005,405,16
2021,Birmingham 141,E02007038,5264,1932,1905,1079,328,20
2021,Birmingham 142,E02007039,2171,582,874,528,182,5
2021,Birmingham 143,E02007040,2077,692,804,425,146,10
2021,Coventry 001,E02001958,3397,1425,1183,570,211,8
2021,Coventry 002,E02001959,2581,1194,894,421,68,4
2021,Coventry 004,E02001961,3267,1099,1174,694,282,18
2021,Coventry 005,E02001962,2498,1040,893,433,124,8
2021,Coventry 006,E02001963,2536,1122,856,418,130,10
2021,Coventry 007,E02001964,4132,1474,1400,875,353,30
2021,Coventry 008,E02001965,3389,1587,1140,523,132,7
2021,Coventry 009,E02001966,2245,742,825,475,189,14
2021,Coventry 010,E02001967,2866,1544,939,327,56,0
2021,Coventry 011,E02001968,2894,1285,1023,472,107,7
2021,Coventry 012,E02001969,2683,1031,937,540,165,10
2021,Coventry 013,E02001970,2537,1117,888,426,101,5
2021,Coventry 014,E02001971,2484,1282,806,318,74,4
2021,Coventry 015,E02001972,4066,1383,1474,871,303,35
2021,Coventry 016,E02001973,3489,1250,1248,724,242,25
2021,Coventry 017,E02001974,3944,2107,1321,440,71,5
2021,Coventry 018,E02001975,2905,1428,1011,390,76,0
2021,Coventry 019,E02001976,3132,1391,1058,511,157,15
2021,Coventry 020,E02001977,4186,1619,1458,771,317,21
2021,Coventry 021,E02001978,2584,1208,875,413,79,9
2021,Coventry 022,E02001979,2416,1276,816,283,40,1
2021,Coventry 023,E02001980,2567,1424,848,272,22,1
2021,Coventry 024,E02001981,4361,1460,1636,903,328,34
2021,Coventry 025,E02001982,3581,2026,1057,407,81,10
2021,Coventry 026,E02001983,3247,1608,1052,460,117,10
2021,Coventry 027,E02001984,3954,2023,1280,539,106,6
2021,Coventry 028,E02001985,3089,1232,1169,498,170,20
2021,Coventry 029,E02001986,3656,1356,1287,707,285,21
2021,Coventry 030,E02001987,2779,1343,940,411,78,7
2021,Coventry 031,E02001988,3437,1418,1209,576,204,30
2021,Coventry 032,E02001989,2531,1329,808,343,51,0
2021,Coventry 033,E02001990,3709,1968,1195,480,64,2
2021,Coventry 034,E02001991,3622,2052,1172,345,48,5
2021,Coventry 035,E02001992,4179,1589,1472,825,278,15
2021,Coventry 036,E02001993,3315,1490,1066,559,185,15
2021,Coventry 037,E02001994,3252,1610,1094,441,102,5
2021,Coventry 038,E02001995,4003,2038,1265,551,145,4
2021,Coventry 039,E02001996,3330,1104,1138,703,343,42
2021,Coventry 040,E02001997,3409,1822,1125,387,66,9
2021,Coventry 041,E02001998,2371,1339,768,234,30,0
2021,Coventry 042,E02001999,2190,1206,690,250,40,4
2021,Coventry 043,E02006805,3325,1315,1166,628,200,16
2021,Dudley 001,E02002000,3630,1413,1325,690,194,8
2021,Dudley 002,E02002001,2590,1158,865,444,119,4
2021,Dudley 003,E02002002,3025,1489,1057,426,52,1
2021,Dudley 004,E02002003,3819,1548,1379,698,186,8
2021,Dudley 005,E02002004,3121,1205,1082,638,188,8
2021,Dudley 006,E02002005,3622,1374,1209,766,260,13
2021,Dudley 007,E02002006,2892,1203,957,548,175,9
2021,Dudley 008,E02002007,3969,1724,1489,625,125,6
2021,Dudley 009,E02002008,3199,1815,964,370,47,3
2021,Dudley 010,E02002009,2636,928,887,597,213,11
2021,Dudley 011,E02002010,3624,1258,1333,791,229,13
2021,Dudley 012,E02002011,2603,1328,902,309,58,6
2021,Dudley 013,E02002012,3616,1158,1254,887,303,14
2021,Dudley 014,E02002013,2815,1386,961,401,65,2
2021,Dudley 015,E02002014,3168,1267,1119,591,182,9
2021,Dudley 016,E02002015,2949,1408,1009,426,103,3
2021,Dudley 017,E02002016,3318,1017,1244,777,271,9
2021,Dudley 018,E02002017,3420,1268,1242,684,220,6
2021,Dudley 019,E02002018,3706,1795,1361,491,58,1
2021,Dudley 020,E02002019,3087,1074,1142,669,195,7
2021,Dudley 021,E02002020,4226,2077,1471,577,96,5
2021,Dudley 022,E02002021,3735,1353,1291,822,258,11
2021,Dudley 023,E02002022,3723,1621,1258,662,171,11
2021,Dudley 024,E02002023,2331,1109,806,340,74,2
2021,Dudley 025,E02002024,3647,1562,1263,613,207,2
2021,Dudley 026,E02002025,3674,1665,1226,626,152,5
2021,Dudley 027,E02002026,2864,1309,1055,417,83,0
2021,Dudley 028,E02002027,2249,1291,731,207,19,1
2021,Dudley 029,E02002028,2623,1276,869,400,75,3
2021,Dudley 030,E02002029,2592,1305,891,334,61,1
2021,Dudley 031,E02002030,3025,1307,1053,533,128,4
2021,Dudley 032,E02002031,2564,1109,887,435,122,11
2021,Dudley 033,E02002032,4269,1793,1443,834,192,7
2021,Dudley 034,E02002033,3303,1617,1121,469,93,3
2021,Dudley 035,E02002034,3900,1908,1244,601,137,10
2021,Dudley 036,E02002035,2511,1387,790,290,44,0
2021,Dudley 037,E02002036,2877,970,1088,605,200,14
2021,Dudley 038,E02002037,2542,1225,835,398,80,4
2021,Dudley 039,E02002038,4414,1929,1543,749,184,9
2021,Dudley 040,E02002039,2655,1417,849,322,64,3
2021,Dudley 041,E02002040,2558,1419,817,289,31,2
2021,Dudley 042,E02002041,2634,1274,953,346,58,3
2021,Dudley 043,E02002042,3340,1783,1092,400,63,2
2021,Sandwell 001,E02002043,3223,1219,1080,648,268,8
2021,Sandwell 002,E02002044,2942,1236,1019,516,165,6
2021,Sandwell 003,E02002045,3186,1253,1088,648,188,9
2021,Sandwell 004,E02002046,2050,550,753,518,223,6
2021,Sandwell 005,E02002047,3092,1018,1133,696,236,9
2021,Sandwell 006,E02002048,2721,1354,920,374,69,4
2021,Sandwell 007,E02002049,2506,956,891,518,131,10
2021,Sandwell 009,E02002051,2241,683,821,554,174,9
2021,Sandwell 010,E02002052,4235,1496,1468,951,309,11
2021,Sandwell 011,E02002053,2542,1140,911,417,70,4
2021,Sandwell 012,E02002054,2314,1032,821,390,69,2
2021,Sandwell 013,E02002055,4179,1489,1508,851,310,21
2021,Sandwell 014,E02002056,3856,1274,1395,903,276,8
2021,Sandwell 015,E02002057,4277,1431,1485,1002,346,13
2021,Sandwell 016,E02002058,4976,2023,1671,958,309,15
2021,Sandwell 017,E02002059,4572,1567,1685,986,314,20
2021,Sandwell 018,E02002060,2630,830,950,606,235,9
2021,Sandwell 019,E02002061,2424,702,876,615,223,8
2021,Sandwell 020,E02002062,3493,1090,1262,856,259,26
2021,Sandwell 021,E02002063,3937,1663,1379,641,244,10
2021,Sandwell 022,E02002064,4817,2087,1637,840,239,14
2021,Sandwell 023,E02002065,4144,1365,1608,871,281,19
2021,Sandwell 024,E02002066,2921,990,1076,615,227,13
2021,Sandwell 025,E02002067,2504,1082,887,437,95,3
2021,Sandwell 027,E02002069,3165,1204,1036,670,247,8
2021,Sandwell 028,E02002070,3595,1128,1393,809,251,14
2021,Sandwell 029,E02002071,2734,1011,922,637,160,4
2021,Sandwell 030,E02002072,3607,1516,1235,640,206,10
2021,Sandwell 031,E02002073,2933,1011,1047,646,222,7
2021,Sandwell 032,E02002074,3164,1208,1098,681,176,1
2021,Sandwell 033,E02002075,3684,1415,1287,721,254,7
2021,Sandwell 034,E02002076,4535,2258,1459,683,127,8
2021,Sandwell 035,E02002077,4515,1664,1655,899,276,21
2021,Sandwell 036,E02002078,2592,1221,887,423,58,3
2021,Sandwell 037,E02002079,3534,1447,1246,657,169,15
2021,Sandwell 038,E02002080,3087,1225,1085,584,183,10
2021,Sandwell 039,E02006810,4315,1836,1499,776,196,8
2021,Sandwell 040,E02006943,2648,863,999,584,186,16
2021,Sandwell 041,E02006944,2354,853,886,421,189,5
2021,Solihull 001,E02002081,2366,1050,873,359,78,6
2021,Solihull 002,E02002082,2317,711,807,598,188,13
2021,Solihull 003,E02002083,2415,1196,849,330,36,4
2021,Solihull 004,E02002084,2757,958,982,619,183,15
2021,Solihull 005,E02002085,2654,996,929,571,152,6
2021,Solihull 006,E02002086,2651,848,901,641,251,10
2021,Solihull 007,E02002087,2684,805,961,650,253,15
2021,Solihull 008,E02002088,4140,1279,1488,997,360,16
2021,Solihull 009,E02002089,3255,1548,1115,482,103,7
2021,Solihull 010,E02002090,2322,1228,733,295,65,1
2021,Solihull 011,E02002091,3127,1527,1070,448,79,3
2021,Solihull 012,E02002092,3039,1373,1015,498,144,9
2021,Solihull 013,E02002093,2948,1393,982,431,128,14
2021,Solihull 014,E02002094,2395,1375,776,223,21,0
2021,Solihull 015,E02002095,3631,1931,1179,438,80,3
2021,Solihull 016,E02002096,4274,2387,1329,470,84,4
2021,Solihull 017,E02002097,3119,1762,940,352,63,2
2021,Solihull 018,E02002098,3904,2037,1264,480,114,9
2021,Solihull 019,E02002099,2807,1761,853,172,21,0
2021,Solihull 021,E02002101,2862,1381,940,439,96,6
2021,Solihull 022,E02002102,3528,1863,1188,393,80,4
2021,Solihull 023,E02002103,2541,1328,832,318,59,4
2021,Solihull 024,E02002104,2377,1538,695,132,12,0
2021,Solihull 025,E02002105,3338,2010,1005,283,39,1
2021,Solihull 026,E02002106,4084,2501,1184,345,51,3
2021,Solihull 027,E02002107,2252,1383,663,190,16,0
2021,Solihull 028,E02002108,3980,2421,1204,299,48,8
2021,Solihull 029,E02002109,5050,3307,1312,361,65,5
2021,Solihull 030,E02006808,2672,1483,848,296,42,3
2021,Walsall 001,E02002110,2833,1291,958,450,126,8
2021,Walsall 002,E02002111,2763,947,983,607,221,5
2021,Walsall 003,E02002112,2210,1008,739,378,83,2
2021,Walsall 004,E02002113,2691,1128,959,458,140,6
2021,Walsall 005,E02002114,2682,1099,1020,464,97,2
2021,Walsall 006,E02002115,2839,989,998,658,185,9
2021,Walsall 007,E02002116,2907,1384,1024,428,69,2
2021,Walsall 008,E02002117,2780,1177,980,451,170,2
2021,Walsall 009,E02002118,3030,966,1053,769,230,12
2021,Walsall 010,E02002119,2442,1054,864,399,122,3
2021,Walsall 011,E02002120,2354,1107,825,353,65,4
2021,Walsall 012,E02002121,2561,844,932,568,206,11
2021,Walsall 013,E02002122,2494,935,874,503,176,6
2021,Walsall 014,E02002123,2693,1098,909,515,163,8
2021,Walsall 015,E02002124,3190,1336,1099,610,136,9
2021,Walsall 016,E02002125,2744,1099,992,505,144,4
2021,Walsall 017,E02002126,2733,807,975,699,240,12
2021,Walsall 018,E02002127,3443,1299,1166,729,234,15
2021,Walsall 019,E02002128,2422,966,874,473,102,7
2021,Walsall 020,E02002129,2568,1040,940,480,104,4
2021,Walsall 021,E02002130,2584,886,900,587,198,13
2021,Walsall 022,E02002131,3182,1681,1055,398,47,1
2021,Walsall 023,E02002132,2577,885,933,611,142,6
2021,Walsall 024,E02002133,3058,1291,1048,538,171,10
2021,Walsall 025,E02002134,3619,1338,1316,689,263,13
2021,Walsall 026,E02002135,2924,978,1016,663,253,14
2021,Walsall 027,E02002136,3259,1265,1189,596,197,12
2021,Walsall 028,E02002137,2566,1429,817,295,24,1
2021,Walsall 029,E02002138,2260,1046,803,323,82,6
2021,Walsall 030,E02002139,4311,1477,1528,900,382,24
2021,Walsall 031,E02002140,2956,1008,1049,680,205,14
2021,Walsall 032,E02002141,2601,1446,841,272,41,1
2021,Walsall 033,E02002142,2721,933,974,586,221,7
2021,Walsall 034,E02002143,3129,955,1101,771,286,16
2021,Walsall 035,E02002144,2473,1293,861,279,38,2
2021,Walsall 036,E02002145,3268,1145,1168,682,249,24
2021,Walsall 037,E02002146,2177,856,756,432,128,5
2021,Walsall 038,E02002147,3480,1281,1201,751,237,10
2021,Walsall 039,E02002148,4695,2358,1572,659,103,3
2021,Wolverhampton 001,E02002149,4269,1723,1529,815,193,9
2021,Wolverhampton 002,E02002150,2259,971,822,369,93,4
2021,Wolverhampton 003,E02002151,2458,921,904,485,144,4
2021,Wolverhampton 004,E02002152,2304,767,830,494,198,15
2021,Wolverhampton 005,E02002153,3350,1203,1188,742,209,8
2021,Wolverhampton 006,E02002154,2939,1450,904,459,116,10
2021,Wolverhampton 007,E02002155,2348,778,827,542,194,7
2021,Wolverhampton 008,E02002156,3333,1376,1222,587,141,7
2021,Wolverhampton 009,E02002157,3182,1701,995,424,61,1
2021,Wolverhampton 010,E02002158,3281,1244,1188,691,151,7
2021,Wolverhampton 011,E02002159,2230,746,867,470,144,3
2021,Wolverhampton 012,E02002160,2933,1282,1073,460,113,5
2021,Wolverhampton 013,E02002161,2554,1024,897,491,140,2
2021,Wolverhampton 014,E02002162,3365,1696,1126,452,90,1
2021,Wolverhampton 015,E02002163,5016,1753,1780,1092,362,29
2021,Wolverhampton 016,E02002164,2360,674,976,521,176,13
2021,Wolverhampton 017,E02002165,3657,1467,1261,687,217,25
2021,Wolverhampton 018,E02002166,3808,1246,1339,890,308,25
2021,Wolverhampton 019,E02002167,2961,1463,998,407,89,4
2021,Wolverhampton 020,E02002168,4637,1626,1709,921,344,37
2021,Wolverhampton 021,E02002169,3560,1862,1181,427,89,1
2021,Wolverhampton 022,E02002170,2411,890,839,548,127,7
2021,Wolverhampton 023,E02002171,3103,1053,1162,670,209,9
2021,Wolverhampton 026,E02002174,3012,1510,971,426,98,7
2021,Wolverhampton 027,E02002175,3070,1000,1082,717,258,13
2021,Wolverhampton 028,E02002176,3311,1454,1096,600,152,9
2021,Wolverhampton 029,E02002177,4534,1828,1550,838,305,13
2021,Wolverhampton 030,E02002178,2743,1254,980,417,91,1
2021,Wolverhampton 031,E02002179,2607,1357,900,286,62,2
2021,Wolverhampton 032,E02002180,2594,1049,925,493,122,5
2021,Wolverhampton 033,E02002181,3367,1248,1194,681,234,10
2021,Wolverhampton 034,E02002182,2479,934,894,523,123,5
2021,Wolverhampton 035,E02006894,5106,1865,1845,1089,293,14
