date,geography,geography code,Age of arrival in the UK: Total: All usual residents; measures: Value,Age of arrival in the UK: Born in the UK; measures: Value,Age of arrival in the UK: Arrived in the UK; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 0 to 4 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 5 to 7 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 8 to 9 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 10 to 14 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 15 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 16 to 17 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 18 to 19 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 20 to 24 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 25 to 29 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 30 to 44 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 45 to 59 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 60 to 64 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 65 to 74 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 75 to 84 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 85 to 89 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 90 years and over; measures: Value
2021,Bury 011A,E01005025,1701,1395,306,41,26,9,22,9,9,23,42,45,57,16,4,2,1,0,0
2021,Bury 011B,E01005027,1862,1310,552,69,37,25,34,8,25,33,104,71,102,33,3,4,3,1,0
2021,Bury 011C,E01005028,2235,1578,657,87,36,11,45,4,23,33,118,90,161,38,4,7,0,0,0
2021,Bury 011D,E01005029,1983,1368,615,79,23,29,60,9,24,41,119,90,97,28,6,10,0,0,0
2021,Bury 012A,E01005000,1471,1398,73,20,3,4,4,4,5,3,13,10,5,2,0,0,0,0,0
2021,Bury 012B,E01005001,1278,1205,73,11,4,4,5,1,7,8,16,8,7,2,0,0,0,0,0
2021,Bury 012C,E01005005,1409,1380,29,6,2,0,3,2,4,3,4,2,2,1,0,0,0,0,0
2021,Bury 012D,E01005006,2018,1927,91,14,4,1,9,0,4,9,11,13,20,6,0,0,0,0,0
2021,Bury 013A,E01005030,1787,1487,300,42,22,9,23,8,8,18,49,32,62,21,1,4,1,0,0
2021,Bury 013B,E01005054,1571,1431,140,27,11,5,9,2,12,8,20,17,22,6,1,0,0,0,0
2021,Bury 013C,E01005059,1789,1440,349,37,12,11,41,8,12,27,67,47,63,15,6,2,1,0,0
2021,Bury 013D,E01005060,1735,1536,199,25,8,4,14,9,6,19,33,28,42,10,0,1,0,0,0
2021,Bury 014A,E01004997,1550,1452,98,13,4,4,8,1,3,6,19,16,23,1,0,0,0,0,0
2021,Bury 014B,E01004998,1656,1584,72,16,6,4,5,0,1,5,13,11,8,3,0,0,0,0,0
2021,Bury 014C,E01004999,1477,1407,70,11,5,2,7,1,2,2,13,11,9,6,0,1,0,0,0
2021,Bury 014D,E01005002,1507,1443,64,6,5,3,7,1,2,3,11,11,10,3,1,1,0,0,0
2021,Bury 014E,E01005003,1484,1336,148,30,17,5,7,0,7,9,20,16,27,10,0,0,0,0,0
2021,Bury 015A,E01004991,1383,1259,124,17,11,2,5,0,13,8,27,17,21,3,0,0,0,0,0
2021,Bury 015B,E01004992,1428,1308,120,17,5,6,5,2,1,4,20,28,27,5,0,0,0,0,0
2021,Bury 015C,E01004993,1989,1764,225,27,10,8,16,4,8,13,44,36,48,11,0,0,0,0,0
2021,Bury 015D,E01004994,1383,1223,160,19,9,6,10,1,9,12,27,28,28,11,0,0,0,0,0
2021,Bury 016A,E01004990,1585,1466,119,16,8,4,12,1,8,9,19,16,19,6,1,0,0,0,0
2021,Bury 016B,E01004996,1511,1373,138,13,11,4,10,7,1,10,19,29,27,7,0,0,0,0,0
2021,Bury 016C,E01005004,1581,1439,142,23,5,5,9,4,7,8,19,18,32,7,0,5,0,0,0
2021,Bury 016D,E01005008,2169,1886,283,41,10,9,20,7,10,16,57,39,59,8,5,2,0,0,0
2021,Bury 016E,E01005009,1766,1518,248,20,10,4,23,1,7,7,54,46,67,9,0,0,0,0,0
2021,Bury 017A,E01004945,1534,1436,98,20,4,4,7,3,2,6,20,12,18,1,0,1,0,0,0
2021,Bury 017B,E01005055,1445,1314,131,17,7,2,8,4,6,5,34,20,22,4,0,1,1,0,0
2021,Bury 017C,E01005056,1272,1158,114,22,5,4,10,2,6,9,20,12,21,3,0,0,0,0,0
2021,Bury 017D,E01005057,1618,1544,74,15,2,3,8,3,4,5,13,14,4,1,0,2,0,0,0
2021,Bury 017E,E01005058,1347,1217,130,13,8,1,9,0,6,18,24,20,20,7,2,1,1,0,0
2021,Bury 018A,E01004995,1504,1440,64,11,4,3,4,1,4,3,6,9,14,5,0,0,0,0,0
2021,Bury 018B,E01005010,1605,1491,114,18,9,6,7,1,9,5,24,15,19,1,0,0,0,0,0
2021,Bury 018C,E01005012,1758,1584,174,27,12,4,7,8,10,7,31,28,31,5,2,2,0,0,0
2021,Bury 018D,E01005013,2621,2294,327,46,19,12,34,7,9,14,50,52,75,8,1,0,0,0,0
2021,Bury 019A,E01004984,1391,1253,138,25,9,4,4,1,5,6,29,22,27,4,0,1,1,0,0
2021,Bury 019B,E01004985,1461,1274,187,25,13,4,18,1,7,7,35,31,34,9,0,1,1,1,0
2021,Bury 019C,E01004989,1421,1273,148,18,12,4,13,1,6,8,27,27,24,3,2,3,0,0,0
2021,Bury 019D,E01005007,1508,1383,125,14,10,3,7,3,6,11,22,13,31,4,0,1,0,0,0
2021,Bury 019E,E01005011,1432,1349,83,12,5,0,3,1,3,3,14,13,23,5,0,1,0,0,0
2021,Bury 020A,E01004983,1356,1067,289,30,18,12,21,4,7,17,54,61,52,12,1,0,0,0,0
2021,Bury 020B,E01004986,1628,1405,223,16,9,16,17,3,12,13,34,47,38,14,2,0,2,0,0
2021,Bury 020C,E01004987,1309,1171,138,19,7,5,14,1,5,5,27,16,25,11,1,1,1,0,0
2021,Bury 020D,E01004988,1382,1244,138,24,9,3,6,0,9,7,22,18,35,5,0,0,0,0,0
2021,Bury 021A,E01004941,1868,1633,235,27,15,9,24,0,11,11,27,44,59,8,0,0,0,0,0
2021,Bury 021B,E01004942,1702,1364,338,56,26,9,20,11,13,8,51,45,79,16,2,1,1,0,0
2021,Bury 021C,E01004943,1837,1509,328,52,18,12,14,4,6,15,66,56,72,12,0,1,0,0,0
2021,Bury 021D,E01004944,1518,1338,180,20,10,6,13,5,10,13,23,35,34,10,0,1,0,0,0
2021,Bury 021E,E01004946,1681,1529,152,21,7,3,11,2,12,12,26,29,22,5,1,0,1,0,0
2021,Bury 022A,E01004969,1509,1314,195,17,7,7,15,2,5,10,37,34,43,15,2,0,1,0,0
2021,Bury 022B,E01004970,1628,1402,226,32,9,9,14,4,10,9,49,33,44,7,0,6,0,0,0
2021,Bury 022C,E01004971,1479,1296,183,21,4,10,19,4,12,16,26,21,34,11,2,2,1,0,0
2021,Bury 022D,E01005034,1790,1623,167,22,6,4,17,2,11,12,33,32,20,4,1,3,0,0,0
2021,Bury 023A,E01004972,1494,1258,236,27,12,6,18,1,6,16,41,36,54,13,1,5,0,0,0
2021,Bury 023B,E01004973,1545,1367,178,26,6,4,10,3,7,13,35,29,40,5,0,0,0,0,0
2021,Bury 023C,E01004975,1496,1338,158,20,5,5,11,2,9,15,30,26,26,8,0,1,0,0,0
2021,Bury 023D,E01005039,1574,1386,188,33,11,8,10,5,12,9,24,24,43,8,1,0,0,0,0
2021,Bury 023E,E01005045,1620,1423,197,30,11,3,11,5,8,12,38,25,39,11,1,0,2,1,0
2021,Bury 024A,E01004974,1408,1261,147,17,8,4,18,2,7,9,25,29,20,4,2,2,0,0,0
2021,Bury 024B,E01005033,1679,1362,317,82,12,4,21,4,19,16,49,37,58,12,3,0,0,0,0
2021,Bury 024C,E01005036,1985,1649,336,38,16,9,18,4,11,17,48,69,76,18,3,8,1,0,0
2021,Bury 024D,E01005037,1494,1304,190,26,8,6,5,3,4,19,37,39,37,4,0,2,0,0,0
2021,Bury 025A,E01005031,1535,1299,236,35,11,6,16,0,6,27,39,35,44,13,1,3,0,0,0
2021,Bury 025B,E01005032,1342,1096,246,16,8,7,12,6,5,10,58,54,58,12,0,0,0,0,0
2021,Bury 025C,E01005035,1456,1350,106,15,7,1,7,2,5,10,20,18,16,4,1,0,0,0,0
2021,Bury 025D,E01005038,1358,1167,191,29,4,6,11,6,8,15,39,35,29,7,0,2,0,0,0
2021,Bury 026A,E01005040,1845,1433,412,53,22,14,37,7,14,18,82,55,84,22,3,0,1,0,0
2021,Bury 026B,E01005041,1862,1442,420,79,32,17,35,4,17,26,69,55,63,13,5,4,1,0,0
2021,Bury 026C,E01005042,1949,1618,331,87,19,6,19,4,9,22,63,47,46,7,0,2,0,0,0
2021,Bury 026D,E01005043,1947,1594,353,110,24,6,23,3,11,12,57,62,31,11,0,2,1,0,0
2021,Bury 026E,E01005044,1964,1513,451,120,25,9,20,8,14,19,88,58,65,21,1,3,0,0,0
2021,Manchester 001A,E01005098,1631,1323,308,37,17,11,25,5,24,16,39,33,71,25,1,3,1,0,0
2021,Manchester 001B,E01005099,1944,1400,544,78,47,21,42,6,19,20,69,48,168,20,2,3,1,0,0
2021,Manchester 001C,E01005100,1658,1364,294,28,11,12,35,6,11,13,43,45,73,15,1,1,0,0,0
2021,Manchester 001D,E01005102,1371,1192,179,19,11,7,17,2,2,13,31,40,29,7,0,1,0,0,0
2021,Manchester 001E,E01005103,1831,1509,322,41,15,11,28,4,22,21,45,40,77,17,0,1,0,0,0
2021,Manchester 002A,E01005101,1868,1494,374,56,20,10,28,6,7,14,60,60,89,21,2,0,1,0,0
2021,Manchester 002B,E01005135,1865,1297,568,55,29,22,52,21,26,29,78,70,151,29,3,3,0,0,0
2021,Manchester 002C,E01005136,1510,1262,248,17,19,10,17,9,17,8,41,32,58,19,0,1,0,0,0
2021,Manchester 002D,E01005138,2479,1731,748,102,50,37,47,15,30,44,109,100,176,32,4,2,0,0,0
2021,Manchester 002F,E01034107,1411,1007,404,42,16,13,34,6,11,30,59,75,88,27,0,3,0,0,0
2021,Manchester 002G,E01034108,2074,1407,667,69,40,15,53,12,25,41,131,88,148,37,2,3,3,0,0
2021,Manchester 003B,E01005139,1966,1556,410,35,21,13,29,2,13,34,77,65,102,16,1,2,0,0,0
2021,Manchester 003C,E01005141,1974,1496,478,75,41,27,42,2,11,17,59,78,96,29,1,0,0,0,0
2021,Manchester 003D,E01005251,1679,1330,349,46,27,14,23,5,17,18,50,42,86,16,2,2,1,0,0
2021,Manchester 003E,E01005252,1931,1558,373,41,30,19,34,5,11,23,37,46,102,20,2,3,0,0,0
2021,Manchester 003F,E01033685,1585,1110,475,46,22,18,33,7,17,22,78,87,116,26,2,1,0,0,0
2021,Manchester 003G,E01033687,1341,1042,299,21,11,3,16,1,7,10,60,53,86,19,4,5,1,2,0
2021,Manchester 004A,E01005104,1978,1266,712,66,36,24,64,15,36,41,112,121,157,33,5,2,0,0,0
2021,Manchester 004B,E01005160,1973,1363,610,68,31,19,34,8,23,47,137,97,110,25,3,7,1,0,0
2021,Manchester 004C,E01005161,1814,1227,587,79,26,11,32,7,12,30,101,100,138,22,26,2,0,0,1
2021,Manchester 004D,E01005162,1897,1277,620,81,25,16,59,11,25,29,99,91,148,29,5,1,1,0,0
2021,Manchester 004E,E01005163,1785,1197,588,67,25,21,40,7,29,33,117,96,111,27,9,3,3,0,0
2021,Manchester 005A,E01005247,1421,1332,89,12,7,1,7,1,7,5,12,13,23,1,0,0,0,0,0
2021,Manchester 005B,E01005248,1329,1148,181,23,11,8,14,4,9,12,29,30,29,10,0,2,0,0,0
2021,Manchester 005C,E01005249,2198,1788,410,37,19,8,29,8,15,21,92,77,84,18,1,1,0,0,0
2021,Manchester 005D,E01005250,2233,1659,574,73,45,24,63,10,21,24,62,68,142,34,1,4,2,1,0
2021,Manchester 005E,E01005253,1704,1350,354,42,39,15,29,4,13,27,44,38,74,26,1,0,2,0,0
2021,Manchester 005F,E01005254,1606,1477,129,15,13,6,22,0,11,1,20,10,26,5,0,0,0,0,0
2021,Manchester 006A,E01005164,2342,1305,1037,116,54,35,67,19,30,42,176,178,239,67,7,6,1,0,0
2021,Manchester 006B,E01005205,2191,1416,775,102,60,40,57,15,26,30,94,88,207,45,6,2,3,0,0
2021,Manchester 006C,E01005206,1875,1237,638,66,36,21,37,9,29,48,110,94,151,27,3,7,0,0,0
2021,Manchester 006D,E01005207,2018,1082,936,111,58,42,86,13,33,31,79,139,257,81,2,3,1,0,0
2021,Manchester 007A,E01005223,1617,1013,604,60,37,24,63,16,15,18,75,86,157,45,4,4,0,0,0
2021,Manchester 007B,E01005224,2114,1091,1023,117,84,36,104,16,29,35,118,112,284,78,3,6,1,0,0
2021,Manchester 007C,E01005225,2095,1484,611,75,51,40,69,11,30,24,35,61,173,37,1,4,0,0,0
2021,Manchester 007D,E01005226,1940,1071,869,104,62,55,96,12,36,27,70,98,240,61,3,5,0,0,0
2021,Manchester 007E,E01005229,1502,1373,129,17,6,3,10,3,1,7,16,26,25,12,0,1,2,0,0
2021,Manchester 008A,E01005145,3005,1249,1756,237,133,81,151,23,47,65,239,224,426,103,13,10,3,1,0
2021,Manchester 008C,E01005149,2182,1014,1168,139,84,47,107,27,45,73,200,131,214,80,10,8,2,1,0
2021,Manchester 008D,E01005165,2348,1255,1093,170,91,22,70,16,45,49,155,158,242,55,12,7,1,0,0
2021,Manchester 008E,E01005166,2143,1092,1051,108,73,38,83,19,43,59,162,138,223,79,8,14,2,1,1
2021,Manchester 008F,E01005167,2315,1164,1151,123,63,36,86,26,54,62,200,168,229,87,7,8,2,0,0
2021,Manchester 008G,E01034109,1522,695,827,83,51,30,55,23,43,35,132,133,155,50,28,7,2,0,0
2021,Manchester 008H,E01034110,1496,771,725,79,33,16,51,10,38,38,140,124,143,42,3,7,1,0,0
2021,Manchester 009A,E01005202,2380,1449,931,127,82,35,83,11,30,22,113,105,235,79,7,1,1,0,0
2021,Manchester 009B,E01005203,2028,1351,677,72,29,18,50,14,38,38,101,127,156,29,3,2,0,0,0
2021,Manchester 009D,E01005227,2080,1235,845,112,55,36,80,12,23,30,88,88,247,61,6,7,0,0,0
2021,Manchester 009E,E01005228,2248,1425,823,92,48,16,85,13,44,35,95,133,219,37,3,3,0,0,0
2021,Manchester 009F,E01033678,1777,1044,733,103,53,25,64,18,31,27,92,103,164,46,2,3,2,0,0
2021,Manchester 009G,E01033679,1396,899,497,43,25,16,56,13,33,12,48,58,147,43,1,2,0,0,0
2021,Manchester 011A,E01005256,2639,1787,852,85,38,36,65,11,40,43,113,133,230,57,1,0,0,0,0
2021,Manchester 011B,E01005257,2012,1463,549,63,42,11,43,8,21,21,72,89,134,38,5,2,0,0,0
2021,Manchester 011C,E01005258,1796,1444,352,68,20,12,39,5,16,11,48,45,68,18,1,1,0,0,0
2021,Manchester 011D,E01005259,1773,1313,460,47,34,24,69,6,27,17,52,39,86,52,3,4,0,0,0
2021,Manchester 011E,E01005260,1468,1348,120,8,11,6,13,1,5,8,14,21,27,5,1,0,0,0,0
2021,Manchester 012A,E01005093,1842,1276,566,57,37,28,48,11,18,18,83,92,139,32,2,0,0,1,0
2021,Manchester 012B,E01005094,1694,1093,601,54,45,32,49,16,36,19,67,64,170,44,1,3,1,0,0
2021,Manchester 012C,E01005097,1949,1306,643,107,54,22,60,12,16,18,57,111,153,30,1,2,0,0,0
2021,Manchester 012D,E01005255,1668,1208,460,54,29,22,26,7,10,18,47,64,130,37,8,5,2,1,0
2021,Manchester 012E,E01005261,1787,1329,458,54,34,18,36,7,16,15,60,65,122,27,2,2,0,0,0
2021,Manchester 015A,E01005092,1948,1244,704,80,37,23,59,12,21,29,94,121,181,38,6,2,1,0,0
2021,Manchester 015C,E01005105,2956,1488,1468,150,78,56,87,25,47,68,260,268,337,75,9,8,0,0,0
2021,Manchester 015D,E01005106,2335,1380,955,99,41,37,71,20,58,50,118,138,241,71,5,4,1,0,1
2021,Manchester 015E,E01005107,2037,1331,706,72,51,31,46,19,26,31,106,110,181,30,0,2,1,0,0
2021,Manchester 015F,E01033668,1157,737,420,35,18,8,23,7,20,22,67,102,95,15,7,1,0,0,0
2021,Manchester 015G,E01033669,1428,1050,378,37,17,7,30,8,21,19,63,51,107,15,2,1,0,0,0
2021,Manchester 017D,E01005189,1687,1161,526,69,26,26,29,4,18,17,76,69,145,36,6,5,0,0,0
2021,Manchester 017E,E01005190,2453,1566,887,113,62,38,61,13,47,51,102,118,227,51,3,1,0,0,0
2021,Manchester 017G,E01034111,1571,1037,534,70,36,25,34,7,20,22,66,76,155,19,2,2,0,0,0
2021,Manchester 017H,E01034112,1853,1122,731,73,33,25,67,24,36,29,91,97,190,58,6,1,1,0,0
2021,Manchester 017I,E01034113,1486,909,577,52,15,13,45,20,37,29,86,96,132,44,4,3,1,0,0
2021,Manchester 017J,E01034114,1916,1289,627,43,22,26,60,14,34,38,111,86,121,65,3,4,0,0,0
2021,Manchester 018A,E01005061,1793,1075,718,70,43,26,64,16,38,29,117,108,171,27,4,4,1,0,0
2021,Manchester 018C,E01005063,2119,1145,974,109,50,13,57,21,37,43,181,170,257,32,3,1,0,0,0
2021,Manchester 018D,E01005065,2170,1173,997,88,43,28,70,10,33,92,212,157,206,50,4,2,1,0,1
2021,Manchester 018E,E01005066,1051,522,529,42,13,13,29,10,33,28,121,113,103,17,2,3,2,0,0
2021,Manchester 018F,E01034115,1892,811,1081,67,36,15,31,16,66,163,326,176,161,19,3,2,0,0,0
2021,Manchester 018G,E01034116,1109,477,632,52,33,21,29,13,22,43,120,111,155,27,2,4,0,0,0
2021,Manchester 019A,E01005208,2809,1776,1033,120,44,25,54,20,52,71,200,178,215,49,2,3,0,0,0
2021,Manchester 019C,E01005210,2647,1798,849,72,26,13,59,9,67,107,257,100,117,17,4,1,0,0,0
2021,Manchester 019D,E01005214,2390,1448,942,104,39,32,63,12,31,58,193,163,205,33,5,4,0,0,0
2021,Manchester 019E,E01034117,2203,1003,1200,94,38,17,44,15,103,229,308,179,163,7,0,3,0,0,0
2021,Manchester 019F,E01034118,1025,571,454,35,18,9,18,19,21,22,97,86,113,14,1,1,0,0,0
2021,Manchester 020A,E01005067,2076,1119,957,109,47,35,73,13,60,34,139,150,231,56,4,4,2,0,0
2021,Manchester 020B,E01005186,2899,1746,1153,118,66,46,92,18,41,48,153,177,301,83,3,6,1,0,0
2021,Manchester 020C,E01005232,1926,1035,891,83,43,24,74,13,32,45,175,158,192,42,6,4,0,0,0
2021,Manchester 020D,E01005235,2077,1137,940,105,66,40,88,16,40,53,125,111,222,61,6,4,2,1,0
2021,Manchester 020E,E01005239,1804,984,820,101,70,24,70,15,35,29,110,124,192,37,4,5,4,0,0
2021,Manchester 021A,E01005187,2246,1329,917,116,64,32,82,14,21,37,97,125,229,91,6,2,1,0,0
2021,Manchester 021B,E01005188,1919,1386,533,79,25,15,32,9,20,35,96,77,109,33,3,0,0,0,0
2021,Manchester 021C,E01005191,1861,1173,688,74,36,30,77,8,21,24,91,96,174,47,7,1,2,0,0
2021,Manchester 021D,E01005192,1735,1239,496,53,26,15,27,7,19,21,95,63,130,34,4,0,2,0,0
2021,Manchester 021E,E01005193,1768,1258,510,54,28,21,47,3,25,32,63,60,142,32,0,2,1,0,0
2021,Manchester 022B,E01005230,2092,1048,1044,88,40,31,51,27,49,80,222,180,216,46,6,8,0,0,0
2021,Manchester 022C,E01005231,2501,1384,1117,95,47,21,61,19,72,174,250,164,171,32,5,6,0,0,0
2021,Manchester 022D,E01005236,2262,1078,1184,143,67,42,87,16,52,73,175,181,247,85,9,3,4,0,0
2021,Manchester 022E,E01005237,2040,999,1041,95,55,41,107,21,60,80,149,142,222,57,5,7,0,0,0
2021,Manchester 022H,E01034119,2668,1559,1109,94,56,42,76,32,65,123,179,206,205,25,4,1,0,0,1
2021,Manchester 023A,E01005195,2446,1583,863,117,65,33,69,22,27,38,107,137,208,32,3,5,0,0,0
2021,Manchester 023C,E01005197,1728,1119,609,77,43,21,52,5,25,27,71,83,143,56,2,4,0,0,0
2021,Manchester 023D,E01005198,2049,1193,856,87,60,29,72,16,28,35,135,137,202,39,5,9,1,1,0
2021,Manchester 023E,E01005201,2125,1051,1074,111,55,44,85,14,39,48,157,138,294,79,3,6,1,0,0
2021,Manchester 023F,E01034120,1773,1173,600,65,57,24,50,11,11,26,75,87,149,33,2,8,2,0,0
2021,Manchester 023G,E01034121,1420,764,656,73,37,33,58,9,24,26,87,105,163,35,5,1,0,0,0
2021,Manchester 024B,E01005243,2911,1589,1322,156,94,53,93,24,69,63,193,197,291,68,8,9,2,0,2
2021,Manchester 024C,E01005245,2808,1427,1381,197,88,46,112,27,56,57,214,175,301,79,9,20,0,0,0
2021,Manchester 024D,E01005246,2542,1335,1207,156,82,44,94,25,50,59,190,191,255,40,8,10,3,0,0
2021,Manchester 024E,E01034122,1871,934,937,113,73,49,97,12,26,42,134,118,205,49,5,12,2,0,0
2021,Manchester 024F,E01034123,1761,936,825,123,59,38,68,13,27,36,98,119,188,44,6,6,0,0,0
2021,Manchester 025C,E01005244,2997,1662,1335,126,62,36,101,15,77,207,274,191,187,39,11,7,2,0,0
2021,Manchester 025D,E01005285,1534,757,777,73,52,26,61,10,33,51,151,133,146,31,3,5,2,0,0
2021,Manchester 025E,E01005288,1819,975,844,78,36,20,55,11,55,96,168,134,149,32,6,4,0,0,0
2021,Manchester 025F,E01034124,1568,813,755,86,50,28,56,19,27,48,103,115,164,47,7,4,1,0,0
2021,Manchester 025G,E01034125,1556,700,856,114,59,32,59,8,33,36,138,126,205,35,4,5,2,0,0
2021,Manchester 025H,E01034126,1655,869,786,102,35,22,46,11,28,33,143,154,171,33,4,4,0,0,0
2021,Manchester 025I,E01034127,1363,852,511,68,29,18,27,5,16,20,82,95,128,16,2,2,3,0,0
2021,Manchester 026A,E01005280,2181,1200,981,111,70,29,91,14,60,70,134,119,192,66,4,6,15,0,0
2021,Manchester 026B,E01005281,2573,1889,684,68,23,16,42,9,109,146,102,60,82,25,1,1,0,0,0
2021,Manchester 026C,E01005284,2600,1109,1491,84,43,17,59,34,161,291,366,161,220,43,5,5,2,0,0
2021,Manchester 026D,E01005286,2298,1396,902,87,28,27,42,17,65,113,163,177,150,27,2,4,0,0,0
2021,Manchester 026E,E01005287,2347,1340,1007,115,63,30,82,13,51,68,160,155,200,50,7,9,4,0,0
2021,Manchester 028A,E01005297,2436,1636,800,84,42,31,61,13,43,49,137,138,152,40,5,3,2,0,0
2021,Manchester 028B,E01005298,1814,1212,602,85,28,14,49,10,26,37,134,86,91,37,1,2,1,0,1
2021,Manchester 028C,E01005302,2111,1434,677,61,32,15,53,11,15,52,119,112,147,46,6,1,7,0,0
2021,Manchester 028E,E01033680,1261,767,494,46,14,9,29,6,20,25,106,82,115,40,2,0,0,0,0
2021,Manchester 028F,E01033686,1322,899,423,41,18,9,29,6,18,36,78,78,80,24,4,1,1,0,0
2021,Manchester 029A,E01005150,1696,1408,288,35,11,6,15,4,10,16,63,54,55,13,2,2,2,0,0
2021,Manchester 029B,E01005151,1476,1219,257,31,9,10,14,2,12,15,53,42,51,17,0,1,0,0,0
2021,Manchester 029C,E01005152,1434,1261,173,37,8,4,9,2,6,15,27,26,38,1,0,0,0,0,0
2021,Manchester 029D,E01005159,1612,1379,233,18,13,6,14,5,16,17,49,34,46,9,3,1,2,0,0
2021,Manchester 029E,E01005296,1567,1181,386,33,21,16,32,7,21,23,91,72,53,12,3,2,0,0,0
2021,Manchester 029F,E01005299,1580,1086,494,57,22,19,38,12,20,40,98,74,79,24,7,4,0,0,0
2021,Manchester 030A,E01005178,2014,1306,708,76,36,30,54,17,32,36,112,109,166,35,3,1,1,0,0
2021,Manchester 030B,E01005179,2230,1483,747,83,38,19,54,19,32,40,142,140,142,33,3,2,0,0,0
2021,Manchester 030C,E01005180,1920,1341,579,76,31,15,28,6,25,30,90,114,130,25,2,5,2,0,0
2021,Manchester 030D,E01005181,2227,1501,726,81,33,25,51,13,35,48,147,127,125,23,9,6,3,0,0
2021,Manchester 030E,E01005182,1620,1047,573,86,33,24,51,13,20,33,77,88,121,20,3,2,1,1,0
2021,Manchester 030F,E01005183,1791,1231,560,76,34,20,40,11,32,38,79,81,114,29,4,0,2,0,0
2021,Manchester 031A,E01005219,2274,1380,894,103,45,32,97,10,41,53,143,111,201,51,2,3,2,0,0
2021,Manchester 031B,E01005220,2135,1329,806,79,52,29,79,8,28,57,100,122,178,56,6,7,3,1,1
2021,Manchester 031C,E01005221,2556,1448,1108,108,69,51,112,12,48,58,153,151,260,77,6,3,0,0,0
2021,Manchester 031D,E01005222,2163,1443,720,84,42,23,54,6,33,36,94,114,178,49,5,1,0,1,0
2021,Manchester 032A,E01005184,2296,1549,747,83,36,15,50,14,37,62,145,142,129,23,2,7,1,1,0
2021,Manchester 032B,E01005185,3263,2761,502,98,32,24,37,14,52,100,64,37,41,3,0,0,0,0,0
2021,Manchester 032C,E01005271,1988,1537,451,56,26,12,34,6,23,37,91,67,83,7,4,4,1,0,0
2021,Manchester 032F,E01034128,3735,2733,1002,133,69,33,82,14,66,118,186,130,127,40,0,3,1,0,0
2021,Manchester 033A,E01005154,1427,1220,207,22,8,8,13,2,11,16,31,53,36,5,2,0,0,0,0
2021,Manchester 033B,E01005156,1482,1302,180,28,7,9,13,3,2,7,30,28,43,6,1,1,2,0,0
2021,Manchester 033C,E01005158,1491,1217,274,42,13,9,21,6,10,17,39,47,54,11,2,3,0,0,0
2021,Manchester 033D,E01005300,1543,1051,492,51,25,28,42,8,23,38,110,58,83,19,2,2,3,0,0
2021,Manchester 033E,E01005301,1483,1178,305,31,15,12,27,6,16,32,65,33,39,26,0,3,0,0,0
2021,Manchester 034A,E01005118,1470,1063,407,50,23,14,44,12,18,41,74,42,58,23,3,3,2,0,0
2021,Manchester 034B,E01005120,1903,1328,575,61,31,15,66,24,23,23,92,75,126,28,3,5,3,0,0
2021,Manchester 034C,E01005215,2045,1332,713,80,33,21,52,13,35,55,128,111,143,35,4,3,0,0,0
2021,Manchester 034D,E01005216,1531,1146,385,38,19,20,30,6,21,33,69,56,69,18,3,2,1,0,0
2021,Manchester 034E,E01005217,2051,1462,589,58,32,29,50,14,26,43,110,93,90,33,2,5,3,1,0
2021,Manchester 034F,E01005218,1693,1213,480,51,26,17,39,13,30,38,89,55,90,25,2,3,2,0,0
2021,Manchester 035A,E01005270,1767,1319,448,54,37,14,28,6,10,33,77,88,87,11,2,0,1,0,0
2021,Manchester 035B,E01005272,1973,1454,519,72,29,29,40,10,23,16,61,80,128,29,1,1,0,0,0
2021,Manchester 035C,E01005273,1668,1382,286,53,8,13,19,3,10,31,43,48,44,11,0,2,1,0,0
2021,Manchester 035D,E01005278,1854,1285,569,61,39,28,49,11,39,44,101,70,94,22,3,5,3,0,0
2021,Manchester 035E,E01005279,2197,1506,691,89,38,33,49,23,30,27,107,109,144,27,5,10,0,0,0
2021,Manchester 036A,E01005305,1706,1270,436,59,22,18,25,8,25,25,70,68,94,17,3,2,0,0,0
2021,Manchester 036B,E01005309,2224,1693,531,60,35,13,34,3,27,40,116,92,83,21,3,3,1,0,0
2021,Manchester 036C,E01005310,1985,1587,398,69,14,11,28,8,26,44,56,53,70,13,0,6,0,0,0
2021,Manchester 036D,E01005311,1826,1370,456,47,19,21,33,9,22,39,87,90,73,14,0,2,0,0,0
2021,Manchester 036E,E01005312,1980,1634,346,52,24,9,30,8,25,37,65,47,40,7,0,2,0,0,0
